# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 0 12', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', ladderQ_timing_secs, heap2tQ_timing_secs
Thu Dec 29 12:38:48 EST 2016, 3529, .40000000000000000000, 10, .08000000000000000000, 303, 70, 4, 25, 25, 3.727, 3.450
Thu Dec 29 12:39:44 EST 2016, 8479, .90000000000000000000, 4, .58000000000000000000, 453, 25, 14, --cols, , 0.050, 0.060
Thu Dec 29 12:41:15 EST 2016, 6004, .15000000000000000000, 1, .33000000000000000000, 528, 93, 19, 38, 47, 28.557, 28.750
Thu Dec 29 12:42:10 EST 2016, 1054, .65000000000000000000, 7, .83000000000000000000, 378, 48, 9, 13, 92, 21.093, 14.377
Thu Dec 29 12:42:56 EST 2016, 745, .12000000000000000000, 9, .92000000000000000000, 369, 22, 11, 2, 95, 3.323, 2.683
Thu Dec 29 12:43:51 EST 2016, 5695, .62000000000000000000, 3, .42000000000000000000, 519, 67, 1, 27, 50, 2.880, 2.977
Thu Dec 29 12:44:52 EST 2016, 8170, .37000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.057, 0.053
Thu Dec 29 12:47:13 EST 2016, 3220, .87000000000000000000, 6, .17000000000000000000, 444, 90, 16, 39, 28, 78.507, 46.270
Thu Dec 29 12:49:03 EST 2016, 4457, .25000000000000000000, 4, .80000000000000000000, 556, 79, 13, 33, 84, 67.483, 53.380
Thu Dec 29 12:49:59 EST 2016, 9407, .75000000000000000000, 10, .30000000000000000000, 406, 34, 4, 8, 39, 3.817, 3.093
Thu Dec 29 12:51:00 EST 2016, 6932, --delay, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.057, 0.057
Thu Dec 29 12:52:00 EST 2016, 1982, .50000000000000000000, 1, .05000000000000000000, 481, 11, 18, 21, 16, 1.940, 2.240
Thu Dec 29 12:53:26 EST 2016, 1364, .44000000000000000000, 6, .36000000000000000000, 500, 17, 12, 49, 78, 26.893, 20.000
Thu Dec 29 12:54:01 EST 2016, 6314, .94000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.063
Thu Dec 29 12:55:12 EST 2016, 8789, .19000000000000000000, 3, .11000000000000000000, 425, 39, 7, 36, 56, 9.583, 8.927
Thu Dec 29 12:56:12 EST 2016, 3839, .69000000000000000000, 9, .61000000000000000000, 575, 84, 17, 11, 11, 10.803, 8.077
Thu Dec 29 13:02:49 EST 2016, 2601, .06000000000000000000, 2, .48000000000000000000, 387, 96, 15, 18, 89, 0.000, 30.143
Thu Dec 29 13:03:25 EST 2016, 7551, .56000000000000000000, 8, .98000000000000000000, 537, 51, 5, 43, 44, 11.947, 11.597
Thu Dec 29 13:09:31 EST 2016, 5076, .31000000000000000000, 11, .23000000000000000000, 462, 73, 10, 5, 67, 0.000, 15.920
Thu Dec 29 13:10:27 EST 2016, 126, .81000000000000000000, 5, .73000000000000000000, 312, 28, 19, 30, 22, 8.197, 6.627
Thu Dec 29 13:11:28 EST 2016, 136, .06000000000000000000, 9, .25000000000000000000, 514, 90, 2, 25, 81, 8.930, 9.693
Thu Dec 29 13:12:23 EST 2016, 5086, .56000000000000000000, 3, .75000000000000000000, 364, 45, 11, --cols, , 0.053, 0.057
Thu Dec 29 13:13:23 EST 2016, 7561, .31000000000000000000, --selfEvents, 439, 67, 16, 37, 58, 0.067, 0.070
Thu Dec 29 13:14:24 EST 2016, 2611, .81000000000000000000, 6, .50000000000000000000, 589, 22, 6, 12, 13, 2.003, 1.793
Thu Dec 29 13:15:25 EST 2016, 3848, .43000000000000000000, 4, .38000000000000000000, 401, 11, 4, 6, 92, 2.293, 2.047
Thu Dec 29 13:17:40 EST 2016, 8798, .93000000000000000000, 10, .88000000000000000000, 551, 56, 14, 31, 47, 76.560, 37.510
Thu Dec 29 13:23:47 EST 2016, 6323, .18000000000000000000, 7, .13000000000000000000, 476, 34, 18, 18, 70, 0.000, 21.120
Thu Dec 29 13:24:38 EST 2016, 1373, .68000000000000000000, 1, .63000000000000000000, 326, 79, 9, 43, 25, 6.270, 5.707
Thu Dec 29 13:25:38 EST 2016, 1992, .25000000000000000000, 7, .94000000000000000000, 345, 84, 1, 22, 98, 3.533, 3.817
Thu Dec 29 13:26:54 EST 2016, 6942, .75000000000000000000, 1, .44000000000000000000, 495, 39, 10, 47, 53, 18.860, 15.640
Thu Dec 29 13:27:34 EST 2016, 9417, --delay, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.050, 0.050
Thu Dec 29 13:28:40 EST 2016, 4467, .50000000000000000000, 10, .19000000000000000000, 420, 17, 5, 34, 30, 2.780, 2.957
Thu Dec 29 13:29:40 EST 2016, 3230, .12000000000000000000, 2, .81000000000000000000, 532, 28, 3, 40, 87, 3.657, 4.050
Thu Dec 29 13:36:17 EST 2016, 8180, .62000000000000000000, 8, .31000000000000000000, 382, 73, 12, 15, 42, 0.000, 16.603
Thu Dec 29 13:37:18 EST 2016, 5705, .37000000000000000000, 11, .56000000000000000000, 307, 50, 17, 28, 64, 31.887, 23.187
Thu Dec 29 13:37:58 EST 2016, 755, .87000000000000000000, 5, .06000000000000000000, 457, 95, 8, 3, 19, 11.807, 7.980
Thu Dec 29 13:38:54 EST 2016, 1064, .40000000000000000000, 1, .16000000000000000000, 598, 76, 12, 17, 11, 4.620, 4.823
Thu Dec 29 13:39:54 EST 2016, 6014, .90000000000000000000, 7, .66000000000000000000, 448, 31, 2, 42, 56, 4.667, 4.590
Thu Dec 29 13:40:55 EST 2016, 8489, .15000000000000000000, 10, .41000000000000000000, 373, 98, 7, 4, 33, 4.663, 4.470
Thu Dec 29 13:43:11 EST 2016, 3539, .65000000000000000000, 4, .91000000000000000000, 523, 53, 17, 29, 78, 71.470, 47.420
Thu Dec 29 13:44:01 EST 2016, 4776, .03000000000000000000, 8, .03000000000000000000, 336, 42, 14, 48, 22, 7.443, 6.533
Thu Dec 29 13:45:12 EST 2016, 9726, .53000000000000000000, 2, .53000000000000000000, 486, 87, 5, 23, 67, 16.743, 14.727
Thu Dec 29 13:46:07 EST 2016, 7251, .28000000000000000000, 5, .28000000000000000000, 561, 19, 9, 36, 44, 9.210, 7.757
Thu Dec 29 14:36:12 EST 2016, 6633, .71000000000000000000, 9, .09000000000000000000, 579, 14, 1, 7, 72, 1.633, 1.540
Thu Dec 29 14:37:38 EST 2016, 9108, .46000000000000000000, 6, .84000000000000000000, 504, 81, 6, 45, 50, 24.733, 22.560
Thu Dec 29 14:38:13 EST 2016, 4158, .96000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.050
Thu Dec 29 14:39:14 EST 2016, 2920, .34000000000000000000, 11, .72000000000000000000, 467, 48, 13, 1, 16, 2.587, 1.977
Thu Dec 29 14:40:30 EST 2016, 7870, .84000000000000000000, 5, .22000000000000000000, 317, 93, 3, 26, 61, 14.517, 10.640
Thu Dec 29 14:41:15 EST 2016, 5395, .09000000000000000000, 2, .97000000000000000000, 392, 25, 8, 14, 39, 1.530, 1.377
Thu Dec 29 14:47:47 EST 2016, 445, .59000000000000000000, 8, .47000000000000000000, 542, 70, 18, 39, 84, 300.000, 115.740
Thu Dec 29 14:48:22 EST 2016, 600, .32000000000000000000, 4, .83000000000000000000, 303, 32, 7, 8, 43, 2.003, 1.880
Thu Dec 29 14:55:04 EST 2016, 5550, .82000000000000000000, 10, .33000000000000000000, 453, 77, 16, 33, 88, 300.000, 102.070
Thu Dec 29 14:55:30 EST 2016, 8025, .07000000000000000000, 7, .58000000000000000000, 528, 10, 11, 21, 20, 1.707, 1.840
Thu Dec 29 14:56:35 EST 2016, 3075, .57000000000000000000, 1, .08000000000000000000, 378, 55, 2, 46, 65, 3.353, 3.653
Thu Dec 29 14:57:51 EST 2016, 4312, .20000000000000000000, 11, .95000000000000000000, 565, 66, 9, 27, 54, 19.960, 18.457
Thu Dec 29 15:04:08 EST 2016, 9262, .70000000000000000000, 5, .45000000000000000000, 415, 21, 19, 2, 99, 300.000, 13.873
Thu Dec 29 15:04:58 EST 2016, 6787, .45000000000000000000, 2, .70000000000000000000, 340, 88, 14, 40, 32, 18.973, 16.010
Thu Dec 29 15:06:09 EST 2016, 1837, .95000000000000000000, 8, .20000000000000000000, 490, 43, 4, 15, 77, 19.570, 20.110
Thu Dec 29 15:06:39 EST 2016, 2456, .01000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.067, 0.067
Thu Dec 29 15:08:40 EST 2016, 7406, .51000000000000000000, 6, .89000000000000000000, 322, 94, 15, 18, 94, 58.403, 38.373
Thu Dec 29 15:09:51 EST 2016, 9881, .26000000000000000000, 9, .14000000000000000000, 397, 27, 10, 30, 26, 4.993, 5.380
Thu Dec 29 15:10:51 EST 2016, 4931, .76000000000000000000, 3, .64000000000000000000, 547, 72, 1, 5, 71, 2.693, 3.150
Thu Dec 29 15:12:02 EST 2016, 3694, .39000000000000000000, 7, .27000000000000000000, 434, 60, 8, 24, 37, 13.117, 11.000
Thu Dec 29 15:13:13 EST 2016, 8644, .89000000000000000000, 1, .77000000000000000000, 584, 15, 17, 49, 82, 22.367, 16.210
Thu Dec 29 15:13:53 EST 2016, 6169, .14000000000000000000, 4, .02000000000000000000, 509, 83, 13, 11, 15, 5.837, 5.707
Thu Dec 29 15:14:54 EST 2016, 1219, .64000000000000000000, 10, .52000000000000000000, 359, 38, 3, 36, 60, 5.710, 5.410
Thu Dec 29 15:16:04 EST 2016, 909, .17000000000000000000, 6, .74000000000000000000, 387, 18, 17, 47, 63, 12.700, 11.920
Thu Dec 29 15:16:50 EST 2016, 5859, .67000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.050
Thu Dec 29 15:18:00 EST 2016, 8334, .42000000000000000000, 3, .99000000000000000000, 462, 41, 3, 35, 85, 6.097, 6.073
Thu Dec 29 15:24:32 EST 2016, 3384, .92000000000000000000, 9, .49000000000000000000, 312, 86, 12, 10, 40, 300.000, 15.700
Thu Dec 29 15:25:43 EST 2016, 4622, .29000000000000000000, 1, .61000000000000000000, 500, 97, 19, 16, 74, 39.033, 28.343
Thu Dec 29 15:26:18 EST 2016, 9572, .79000000000000000000, 7, .11000000000000000000, 350, 52, 10, 41, 29, 20.177, 14.917
Thu Dec 29 15:27:14 EST 2016, 7097, .04000000000000000000, 10, .86000000000000000000, 425, 74, 5, 4, 96, 7.980, 6.120
Thu Dec 29 15:28:45 EST 2016, 2147, .54000000000000000000, 4, .36000000000000000000, 575, 29, 14, 29, 51, 41.023, 23.993
Thu Dec 29 15:29:05 EST 2016, 1528, .48000000000000000000, 9, .05000000000000000000, 556, 24, 16, --cols, , 0.057, 0.050
Thu Dec 29 15:30:11 EST 2016, 6478, .98000000000000000000, 3, .55000000000000000000, 406, 69, 6, 25, 23, 7.640, 6.613
Thu Dec 29 15:31:06 EST 2016, 8953, .23000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.060, 0.057
Thu Dec 29 15:33:07 EST 2016, 4003, .73000000000000000000, 6, .80000000000000000000, 481, 91, 11, 38, 46, 56.843, 43.313
Thu Dec 29 15:34:48 EST 2016, 2765, .10000000000000000000, 5, .17000000000000000000, 368, 80, 18, 32, 57, 38.620, 32.697
Thu Dec 29 15:35:13 EST 2016, 7715, .60000000000000000000, 11, .67000000000000000000, 518, 35, 9, 7, 12, 2.357, 1.997
Thu Dec 29 15:36:39 EST 2016, 5240, .35000000000000000000, 8, .42000000000000000000, 593, 57, 4, 44, 79, 24.363, 21.340
Thu Dec 29 15:37:14 EST 2016, 290, .85000000000000000000, 2, .92000000000000000000, 443, 12, 13, 19, 34, 2.490, 2.157
Thu Dec 29 15:40:15 EST 2016, 368, .46000000000000000000, 8, .56000000000000000000, 450, 30, 9, 9, 96, 94.027, 10.833
Thu Dec 29 15:47:02 EST 2016, 5318, .96000000000000000000, 2, .06000000000000000000, 300, 75, 19, 34, 51, 300.000, 58.407
Thu Dec 29 15:47:48 EST 2016, 7793, .21000000000000000000, 5, .81000000000000000000, 375, 53, 14, 22, 73, 21.703, 19.110
Thu Dec 29 15:48:48 EST 2016, 2843, .71000000000000000000, 11, .31000000000000000000, 525, 98, 5, 47, 28, 22.507, 20.070
Thu Dec 29 15:49:34 EST 2016, 4080, .08000000000000000000, 1, .68000000000000000000, 413, 86, 7, 28, 84, 10.370, 10.260
Thu Dec 29 15:56:01 EST 2016, 9030, .58000000000000000000, 7, .18000000000000000000, 563, 41, 16, 3, 39, 300.000, 11.600
Thu Dec 29 15:57:16 EST 2016, 6555, .33000000000000000000, 10, .93000000000000000000, 488, 64, 12, 41, 62, 41.217, 36.400
Thu Dec 29 15:57:37 EST 2016, 1605, .83000000000000000000, 4, .43000000000000000000, 338, 19, 2, 16, 17, 0.633, 0.653
Thu Dec 29 15:58:37 EST 2016, 2224, .14000000000000000000, 10, .24000000000000000000, 319, 13, 8, 38, 79, 4.893, 4.683
Thu Dec 29 15:59:58 EST 2016, 7174, .64000000000000000000, 4, .74000000000000000000, 469, 58, 18, 13, 34, 20.217, 14.093
Thu Dec 29 16:00:49 EST 2016, 9649, .39000000000000000000, 1, .49000000000000000000, 544, 36, 13, 25, 56, 11.660, 10.703
Thu Dec 29 16:01:39 EST 2016, 4699, .89000000000000000000, 7, .99000000000000000000, 394, 81, 3, --cols, , 0.057, 0.053
Thu Dec 29 16:06:15 EST 2016, 3462, .27000000000000000000, 3, .12000000000000000000, 582, 92, 6, 19, 90, 101.107, 36.763
Thu Dec 29 16:07:36 EST 2016, 8412, .77000000000000000000, 9, .62000000000000000000, 432, 47, 15, 44, 45, 54.177, 33.187
Thu Dec 29 16:13:18 EST 2016, 5937, .02000000000000000000, 6, .37000000000000000000, 357, 69, 10, 6, 68, 300.000, 7.767
Thu Dec 29 16:13:53 EST 2016, 987, .52000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.057, 0.057
Thu Dec 29 16:15:09 EST 2016, 1296, .05000000000000000000, 5, .90000000000000000000, 535, 44, 19, 45, 31, 18.317, 17.107
Thu Dec 29 16:21:41 EST 2016, 6246, .55000000000000000000, 11, .40000000000000000000, 385, 89, 10, 20, 76, 300.000, 36.963
Thu Dec 29 16:22:01 EST 2016, 8721, .30000000000000000000, 8, .65000000000000000000, 310, 22, 5, 33, 53, 3.300, 3.103
Thu Dec 29 16:28:18 EST 2016, 3771, .80000000000000000000, 2, .15000000000000000000, 460, 67, 15, 8, 98, 300.000, 84.023
Thu Dec 29 16:29:14 EST 2016, 5008, .42000000000000000000, 9, .77000000000000000000, 347, 55, 17, 14, 20, 6.810, 5.520
Thu Dec 29 16:30:14 EST 2016, 9958, .92000000000000000000, 3, .27000000000000000000, 497, 10, 7, 39, 65, 8.720, 8.790
Thu Dec 29 16:31:10 EST 2016, 7483, .17000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.050
Thu Dec 29 16:37:32 EST 2016, 2533, .67000000000000000000, 6, .02000000000000000000, 422, 33, 12, 27, 87, 148.303, 33.517
Thu Dec 29 16:38:22 EST 2016, 1915, .36000000000000000000, 2, .34000000000000000000, 404, 38, 18, 5, 14, 3.683, 2.913
Thu Dec 29 16:40:28 EST 2016, 6865, .86000000000000000000, 8, .84000000000000000000, 554, 83, 9, 30, 59, 69.280, 43.460
Thu Dec 29 16:41:19 EST 2016, 9340, .11000000000000000000, 11, .09000000000000000000, 479, 16, 4, 17, 37, 1.600, 1.747
Thu Dec 29 16:43:19 EST 2016, 4390, .61000000000000000000, 5, .59000000000000000000, 329, 61, 13, 42, 82, 60.643, 42.330
Thu Dec 29 16:44:45 EST 2016, 3152, .24000000000000000000, 7, .46000000000000000000, 516, 72, 16, 36, 25, 23.733, 20.603
Thu Dec 29 16:45:26 EST 2016, 8102, .74000000000000000000, 1, .96000000000000000000, 366, 27, 6, 11, 70, 1.980, 1.970
Thu Dec 29 16:46:31 EST 2016, 5627, .49000000000000000000, 4, .21000000000000000000, 441, 95, 2, 48, 48, 9.153, 9.220
Thu Dec 29 16:53:08 EST 2016, 677, .99000000000000000000, 10, .71000000000000000000, 591, 50, 11, 23, 93, 249.510, 58.360
Thu Dec 29 16:53:39 EST 2016, 522, .19000000000000000000, 2, .10000000000000000000, 361, 65, 4, 31, 44, 4.513, 4.583
Thu Dec 29 17:00:00 EST 2016, 5472, .69000000000000000000, 8, .60000000000000000000, 511, 20, 14, 6, 89, 300.000, 12.250
Thu Dec 29 17:01:26 EST 2016, 7947, .44000000000000000000, 11, .35000000000000000000, 586, 88, 18, 43, 21, 45.493, 35.927
Thu Dec 29 17:02:07 EST 2016, 2997, .94000000000000000000, 5, .85000000000000000000, 436, 43, 9, 18, 66, 27.647, 15.880
Thu Dec 29 17:02:42 EST 2016, 4235, .32000000000000000000, 6, .23000000000000000000, 549, 54, 2, 12, 32, 2.220, 2.307
Thu Dec 29 17:03:43 EST 2016, 9185, .82000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.053, 0.050
Thu Dec 29 17:04:48 EST 2016, 6710, .07000000000000000000, 3, .48000000000000000000, 324, 31, 16, 24, 10, 1.857, 1.850
Thu Dec 29 17:06:19 EST 2016, 1760, .57000000000000000000, 9, .98000000000000000000, 474, 76, 7, 49, 55, 31.207, 29.510
Thu Dec 29 17:06:49 EST 2016, 2379, .38000000000000000000, 5, .67000000000000000000, 493, 71, 3, 21, 38, 4.923, 4.670
Thu Dec 29 17:08:55 EST 2016, 7329, .88000000000000000000, 11, .17000000000000000000, 343, 26, 13, 46, 83, 61.677, 32.073
Thu Dec 29 17:09:56 EST 2016, 9804, .13000000000000000000, 8, .92000000000000000000, 418, 93, 17, 9, 15, 5.317, 4.373
Thu Dec 29 17:11:16 EST 2016, 4854, .63000000000000000000, 2, .42000000000000000000, 568, 48, 8, 34, 60, 28.313, 24.723
Thu Dec 29 17:11:52 EST 2016, 3616, --delay, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.060, 0.050
Thu Dec 29 17:18:39 EST 2016, 8566, .50000000000000000000, 4, .04000000000000000000, 530, 82, 10, 15, 94, 300.000, 63.633
Thu Dec 29 17:18:59 EST 2016, 6091, .25000000000000000000, 1, .79000000000000000000, 455, 15, 15, 27, 27, 1.650, 1.740
Thu Dec 29 17:25:16 EST 2016, 1141, .75000000000000000000, 7, .29000000000000000000, 305, 60, 5, 2, 72, 108.093, 6.560
Thu Dec 29 17:31:48 EST 2016, 832, .28000000000000000000, 11, .45000000000000000000, 446, 79, 14, 13, 69, 300.000, 28.377
Thu Dec 29 17:32:13 EST 2016, 5782, .78000000000000000000, 5, .95000000000000000000, 596, 34, 5, 38, 24, 5.103, 4.580
Thu Dec 29 17:38:50 EST 2016, 8257, .03000000000000000000, 2, .20000000000000000000, 521, 57, 10, 1, 91, 300.000, 8.640
Thu Dec 29 17:39:26 EST 2016, 3307, .53000000000000000000, 8, .70000000000000000000, 371, 12, 19, 26, 46, 8.263, 6.047
Thu Dec 29 17:40:31 EST 2016, 4544, .16000000000000000000, 3, .32000000000000000000, 483, 23, 12, 45, 58, 11.443, 12.423
Thu Dec 29 17:41:22 EST 2016, 9494, .66000000000000000000, 9, .82000000000000000000, 333, 68, 2, 20, 13, 1.150, 1.127
Thu Dec 29 17:48:04 EST 2016, 7019, .41000000000000000000, 6, .07000000000000000000, 408, 46, 7, 32, 80, 168.050, 20.490
Thu Dec 29 17:48:24 EST 2016, 2069, .91000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.050, 0.060
Thu Dec 29 17:50:25 EST 2016, 1451, .10000000000000000000, 7, .76000000000000000000, 577, 96, 13, 35, 63, 54.910, 50.160
Thu Dec 29 17:51:31 EST 2016, 6401, .60000000000000000000, 1, .26000000000000000000, 427, 51, 4, 10, 18, 1.157, 1.153
Thu Dec 29 17:53:11 EST 2016, 8876, .35000000000000000000, 4, .51000000000000000000, 352, 74, 8, 48, 86, 39.493, 31.687
Thu Dec 29 17:54:17 EST 2016, 3926, .85000000000000000000, 10, .01000000000000000000, 502, 29, 18, 23, 41, 42.787, 23.333
Thu Dec 29 17:54:32 EST 2016, 2688, .47000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.057, 0.057
Thu Dec 29 17:55:38 EST 2016, 7638, .97000000000000000000, 6, .38000000000000000000, 465, 62, 1, 29, 30, 2.083, 2.320
Thu Dec 29 17:56:49 EST 2016, 5163, .22000000000000000000, 9, .63000000000000000000, 540, 40, 6, 16, 97, 13.123, 12.277
Thu Dec 29 17:59:29 EST 2016, 213, .72000000000000000000, 3, .13000000000000000000, 390, 85, 15, 41, 52, 102.850, 77.047
Thu Dec 29 18:00:40 EST 2016, 252, .26000000000000000000, --selfEvents, --simEndTime, --rows, --eventsPerAgent, --granularity, --cols, , 0.057, 0.053
Thu Dec 29 18:07:17 EST 2016, 5202, .76000000000000000000, 6, .18000000000000000000, 377, 15, 18, 24, 94, 300.000, 22.377
Thu Dec 29 18:08:58 EST 2016, 7677, .01000000000000000000, 9, .93000000000000000000, 302, 82, 13, 37, 26, 12.490, 10.470
Thu Dec 29 18:09:53 EST 2016, 2727, .51000000000000000000, 3, .43000000000000000000, 452, 37, 3, 12, 71, 4.130, 3.773
Thu Dec 29 18:10:54 EST 2016, 3964, .14000000000000000000, 8, .56000000000000000000, 339, 49, 6, 18, 38, 3.800, 3.533
