# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 0 12', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, ladderQ_timing_secs
Tue Jan 10 16:10:32 EST 2017, 9241, 0.760, 5, 0.570, 385, 53, 4, 17, 53, 5.903, 5.920
Tue Jan 10 16:12:43 EST 2017, 6766, 0.010, 2, 0.320, 310, 76, 9, 29, 76, 11.303, 11.063
Tue Jan 10 16:16:39 EST 2017, 1816, 0.510, 8, 0.820, 460, 31, 19, 4, 31, 4.897, 5.057
Tue Jan 10 16:18:44 EST 2017, 2434, 0.450, 1, 0.510, 516, 25, 10, 26, 92, 8.687, 9.073
Tue Jan 10 16:22:41 EST 2017, 7384, 0.950, 7, 0.010, 366, 70, 1, 1, 47, 0.093, 0.090
Tue Jan 10 16:24:56 EST 2017, 9859, 0.200, 10, 0.760, 441, 48, 6, 39, 70, 13.433, 13.410
Tue Jan 10 16:29:32 EST 2017, 4909, 0.700, 4, 0.260, 591, 93, 15, 14, 25, 44.477, 29.490
Tue Jan 10 16:37:04 EST 2017, 3672, 0.070, 8, 0.630, 403, 82, 13, 7, 81, 18.007, 227.040
Tue Jan 10 16:38:25 EST 2017, 8622, 0.570, 2, 0.130, 553, 37, 3, 32, 36, 3.247, 3.440
Tue Jan 10 16:40:35 EST 2017, 6147, 0.320, 5, 0.880, 478, 59, 8, 20, 59, 12.603, 12.317
Tue Jan 10 16:42:21 EST 2017, 1197, 0.820, 11, 0.380, 328, 14, 17, 45, 14, 0.077, 0.083
Tue Jan 10 16:43:26 EST 2017, 887, 0.360, 7, 0.350, 413, 34, 3, 31, 16, 1.353, 1.270
Tue Jan 10 16:45:42 EST 2017, 5837, 0.860, 1, 0.850, 563, 79, 12, 6, 61, 13.040, 14.117
Tue Jan 10 16:49:38 EST 2017, 8312, 0.110, 4, 0.100, 488, 11, 17, 43, 39, 5.680, 5.890
Tue Jan 10 16:53:49 EST 2017, 3362, 0.610, 10, 0.600, 338, 56, 7, 18, 84, 14.493, 15.310
Tue Jan 10 16:55:40 EST 2017, 4600, 0.230, 2, 0.480, 450, 67, 5, 0, 28, 1.333, 1.267
Tue Jan 10 16:58:50 EST 2017, 9550, 0.730, 8, 0.980, 300, 22, 14, 25, 73, 9.773, 10.080
Tue Jan 10 17:05:32 EST 2017, 7075, 0.480, 11, 0.230, 375, 90, 19, 12, 50, 32.377, 0.000
Tue Jan 10 17:06:47 EST 2017, 2125, 0.980, 5, 0.730, 525, 45, 10, 37, 95, 54.167, 57.400
Tue Jan 10 17:09:53 EST 2017, 1506, 0.040, 9, 0.920, 581, 51, 1, 15, 22, 0.713, 0.690
Tue Jan 10 17:12:59 EST 2017, 6456, 0.540, 3, 0.420, 431, 96, 11, 40, 67, 60.710, 58.917
Tue Jan 10 17:14:10 EST 2017, 8931, 0.290, 0, 0.670, 356, 28, 16, 3, 45, 3.437, 8.540
Tue Jan 10 17:19:46 EST 2017, 3981, 0.790, 6, 0.170, 506, 73, 6, 28, 90, 40.647, 67.373
Tue Jan 10 17:22:06 EST 2017, 2744, 0.420, 4, 0.790, 319, 62, 4, 46, 11, 1.733, 1.760
Tue Jan 10 17:24:07 EST 2017, 7694, 0.920, 10, 0.290, 469, 17, 13, 21, 56, 0.103, 0.103
Tue Jan 10 17:26:48 EST 2017, 5219, 0.170, 7, 0.540, 544, 84, 18, 34, 33, 35.450, 35.323
Tue Jan 10 17:28:18 EST 2017, 269, 0.670, 1, 0.040, 394, 39, 8, 9, 78, 8.543, 8.380
Tue Jan 10 17:31:24 EST 2017, 346, 0.020, 7, 0.410, 499, 46, 14, 19, 50, 12.260, 12.523
Tue Jan 10 17:33:30 EST 2017, 5296, 0.520, 1, 0.910, 349, 91, 4, 44, 95, 11.387, 11.153
Tue Jan 10 17:37:21 EST 2017, 7771, 0.270, 4, 0.160, 424, 23, 9, 7, 27, 1.840, 1.870
Tue Jan 10 17:41:47 EST 2017, 2821, 0.770, 10, 0.660, 574, 68, 18, 32, 72, 103.957, 128.327
Tue Jan 10 17:44:43 EST 2017, 4059, 0.390, 0, 0.280, 387, 57, 11, 38, 38, 16.193, 16.507
Tue Jan 10 17:45:34 EST 2017, 9009, 0.890, 6, 0.780, 537, 12, 2, 13, 83, 1.613, 0.837
Tue Jan 10 17:47:39 EST 2017, 6534, 0.140, 9, 0.030, 462, 79, 7, 26, 16, 4.617, 4.573
Tue Jan 10 17:50:40 EST 2017, 1584, 0.640, 3, 0.530, 312, 34, 16, 1, 61, 6.363, 58.477
Tue Jan 10 17:53:56 EST 2017, 2202, 0.330, 11, 0.850, 368, 40, 12, 29, 33, 7.613, 7.517
Tue Jan 10 17:55:51 EST 2017, 7152, 0.830, 5, 0.350, 518, 85, 3, 4, 78, 10.193, 10.677
Tue Jan 10 17:59:47 EST 2017, 9627, 0.080, 2, 0.600, 593, 18, 8, 41, 10, 1.143, 1.143
Tue Jan 10 18:06:49 EST 2017, 4677, 0.580, 8, 0.100, 443, 63, 17, 16, 55, 33.820, 179.323
Tue Jan 10 18:09:10 EST 2017, 3440, 0.210, 3, 0.970, 556, 74, 10, 10, 44, 8.947, 8.777
Tue Jan 10 18:11:06 EST 2017, 8390, 0.710, 9, 0.470, 406, 29, 1, 35, 89, 2.747, 1.850
Tue Jan 10 18:13:12 EST 2017, 5915, 0.460, 6, 0.720, 331, 96, 5, 23, 21, 4.217, 3.920
Tue Jan 10 18:15:09 EST 2017, 965, 0.960, 0, 0.220, 481, 51, 15, 48, 66, 0.100, 0.100
Tue Jan 10 18:17:30 EST 2017, 1274, 0.490, 5, 0.000, 565, 32, 5, 37, 75, 15.557, 15.357
Tue Jan 10 18:21:16 EST 2017, 6224, 0.990, 11, 0.500, 415, 77, 14, 12, 30, 0.097, 0.090
Tue Jan 10 18:24:43 EST 2017, 8699, 0.240, 8, 0.250, 340, 54, 19, 49, 97, 67.083, 95.000
Tue Jan 10 18:25:54 EST 2017, 3749, 0.740, 2, 0.750, 490, 99, 10, 24, 52, 26.763, 28.053
Tue Jan 10 18:29:32 EST 2017, 4987, 0.110, 10, 0.130, 303, 88, 2, 5, 64, 2.263, 2.253
Tue Jan 10 18:30:38 EST 2017, 9937, 0.610, 4, 0.630, 453, 43, 12, 30, 19, 7.030, 7.257
Tue Jan 10 18:35:28 EST 2017, 7462, 0.360, 1, 0.380, 528, 65, 17, 18, 86, 26.820, 195.890
Tue Jan 10 18:37:48 EST 2017, 2512, 0.860, 7, 0.880, 378, 20, 7, 43, 41, 5.433, 5.307
Tue Jan 10 18:39:49 EST 2017, 1893, 0.180, 1, 0.690, 434, 15, 4, 15, 58, 0.857, 0.813
Tue Jan 10 18:42:24 EST 2017, 6843, 0.680, 7, 0.190, 584, 60, 13, 40, 13, 15.897, 15.377
Tue Jan 10 18:46:12 EST 2017, 9318, 0.430, 10, 0.940, 509, 37, 18, 2, 80, 12.363, 13.127
Tue Jan 10 18:48:23 EST 2017, 4368, 0.930, 4, 0.440, 359, 82, 8, 27, 35, 16.053, 17.843
Tue Jan 10 18:52:14 EST 2017, 3130, 0.300, 6, 0.560, 471, 93, 1, 46, 69, 6.387, 6.357
Tue Jan 10 18:54:20 EST 2017, 8080, 0.800, 0, 0.060, 321, 48, 11, 21, 24, 6.660, 6.847
Tue Jan 10 18:55:50 EST 2017, 5605, 0.050, 3, 0.810, 396, 71, 15, 34, 92, 35.420, 36.820
Tue Jan 10 18:57:21 EST 2017, 655, 0.550, 9, 0.310, 546, 26, 6, 9, 47, 4.283, 4.217
Tue Jan 10 18:59:02 EST 2017, 501, 0.250, 2, 0.990, 335, 78, 19, 39, 90, 44.160, 44.463
Tue Jan 10 19:02:23 EST 2017, 5451, 0.750, 8, 0.490, 485, 33, 9, 14, 45, 8.377, 9.303
Tue Jan 10 19:04:23 EST 2017, 7926, 0.000, 11, 0.740, 560, 56, 4, 27, 68, 8.467, 8.880
Tue Jan 10 19:06:19 EST 2017, 2976, 0.500, 5, 0.240, 410, 11, 14, 2, 23, 1.467, 1.603
Tue Jan 10 19:08:35 EST 2017, 4213, 0.130, 7, 0.860, 598, 22, 16, 20, 79, 14.067, 14.680
Tue Jan 10 19:10:31 EST 2017, 9163, 0.630, 1, 0.360, 448, 67, 7, 45, 34, 8.227, 8.290
Tue Jan 10 19:13:32 EST 2017, 6688, 0.380, 4, 0.610, 373, 44, 2, 8, 57, 1.547, 1.550
Tue Jan 10 19:14:47 EST 2017, 1738, 0.880, 10, 0.110, 523, 89, 12, 33, 12, 14.847, 14.613
Tue Jan 10 19:22:19 EST 2017, 2357, 0.070, 5, 0.300, 467, 95, 18, 11, 85, 42.277, 0.000
Tue Jan 10 20:25:15 EST 2017, 7307, 0.570, 11, 0.800, 317, 50, 8, 36, 40, 9.453, 9.350
Tue Jan 10 20:29:17 EST 2017, 9782, 0.320, 8, 0.050, 392, 72, 3, 23, 62, 7.193, 7.050
Tue Jan 10 20:32:23 EST 2017, 4832, 0.820, 2, 0.550, 542, 27, 13, 48, 17, 7.847, 8.207
Tue Jan 10 20:34:44 EST 2017, 3594, 0.440, 9, 0.420, 429, 16, 15, 30, 96, 17.153, 21.487
Tue Jan 10 21:36:32 EST 2017, 8544, 0.940, 3, 0.920, 579, 61, 6, 5, 51, 7.737, 7.613
Tue Jan 10 21:39:33 EST 2017, 6069, 0.190, 0, 0.170, 504, 39, 1, 42, 73, 2.777, 2.713
Tue Jan 10 21:40:43 EST 2017, 1119, 0.690, 6, 0.670, 354, 84, 10, 17, 28, 10.007, 10.723
Tue Jan 10 21:44:34 EST 2017, 810, 0.220, 10, 0.580, 401, 64, 10, 3, 26, 2.983, 3.030
Tue Jan 10 21:50:21 EST 2017, 5760, 0.720, 4, 0.080, 551, 19, 19, 28, 71, 74.113, 163.750
Tue Jan 10 21:53:57 EST 2017, 8235, 0.470, 1, 0.830, 476, 86, 15, 16, 48, 12.800, 13.387
Tue Jan 10 21:57:49 EST 2017, 3285, 0.970, 7, 0.330, 326, 41, 5, 41, 93, 0.093, 0.103
Tue Jan 10 21:59:54 EST 2017, 4523, 0.350, 3, 0.700, 514, 53, 7, 34, 14, 3.433, 3.340
Tue Jan 10 22:08:07 EST 2017, 9473, 0.850, 9, 0.200, 364, 98, 17, 9, 59, 47.530, 0.000
Tue Jan 10 22:11:03 EST 2017, 6998, 0.100, 6, 0.950, 439, 30, 12, 47, 37, 8.220, 8.360
Tue Jan 10 22:12:14 EST 2017, 2048, 0.600, 0, 0.450, 589, 75, 3, 22, 82, 17.030, 16.507
Tue Jan 10 22:16:10 EST 2017, 1429, 0.410, 8, 0.140, 532, 70, 9, 44, 20, 13.950, 13.360
Tue Jan 10 22:19:37 EST 2017, 6379, 0.910, 2, 0.640, 382, 25, 18, 19, 65, 15.107, 37.093
Tue Jan 10 22:23:23 EST 2017, 8854, 0.160, 5, 0.390, 307, 92, 13, 31, 43, 18.533, 19.173
Tue Jan 10 22:25:14 EST 2017, 3904, 0.660, 11, 0.890, 457, 47, 4, 6, 88, 6.420, 6.307
Tue Jan 10 22:27:10 EST 2017, 2666, 0.040, 0, 0.020, 345, 36, 6, 12, 31, 1.727, 1.753
Tue Jan 10 22:34:48 EST 2017, 7616, 0.540, 6, 0.520, 495, 81, 16, 37, 76, 99.523, 0.000
Tue Jan 10 22:37:30 EST 2017, 5141, 0.290, 9, 0.270, 570, 13, 11, 0, 54, 2.883, 4.167
Tue Jan 10 22:38:41 EST 2017, 191, 0.790, 3, 0.770, 420, 58, 2, 25, 99, 8.270, 7.967
Tue Jan 10 22:42:12 EST 2017, 230, 0.200, 1, 0.330, 576, 84, 12, 33, 96, 35.040, 35.017
Tue Jan 10 22:45:38 EST 2017, 5180, 0.700, 7, 0.830, 426, 39, 3, 8, 51, 2.347, 2.333
Tue Jan 10 22:48:10 EST 2017, 7655, 0.450, 10, 0.080, 351, 61, 8, 45, 73, 27.293, 29.013
Tue Jan 10 22:49:46 EST 2017, 2705, 0.950, 4, 0.580, 501, 16, 17, 20, 28, 0.103, 0.110
Tue Jan 10 22:52:32 EST 2017, 3943, 0.330, 8, 0.460, 313, 28, 10, 1, 84, 4.090, 42.623
Tue Jan 10 22:55:53 EST 2017, 8893, 0.830, 2, 0.960, 463, 73, 1, 26, 39, 1.737, 1.710
Tue Jan 10 22:57:58 EST 2017, 6418, 0.080, 5, 0.210, 538, 50, 5, 14, 62, 6.237, 6.650
Tue Jan 10 23:00:14 EST 2017, 1468, 0.580, 11, 0.710, 388, 95, 15, 39, 17, 18.360, 18.497
Tue Jan 10 23:01:35 EST 2017, 2086, 0.390, 3, 0.900, 444, 90, 14, 17, 79, 35.313, 34.777
Tue Jan 10 23:03:00 EST 2017, 7036, 0.890, 9, 0.400, 594, 45, 4, 42, 34, 0.090, 0.093
Tue Jan 10 23:05:06 EST 2017, 9511, 0.140, 6, 0.650, 519, 67, 9, 4, 56, 7.947, 8.543
Tue Jan 10 23:06:02 EST 2017, 4561, 0.640, 0, 0.150, 369, 22, 18, 29, 11, 2.963, 2.993
Tue Jan 10 23:08:12 EST 2017, 3324, 0.020, 11, 0.770, 482, 11, 11, 48, 90, 8.403, 9.420
Tue Jan 10 23:10:08 EST 2017, 8274, 0.520, 5, 0.270, 332, 56, 2, 23, 45, 2.563, 2.513
Tue Jan 10 23:12:14 EST 2017, 5799, 0.270, 2, 0.520, 407, 33, 6, 36, 67, 5.987, 5.860
Tue Jan 10 23:16:30 EST 2017, 849, 0.770, 8, 0.020, 557, 78, 16, 11, 22, 18.963, 18.510
Tue Jan 10 23:20:21 EST 2017, 1158, 0.300, 9, 0.240, 491, 59, 4, 22, 31, 4.477, 4.367
Tue Jan 10 23:23:32 EST 2017, 6108, 0.800, 3, 0.740, 341, 14, 13, 47, 76, 10.697, 11.453
Tue Jan 10 23:30:40 EST 2017, 8583, 0.050, 0, 0.490, 416, 81, 18, 9, 53, 16.607, 99.773
Tue Jan 10 23:33:50 EST 2017, 3633, 0.550, 6, 0.990, 566, 36, 8, 34, 98, 24.240, 24.860
Tue Jan 10 23:37:32 EST 2017, 4871, 0.170, 4, 0.110, 379, 47, 1, 40, 20, 0.847, 0.823
Tue Jan 10 23:43:59 EST 2017, 9821, 0.670, 10, 0.610, 529, 92, 11, 15, 65, 41.747, 198.890
Tue Jan 10 23:47:00 EST 2017, 7346, 0.420, 7, 0.360, 454, 25, 15, 28, 42, 11.860, 11.843
Tue Jan 10 23:50:58 EST 2017, 2396, 0.920, 1, 0.860, 304, 70, 6, 3, 87, 4.520, 4.530
Tue Jan 10 23:52:55 EST 2017, 1777, 0.110, 6, 0.550, 360, 76, 5, 25, 14, 1.997, 2.020
Tue Jan 10 23:56:11 EST 2017, 6727, 0.610, 0, 0.050, 510, 31, 14, 0, 59, 7.957, 73.847
Tue Jan 10 23:59:53 EST 2017, 9202, 0.360, 3, 0.800, 585, 98, 19, 37, 37, 51.830, 53.613
Wed Jan 11 00:06:10 EST 2017, 4252, 0.860, 9, 0.300, 435, 53, 9, 12, 82, 23.863, 233.880
Wed Jan 11 01:10:23 EST 2017, 3014, 0.480, 2, 0.680, 547, 42, 2, 6, 25, 0.857, 0.807
Wed Jan 11 01:12:24 EST 2017, 7964, 0.980, 8, 0.180, 397, 87, 12, 31, 70, 0.140, 0.133
Wed Jan 11 01:14:35 EST 2017, 5489, 0.230, 11, 0.930, 322, 19, 17, 19, 48, 4.517, 4.363
Wed Jan 11 01:19:21 EST 2017, 539, 0.730, 5, 0.430, 472, 64, 7, 44, 93, 46.383, 48.533
Wed Jan 11 01:23:12 EST 2017, 694, 0.440, 6, 0.760, 412, 52, 17, 1, 44, 7.223, 28.100
Wed Jan 11 01:31:54 EST 2017, 5644, 0.940, 0, 0.260, 562, 97, 8, 26, 89, 71.193, 0.000
Wed Jan 11 01:34:50 EST 2017, 8119, 0.190, 3, 0.510, 487, 29, 3, 13, 21, 0.843, 0.880
Wed Jan 11 01:37:46 EST 2017, 3169, 0.690, 9, 0.010, 337, 74, 13, 38, 66, 48.980, 54.803
Wed Jan 11 01:39:02 EST 2017, 4407, 0.060, 1, 0.880, 524, 63, 15, 32, 32, 6.750, 6.917
Wed Jan 11 01:41:03 EST 2017, 9357, 0.560, 7, 0.380, 374, 18, 6, 7, 77, 3.427, 4.077
Wed Jan 11 01:45:04 EST 2017, 6882, 0.310, 10, 0.630, 449, 85, 1, 44, 10, 1.030, 1.053
Wed Jan 11 01:48:00 EST 2017, 1932, 0.810, 4, 0.130, 599, 40, 10, 19, 55, 48.837, 48.970
Wed Jan 11 01:49:41 EST 2017, 2550, 0.130, 10, 0.440, 543, 35, 19, 47, 38, 24.977, 23.363
Wed Jan 11 02:54:37 EST 2017, 7500, 0.630, 4, 0.940, 393, 80, 9, 22, 83, 27.780, 27.700
Wed Jan 11 02:58:13 EST 2017, 9975, 0.380, 1, 0.190, 318, 12, 4, 35, 15, 0.397, 0.393
Wed Jan 11 03:06:31 EST 2017, 5025, 0.880, 7, 0.690, 468, 57, 14, 10, 60, 25.863, 257.070
Wed Jan 11 03:08:31 EST 2017, 3788, 0.250, 5, 0.320, 355, 69, 16, 16, 49, 17.297, 17.143
Wed Jan 11 03:12:38 EST 2017, 8738, 0.750, 11, 0.820, 505, 24, 7, 41, 94, 18.280, 19.033
Wed Jan 11 03:16:29 EST 2017, 6263, 0.000, 8, 0.070, 580, 91, 2, 4, 27, 1.527, 1.543
Wed Jan 11 03:18:49 EST 2017, 1313, 0.500, 2, 0.570, 430, 46, 12, 29, 72, 19.833, 21.027
Wed Jan 11 03:22:41 EST 2017, 1003, 0.030, 4, 0.660, 327, 26, 9, 43, 69, 6.693, 6.603
Wed Jan 11 03:26:57 EST 2017, 5953, 0.530, 10, 0.160, 477, 71, 18, 18, 24, 18.060, 18.723
Wed Jan 11 03:29:22 EST 2017, 8428, 0.280, 7, 0.910, 552, 49, 13, 30, 91, 40.253, 41.010
Wed Jan 11 03:30:53 EST 2017, 3478, 0.780, 1, 0.410, 402, 94, 4, 5, 46, 3.417, 3.413
Wed Jan 11 03:34:14 EST 2017, 4716, 0.410, 11, 0.540, 590, 83, 6, 24, 58, 22.433, 22.277
Wed Jan 11 03:36:55 EST 2017, 9666, 0.910, 5, 0.040, 440, 38, 16, 49, 13, 0.123, 0.117
Wed Jan 11 03:39:06 EST 2017, 7191, 0.160, 2, 0.790, 365, 60, 11, 11, 80, 8.510, 8.590
Wed Jan 11 03:43:02 EST 2017, 2241, 0.660, 8, 0.290, 515, 15, 1, 36, 35, 0.073, 0.073
Wed Jan 11 03:44:13 EST 2017, 1622, 0.340, 0, 0.100, 458, 21, 10, 8, 63, 5.237, 6.293
Wed Jan 11 03:45:19 EST 2017, 6572, 0.840, 6, 0.600, 308, 66, 19, 33, 18, 14.343, 14.673
Wed Jan 11 03:47:29 EST 2017, 9047, 0.090, 9, 0.350, 383, 43, 14, 21, 86, 18.490, 21.443
Wed Jan 11 03:49:30 EST 2017, 4097, 0.590, 3, 0.850, 533, 88, 5, 46, 41, 17.447, 17.220
Wed Jan 11 03:51:41 EST 2017, 2860, 0.220, 8, 0.220, 421, 99, 7, 27, 74, 26.807, 27.083
Wed Jan 11 03:53:24 EST 2017, 7810, 0.720, 2, 0.720, 571, 54, 17, 2, 29, 7.003, 6.890
Wed Jan 11 03:58:45 EST 2017, 5335, 0.470, 5, 0.470, 496, 77, 12, 40, 97, 87.010, 182.550
Wed Jan 11 03:59:21 EST 2017, 385, 0.970, 11, 0.970, 346, 32, 3, 15, 52, 2.520, 2.513
Wed Jan 11 04:00:31 EST 2017, 307, 0.320, 4, 0.590, 559, 14, 15, 5, 81, 6.127, 10.023
Wed Jan 11 04:02:32 EST 2017, 5257, 0.820, 10, 0.090, 409, 59, 6, 30, 36, 11.040, 11.383
