# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 0 12', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, ladderQ_timing_secs
Tue Jan 10 18:04:49 EST 2017, 2582, 0.560, 10, 0.650, 322, 39, 18, 8, 63, 11.730, 92.633
Tue Jan 10 18:07:10 EST 2017, 3819, 0.180, 2, 0.270, 510, 50, 11, 14, 51, 8.760, 8.937
Tue Jan 10 18:11:13 EST 2017, 8769, 0.680, 8, 0.770, 360, 95, 1, 39, 96, 8.037, 8.343
Tue Jan 10 18:15:10 EST 2017, 6294, 0.430, 11, 0.020, 435, 28, 6, 2, 29, 1.773, 1.847
Tue Jan 10 18:24:41 EST 2017, 1344, 0.930, 5, 0.520, 585, 73, 15, 27, 74, 109.873, 0.000
Tue Jan 10 18:25:32 EST 2017, 1963, 0.000, 9, 0.840, 529, 67, 14, 5, 46, 8.967, 9.037
Tue Jan 10 18:27:34 EST 2017, 6913, 0.500, 3, 0.340, 379, 22, 5, 30, 91, 5.947, 6.293
Tue Jan 10 18:29:32 EST 2017, 9388, 0.250, 0, 0.590, 304, 90, 9, 17, 23, 5.043, 4.923
Tue Jan 10 18:32:04 EST 2017, 4438, 0.750, 6, 0.090, 454, 45, 19, 42, 68, 92.347, 91.243
Tue Jan 10 18:34:46 EST 2017, 3200, 0.370, 4, 0.960, 341, 33, 12, 36, 34, 6.213, 6.080
Tue Jan 10 18:35:47 EST 2017, 8150, 0.870, 10, 0.460, 491, 78, 2, 11, 79, 9.140, 8.973
Tue Jan 10 18:37:43 EST 2017, 5675, 0.120, 7, 0.710, 566, 11, 7, 49, 12, 1.130, 1.210
Tue Jan 10 18:40:09 EST 2017, 726, 0.620, 1, 0.210, 416, 56, 17, 24, 57, 23.030, 21.360
Tue Jan 10 18:42:24 EST 2017, 1035, 0.150, 3, 0.050, 332, 81, 4, 10, 65, 4.520, 4.543
Tue Jan 10 18:46:12 EST 2017, 5985, 0.650, 9, 0.550, 482, 36, 14, 35, 20, 9.647, 9.873
Tue Jan 10 18:53:49 EST 2017, 8460, 0.400, 6, 0.300, 557, 59, 18, 22, 88, 88.167, 0.000
Tue Jan 10 18:54:19 EST 2017, 3510, 0.900, 0, 0.800, 407, 14, 9, 47, 43, 6.347, 6.333
Tue Jan 10 18:55:15 EST 2017, 4747, 0.280, 10, 0.180, 594, 25, 2, 28, 77, 3.730, 3.933
Tue Jan 10 18:56:20 EST 2017, 9697, 0.780, 4, 0.680, 444, 70, 11, 3, 32, 7.213, 7.753
Tue Jan 10 18:57:36 EST 2017, 7222, 0.030, 1, 0.430, 369, 48, 16, 41, 99, 16.770, 15.307
Tue Jan 10 18:58:37 EST 2017, 2272, 0.530, 7, 0.930, 519, 93, 6, 16, 54, 16.527, 16.610
Tue Jan 10 19:00:38 EST 2017, 1654, 0.460, 0, 0.740, 463, 98, 5, 38, 71, 29.500, 29.523
Tue Jan 10 19:04:14 EST 2017, 6604, 0.960, 6, 0.240, 313, 53, 15, 13, 26, 0.093, 0.093
Tue Jan 10 19:07:15 EST 2017, 9079, 0.210, 9, 0.990, 388, 76, 19, 25, 93, 51.650, 55.860
Tue Jan 10 19:09:50 EST 2017, 4129, 0.710, 3, 0.490, 538, 31, 10, 0, 48, 5.143, 17.643
Tue Jan 10 19:12:26 EST 2017, 2891, 0.090, 8, 0.620, 426, 19, 3, 19, 60, 1.507, 1.550
Tue Jan 10 19:13:57 EST 2017, 7841, 0.590, 2, 0.120, 576, 64, 12, 44, 15, 27.883, 21.187
Tue Jan 10 19:16:53 EST 2017, 5366, 0.340, 5, 0.870, 501, 42, 17, 7, 82, 16.430, 17.570
Tue Jan 10 19:21:00 EST 2017, 416, 0.840, 11, 0.370, 351, 87, 8, 32, 37, 19.030, 19.330
Tue Jan 10 19:22:55 EST 2017, 571, 0.070, 0, 0.950, 571, 26, 17, 12, 78, 11.053, 10.930
Tue Jan 10 19:27:02 EST 2017, 5521, 0.570, 6, 0.450, 421, 71, 8, 37, 33, 15.230, 15.353
Tue Jan 10 19:30:08 EST 2017, 7996, 0.320, 9, 0.700, 346, 49, 3, 0, 55, 1.500, 1.373
Tue Jan 10 19:32:34 EST 2017, 3046, 0.820, 3, 0.200, 496, 94, 13, 25, 10, 23.020, 18.663
Tue Jan 10 19:36:25 EST 2017, 4283, 0.450, 7, 0.820, 308, 83, 15, 43, 89, 65.463, 68.730
Tue Jan 10 19:38:26 EST 2017, 9233, 0.950, 1, 0.320, 458, 38, 6, 18, 44, 4.683, 3.433
Tue Jan 10 19:40:27 EST 2017, 6758, 0.200, 4, 0.570, 533, 60, 1, 31, 67, 2.877, 2.917
Tue Jan 10 19:42:28 EST 2017, 1808, 0.700, 10, 0.070, 383, 15, 10, 6, 22, 0.320, 0.410
Tue Jan 10 19:44:48 EST 2017, 2427, 0.260, 3, 0.260, 440, 10, 19, 34, 95, 14.563, 14.657
Tue Jan 10 19:46:44 EST 2017, 7377, 0.760, 9, 0.760, 590, 55, 9, 9, 50, 14.090, 14.580
Tue Jan 10 19:50:40 EST 2017, 9852, 0.010, 6, 0.010, 515, 32, 4, 46, 72, 7.037, 7.130
Tue Jan 10 19:52:51 EST 2017, 4902, 0.510, 0, 0.510, 365, 77, 14, 21, 27, 12.833, 13.333
Tue Jan 10 20:01:55 EST 2017, 3665, 0.140, 11, 0.380, 477, 88, 16, 3, 84, 26.770, 0.000
Tue Jan 10 20:03:00 EST 2017, 8615, 0.640, 5, 0.880, 327, 43, 7, 28, 39, 5.913, 5.813
Tue Jan 10 20:04:51 EST 2017, 6140, 0.390, 2, 0.130, 402, 66, 2, 15, 61, 2.830, 2.753
Tue Jan 10 20:05:47 EST 2017, 1190, 0.890, 8, 0.630, 552, 21, 11, 40, 16, 0.087, 0.113
Tue Jan 10 20:07:54 EST 2017, 880, 0.420, 10, 0.600, 505, 46, 9, 29, 13, 3.887, 3.903
Tue Jan 10 20:15:32 EST 2017, 5830, 0.920, 4, 0.100, 355, 91, 18, 4, 58, 59.507, 0.000
Tue Jan 10 20:15:57 EST 2017, 8305, 0.170, 1, 0.850, 430, 24, 13, 42, 36, 3.050, 3.103
Tue Jan 10 20:17:13 EST 2017, 3355, 0.670, 7, 0.350, 580, 69, 4, 17, 81, 18.277, 19.020
Tue Jan 10 20:18:58 EST 2017, 4593, 0.040, 5, 0.730, 393, 57, 6, 10, 25, 1.873, 1.790
Tue Jan 10 20:21:19 EST 2017, 9543, 0.540, 11, 0.230, 543, 12, 16, 35, 70, 17.383, 19.417
Tue Jan 10 20:25:26 EST 2017, 7068, 0.290, 8, 0.980, 468, 80, 11, 23, 47, 19.737, 20.837
Tue Jan 10 20:29:12 EST 2017, 2118, 0.790, 2, 0.480, 318, 35, 1, 48, 92, 2.313, 2.293
Tue Jan 10 20:32:18 EST 2017, 1499, 0.230, 6, 0.160, 374, 41, 10, 20, 30, 5.007, 4.837
Tue Jan 10 20:37:15 EST 2017, 6449, 0.730, 0, 0.660, 524, 86, 19, 45, 75, 164.037, 174.583
Tue Jan 10 20:40:31 EST 2017, 8924, 0.480, 3, 0.410, 599, 18, 14, 7, 53, 10.153, 9.937
Tue Jan 10 20:45:02 EST 2017, 3974, 0.980, 9, 0.910, 449, 63, 5, 32, 98, 32.643, 30.950
Tue Jan 10 20:48:44 EST 2017, 2736, 0.360, 2, 0.040, 561, 74, 7, 39, 19, 10.957, 8.450
Tue Jan 10 20:52:55 EST 2017, 7686, 0.860, 8, 0.540, 411, 29, 17, 14, 64, 15.517, 14.143
Tue Jan 10 20:56:56 EST 2017, 5211, 0.110, 11, 0.290, 336, 97, 12, 26, 41, 16.573, 17.653
Tue Jan 10 21:00:12 EST 2017, 261, 0.610, 5, 0.790, 486, 52, 3, 1, 86, 4.237, 4.290
Tue Jan 10 21:01:48 EST 2017, 339, 0.210, 11, 0.660, 419, 36, 15, 18, 46, 9.410, 9.503
Tue Jan 10 21:05:39 EST 2017, 5289, 0.710, 5, 0.160, 569, 81, 5, 43, 91, 55.143, 54.850
Tue Jan 10 21:06:45 EST 2017, 7764, 0.460, 2, 0.910, 494, 13, 1, 5, 24, 0.237, 0.230
Tue Jan 10 21:08:46 EST 2017, 2814, 0.960, 8, 0.410, 344, 58, 10, 30, 69, 0.113, 0.113
Tue Jan 10 21:10:27 EST 2017, 4051, 0.330, 3, 0.530, 456, 69, 17, 49, 35, 35.237, 32.480
Tue Jan 10 21:11:53 EST 2017, 9001, 0.830, 9, 0.030, 306, 24, 8, 24, 80, 0.110, 0.113
Tue Jan 10 21:12:59 EST 2017, 6526, 0.080, 6, 0.780, 381, 92, 3, 37, 13, 1.913, 1.820
Tue Jan 10 21:17:21 EST 2017, 1576, 0.580, 0, 0.280, 531, 47, 13, 12, 58, 19.290, 111.283
Tue Jan 10 21:21:43 EST 2017, 2195, 0.390, 8, 0.090, 587, 52, 16, 33, 41, 36.607, 34.663
Tue Jan 10 21:27:14 EST 2017, 7145, 0.890, 2, 0.590, 437, 97, 7, 8, 86, 20.463, 122.793
Tue Jan 10 21:29:15 EST 2017, 9620, 0.140, 5, 0.340, 362, 30, 2, 46, 18, 0.883, 0.877
Tue Jan 10 21:30:56 EST 2017, 4670, 0.640, 11, 0.840, 512, 75, 11, 21, 63, 35.053, 36.190
Tue Jan 10 21:35:17 EST 2017, 3433, 0.020, 1, 0.220, 325, 64, 18, 2, 52, 3.503, 37.310
Tue Jan 10 21:38:38 EST 2017, 8383, 0.520, 7, 0.720, 475, 19, 9, 27, 97, 11.820, 12.763
Tue Jan 10 21:40:39 EST 2017, 5908, 0.270, 10, 0.470, 550, 86, 4, 15, 29, 5.190, 4.987
Tue Jan 10 21:43:05 EST 2017, 958, 0.770, 4, 0.970, 400, 41, 14, 40, 74, 32.417, 32.637
Tue Jan 10 21:45:37 EST 2017, 1267, 0.300, 2, 0.750, 353, 16, 6, 26, 66, 2.020, 2.063
Tue Jan 10 21:49:58 EST 2017, 6217, 0.800, 8, 0.250, 503, 61, 15, 1, 21, 7.083, 16.270
Tue Jan 10 21:54:10 EST 2017, 8692, 0.050, 11, 0.500, 578, 38, 11, 38, 89, 26.970, 30.333
Tue Jan 10 21:57:52 EST 2017, 3742, 0.550, 5, 0.000, 428, 83, 1, 13, 44, 2.193, 2.160
Tue Jan 10 22:01:03 EST 2017, 4979, 0.180, 6, 0.880, 540, 95, 8, 7, 55, 12.033, 12.487
Tue Jan 10 22:04:54 EST 2017, 9929, 0.680, 0, 0.380, 390, 50, 18, 32, 10, 6.470, 6.383
Tue Jan 10 22:06:20 EST 2017, 7454, 0.430, 3, 0.630, 315, 72, 13, 19, 77, 21.540, 23.710
Tue Jan 10 22:07:56 EST 2017, 2504, 0.930, 9, 0.130, 465, 27, 4, 44, 32, 0.080, 0.077
Tue Jan 10 22:09:01 EST 2017, 1886, 0.110, 4, 0.440, 522, 22, 7, 23, 60, 4.650, 4.810
Tue Jan 10 22:11:12 EST 2017, 6836, 0.610, 10, 0.940, 372, 67, 17, 48, 15, 14.190, 14.327
Tue Jan 10 22:16:09 EST 2017, 9311, 0.360, 7, 0.190, 447, 44, 12, 10, 83, 18.140, 212.340
Tue Jan 10 22:19:05 EST 2017, 4361, 0.860, 1, 0.690, 597, 89, 2, 35, 38, 3.833, 3.820
Tue Jan 10 22:21:51 EST 2017, 3123, 0.490, 9, 0.310, 409, 78, 10, 41, 72, 47.040, 49.177
Tue Jan 10 22:24:07 EST 2017, 8073, 0.990, 3, 0.810, 559, 33, 19, 16, 27, 0.233, 0.180
Tue Jan 10 22:30:40 EST 2017, 5598, 0.240, 0, 0.060, 484, 55, 14, 29, 94, 45.757, 0.000
Tue Jan 10 22:32:20 EST 2017, 648, 0.740, 6, 0.560, 334, 10, 5, 4, 49, 0.853, 1.060
Tue Jan 10 22:38:50 EST 2017, 493, 0.440, 5, 0.230, 545, 93, 10, 47, 98, 123.030, 0.000
Tue Jan 10 23:41:40 EST 2017, 5443, 0.940, 11, 0.730, 395, 48, 1, 22, 53, 0.103, 0.103
Tue Jan 10 23:43:55 EST 2017, 7918, 0.190, 8, 0.480, 320, 71, 6, 34, 76, 14.417, 14.147
Tue Jan 10 23:46:46 EST 2017, 2968, 0.690, 2, 0.980, 470, 26, 15, 9, 31, 2.973, 2.837
Tue Jan 10 23:48:52 EST 2017, 4206, 0.070, 10, 0.110, 358, 14, 13, 16, 87, 5.423, 5.550
Tue Jan 10 23:50:58 EST 2017, 9156, 0.570, 4, 0.610, 508, 59, 3, 41, 42, 7.350, 7.307
Tue Jan 10 23:54:56 EST 2017, 6681, 0.320, 1, 0.360, 583, 37, 8, 3, 65, 3.280, 3.307
Tue Jan 10 23:57:18 EST 2017, 1731, 0.820, 7, 0.860, 433, 82, 18, 28, 20, 21.647, 21.967
Wed Jan 11 00:00:39 EST 2017, 2350, 0.130, 1, 0.550, 376, 88, 12, 0, 82, 5.790, 13.800
Wed Jan 11 00:03:05 EST 2017, 7300, 0.630, 7, 0.050, 526, 43, 2, 25, 37, 3.217, 3.130
Wed Jan 11 00:07:11 EST 2017, 9775, 0.380, 10, 0.800, 451, 65, 7, 12, 59, 10.323, 10.320
Wed Jan 11 00:09:02 EST 2017, 4825, 0.880, 4, 0.300, 301, 20, 16, 37, 14, 0.080, 0.080
Wed Jan 11 00:12:33 EST 2017, 3587, 0.250, 6, 0.670, 489, 31, 14, 31, 93, 26.043, 26.847
Wed Jan 11 00:15:14 EST 2017, 8537, 0.750, 0, 0.170, 339, 76, 4, 6, 48, 4.997, 5.160
Wed Jan 11 00:17:30 EST 2017, 6062, 0.000, 3, 0.920, 414, 54, 9, 44, 70, 16.007, 14.290
Wed Jan 11 00:21:46 EST 2017, 1112, 0.500, 9, 0.420, 564, 99, 19, 19, 25, 31.810, 32.743
Wed Jan 11 00:22:21 EST 2017, 803, 0.040, 8, 0.330, 479, 74, 2, 8, 28, 1.343, 1.303
Wed Jan 11 00:23:32 EST 2017, 5753, 0.540, 2, 0.830, 329, 29, 11, 33, 73, 8.813, 8.853
Wed Jan 11 00:25:03 EST 2017, 8228, 0.290, 5, 0.080, 404, 96, 16, 20, 51, 38.017, 34.747
Wed Jan 11 00:28:14 EST 2017, 3278, 0.790, 11, 0.580, 554, 51, 6, 45, 96, 43.340, 46.043
Wed Jan 11 00:29:34 EST 2017, 4515, 0.410, 0, 0.450, 442, 40, 4, 26, 17, 1.897, 1.883
Wed Jan 11 00:31:05 EST 2017, 9465, 0.910, 6, 0.950, 592, 85, 13, 1, 62, 29.570, 30.040
Wed Jan 11 00:34:51 EST 2017, 6990, 0.160, 9, 0.200, 517, 17, 18, 39, 39, 9.983, 10.430
Wed Jan 11 00:37:02 EST 2017, 2040, 0.660, 3, 0.700, 367, 62, 9, 14, 84, 16.480, 17.293
Wed Jan 11 00:40:48 EST 2017, 1422, 0.350, 11, 0.890, 311, 57, 3, 42, 11, 1.280, 1.263
Wed Jan 11 00:42:54 EST 2017, 6372, 0.850, 5, 0.390, 461, 12, 12, 17, 56, 0.153, 0.150
Wed Jan 11 00:45:10 EST 2017, 8847, 0.100, 2, 0.640, 536, 79, 17, 30, 34, 18.183, 17.950
Wed Jan 11 00:49:56 EST 2017, 3897, 0.600, 8, 0.140, 386, 34, 7, 5, 79, 7.147, 53.303
Wed Jan 11 00:54:02 EST 2017, 2659, 0.220, 4, 0.770, 573, 45, 5, 23, 22, 2.683, 2.740
Wed Jan 11 00:56:58 EST 2017, 7609, 0.720, 10, 0.270, 423, 90, 15, 48, 67, 104.347, 116.567
Wed Jan 11 00:59:14 EST 2017, 5134, 0.470, 7, 0.520, 348, 23, 19, 11, 45, 6.853, 7.333
Wed Jan 11 01:02:15 EST 2017, 184, 0.970, 1, 0.020, 498, 68, 10, 36, 90, 0.863, 1.043
Wed Jan 11 01:05:01 EST 2017, 223, 0.020, 3, 0.580, 342, 99, 16, 28, 93, 40.203, 41.983
Wed Jan 11 01:08:57 EST 2017, 5173, 0.520, 9, 0.080, 492, 54, 6, 3, 48, 6.097, 33.373
Wed Jan 11 01:12:38 EST 2017, 7648, 0.270, 6, 0.830, 567, 77, 2, 40, 71, 10.580, 10.390
Wed Jan 11 01:16:34 EST 2017, 2698, 0.770, 0, 0.330, 417, 32, 11, 15, 26, 5.170, 5.457
Wed Jan 11 01:21:25 EST 2017, 3935, 0.390, 11, 0.710, 530, 20, 18, 9, 82, 12.083, 48.173
Wed Jan 11 01:25:01 EST 2017, 8885, 0.890, 5, 0.210, 380, 65, 9, 34, 37, 21.217, 22.983
Wed Jan 11 01:28:47 EST 2017, 6410, 0.140, 2, 0.960, 305, 43, 4, 22, 59, 2.097, 2.100
Wed Jan 11 01:30:28 EST 2017, 1460, 0.640, 8, 0.460, 455, 88, 14, 47, 14, 18.967, 18.640
Wed Jan 11 01:38:15 EST 2017, 2079, 0.330, 0, 0.140, 511, 82, 15, 18, 87, 59.043, 0.000
Wed Jan 11 01:40:06 EST 2017, 7029, 0.830, 6, 0.640, 361, 37, 5, 43, 42, 7.050, 7.220
Wed Jan 11 01:41:02 EST 2017, 9504, 0.080, 9, 0.390, 436, 60, 1, 6, 65, 1.310, 1.317
Wed Jan 11 01:43:07 EST 2017, 4554, 0.580, 3, 0.890, 586, 15, 10, 31, 20, 2.387, 2.467
Wed Jan 11 01:47:39 EST 2017, 3317, 0.200, 7, 0.020, 399, 26, 17, 37, 99, 28.120, 31.327
Wed Jan 11 01:49:24 EST 2017, 8267, 0.700, 1, 0.520, 549, 71, 8, 12, 54, 9.583, 10.220
Wed Jan 11 01:53:16 EST 2017, 5792, 0.450, 4, 0.270, 474, 49, 3, 25, 76, 7.590, 7.520
Wed Jan 11 01:54:41 EST 2017, 842, 0.950, 10, 0.770, 324, 94, 12, 0, 31, 7.073, 23.507
Wed Jan 11 01:56:18 EST 2017, 1151, 0.480, 6, 0.990, 427, 68, 7, 14, 23, 3.887, 3.890
Wed Jan 11 01:58:14 EST 2017, 6101, 0.980, 0, 0.490, 577, 23, 17, 39, 68, 0.097, 0.077
Wed Jan 11 02:00:16 EST 2017, 8576, 0.230, 3, 0.740, 502, 91, 12, 1, 45, 8.250, 8.343
Wed Jan 11 02:02:21 EST 2017, 3626, 0.730, 9, 0.240, 352, 46, 2, 26, 90, 6.177, 6.103
Wed Jan 11 02:04:17 EST 2017, 4863, 0.110, 1, 0.860, 464, 35, 9, 45, 12, 1.330, 1.293
Wed Jan 11 02:10:44 EST 2017, 9813, 0.610, 7, 0.360, 314, 80, 19, 20, 57, 37.367, 269.660
Wed Jan 11 02:11:24 EST 2017, 7338, 0.360, 10, 0.610, 389, 12, 14, 33, 34, 3.923, 4.117
Wed Jan 11 02:13:40 EST 2017, 2388, 0.860, 4, 0.110, 539, 57, 5, 8, 79, 5.467, 0.117
Wed Jan 11 02:15:31 EST 2017, 1770, 0.170, 10, 0.300, 595, 63, 6, 36, 17, 5.503, 5.550
Wed Jan 11 02:17:37 EST 2017, 6720, 0.670, 4, 0.800, 445, 18, 15, 11, 62, 6.960, 7.643
Wed Jan 11 02:19:48 EST 2017, 9195, 0.420, 1, 0.050, 370, 85, 11, 48, 40, 16.103, 15.647
Wed Jan 11 02:23:36 EST 2017, 4245, 0.920, 7, 0.550, 520, 40, 1, 23, 85, 0.083, 0.087
Wed Jan 11 02:25:42 EST 2017, 3007, 0.300, 5, 0.430, 333, 51, 8, 4, 28, 2.103, 2.133
Wed Jan 11 02:29:39 EST 2017, 7957, 0.800, 11, 0.930, 483, 96, 18, 29, 73, 117.917, 115.050
Wed Jan 11 02:30:55 EST 2017, 5482, 0.050, 8, 0.180, 558, 29, 13, 17, 51, 8.753, 9.243
Wed Jan 11 02:32:55 EST 2017, 532, 0.550, 2, 0.680, 408, 74, 4, 42, 96, 17.267, 17.140
Wed Jan 11 02:33:51 EST 2017, 687, 0.250, 9, 0.000, 469, 42, 12, 11, 52, 10.180, 10.820
Wed Jan 11 02:35:55 EST 2017, 5637, 0.750, 3, 0.500, 319, 87, 2, 36, 97, 10.513, 10.403
Wed Jan 11 02:37:51 EST 2017, 8112, 0.000, 0, 0.250, 394, 19, 7, 24, 30, 1.800, 1.820
Wed Jan 11 02:41:27 EST 2017, 3162, 0.500, 6, 0.750, 544, 64, 16, 49, 75, 91.157, 95.667
Wed Jan 11 02:44:25 EST 2017, 4399, 0.130, 5, 0.130, 431, 75, 14, 30, 41, 23.907, 21.080
Wed Jan 11 02:46:07 EST 2017, 9349, 0.630, 11, 0.630, 581, 30, 4, 5, 86, 5.343, 5.260
Wed Jan 11 02:48:21 EST 2017, 6874, 0.380, 8, 0.380, 506, 98, 9, 43, 19, 16.140, 15.887
Wed Jan 11 02:50:32 EST 2017, 1924, 0.880, 2, 0.880, 356, 53, 19, 18, 64, 21.713, 28.600
Wed Jan 11 02:54:15 EST 2017, 2543, 0.060, 7, 0.690, 300, 47, 10, 40, 35, 6.550, 6.593
Wed Jan 11 02:56:17 EST 2017, 7493, 0.560, 1, 0.190, 450, 92, 1, 15, 80, 2.460, 2.313
