# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, fibHeap_timing_secs
Wed May 17 08:26:59 EDT 2017, 0.360, 7, 2, 0.750, 6, 9, 52, 448, 52, 12, 48, 99, 87.037, 61.727
Wed May 17 08:27:02 EDT 2017, 0.490, 2, 8, 0.130, 1, 8, 19, 335, 64, 5, 16, 21, 2.900, 3.610
Wed May 17 08:27:19 EDT 2017, 0.990, 6, 4, 0.630, 5, 4, 64, 485, 19, 15, 41, 66, 15.920, 12.927
Wed May 17 08:33:06 EDT 2017, 0.740, 4, 1, 0.380, 7, 6, 86, 410, 86, 19, 4, 88, 344.607, 276.383
Wed May 17 08:33:20 EDT 2017, 0.240, 8, 6, 0.880, 3, 2, 41, 560, 41, 10, 29, 43, 14.073, 14.353
Wed May 17 08:34:12 EDT 2017, 0.180, 2, 2, 0.690, 5, 1, 24, 391, 58, 16, 26, 49, 51.463, 34.653
Wed May 17 08:34:19 EDT 2017, 0.680, 7, 6, 0.190, 9, 6, 69, 541, 13, 6, 1, 94, 5.927, 6.867
Wed May 17 08:34:28 EDT 2017, 0.930, 4, 9, 0.940, 7, 3, 92, 316, 80, 2, 38, 71, 5.383, 8.117
Wed May 17 08:34:36 EDT 2017, 0.430, 9, 4, 0.440, 2, 8, 47, 466, 35, 11, 13, 26, 8.617, 7.293
Wed May 17 08:35:10 EDT 2017, 0.300, 3, 5, 0.560, 6, 9, 13, 579, 69, 4, 45, 82, 24.303, 33.517
Wed May 17 08:35:29 EDT 2017, 0.800, 8, 1, 0.060, 1, 4, 58, 429, 24, 13, 20, 37, 18.533, 12.317
Wed May 17 08:35:54 EDT 2017, 0.550, 1, 3, 0.810, 3, 7, 80, 504, 92, 18, 32, 15, 24.830, 18.740
Wed May 17 08:36:07 EDT 2017, 0.050, 6, 8, 0.310, 8, 2, 35, 354, 47, 9, 7, 60, 10.460, 12.377
Wed May 17 08:36:55 EDT 2017, 0.040, 3, 3, 0.990, 2, 7, 96, 537, 90, 14, 20, 33, 47.377, 38.937
Wed May 17 08:37:09 EDT 2017, 0.540, 7, 7, 0.490, 6, 3, 51, 387, 45, 5, 45, 78, 9.720, 13.307
Wed May 17 08:37:32 EDT 2017, 0.790, 1, 9, 0.740, 8, 5, 28, 462, 68, 10, 8, 56, 18.477, 22.807
Wed May 17 08:37:34 EDT 2017, 0.290, 5, 5, 0.240, 4, 1, 73, 312, 23, 19, 33, 11, 2.103, 1.703
Wed May 17 08:38:15 EDT 2017, 0.410, 2, 6, 0.860, 9, 2, 85, 424, 79, 7, 2, 89, 31.913, 39.887
Wed May 17 08:38:57 EDT 2017, 0.910, 6, 2, 0.360, 5, 6, 40, 574, 34, 17, 27, 44, 41.337, 28.040
Wed May 17 08:39:06 EDT 2017, 0.660, 4, 4, 0.610, 3, 4, 17, 349, 57, 12, 14, 22, 9.507, 8.007
Wed May 17 08:39:08 EDT 2017, 0.160, 8, 8, 0.110, 7, 8, 62, 499, 12, 2, 39, 67, 1.357, 1.783
Wed May 17 08:39:55 EDT 2017, 0.220, 1, 4, 0.300, 6, 9, 90, 368, 85, 13, 42, 61, 46.510, 39.847
Wed May 17 08:39:58 EDT 2017, 0.720, 6, 9, 0.800, 1, 5, 45, 518, 40, 4, 17, 16, 1.673, 2.060
Wed May 17 08:40:11 EDT 2017, 0.970, 3, 7, 0.050, 3, 7, 23, 443, 62, 8, 30, 39, 11.320, 12.977
Wed May 17 08:40:54 EDT 2017, 0.470, 8, 2, 0.550, 8, 2, 68, 593, 17, 18, 5, 84, 42.137, 28.770
Wed May 17 08:41:06 EDT 2017, 0.350, 5, 8, 0.420, 4, 1, 79, 480, 96, 6, 36, 28, 9.583, 12.267
Wed May 17 08:41:47 EDT 2017, 0.850, 9, 3, 0.920, 9, 6, 34, 330, 51, 15, 11, 73, 40.420, 33.290
Wed May 17 08:45:54 EDT 2017, 0.600, 2, 1, 0.170, 7, 3, 11, 555, 73, 11, 48, 95, 240.613, 196.980
Wed May 17 08:45:56 EDT 2017, 0.100, 7, 5, 0.670, 2, 8, 56, 405, 28, 1, 23, 50, 1.467, 2.010
Wed May 17 08:46:05 EDT 2017, 0.070, 3, 9, 0.580, 4, 6, 54, 321, 26, 16, 0, 64, 8.177, 8.077
Wed May 17 08:46:13 EDT 2017, 0.570, 7, 4, 0.080, 8, 1, 99, 471, 71, 7, 25, 19, 8.513, 8.357
Wed May 17 08:46:21 EDT 2017, 0.820, 5, 2, 0.830, 6, 8, 76, 396, 48, 2, 13, 42, 6.240, 7.577
Wed May 17 08:47:39 EDT 2017, 0.320, 9, 6, 0.330, 1, 4, 31, 546, 93, 11, 38, 87, 74.777, 76.060
Wed May 17 08:47:42 EDT 2017, 0.440, 4, 3, 0.700, 7, 5, 42, 509, 14, 4, 19, 30, 2.190, 2.273
Wed May 17 08:48:11 EDT 2017, 0.940, 8, 7, 0.200, 2, 9, 87, 359, 59, 14, 44, 75, 28.767, 27.133
Wed May 17 08:49:09 EDT 2017, 0.690, 1, 5, 0.950, 5, 3, 65, 584, 37, 18, 6, 98, 57.040, 48.700
Wed May 17 08:50:18 EDT 2017, 0.190, 6, 1, 0.450, 9, 7, 20, 434, 82, 9, 31, 53, 68.860, 53.980
Wed May 17 08:50:25 EDT 2017, 0.130, 4, 7, 0.140, 7, 7, 48, 565, 20, 15, 34, 36, 6.870, 6.357
Wed May 17 08:51:03 EDT 2017, 0.630, 9, 2, 0.640, 3, 2, 93, 415, 65, 5, 9, 81, 37.477, 35.157
Wed May 17 08:51:07 EDT 2017, 0.880, 2, 5, 0.390, 1, 9, 71, 490, 43, 1, 47, 58, 2.943, 4.290
Wed May 17 08:51:12 EDT 2017, 0.380, 6, 9, 0.890, 5, 4, 26, 340, 88, 10, 22, 13, 4.090, 4.563
Wed May 17 08:51:28 EDT 2017, 0.250, 1, 1, 0.020, 2, 3, 37, 377, 31, 3, 41, 92, 14.553, 15.280
Wed May 17 08:52:03 EDT 2017, 0.750, 5, 6, 0.520, 6, 8, 82, 527, 76, 13, 16, 47, 34.317, 34.537
Wed May 17 08:52:10 EDT 2017, 0.500, 3, 8, 0.270, 9, 1, 59, 302, 54, 17, 28, 25, 7.260, 6.720
Wed May 17 08:53:11 EDT 2017, 0.000, 8, 3, 0.770, 4, 5, 14, 452, 99, 8, 3, 70, 59.483, 57.877
Wed May 17 08:56:19 EDT 2017, 0.010, 2, 1, 0.330, 9, 8, 66, 498, 96, 9, 19, 81, 185.650, 158.607
Wed May 17 08:56:35 EDT 2017, 0.510, 7, 6, 0.830, 4, 3, 21, 348, 51, 19, 44, 36, 16.020, 13.710
Wed May 17 08:56:44 EDT 2017, 0.760, 5, 8, 0.080, 2, 6, 43, 573, 73, 14, 6, 13, 8.250, 8.020
Wed May 17 08:56:53 EDT 2017, 0.260, 9, 4, 0.580, 7, 1, 88, 423, 28, 5, 31, 58, 7.133, 8.180
Wed May 17 08:57:13 EDT 2017, 0.380, 4, 7, 0.460, 1, 2, 55, 310, 84, 12, 0, 47, 18.287, 19.933
Wed May 17 08:57:27 EDT 2017, 0.880, 8, 3, 0.960, 5, 7, 10, 460, 39, 2, 25, 92, 9.937, 13.810
Wed May 17 08:57:50 EDT 2017, 0.630, 1, 5, 0.210, 8, 5, 32, 385, 62, 7, 12, 69, 19.243, 21.940
Wed May 17 08:57:53 EDT 2017, 0.130, 6, 9, 0.710, 3, 9, 77, 535, 17, 17, 37, 24, 3.367, 3.237
Wed May 17 08:58:05 EDT 2017, 0.200, 4, 3, 0.900, 5, 9, 72, 404, 79, 8, 40, 19, 11.190, 10.037
Wed May 17 08:58:28 EDT 2017, 0.700, 9, 8, 0.400, 9, 4, 27, 554, 34, 18, 15, 64, 23.143, 21.300
Wed May 17 08:59:01 EDT 2017, 0.950, 2, 5, 0.650, 7, 6, 49, 329, 56, 13, 28, 86, 32.597, 31.647
Wed May 17 08:59:05 EDT 2017, 0.450, 6, 1, 0.150, 3, 2, 94, 479, 11, 4, 3, 41, 3.683, 3.033
Wed May 17 09:00:00 EDT 2017, 0.320, 1, 9, 0.770, 6, 1, 60, 592, 90, 11, 34, 75, 46.203, 54.263
Wed May 17 09:00:03 EDT 2017, 0.820, 5, 4, 0.270, 1, 5, 15, 442, 45, 1, 9, 30, 1.677, 2.390
Wed May 17 09:00:38 EDT 2017, 0.570, 3, 2, 0.520, 4, 3, 38, 517, 67, 6, 47, 53, 35.093, 32.053
Wed May 17 09:00:53 EDT 2017, 0.070, 7, 7, 0.020, 8, 7, 83, 367, 22, 15, 22, 98, 14.303, 13.500
Wed May 17 09:00:54 EDT 2017, 0.100, 3, 7, 0.240, 6, 5, 24, 432, 31, 2, 1, 16, 0.827, 1.060
Wed May 17 09:01:59 EDT 2017, 0.600, 8, 3, 0.740, 2, 1, 69, 582, 76, 11, 26, 61, 65.167, 54.487
Wed May 17 09:03:56 EDT 2017, 0.850, 1, 1, 0.490, 4, 8, 91, 357, 53, 16, 14, 83, 113.167, 82.380
Wed May 17 09:04:23 EDT 2017, 0.350, 5, 5, 0.990, 9, 3, 46, 507, 98, 7, 39, 38, 22.577, 26.343
Wed May 17 09:04:47 EDT 2017, 0.480, 2, 4, 0.110, 3, 4, 13, 545, 20, 18, 20, 72, 24.123, 19.287
Wed May 17 09:04:56 EDT 2017, 0.980, 7, 9, 0.610, 7, 9, 58, 395, 65, 9, 45, 27, 6.650, 7.863
Wed May 17 09:05:04 EDT 2017, 0.730, 4, 6, 0.360, 5, 2, 80, 470, 42, 4, 8, 50, 6.503, 8.057
Wed May 17 09:07:45 EDT 2017, 0.230, 9, 2, 0.860, 1, 7, 35, 320, 87, 14, 33, 95, 155.907, 105.190
Wed May 17 09:07:47 EDT 2017, 0.160, 2, 6, 0.550, 2, 7, 29, 451, 14, 1, 36, 78, 1.267, 1.643
Wed May 17 09:08:10 EDT 2017, 0.660, 6, 1, 0.050, 7, 3, 74, 301, 59, 10, 11, 33, 22.843, 16.700
Wed May 17 09:08:16 EDT 2017, 0.910, 4, 3, 0.800, 9, 9, 97, 526, 37, 15, 48, 10, 5.723, 4.317
Wed May 17 09:08:32 EDT 2017, 0.410, 8, 8, 0.300, 5, 5, 52, 376, 82, 5, 23, 55, 11.483, 15.407
Wed May 17 09:08:50 EDT 2017, 0.290, 5, 2, 0.680, 8, 4, 18, 339, 25, 17, 42, 44, 17.440, 11.540
Wed May 17 09:09:30 EDT 2017, 0.790, 9, 7, 0.180, 3, 8, 63, 489, 70, 8, 17, 89, 34.080, 39.573
Wed May 17 09:09:37 EDT 2017, 0.540, 3, 9, 0.930, 1, 1, 86, 414, 48, 3, 30, 67, 5.180, 7.413
Wed May 17 09:10:00 EDT 2017, 0.040, 7, 5, 0.430, 6, 6, 41, 564, 93, 12, 5, 22, 21.687, 21.373
Wed May 17 09:10:19 EDT 2017, 0.060, 4, 5, 0.760, 4, 5, 90, 306, 44, 9, 16, 93, 18.827, 18.797
Wed May 17 09:13:39 EDT 2017, 0.560, 9, 1, 0.260, 8, 9, 45, 456, 89, 19, 41, 48, 195.263, 147.840
Wed May 17 09:13:45 EDT 2017, 0.810, 2, 3, 0.510, 6, 2, 22, 381, 21, 14, 4, 26, 5.813, 4.417
Wed May 17 09:14:05 EDT 2017, 0.310, 7, 8, 0.010, 2, 7, 67, 531, 66, 4, 29, 71, 13.563, 19.573
Wed May 17 09:14:25 EDT 2017, 0.430, 1, 2, 0.880, 7, 6, 79, 493, 32, 12, 10, 37, 19.047, 13.187
Wed May 17 09:14:38 EDT 2017, 0.930, 6, 6, 0.380, 3, 1, 34, 343, 77, 2, 35, 82, 8.413, 12.833
Wed May 17 09:14:41 EDT 2017, 0.680, 3, 9, 0.630, 5, 8, 11, 568, 10, 7, 23, 60, 2.523, 2.897
Wed May 17 09:14:51 EDT 2017, 0.180, 8, 4, 0.130, 9, 4, 56, 418, 55, 16, 48, 15, 9.627, 7.517
Wed May 17 09:14:58 EDT 2017, 0.240, 2, 8, 0.440, 8, 3, 96, 587, 38, 8, 44, 31, 6.077, 6.940
Wed May 17 09:16:31 EDT 2017, 0.740, 6, 4, 0.940, 3, 8, 51, 437, 83, 17, 19, 76, 91.680, 70.423
