# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, fibHeap_timing_secs
Wed May 17 10:50:37 EDT 2017, 0.100, 8, 2, 0.890, 9, 2, 50, 302, 35, 3, 38, 46, 5.213, 5.727
Wed May 17 10:51:13 EDT 2017, 0.070, 3, 3, 0.860, 5, 4, 58, 386, 38, 19, 36, 60, 34.793, 26.070
Wed May 17 10:51:22 EDT 2017, 0.570, 7, 7, 0.360, 1, 8, 13, 536, 83, 10, 11, 15, 8.570, 8.833
Wed May 17 10:51:24 EDT 2017, 0.820, 1, 5, 0.610, 3, 2, 36, 311, 16, 5, 49, 37, 1.753, 1.930
Wed May 17 10:54:06 EDT 2017, 0.320, 5, 1, 0.110, 7, 6, 81, 461, 61, 14, 24, 82, 160.940, 126.683
Wed May 17 10:54:10 EDT 2017, 0.450, 2, 8, 0.980, 4, 5, 69, 574, 49, 3, 43, 26, 2.977, 3.977
Wed May 17 10:55:18 EDT 2017, 0.950, 6, 4, 0.480, 8, 1, 24, 424, 94, 12, 18, 71, 66.663, 58.320
Wed May 17 10:56:20 EDT 2017, 0.700, 4, 2, 0.730, 6, 7, 47, 499, 27, 17, 30, 93, 61.237, 41.953
Wed May 17 10:56:35 EDT 2017, 0.200, 9, 6, 0.230, 2, 3, 92, 349, 72, 7, 5, 48, 13.053, 14.973
Wed May 17 10:57:42 EDT 2017, 0.140, 1, 1, 0.420, 1, 3, 64, 517, 44, 18, 2, 43, 65.417, 42.207
Wed May 17 10:58:26 EDT 2017, 0.640, 6, 6, 0.920, 6, 8, 19, 367, 89, 8, 27, 88, 35.850, 43.210
Wed May 17 10:58:31 EDT 2017, 0.890, 4, 8, 0.170, 8, 1, 41, 592, 21, 4, 14, 65, 4.023, 5.363
Wed May 17 10:58:48 EDT 2017, 0.390, 8, 3, 0.670, 3, 6, 86, 442, 66, 13, 39, 20, 16.153, 12.740
Wed May 17 10:58:51 EDT 2017, 0.260, 5, 7, 0.300, 9, 7, 75, 330, 32, 1, 21, 99, 2.233, 3.293
Wed May 17 11:00:00 EDT 2017, 0.760, 9, 2, 0.800, 5, 2, 30, 480, 77, 11, 46, 54, 68.703, 49.513
Wed May 17 11:00:03 EDT 2017, 0.510, 2, 5, 0.050, 2, 9, 52, 405, 10, 16, 8, 32, 3.120, 2.517
Wed May 17 11:00:26 EDT 2017, 0.010, 7, 9, 0.550, 7, 5, 97, 555, 55, 6, 33, 77, 16.323, 22.073
Wed May 17 11:01:02 EDT 2017, 0.010, 3, 7, 0.110, 3, 2, 40, 584, 57, 7, 43, 88, 27.277, 34.877
Wed May 17 11:01:09 EDT 2017, 0.510, 8, 3, 0.610, 7, 6, 85, 434, 12, 16, 18, 43, 7.390, 5.400
Wed May 17 11:01:23 EDT 2017, 0.760, 1, 5, 0.360, 9, 4, 63, 509, 80, 11, 31, 21, 13.950, 13.427
Wed May 17 11:01:27 EDT 2017, 0.260, 5, 9, 0.860, 5, 9, 18, 359, 35, 2, 6, 66, 2.273, 3.357
Wed May 17 11:02:47 EDT 2017, 0.380, 2, 1, 0.240, 8, 8, 51, 397, 69, 14, 37, 54, 79.580, 54.657
Wed May 17 11:02:59 EDT 2017, 0.880, 7, 6, 0.740, 4, 3, 96, 547, 24, 4, 12, 99, 8.793, 11.460
Wed May 17 11:03:31 EDT 2017, 0.630, 4, 8, 0.490, 2, 5, 74, 322, 91, 9, 49, 77, 24.740, 30.600
Wed May 17 11:03:53 EDT 2017, 0.130, 9, 4, 0.990, 6, 1, 29, 472, 46, 18, 24, 32, 21.770, 16.717
Wed May 17 11:03:55 EDT 2017, 0.190, 1, 9, 0.680, 7, 1, 35, 303, 74, 5, 21, 15, 1.967, 2.480
Wed May 17 11:04:17 EDT 2017, 0.690, 6, 4, 0.180, 2, 6, 80, 453, 29, 15, 46, 60, 21.140, 17.010
Wed May 17 11:06:06 EDT 2017, 0.940, 4, 2, 0.930, 4, 4, 57, 378, 97, 10, 9, 83, 105.243, 86.950
Wed May 17 11:06:09 EDT 2017, 0.440, 8, 7, 0.430, 9, 8, 12, 528, 52, 1, 34, 38, 2.070, 3.090
Wed May 17 11:07:13 EDT 2017, 0.320, 5, 3, 0.550, 3, 9, 46, 490, 63, 13, 3, 71, 62.957, 53.647
Wed May 17 11:07:14 EDT 2017, 0.820, 9, 8, 0.050, 8, 5, 91, 340, 18, 3, 28, 26, 0.923, 1.160
Wed May 17 11:07:49 EDT 2017, 0.570, 3, 5, 0.800, 5, 7, 68, 565, 86, 8, 15, 49, 31.390, 33.867
Wed May 17 11:09:51 EDT 2017, 0.070, 7, 1, 0.300, 1, 3, 23, 415, 41, 17, 40, 94, 120.583, 87.430
Wed May 17 11:09:53 EDT 2017, 0.100, 2, 4, 0.460, 5, 5, 88, 350, 32, 5, 35, 12, 1.580, 1.617
Wed May 17 11:10:28 EDT 2017, 0.600, 7, 9, 0.960, 9, 9, 43, 500, 77, 14, 10, 57, 31.520, 34.300
Wed May 17 11:10:36 EDT 2017, 0.850, 5, 6, 0.210, 7, 2, 20, 425, 10, 19, 48, 80, 8.050, 6.600
Wed May 17 11:11:11 EDT 2017, 0.350, 9, 2, 0.710, 2, 7, 65, 575, 55, 10, 23, 35, 34.230, 24.340
Wed May 17 11:11:38 EDT 2017, 0.470, 3, 7, 0.330, 6, 6, 99, 462, 43, 17, 42, 69, 27.397, 25.857
Wed May 17 11:11:49 EDT 2017, 0.970, 8, 3, 0.830, 1, 1, 54, 312, 88, 7, 17, 24, 10.533, 9.590
Wed May 17 11:11:55 EDT 2017, 0.720, 1, 1, 0.080, 4, 8, 32, 537, 21, 2, 29, 46, 4.983, 5.560
Wed May 17 11:12:42 EDT 2017, 0.220, 6, 5, 0.580, 8, 3, 77, 387, 66, 12, 4, 91, 46.450, 44.593
Wed May 17 11:13:16 EDT 2017, 0.160, 4, 2, 0.770, 9, 3, 82, 556, 49, 4, 1, 85, 31.313, 32.487
Wed May 17 11:13:43 EDT 2017, 0.660, 8, 7, 0.270, 4, 7, 37, 406, 94, 13, 26, 40, 24.947, 26.150
Wed May 17 11:13:47 EDT 2017, 0.910, 2, 9, 0.520, 2, 1, 15, 481, 27, 18, 13, 18, 3.723, 3.457
Wed May 17 11:14:10 EDT 2017, 0.410, 6, 5, 0.020, 6, 5, 60, 331, 72, 8, 38, 63, 20.280, 22.643
Wed May 17 11:14:29 EDT 2017, 0.290, 1, 6, 0.890, 1, 6, 94, 443, 38, 16, 20, 52, 18.353, 16.560
Wed May 17 11:17:02 EDT 2017, 0.790, 5, 1, 0.390, 5, 2, 49, 593, 83, 6, 45, 97, 151.067, 139.800
Wed May 17 11:17:04 EDT 2017, 0.540, 3, 3, 0.640, 7, 8, 26, 368, 15, 1, 7, 74, 1.533, 2.187
Wed May 17 11:17:17 EDT 2017, 0.040, 7, 8, 0.140, 3, 4, 71, 518, 60, 11, 32, 29, 10.990, 12.037
Wed May 17 11:17:35 EDT 2017, 0.050, 1, 2, 0.530, 5, 6, 16, 411, 19, 8, 45, 98, 17.473, 14.093
Wed May 17 11:18:19 EDT 2017, 0.550, 6, 6, 0.030, 1, 1, 61, 561, 64, 17, 20, 53, 43.670, 36.220
Wed May 17 11:18:25 EDT 2017, 0.800, 3, 8, 0.780, 3, 8, 84, 336, 42, 12, 33, 31, 5.933, 5.973
Wed May 17 11:18:56 EDT 2017, 0.300, 8, 4, 0.280, 8, 3, 39, 486, 87, 3, 8, 76, 23.283, 31.273
Wed May 17 11:19:13 EDT 2017, 0.430, 4, 5, 0.660, 4, 4, 27, 598, 31, 15, 27, 42, 16.817, 14.557
Wed May 17 11:20:21 EDT 2017, 0.930, 9, 1, 0.160, 9, 9, 72, 448, 76, 5, 2, 87, 66.097, 60.263
Wed May 17 11:21:00 EDT 2017, 0.680, 2, 3, 0.910, 6, 2, 95, 523, 53, 10, 39, 64, 39.030, 35.280
Wed May 17 11:21:16 EDT 2017, 0.180, 7, 7, 0.410, 2, 7, 50, 373, 98, 19, 14, 19, 15.490, 13.593
Wed May 17 11:21:20 EDT 2017, 0.240, 4, 4, 0.220, 1, 7, 11, 504, 25, 6, 17, 25, 3.540, 3.690
Wed May 17 11:21:51 EDT 2017, 0.740, 8, 9, 0.720, 6, 3, 56, 354, 70, 16, 42, 70, 28.137, 29.773
Wed May 17 11:22:32 EDT 2017, 0.990, 2, 7, 0.470, 8, 9, 78, 579, 48, 11, 5, 92, 34.943, 39.277
Wed May 17 11:22:51 EDT 2017, 0.490, 6, 2, 0.970, 4, 5, 33, 429, 93, 2, 30, 47, 14.937, 18.677
Wed May 17 11:22:55 EDT 2017, 0.370, 3, 8, 0.100, 9, 4, 22, 317, 14, 13, 11, 59, 3.793, 3.827
Wed May 17 11:22:59 EDT 2017, 0.870, 7, 3, 0.600, 5, 8, 67, 467, 59, 4, 36, 14, 3.730, 4.037
Wed May 17 11:23:17 EDT 2017, 0.620, 5, 1, 0.350, 3, 2, 89, 392, 36, 9, 24, 36, 17.610, 12.453
Wed May 17 11:24:55 EDT 2017, 0.120, 9, 6, 0.850, 7, 6, 44, 542, 81, 18, 49, 81, 96.133, 79.583
Wed May 17 11:25:01 EDT 2017, 0.080, 5, 9, 0.880, 7, 8, 64, 458, 84, 5, 25, 22, 5.017, 6.600
Wed May 17 11:25:19 EDT 2017, 0.580, 9, 5, 0.380, 3, 4, 19, 308, 39, 14, 0, 67, 17.233, 15.413
Wed May 17 11:28:54 EDT 2017, 0.830, 2, 2, 0.630, 1, 6, 42, 533, 62, 19, 38, 90, 213.917, 157.677
Wed May 17 11:28:58 EDT 2017, 0.330, 7, 7, 0.130, 5, 1, 87, 383, 17, 9, 13, 45, 3.393, 3.630
Wed May 17 11:29:53 EDT 2017, 0.460, 1, 4, 0.750, 2, 2, 75, 345, 95, 16, 44, 56, 54.633, 43.313
Wed May 17 11:29:56 EDT 2017, 0.960, 6, 8, 0.250, 6, 7, 30, 495, 50, 7, 19, 11, 2.220, 2.763
Wed May 17 11:30:02 EDT 2017, 0.710, 4, 6, 0.500, 8, 5, 53, 420, 73, 2, 31, 33, 3.787, 5.523
Wed May 17 11:31:02 EDT 2017, 0.210, 8, 1, 0.000, 4, 9, 98, 570, 28, 12, 6, 78, 59.180, 40.430
Wed May 17 11:31:33 EDT 2017, 0.150, 2, 6, 0.320, 3, 9, 58, 439, 90, 3, 10, 95, 20.273, 30.207
Wed May 17 11:32:24 EDT 2017, 0.650, 6, 2, 0.820, 8, 4, 13, 589, 45, 13, 35, 50, 50.507, 35.217
Wed May 17 11:32:46 EDT 2017, 0.900, 4, 4, 0.070, 6, 6, 36, 364, 67, 18, 22, 28, 21.603, 17.327
Wed May 17 11:32:55 EDT 2017, 0.400, 9, 9, 0.570, 1, 2, 81, 514, 22, 8, 47, 73, 6.880, 8.373
Wed May 17 11:34:49 EDT 2017, 0.270, 3, 1, 0.440, 7, 1, 70, 551, 79, 15, 16, 39, 113.880, 84.277
Wed May 17 11:35:04 EDT 2017, 0.770, 7, 5, 0.940, 2, 5, 25, 401, 34, 6, 41, 84, 12.163, 14.223
Wed May 17 11:35:09 EDT 2017, 0.520, 1, 8, 0.190, 5, 3, 47, 476, 56, 1, 3, 61, 2.897, 4.410
Wed May 17 11:35:10 EDT 2017, 0.020, 5, 3, 0.690, 9, 7, 92, 326, 11, 10, 28, 16, 1.410, 1.133
Wed May 17 11:35:13 EDT 2017, 0.010, 2, 8, 0.810, 1, 9, 27, 376, 74, 1, 22, 37, 1.810, 2.733
Wed May 17 11:35:43 EDT 2017, 0.510, 7, 3, 0.310, 5, 5, 72, 526, 29, 11, 47, 82, 29.593, 25.463
Wed May 17 11:38:07 EDT 2017, 0.760, 4, 1, 0.560, 8, 7, 94, 301, 96, 16, 9, 59, 136.927, 103.920
Wed May 17 11:38:11 EDT 2017, 0.260, 9, 5, 0.060, 3, 2, 49, 451, 51, 6, 34, 14, 3.270, 3.547
Wed May 17 11:40:12 EDT 2017, 0.390, 3, 4, 0.930, 9, 1, 16, 563, 62, 18, 3, 93, 119.263, 98.320
Wed May 17 11:40:16 EDT 2017, 0.890, 8, 9, 0.430, 4, 6, 61, 413, 17, 9, 28, 48, 3.327, 3.647
Wed May 17 11:40:24 EDT 2017, 0.640, 1, 7, 0.680, 2, 3, 83, 488, 85, 4, 15, 26, 5.957, 7.993
Wed May 17 11:41:01 EDT 2017, 0.140, 5, 2, 0.180, 6, 8, 38, 338, 40, 13, 40, 71, 36.663, 26.243
Wed May 17 11:41:15 EDT 2017, 0.200, 5, 6, 0.370, 6, 7, 21, 507, 57, 3, 37, 65, 9.983, 14.143
Wed May 17 11:41:19 EDT 2017, 0.700, 9, 2, 0.870, 1, 3, 66, 357, 12, 12, 12, 20, 3.007, 2.007
Wed May 17 11:42:20 EDT 2017, 0.950, 3, 4, 0.120, 4, 5, 89, 582, 79, 17, 25, 43, 60.953, 48.160
Wed May 17 11:42:35 EDT 2017, 0.450, 7, 8, 0.620, 8, 1, 44, 432, 34, 7, 0, 88, 11.327, 14.347
Wed May 17 11:43:01 EDT 2017, 0.330, 2, 3, 0.250, 5, 2, 10, 319, 68, 19, 31, 31, 25.803, 19.230
Wed May 17 11:43:12 EDT 2017, 0.830, 6, 7, 0.750, 9, 6, 55, 469, 23, 10, 6, 76, 10.310, 11.183
Wed May 17 11:43:44 EDT 2017, 0.580, 4, 9, 0.000, 7, 4, 77, 394, 90, 5, 44, 99, 21.567, 31.240
Wed May 17 11:44:13 EDT 2017, 0.080, 8, 5, 0.500, 2, 9, 32, 544, 45, 14, 19, 54, 28.907, 26.333
Wed May 17 11:45:05 EDT 2017, 0.110, 3, 1, 0.710, 3, 7, 75, 479, 54, 8, 4, 62, 51.467, 39.927
Wed May 17 11:45:18 EDT 2017, 0.610, 8, 6, 0.210, 7, 2, 30, 329, 99, 17, 29, 17, 12.433, 10.743
Wed May 17 11:45:28 EDT 2017, 0.860, 1, 8, 0.960, 5, 9, 52, 554, 31, 13, 17, 40, 9.297, 9.387
Wed May 17 11:45:54 EDT 2017, 0.360, 6, 4, 0.460, 1, 4, 97, 404, 76, 3, 42, 85, 18.237, 25.850
Wed May 17 11:46:00 EDT 2017, 0.480, 2, 7, 0.590, 6, 3, 63, 366, 43, 10, 23, 28, 5.337, 5.733
Wed May 17 11:46:24 EDT 2017, 0.980, 7, 2, 0.090, 2, 8, 18, 516, 88, 1, 48, 73, 15.563, 22.963
Wed May 17 11:46:34 EDT 2017, 0.730, 5, 5, 0.840, 4, 1, 41, 441, 20, 6, 11, 96, 8.640, 10.103
Wed May 17 11:47:06 EDT 2017, 0.230, 9, 9, 0.340, 8, 5, 86, 591, 65, 15, 36, 51, 29.987, 31.650
Wed May 17 11:47:17 EDT 2017, 0.170, 1, 3, 0.030, 8, 6, 69, 422, 37, 9, 33, 34, 9.997, 8.940
Wed May 17 11:48:46 EDT 2017, 0.670, 5, 7, 0.530, 3, 1, 24, 572, 82, 19, 8, 79, 88.680, 76.983
Wed May 17 11:48:53 EDT 2017, 0.920, 3, 5, 0.280, 1, 8, 46, 347, 15, 14, 45, 57, 6.413, 5.463
Wed May 17 11:48:59 EDT 2017, 0.420, 7, 1, 0.780, 6, 4, 91, 497, 60, 4, 20, 12, 6.113, 5.277
