# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, fibHeap_timing_secs
Wed May 17 07:59:14 EDT 2017, 0.970, 7, 5, 0.280, 3, 9, 35, 375, 75, 6, 28, 49, 14.847, 17.633
Wed May 17 07:59:18 EDT 2017, 0.720, 5, 2, 0.530, 1, 2, 12, 450, 52, 1, 16, 26, 2.513, 3.517
Wed May 17 07:59:52 EDT 2017, 0.220, 9, 7, 0.030, 6, 7, 57, 300, 97, 11, 41, 71, 30.867, 33.810
Wed May 17 08:00:05 EDT 2017, 0.150, 1, 1, 0.340, 6, 6, 97, 469, 24, 5, 37, 55, 12.770, 10.330
Wed May 17 08:00:10 EDT 2017, 0.650, 5, 5, 0.840, 2, 2, 52, 319, 69, 14, 12, 10, 4.587, 3.840
Wed May 17 08:00:28 EDT 2017, 0.900, 3, 7, 0.090, 4, 8, 29, 544, 47, 19, 25, 32, 17.470, 15.490
Wed May 17 08:01:34 EDT 2017, 0.400, 8, 3, 0.590, 8, 4, 74, 394, 92, 10, 0, 77, 65.107, 60.397
Wed May 17 08:01:37 EDT 2017, 0.280, 4, 6, 0.470, 3, 3, 86, 356, 13, 17, 31, 21, 2.133, 1.670
Wed May 17 08:02:21 EDT 2017, 0.780, 9, 2, 0.970, 7, 7, 41, 506, 58, 7, 6, 66, 43.820, 38.060
Wed May 17 08:02:31 EDT 2017, 0.530, 2, 4, 0.220, 5, 1, 18, 431, 36, 2, 44, 88, 6.427, 9.477
Wed May 17 08:02:59 EDT 2017, 0.030, 6, 9, 0.720, 1, 5, 63, 581, 81, 12, 19, 43, 25.457, 28.207
Wed May 17 08:03:19 EDT 2017, 0.040, 4, 1, 0.080, 8, 4, 22, 324, 34, 6, 9, 70, 19.320, 15.353
Wed May 17 08:03:39 EDT 2017, 0.540, 9, 6, 0.580, 3, 9, 67, 474, 79, 16, 34, 25, 20.303, 18.357
Wed May 17 08:03:42 EDT 2017, 0.790, 2, 8, 0.330, 1, 2, 90, 399, 12, 11, 21, 48, 2.750, 2.750
Wed May 17 08:04:09 EDT 2017, 0.290, 6, 3, 0.830, 5, 7, 45, 549, 57, 2, 46, 93, 17.150, 25.450
Wed May 17 08:04:14 EDT 2017, 0.420, 1, 7, 0.200, 2, 5, 11, 511, 45, 13, 15, 14, 4.740, 4.547
Wed May 17 08:04:42 EDT 2017, 0.920, 5, 2, 0.700, 7, 1, 56, 361, 90, 4, 40, 59, 27.210, 27.443
Wed May 17 08:04:58 EDT 2017, 0.670, 3, 5, 0.450, 9, 8, 79, 586, 23, 9, 2, 81, 15.417, 15.753
Wed May 17 08:05:17 EDT 2017, 0.170, 7, 9, 0.950, 4, 3, 34, 436, 68, 18, 27, 36, 18.493, 18.183
Wed May 17 08:05:41 EDT 2017, 0.230, 2, 3, 0.640, 4, 4, 28, 567, 51, 7, 30, 53, 23.923, 23.827
Wed May 17 08:07:11 EDT 2017, 0.730, 7, 7, 0.140, 8, 8, 73, 417, 96, 17, 5, 98, 88.783, 81.123
Wed May 17 08:07:32 EDT 2017, 0.980, 5, 5, 0.890, 6, 2, 95, 492, 29, 12, 43, 76, 20.413, 18.313
Wed May 17 08:07:44 EDT 2017, 0.480, 9, 1, 0.390, 2, 6, 50, 342, 74, 3, 18, 31, 11.217, 11.463
Wed May 17 08:08:07 EDT 2017, 0.360, 3, 8, 0.520, 7, 7, 17, 380, 40, 15, 49, 87, 21.530, 22.523
Wed May 17 08:08:31 EDT 2017, 0.860, 8, 4, 0.020, 3, 3, 62, 530, 85, 5, 24, 42, 19.710, 23.577
Wed May 17 08:08:34 EDT 2017, 0.610, 1, 2, 0.770, 5, 9, 84, 305, 17, 10, 37, 19, 2.910, 2.093
Wed May 17 08:09:22 EDT 2017, 0.110, 6, 6, 0.270, 9, 5, 39, 455, 62, 19, 12, 64, 47.363, 41.673
Wed May 17 08:09:33 EDT 2017, 0.080, 1, 8, 0.480, 5, 2, 70, 539, 59, 3, 13, 50, 6.450, 9.727
Wed May 17 08:09:47 EDT 2017, 0.580, 6, 3, 0.980, 1, 7, 25, 389, 14, 13, 38, 95, 14.270, 11.657
Wed May 17 08:14:53 EDT 2017, 0.830, 4, 1, 0.230, 3, 5, 48, 464, 82, 18, 1, 73, 298.920, 246.957
Wed May 17 08:14:58 EDT 2017, 0.330, 8, 5, 0.730, 7, 9, 93, 314, 37, 8, 26, 28, 4.880, 4.803
Wed May 17 08:16:13 EDT 2017, 0.450, 5, 4, 0.360, 4, 8, 59, 427, 71, 15, 7, 84, 73.923, 61.010
Wed May 17 08:16:18 EDT 2017, 0.950, 9, 9, 0.860, 9, 3, 14, 577, 26, 6, 32, 39, 3.887, 5.087
Wed May 17 08:16:21 EDT 2017, 0.700, 3, 6, 0.110, 6, 6, 36, 352, 93, 1, 19, 17, 1.460, 2.337
Wed May 17 08:17:07 EDT 2017, 0.200, 7, 2, 0.610, 2, 1, 81, 502, 48, 10, 44, 62, 45.880, 32.730
Wed May 17 08:17:24 EDT 2017, 0.140, 3, 6, 0.800, 1, 1, 76, 371, 76, 4, 48, 67, 12.707, 17.060
Wed May 17 08:17:43 EDT 2017, 0.640, 8, 1, 0.300, 6, 5, 31, 521, 31, 14, 23, 22, 18.673, 12.327
Wed May 17 08:18:53 EDT 2017, 0.890, 1, 4, 0.550, 8, 3, 53, 446, 99, 19, 35, 45, 69.197, 52.480
Wed May 17 08:19:33 EDT 2017, 0.390, 5, 8, 0.050, 4, 7, 98, 596, 54, 9, 10, 90, 31.290, 37.677
Wed May 17 08:19:43 EDT 2017, 0.260, 2, 3, 0.920, 9, 9, 64, 483, 65, 16, 29, 11, 10.587, 8.130
Wed May 17 08:19:48 EDT 2017, 0.760, 7, 7, 0.420, 5, 4, 19, 333, 20, 7, 4, 56, 3.360, 3.940
Wed May 17 08:20:05 EDT 2017, 0.510, 4, 9, 0.670, 2, 6, 42, 558, 88, 2, 41, 78, 11.523, 17.500
Wed May 17 08:20:17 EDT 2017, 0.010, 9, 5, 0.170, 7, 2, 87, 408, 43, 12, 16, 33, 11.310, 10.607
Wed May 17 08:20:21 EDT 2017, 0.020, 3, 9, 0.310, 3, 1, 12, 312, 93, 3, 35, 19, 2.073, 2.947
Wed May 17 08:20:49 EDT 2017, 0.520, 7, 5, 0.810, 8, 6, 57, 462, 48, 12, 10, 64, 27.347, 24.890
Wed May 17 08:22:15 EDT 2017, 0.770, 1, 3, 0.060, 6, 4, 79, 387, 70, 17, 47, 86, 85.597, 65.437
Wed May 17 08:22:21 EDT 2017, 0.270, 5, 7, 0.560, 1, 8, 34, 537, 25, 8, 22, 41, 5.623, 5.813
Wed May 17 08:24:26 EDT 2017, 0.400, 2, 4, 0.430, 7, 9, 23, 499, 81, 19, 41, 75, 123.733, 104.150
Wed May 17 08:24:32 EDT 2017, 0.900, 6, 8, 0.930, 2, 5, 68, 349, 36, 10, 16, 30, 4.917, 5.153
Wed May 17 08:24:49 EDT 2017, 0.650, 4, 6, 0.180, 4, 7, 90, 574, 59, 5, 28, 52, 13.790, 17.240
Wed May 17 08:25:23 EDT 2017, 0.150, 9, 1, 0.680, 9, 2, 45, 424, 14, 15, 3, 97, 33.260, 22.413
Wed May 17 08:25:46 EDT 2017, 0.210, 1, 7, 0.990, 8, 2, 17, 593, 87, 2, 0, 81, 13.953, 22.930
Wed May 17 08:26:08 EDT 2017, 0.710, 6, 2, 0.490, 4, 6, 62, 443, 42, 11, 25, 36, 21.837, 16.143
Wed May 17 08:26:20 EDT 2017, 0.960, 4, 4, 0.740, 2, 4, 85, 518, 64, 16, 13, 13, 11.637, 8.803
Wed May 17 08:26:24 EDT 2017, 0.460, 8, 9, 0.240, 6, 9, 40, 368, 19, 6, 38, 58, 2.900, 3.533
Wed May 17 08:29:23 EDT 2017, 0.330, 5, 1, 0.870, 3, 7, 29, 406, 98, 18, 19, 47, 174.983, 137.953
Wed May 17 08:30:07 EDT 2017, 0.830, 9, 5, 0.370, 7, 3, 74, 556, 53, 9, 44, 92, 41.210, 43.267
Wed May 17 08:30:22 EDT 2017, 0.580, 2, 8, 0.620, 9, 5, 96, 331, 76, 4, 7, 69, 9.467, 14.020
Wed May 17 08:30:32 EDT 2017, 0.080, 7, 3, 0.120, 5, 1, 51, 481, 31, 14, 32, 24, 9.977, 7.707
Wed May 17 08:30:57 EDT 2017, 0.110, 3, 2, 0.150, 1, 3, 60, 546, 22, 9, 42, 78, 24.740, 18.937
Wed May 17 08:31:19 EDT 2017, 0.610, 7, 6, 0.650, 5, 8, 15, 396, 67, 19, 17, 33, 22.097, 18.590
Wed May 17 08:31:22 EDT 2017, 0.860, 5, 9, 0.400, 8, 1, 37, 471, 45, 14, 30, 10, 2.737, 2.590
Wed May 17 08:31:44 EDT 2017, 0.360, 9, 4, 0.900, 3, 6, 82, 321, 90, 5, 5, 55, 17.090, 20.890
Wed May 17 08:31:48 EDT 2017, 0.490, 4, 5, 0.020, 9, 7, 71, 434, 11, 12, 36, 44, 3.740, 3.317
Wed May 17 08:32:25 EDT 2017, 0.990, 8, 1, 0.520, 4, 2, 26, 584, 56, 2, 11, 89, 29.827, 36.343
Wed May 17 08:32:37 EDT 2017, 0.740, 2, 3, 0.270, 2, 9, 48, 359, 33, 7, 49, 66, 12.407, 11.830
Wed May 17 08:32:55 EDT 2017, 0.240, 6, 7, 0.770, 6, 4, 93, 509, 78, 17, 24, 21, 16.577, 15.057
Wed May 17 08:32:56 EDT 2017, 0.180, 4, 5, 0.590, 6, 5, 65, 340, 17, 8, 21, 16, 1.280, 1.267
Wed May 17 08:33:31 EDT 2017, 0.680, 9, 9, 0.090, 1, 9, 20, 490, 62, 18, 46, 61, 33.897, 33.073
Wed May 17 08:33:53 EDT 2017, 0.930, 2, 7, 0.840, 4, 3, 43, 415, 39, 13, 8, 83, 21.393, 21.810
Wed May 17 08:34:16 EDT 2017, 0.430, 7, 2, 0.340, 8, 7, 88, 565, 84, 3, 33, 38, 19.797, 22.150
Wed May 17 08:34:29 EDT 2017, 0.300, 1, 8, 0.710, 5, 6, 76, 453, 28, 11, 2, 72, 11.203, 12.673
Wed May 17 08:34:33 EDT 2017, 0.800, 5, 3, 0.210, 9, 2, 31, 303, 73, 1, 27, 27, 2.083, 3.067
Wed May 17 08:35:05 EDT 2017, 0.550, 3, 1, 0.960, 7, 8, 54, 528, 50, 6, 14, 50, 32.557, 27.183
Wed May 17 08:36:24 EDT 2017, 0.050, 8, 6, 0.460, 2, 4, 99, 378, 95, 15, 39, 95, 78.540, 67.103
Wed May 17 08:36:29 EDT 2017, 0.040, 1, 4, 0.850, 9, 7, 33, 495, 52, 2, 25, 31, 3.633, 4.993
Wed May 17 08:37:08 EDT 2017, 0.540, 5, 8, 0.350, 5, 2, 78, 345, 97, 11, 0, 76, 33.120, 38.230
Wed May 17 08:37:44 EDT 2017, 0.790, 3, 6, 0.600, 3, 9, 55, 570, 29, 16, 37, 99, 35.107, 32.297
Wed May 17 08:38:22 EDT 2017, 0.290, 7, 2, 0.100, 7, 5, 10, 420, 74, 7, 12, 54, 37.693, 32.970
Wed May 17 08:38:39 EDT 2017, 0.410, 4, 7, 0.980, 1, 3, 44, 307, 40, 19, 43, 65, 17.433, 15.403
Wed May 17 08:38:56 EDT 2017, 0.910, 8, 3, 0.480, 6, 8, 89, 457, 85, 9, 18, 20, 16.127, 14.477
Wed May 17 08:39:01 EDT 2017, 0.660, 2, 1, 0.730, 8, 1, 67, 382, 18, 4, 31, 43, 4.953, 4.187
Wed May 17 08:40:10 EDT 2017, 0.160, 6, 5, 0.230, 4, 6, 22, 532, 63, 14, 6, 88, 68.353, 61.913
Wed May 17 08:40:19 EDT 2017, 0.220, 3, 2, 0.410, 4, 5, 38, 401, 35, 1, 9, 93, 5.720, 8.557
Wed May 17 08:40:51 EDT 2017, 0.720, 8, 7, 0.910, 9, 1, 83, 551, 80, 10, 34, 48, 26.957, 30.660
Wed May 17 08:40:52 EDT 2017, 0.970, 1, 9, 0.160, 7, 7, 61, 326, 12, 15, 21, 26, 1.480, 1.507
Wed May 17 08:41:20 EDT 2017, 0.470, 6, 4, 0.660, 2, 3, 16, 476, 57, 6, 46, 71, 23.323, 27.113
Wed May 17 08:41:42 EDT 2017, 0.350, 2, 6, 0.290, 5, 4, 50, 589, 46, 17, 15, 37, 21.917, 19.007
Wed May 17 08:44:04 EDT 2017, 0.850, 7, 1, 0.790, 1, 8, 95, 439, 91, 8, 40, 82, 139.350, 116.523
Wed May 17 08:44:12 EDT 2017, 0.600, 5, 3, 0.040, 3, 2, 72, 514, 24, 3, 3, 59, 6.053, 7.397
Wed May 17 08:44:17 EDT 2017, 0.100, 9, 8, 0.540, 8, 6, 27, 364, 69, 13, 28, 14, 4.957, 5.103
Wed May 17 08:45:01 EDT 2017, 0.070, 5, 7, 0.700, 7, 9, 81, 448, 71, 10, 45, 90, 37.673, 42.113
Wed May 17 08:45:40 EDT 2017, 0.570, 9, 2, 0.200, 2, 4, 36, 598, 26, 19, 20, 45, 37.723, 23.247
Wed May 17 08:45:57 EDT 2017, 0.820, 3, 5, 0.950, 5, 6, 13, 373, 94, 14, 32, 23, 17.090, 15.163
Wed May 17 08:46:11 EDT 2017, 0.320, 7, 9, 0.450, 9, 2, 58, 523, 49, 5, 7, 68, 10.110, 14.287
Wed May 17 08:47:03 EDT 2017, 0.440, 1, 1, 0.570, 3, 1, 92, 560, 60, 12, 26, 34, 51.217, 35.400
Wed May 17 08:47:07 EDT 2017, 0.940, 6, 6, 0.070, 8, 5, 47, 410, 15, 3, 1, 79, 2.670, 3.560
Wed May 17 08:47:34 EDT 2017, 0.690, 4, 8, 0.820, 6, 3, 24, 485, 83, 7, 39, 57, 19.627, 25.277
Wed May 17 08:47:39 EDT 2017, 0.190, 8, 4, 0.320, 1, 8, 69, 335, 38, 17, 14, 12, 4.610, 3.367
Wed May 17 08:47:46 EDT 2017, 0.130, 2, 9, 0.010, 2, 8, 86, 467, 55, 8, 17, 29, 6.253, 7.537
Wed May 17 08:47:54 EDT 2017, 0.630, 6, 4, 0.510, 6, 4, 41, 317, 10, 18, 42, 74, 7.257, 5.670
Wed May 17 08:51:39 EDT 2017, 0.880, 4, 2, 0.260, 9, 6, 19, 542, 77, 13, 4, 96, 217.850, 186.223
Wed May 17 08:51:45 EDT 2017, 0.380, 9, 6, 0.760, 4, 1, 64, 392, 32, 4, 29, 51, 4.763, 5.840
Wed May 17 08:52:21 EDT 2017, 0.260, 3, 3, 0.130, 7, 3, 98, 354, 66, 11, 10, 62, 35.110, 33.067
Wed May 17 08:52:22 EDT 2017, 0.760, 8, 8, 0.630, 3, 7, 53, 504, 21, 1, 35, 17, 0.363, 0.530
Wed May 17 08:52:41 EDT 2017, 0.510, 1, 5, 0.380, 1, 5, 30, 429, 88, 6, 23, 40, 15.453, 18.753
Wed May 17 08:55:32 EDT 2017, 0.010, 5, 1, 0.880, 5, 9, 75, 579, 43, 16, 48, 85, 170.543, 133.973
Wed May 17 08:56:35 EDT 2017, 0.010, 5, 3, 0.430, 1, 6, 18, 531, 46, 16, 27, 74, 62.577, 47.960
Wed May 17 08:56:46 EDT 2017, 0.510, 9, 8, 0.930, 6, 2, 63, 381, 91, 7, 2, 29, 8.890, 10.627
Wed May 17 08:56:49 EDT 2017, 0.760, 2, 5, 0.180, 8, 9, 85, 456, 24, 2, 39, 51, 2.320, 3.050
Wed May 17 08:58:45 EDT 2017, 0.260, 7, 1, 0.680, 3, 4, 40, 306, 69, 11, 14, 96, 111.293, 91.957
Wed May 17 08:58:47 EDT 2017, 0.380, 1, 9, 0.310, 9, 3, 29, 419, 35, 4, 45, 18, 1.950, 2.300
Wed May 17 09:00:07 EDT 2017, 0.880, 6, 4, 0.810, 4, 7, 74, 569, 80, 14, 20, 63, 78.490, 63.350
Wed May 17 09:00:27 EDT 2017, 0.630, 3, 2, 0.060, 2, 1, 96, 344, 13, 19, 33, 85, 19.810, 12.920
Wed May 17 09:00:43 EDT 2017, 0.130, 8, 6, 0.560, 7, 5, 51, 494, 58, 9, 8, 40, 15.237, 15.850
Wed May 17 09:01:22 EDT 2017, 0.200, 2, 1, 0.750, 6, 6, 12, 362, 41, 15, 11, 46, 38.427, 25.683
Wed May 17 09:02:07 EDT 2017, 0.700, 6, 6, 0.250, 2, 1, 57, 512, 86, 5, 36, 91, 32.300, 44.057
Wed May 17 09:02:09 EDT 2017, 0.950, 4, 8, 0.500, 4, 8, 80, 437, 18, 1, 24, 68, 0.927, 1.387
Wed May 17 09:02:25 EDT 2017, 0.450, 9, 4, 0.000, 8, 3, 35, 587, 63, 10, 49, 23, 15.597, 14.437
Wed May 17 09:02:39 EDT 2017, 0.320, 3, 7, 0.870, 5, 5, 23, 475, 52, 3, 17, 80, 9.277, 13.380
Wed May 17 09:03:24 EDT 2017, 0.820, 7, 2, 0.370, 9, 9, 68, 325, 97, 13, 42, 35, 44.827, 31.163
Wed May 17 09:03:29 EDT 2017, 0.570, 1, 5, 0.620, 7, 2, 91, 550, 30, 17, 5, 12, 4.467, 3.553
Wed May 17 09:03:49 EDT 2017, 0.070, 5, 9, 0.120, 3, 7, 46, 400, 75, 8, 30, 57, 16.103, 19.530
Wed May 17 09:04:10 EDT 2017, 0.100, 1, 6, 0.090, 3, 9, 66, 334, 66, 14, 44, 49, 20.520, 19.630
Wed May 17 09:04:25 EDT 2017, 0.600, 5, 2, 0.590, 7, 5, 21, 484, 21, 5, 19, 94, 15.220, 15.060
Wed May 17 09:05:17 EDT 2017, 0.850, 3, 4, 0.340, 5, 7, 43, 409, 89, 10, 31, 71, 50.800, 47.563
Wed May 17 09:05:29 EDT 2017, 0.350, 8, 8, 0.840, 1, 3, 88, 559, 44, 19, 6, 26, 12.367, 11.453
Wed May 17 09:06:09 EDT 2017, 0.480, 4, 3, 0.220, 6, 1, 77, 522, 55, 7, 25, 82, 38.560, 39.330
Wed May 17 09:06:12 EDT 2017, 0.980, 9, 7, 0.720, 2, 6, 32, 372, 10, 17, 0, 37, 2.780, 2.423
Wed May 17 09:06:21 EDT 2017, 0.730, 2, 9, 0.470, 4, 4, 54, 597, 77, 12, 38, 15, 7.777, 8.267
Wed May 17 09:06:26 EDT 2017, 0.230, 7, 5, 0.970, 9, 8, 99, 447, 32, 2, 13, 60, 3.560, 5.177
Wed May 17 09:07:11 EDT 2017, 0.170, 4, 8, 0.650, 8, 8, 60, 578, 61, 13, 16, 77, 39.890, 43.330
Wed May 17 09:07:13 EDT 2017, 0.670, 8, 3, 0.150, 4, 3, 15, 428, 16, 4, 41, 32, 2.217, 2.270
Wed May 17 09:08:27 EDT 2017, 0.920, 2, 1, 0.900, 1, 5, 37, 503, 83, 8, 3, 54, 71.957, 54.000
Wed May 17 09:09:01 EDT 2017, 0.420, 6, 6, 0.400, 6, 1, 82, 353, 38, 18, 28, 99, 32.987, 28.660
Wed May 17 09:09:08 EDT 2017, 0.290, 3, 4, 0.530, 2, 2, 71, 390, 72, 6, 9, 20, 6.563, 7.137
Wed May 17 09:09:24 EDT 2017, 0.790, 7, 9, 0.030, 7, 7, 26, 540, 27, 16, 34, 65, 14.747, 15.363
