# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, fibHeap_timing_secs
Wed May 17 10:48:11 EDT 2017, 0.290, 7, 5, 0.320, 4, 5, 96, 371, 79, 9, 49, 47, 21.107, 22.337
Wed May 17 10:48:27 EDT 2017, 0.410, 2, 4, 0.700, 8, 7, 62, 409, 22, 17, 18, 59, 15.227, 11.553
Wed May 17 10:48:31 EDT 2017, 0.910, 6, 9, 0.200, 3, 2, 17, 559, 67, 7, 43, 14, 3.783, 4.643
Wed May 17 10:48:35 EDT 2017, 0.660, 4, 6, 0.950, 1, 9, 40, 334, 45, 2, 5, 36, 2.143, 2.980
Wed May 17 10:51:48 EDT 2017, 0.160, 8, 2, 0.450, 6, 4, 85, 484, 90, 12, 30, 81, 186.427, 158.963
Wed May 17 10:51:57 EDT 2017, 0.230, 2, 6, 0.140, 7, 5, 68, 315, 28, 4, 27, 98, 6.303, 8.157
Wed May 17 10:53:51 EDT 2017, 0.730, 7, 1, 0.640, 3, 9, 23, 465, 73, 13, 2, 53, 109.320, 84.113
Wed May 17 10:54:10 EDT 2017, 0.980, 4, 4, 0.390, 5, 3, 45, 390, 51, 18, 40, 30, 18.623, 14.740
Wed May 17 10:55:02 EDT 2017, 0.480, 9, 8, 0.890, 9, 7, 90, 540, 96, 8, 15, 75, 39.970, 49.880
Wed May 17 10:55:17 EDT 2017, 0.350, 3, 2, 0.010, 4, 6, 57, 502, 17, 15, 46, 42, 14.507, 9.757
Wed May 17 10:55:40 EDT 2017, 0.850, 8, 7, 0.510, 8, 1, 12, 352, 62, 6, 21, 87, 16.130, 21.480
Wed May 17 10:55:43 EDT 2017, 0.600, 1, 9, 0.260, 6, 8, 34, 577, 39, 1, 34, 64, 2.247, 3.390
Wed May 17 10:55:55 EDT 2017, 0.100, 5, 5, 0.760, 2, 4, 79, 427, 84, 11, 9, 19, 11.507, 11.043
Wed May 17 10:56:55 EDT 2017, 0.070, 1, 2, 0.980, 4, 1, 31, 343, 81, 7, 16, 95, 59.133, 53.030
Wed May 17 10:57:14 EDT 2017, 0.570, 5, 6, 0.480, 9, 6, 76, 493, 36, 16, 41, 50, 18.933, 16.907
Wed May 17 10:57:23 EDT 2017, 0.820, 3, 8, 0.730, 6, 3, 99, 418, 59, 11, 4, 28, 8.437, 9.153
Wed May 17 10:57:27 EDT 2017, 0.320, 7, 4, 0.230, 2, 8, 54, 568, 14, 2, 29, 73, 2.667, 3.550
Wed May 17 10:57:58 EDT 2017, 0.440, 4, 7, 0.850, 5, 9, 20, 456, 93, 14, 10, 39, 28.283, 29.380
Wed May 17 10:58:15 EDT 2017, 0.940, 9, 3, 0.350, 1, 5, 65, 306, 48, 4, 35, 84, 12.940, 16.053
Wed May 17 10:58:49 EDT 2017, 0.690, 2, 5, 0.600, 3, 7, 88, 531, 70, 9, 23, 61, 33.637, 34.087
Wed May 17 10:58:52 EDT 2017, 0.190, 6, 9, 0.100, 7, 2, 43, 381, 25, 18, 48, 16, 2.620, 2.343
Wed May 17 10:59:07 EDT 2017, 0.130, 4, 3, 0.290, 9, 2, 26, 549, 98, 5, 45, 22, 13.783, 14.783
Wed May 17 10:59:33 EDT 2017, 0.630, 8, 8, 0.790, 5, 6, 71, 399, 53, 15, 20, 67, 23.713, 24.870
Wed May 17 11:00:29 EDT 2017, 0.880, 1, 6, 0.040, 2, 4, 93, 474, 76, 10, 32, 90, 47.430, 52.530
Wed May 17 11:00:33 EDT 2017, 0.380, 6, 1, 0.540, 7, 8, 48, 324, 31, 1, 7, 45, 2.880, 3.893
Wed May 17 11:01:03 EDT 2017, 0.260, 2, 9, 0.420, 1, 7, 14, 437, 87, 12, 26, 56, 27.167, 30.000
Wed May 17 11:01:06 EDT 2017, 0.760, 7, 4, 0.920, 6, 3, 59, 587, 42, 3, 1, 11, 1.953, 2.263
Wed May 17 11:01:25 EDT 2017, 0.510, 5, 2, 0.170, 8, 5, 82, 362, 65, 8, 38, 33, 18.907, 14.937
Wed May 17 11:01:41 EDT 2017, 0.010, 9, 7, 0.670, 4, 1, 37, 512, 20, 17, 13, 78, 15.767, 13.823
Wed May 17 11:01:52 EDT 2017, 0.000, 1, 8, 0.220, 8, 4, 89, 485, 17, 19, 10, 67, 10.403, 9.313
Wed May 17 11:02:00 EDT 2017, 0.500, 5, 4, 0.720, 4, 8, 44, 335, 62, 9, 35, 22, 7.707, 7.390
Wed May 17 11:02:16 EDT 2017, 0.750, 3, 2, 0.470, 1, 1, 21, 560, 40, 5, 22, 44, 15.680, 13.973
Wed May 17 11:03:21 EDT 2017, 0.250, 8, 6, 0.970, 6, 6, 66, 410, 85, 14, 47, 89, 65.200, 61.140
Wed May 17 11:03:22 EDT 2017, 0.380, 4, 3, 0.090, 3, 7, 77, 372, 28, 2, 16, 10, 0.827, 0.967
Wed May 17 11:03:57 EDT 2017, 0.880, 9, 7, 0.590, 7, 3, 32, 522, 73, 12, 41, 55, 32.130, 34.523
Wed May 17 11:04:44 EDT 2017, 0.630, 2, 5, 0.340, 9, 9, 10, 447, 51, 17, 4, 78, 46.483, 40.140
Wed May 17 11:05:40 EDT 2017, 0.130, 6, 1, 0.840, 5, 5, 55, 597, 96, 7, 29, 33, 54.207, 41.723
Wed May 17 11:05:50 EDT 2017, 0.190, 4, 7, 0.530, 3, 4, 94, 429, 23, 18, 26, 50, 9.963, 8.857
Wed May 17 11:07:39 EDT 2017, 0.690, 8, 2, 0.030, 8, 9, 49, 579, 68, 8, 1, 95, 105.840, 87.390
Wed May 17 11:07:51 EDT 2017, 0.940, 1, 4, 0.780, 5, 2, 27, 354, 45, 3, 38, 72, 7.913, 10.647
Wed May 17 11:08:09 EDT 2017, 0.440, 6, 9, 0.280, 1, 6, 72, 504, 90, 13, 13, 27, 16.173, 17.803
Wed May 17 11:08:13 EDT 2017, 0.320, 3, 1, 0.650, 7, 5, 83, 541, 11, 1, 44, 84, 2.823, 3.827
Wed May 17 11:08:26 EDT 2017, 0.820, 7, 6, 0.150, 2, 1, 38, 391, 56, 11, 19, 39, 12.903, 12.303
Wed May 17 11:08:30 EDT 2017, 0.570, 5, 8, 0.900, 4, 8, 15, 466, 34, 15, 32, 16, 3.857, 3.453
Wed May 17 11:08:55 EDT 2017, 0.070, 9, 3, 0.400, 9, 3, 60, 316, 79, 6, 7, 61, 22.623, 24.057
Wed May 17 11:09:55 EDT 2017, 0.100, 5, 2, 0.310, 6, 1, 46, 382, 87, 11, 18, 53, 59.700, 42.950
Wed May 17 11:10:06 EDT 2017, 0.600, 9, 7, 0.810, 1, 5, 91, 532, 42, 2, 43, 98, 7.367, 11.270
Wed May 17 11:10:21 EDT 2017, 0.850, 2, 9, 0.060, 3, 3, 69, 307, 65, 6, 5, 75, 10.573, 14.070
Wed May 17 11:10:27 EDT 2017, 0.350, 7, 5, 0.560, 8, 7, 24, 457, 20, 16, 30, 30, 6.283, 5.240
Wed May 17 11:11:39 EDT 2017, 0.470, 1, 6, 0.440, 5, 8, 35, 569, 99, 9, 12, 86, 67.020, 70.910
Wed May 17 11:12:43 EDT 2017, 0.970, 6, 1, 0.940, 9, 4, 80, 419, 54, 18, 37, 41, 63.700, 41.620
Wed May 17 11:13:01 EDT 2017, 0.720, 3, 4, 0.190, 7, 6, 58, 494, 76, 14, 24, 19, 17.537, 14.487
Wed May 17 11:13:06 EDT 2017, 0.220, 8, 8, 0.690, 2, 2, 13, 344, 31, 4, 49, 64, 3.570, 5.133
Wed May 17 11:14:11 EDT 2017, 0.160, 2, 4, 0.870, 1, 2, 52, 513, 93, 10, 46, 69, 63.930, 58.967
Wed May 17 11:14:12 EDT 2017, 0.660, 6, 9, 0.370, 5, 7, 97, 363, 48, 1, 21, 24, 0.910, 1.150
Wed May 17 11:14:32 EDT 2017, 0.910, 4, 6, 0.620, 7, 5, 74, 588, 71, 5, 33, 47, 15.817, 19.697
Wed May 17 11:15:19 EDT 2017, 0.410, 8, 2, 0.120, 3, 9, 29, 438, 26, 15, 8, 92, 46.647, 31.600
Wed May 17 11:15:23 EDT 2017, 0.280, 3, 8, 0.750, 8, 8, 41, 325, 82, 8, 27, 13, 3.277, 3.613
Wed May 17 11:15:59 EDT 2017, 0.780, 7, 3, 0.250, 4, 3, 86, 475, 37, 17, 2, 58, 36.007, 26.873
Wed May 17 11:17:38 EDT 2017, 0.530, 1, 1, 0.500, 2, 6, 63, 400, 59, 12, 40, 81, 97.817, 72.010
Wed May 17 11:17:41 EDT 2017, 0.030, 5, 5, 0.000, 6, 1, 18, 550, 14, 3, 15, 36, 2.277, 2.640
Wed May 17 11:18:14 EDT 2017, 0.050, 3, 5, 0.670, 4, 9, 67, 358, 55, 19, 0, 57, 32.510, 26.207
Wed May 17 11:18:15 EDT 2017, 0.550, 8, 9, 0.170, 9, 5, 22, 508, 10, 9, 25, 12, 0.820, 0.843
Wed May 17 11:18:24 EDT 2017, 0.800, 1, 7, 0.920, 7, 7, 45, 433, 78, 4, 12, 34, 6.740, 8.997
Wed May 17 11:19:09 EDT 2017, 0.300, 6, 3, 0.420, 2, 3, 90, 583, 33, 14, 37, 79, 44.467, 36.063
Wed May 17 11:19:12 EDT 2017, 0.430, 2, 8, 0.550, 6, 2, 56, 471, 66, 2, 19, 23, 2.097, 2.910
Wed May 17 11:19:22 EDT 2017, 0.930, 7, 4, 0.050, 1, 6, 11, 321, 21, 11, 44, 68, 9.300, 8.073
Wed May 17 11:24:37 EDT 2017, 0.680, 4, 2, 0.800, 3, 4, 34, 546, 89, 16, 6, 91, 309.650, 245.880
Wed May 17 11:24:48 EDT 2017, 0.180, 9, 6, 0.300, 8, 8, 79, 396, 44, 7, 31, 46, 9.277, 10.570
Wed May 17 11:26:02 EDT 2017, 0.240, 2, 2, 0.110, 9, 8, 73, 527, 72, 17, 34, 40, 73.870, 49.017
Wed May 17 11:26:13 EDT 2017, 0.740, 6, 7, 0.610, 5, 3, 28, 377, 27, 8, 9, 85, 9.000, 10.203
Wed May 17 11:26:29 EDT 2017, 0.990, 4, 9, 0.360, 3, 5, 51, 452, 94, 3, 47, 62, 10.590, 16.190
Wed May 17 11:26:35 EDT 2017, 0.490, 8, 4, 0.860, 7, 1, 96, 302, 49, 13, 22, 17, 5.750, 4.573
Wed May 17 11:26:45 EDT 2017, 0.360, 5, 5, 0.230, 2, 2, 62, 414, 61, 1, 40, 96, 6.297, 9.853
Wed May 17 11:27:04 EDT 2017, 0.860, 9, 1, 0.730, 6, 7, 17, 564, 16, 10, 15, 51, 18.350, 12.460
Wed May 17 11:27:30 EDT 2017, 0.610, 3, 3, 0.480, 8, 4, 39, 339, 83, 15, 28, 29, 25.390, 20.783
Wed May 17 11:27:44 EDT 2017, 0.110, 7, 8, 0.980, 4, 9, 84, 489, 38, 6, 3, 74, 10.820, 13.487
Wed May 17 11:27:58 EDT 2017, 0.080, 2, 6, 0.760, 2, 6, 25, 574, 35, 12, 20, 43, 13.943, 13.363
Wed May 17 11:28:38 EDT 2017, 0.580, 7, 2, 0.260, 6, 2, 70, 424, 80, 3, 45, 88, 33.843, 39.593
Wed May 17 11:28:44 EDT 2017, 0.830, 5, 4, 0.510, 9, 9, 93, 499, 13, 7, 8, 65, 5.580, 5.460
Wed May 17 11:28:51 EDT 2017, 0.330, 9, 9, 0.010, 4, 4, 48, 349, 58, 17, 33, 20, 6.727, 6.243
Wed May 17 11:30:03 EDT 2017, 0.460, 4, 1, 0.890, 8, 3, 14, 386, 47, 10, 1, 99, 71.253, 52.683
Wed May 17 11:31:25 EDT 2017, 0.960, 8, 5, 0.390, 3, 7, 59, 536, 92, 19, 26, 54, 80.930, 65.140
Wed May 17 11:31:29 EDT 2017, 0.710, 1, 7, 0.640, 1, 1, 82, 311, 24, 14, 14, 32, 3.783, 3.383
Wed May 17 11:32:05 EDT 2017, 0.210, 6, 3, 0.140, 5, 5, 37, 461, 69, 5, 39, 77, 30.670, 35.770
Wed May 17 11:32:18 EDT 2017, 0.140, 4, 9, 0.450, 7, 6, 31, 330, 52, 11, 42, 60, 11.873, 13.353
Wed May 17 11:32:21 EDT 2017, 0.640, 9, 5, 0.950, 2, 1, 76, 480, 97, 1, 17, 15, 1.587, 2.347
Wed May 17 11:32:29 EDT 2017, 0.890, 2, 2, 0.200, 5, 8, 98, 405, 30, 6, 30, 37, 8.047, 6.810
Wed May 17 11:33:40 EDT 2017, 0.390, 6, 7, 0.700, 9, 4, 53, 555, 75, 16, 5, 82, 69.667, 63.083
Wed May 17 11:33:50 EDT 2017, 0.270, 1, 3, 0.330, 4, 5, 20, 518, 41, 9, 36, 26, 10.073, 8.877
Wed May 17 11:34:37 EDT 2017, 0.770, 5, 8, 0.830, 8, 9, 65, 368, 86, 18, 11, 71, 46.117, 45.217
Wed May 17 11:34:55 EDT 2017, 0.520, 3, 6, 0.080, 6, 2, 87, 593, 19, 13, 48, 93, 18.273, 17.260
Wed May 17 11:35:19 EDT 2017, 0.020, 7, 1, 0.580, 1, 7, 42, 443, 64, 4, 23, 48, 24.010, 20.943
Wed May 17 11:35:23 EDT 2017, 0.010, 4, 6, 0.960, 9, 5, 57, 351, 25, 13, 30, 27, 3.943, 3.570
Wed May 17 11:36:03 EDT 2017, 0.510, 9, 1, 0.460, 4, 1, 12, 501, 70, 3, 5, 72, 36.783, 38.927
Wed May 17 11:36:38 EDT 2017, 0.760, 2, 3, 0.710, 2, 7, 34, 426, 47, 8, 42, 94, 34.457, 32.600
Wed May 17 11:37:30 EDT 2017, 0.260, 7, 8, 0.210, 7, 3, 79, 576, 92, 18, 17, 49, 51.663, 48.740
Wed May 17 11:37:38 EDT 2017, 0.390, 1, 2, 0.830, 1, 4, 68, 464, 14, 6, 49, 60, 6.953, 5.860
Wed May 17 11:37:43 EDT 2017, 0.890, 5, 7, 0.330, 5, 9, 23, 314, 59, 15, 24, 15, 5.233, 4.957
Wed May 17 11:37:52 EDT 2017, 0.640, 3, 9, 0.580, 8, 2, 46, 539, 36, 10, 36, 38, 7.343, 8.300
Wed May 17 11:38:03 EDT 2017, 0.140, 8, 5, 0.080, 3, 6, 91, 389, 81, 1, 11, 83, 6.667, 10.850
Wed May 17 11:38:18 EDT 2017, 0.200, 3, 7, 0.270, 5, 7, 63, 557, 19, 14, 8, 88, 15.140, 14.513
Wed May 17 11:38:34 EDT 2017, 0.700, 7, 3, 0.770, 9, 2, 18, 407, 64, 5, 33, 43, 13.757, 15.170
Wed May 17 11:38:50 EDT 2017, 0.950, 5, 1, 0.020, 7, 9, 40, 482, 42, 9, 21, 21, 15.017, 10.820
Wed May 17 11:39:49 EDT 2017, 0.450, 9, 5, 0.520, 3, 5, 85, 332, 87, 19, 46, 66, 58.430, 47.003
Wed May 17 11:39:55 EDT 2017, 0.320, 4, 4, 0.400, 6, 3, 74, 445, 30, 7, 14, 32, 5.677, 5.570
Wed May 17 11:40:59 EDT 2017, 0.820, 8, 8, 0.900, 2, 8, 29, 595, 75, 16, 39, 77, 63.907, 61.517
Wed May 17 11:41:17 EDT 2017, 0.570, 2, 6, 0.150, 4, 1, 51, 370, 53, 12, 2, 55, 17.597, 17.867
Wed May 17 11:41:22 EDT 2017, 0.070, 6, 2, 0.650, 8, 6, 96, 520, 98, 2, 27, 10, 3.663, 4.407
