# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, heap_timing_secs
Mon Jun 26 18:55:27 EDT 2017, 0.560, 2, 6, 0.710, 9, 1, 40, 595, 12, 10, 31, 97, 8.140, 7.503
Mon Jun 26 18:56:34 EDT 2017, 0.060, 6, 2, 0.210, 4, 5, 85, 445, 57, 19, 6, 52, 67.080, 60.490
Mon Jun 26 18:56:45 EDT 2017, 0.090, 2, 3, 0.050, 1, 8, 26, 361, 65, 3, 20, 61, 10.607, 10.250
Mon Jun 26 18:56:48 EDT 2017, 0.590, 6, 7, 0.550, 6, 3, 71, 511, 20, 13, 45, 16, 2.183, 2.033
Mon Jun 26 18:57:24 EDT 2017, 0.840, 4, 5, 0.300, 8, 5, 94, 436, 88, 18, 7, 38, 35.710, 34.107
Mon Jun 26 18:58:24 EDT 2017, 0.340, 9, 1, 0.800, 4, 1, 49, 586, 43, 8, 32, 83, 59.593, 56.637
Mon Jun 26 18:58:38 EDT 2017, 0.460, 3, 8, 0.180, 9, 2, 15, 473, 77, 15, 1, 27, 13.653, 13.337
Mon Jun 26 18:58:47 EDT 2017, 0.960, 8, 4, 0.680, 5, 7, 60, 323, 32, 6, 26, 72, 8.237, 7.457
Mon Jun 26 18:59:09 EDT 2017, 0.710, 1, 2, 0.430, 3, 4, 83, 548, 99, 1, 14, 94, 21.260, 18.557
Mon Jun 26 18:59:23 EDT 2017, 0.210, 5, 6, 0.930, 7, 9, 38, 398, 54, 11, 39, 49, 14.450, 14.003
Mon Jun 26 18:59:47 EDT 2017, 0.150, 5, 1, 0.740, 5, 9, 32, 529, 71, 5, 42, 33, 23.307, 21.263
Mon Jun 26 19:00:00 EDT 2017, 0.650, 9, 6, 0.240, 1, 5, 77, 379, 26, 14, 17, 78, 13.097, 12.283
Mon Jun 26 19:00:45 EDT 2017, 0.900, 2, 8, 0.990, 3, 7, 99, 454, 93, 19, 29, 55, 43.690, 41.653
Mon Jun 26 19:00:47 EDT 2017, 0.400, 7, 3, 0.490, 8, 3, 54, 304, 48, 9, 4, 10, 2.550, 2.270
Mon Jun 26 19:01:26 EDT 2017, 0.280, 1, 7, 0.620, 4, 1, 21, 417, 60, 16, 35, 89, 38.717, 37.877
Mon Jun 26 19:01:33 EDT 2017, 0.780, 6, 2, 0.120, 9, 6, 66, 567, 15, 7, 10, 44, 6.670, 5.743
Mon Jun 26 19:01:36 EDT 2017, 0.530, 4, 4, 0.870, 7, 4, 88, 342, 82, 2, 48, 21, 2.553, 2.370
Mon Jun 26 19:01:50 EDT 2017, 0.030, 8, 9, 0.370, 2, 8, 43, 492, 37, 12, 23, 66, 13.507, 12.877
Mon Jun 26 19:02:16 EDT 2017, 0.040, 1, 1, 0.950, 9, 2, 90, 375, 78, 5, 11, 48, 25.770, 23.710
Mon Jun 26 19:02:51 EDT 2017, 0.540, 6, 5, 0.450, 4, 7, 45, 525, 33, 15, 36, 93, 33.617, 33.457
Mon Jun 26 19:03:04 EDT 2017, 0.790, 3, 7, 0.700, 2, 4, 22, 300, 55, 10, 24, 70, 13.073, 12.740
Mon Jun 26 19:03:04 EDT 2017, 0.290, 8, 3, 0.200, 6, 9, 67, 450, 10, 1, 49, 25, 0.393, 0.397
Mon Jun 26 19:04:17 EDT 2017, 0.420, 5, 6, 0.820, 1, 8, 78, 562, 89, 13, 17, 82, 71.660, 67.847
Mon Jun 26 19:04:24 EDT 2017, 0.920, 9, 2, 0.320, 5, 3, 33, 412, 44, 3, 42, 37, 6.553, 5.727
Mon Jun 26 19:04:30 EDT 2017, 0.670, 2, 4, 0.570, 8, 6, 11, 487, 67, 8, 5, 14, 5.730, 5.087
Mon Jun 26 19:04:36 EDT 2017, 0.170, 7, 9, 0.070, 3, 1, 56, 337, 22, 17, 30, 59, 6.103, 5.807
Mon Jun 26 19:05:29 EDT 2017, 0.230, 3, 3, 0.260, 5, 1, 95, 506, 95, 7, 27, 76, 53.057, 52.877
Mon Jun 26 19:05:38 EDT 2017, 0.730, 7, 8, 0.760, 9, 5, 50, 356, 50, 16, 2, 31, 8.523, 8.193
Mon Jun 26 19:06:10 EDT 2017, 0.980, 1, 6, 0.010, 7, 3, 28, 581, 72, 11, 39, 54, 31.037, 29.623
Mon Jun 26 19:06:20 EDT 2017, 0.480, 5, 1, 0.510, 2, 7, 73, 431, 27, 2, 14, 99, 10.287, 9.383
Mon Jun 26 19:06:27 EDT 2017, 0.360, 2, 9, 0.380, 6, 8, 84, 318, 84, 14, 46, 20, 6.487, 6.303
Mon Jun 26 19:06:35 EDT 2017, 0.860, 6, 5, 0.880, 1, 4, 39, 468, 39, 4, 21, 65, 7.800, 7.297
Mon Jun 26 19:07:30 EDT 2017, 0.610, 4, 2, 0.130, 4, 6, 16, 393, 61, 9, 33, 87, 53.753, 47.480
Mon Jun 26 19:07:37 EDT 2017, 0.110, 9, 7, 0.630, 8, 2, 61, 543, 16, 19, 8, 42, 6.693, 6.270
Mon Jun 26 19:07:39 EDT 2017, 0.070, 4, 8, 0.600, 7, 4, 47, 478, 13, 4, 16, 73, 2.090, 1.943
Mon Jun 26 19:07:50 EDT 2017, 0.570, 9, 4, 0.100, 2, 9, 92, 328, 58, 13, 41, 28, 11.370, 10.663
Mon Jun 26 19:08:36 EDT 2017, 0.820, 2, 2, 0.850, 4, 2, 70, 553, 36, 18, 3, 51, 45.063, 40.273
Mon Jun 26 19:09:13 EDT 2017, 0.320, 7, 6, 0.350, 9, 6, 25, 403, 81, 8, 28, 96, 35.827, 33.673
Mon Jun 26 19:09:17 EDT 2017, 0.450, 1, 5, 0.730, 3, 5, 36, 365, 25, 16, 10, 17, 3.263, 2.923
Mon Jun 26 19:09:32 EDT 2017, 0.950, 5, 9, 0.230, 8, 1, 81, 515, 70, 6, 35, 62, 14.170, 13.550
Mon Jun 26 19:09:35 EDT 2017, 0.700, 3, 7, 0.980, 6, 8, 59, 440, 47, 1, 22, 85, 3.253, 3.093
Mon Jun 26 19:10:22 EDT 2017, 0.200, 8, 3, 0.480, 1, 3, 14, 590, 92, 11, 47, 40, 46.063, 45.343
Mon Jun 26 19:10:26 EDT 2017, 0.140, 3, 5, 0.160, 3, 4, 53, 421, 30, 5, 44, 45, 4.463, 4.027
Mon Jun 26 19:16:05 EDT 2017, 0.640, 7, 1, 0.660, 7, 8, 98, 571, 75, 14, 19, 90, 327.980, 333.273
Mon Jun 26 19:16:51 EDT 2017, 0.890, 5, 3, 0.410, 9, 1, 76, 346, 53, 19, 31, 68, 44.460, 44.933
Mon Jun 26 19:17:03 EDT 2017, 0.390, 9, 8, 0.910, 5, 6, 31, 496, 98, 10, 6, 23, 11.580, 10.863
Mon Jun 26 19:17:36 EDT 2017, 0.260, 4, 2, 0.040, 8, 7, 42, 534, 19, 17, 25, 79, 33.200, 30.397
Mon Jun 26 19:17:44 EDT 2017, 0.760, 8, 7, 0.540, 4, 2, 87, 384, 64, 7, 0, 34, 7.123, 6.723
Mon Jun 26 19:17:45 EDT 2017, 0.510, 1, 9, 0.290, 2, 9, 64, 459, 41, 3, 38, 11, 0.913, 0.837
Mon Jun 26 19:18:16 EDT 2017, 0.010, 6, 4, 0.790, 6, 5, 19, 309, 86, 12, 13, 56, 30.913, 29.397
Mon Jun 26 19:18:21 EDT 2017, 0.020, 2, 9, 0.660, 4, 3, 78, 410, 46, 2, 31, 87, 4.433, 4.070
Mon Jun 26 19:19:02 EDT 2017, 0.520, 7, 4, 0.160, 9, 8, 33, 560, 91, 11, 6, 42, 40.243, 38.650
Mon Jun 26 19:19:08 EDT 2017, 0.770, 5, 2, 0.910, 6, 1, 10, 335, 24, 16, 44, 19, 5.893, 4.967
Mon Jun 26 19:19:27 EDT 2017, 0.270, 9, 7, 0.410, 2, 5, 55, 485, 69, 7, 19, 64, 18.687, 17.763
Mon Jun 26 19:20:03 EDT 2017, 0.390, 4, 3, 0.530, 5, 6, 89, 597, 35, 18, 37, 53, 35.663, 35.213
Mon Jun 26 19:20:39 EDT 2017, 0.890, 8, 8, 0.030, 1, 2, 44, 447, 80, 9, 12, 98, 34.883, 33.360
Mon Jun 26 19:20:43 EDT 2017, 0.640, 1, 5, 0.780, 3, 9, 21, 522, 13, 4, 25, 75, 3.167, 2.913
Mon Jun 26 19:21:14 EDT 2017, 0.140, 6, 1, 0.280, 7, 4, 66, 372, 58, 14, 0, 30, 30.803, 28.840
Mon Jun 26 19:21:15 EDT 2017, 0.210, 4, 7, 0.090, 9, 5, 83, 503, 41, 1, 3, 14, 0.683, 0.600
Mon Jun 26 19:21:52 EDT 2017, 0.710, 9, 3, 0.590, 5, 9, 38, 353, 86, 10, 28, 59, 36.933, 36.327
Mon Jun 26 19:22:09 EDT 2017, 0.960, 2, 5, 0.340, 2, 3, 16, 578, 18, 15, 15, 81, 16.343, 15.133
Mon Jun 26 19:22:15 EDT 2017, 0.460, 6, 9, 0.840, 7, 7, 61, 428, 63, 5, 40, 36, 5.350, 4.923
Mon Jun 26 19:23:37 EDT 2017, 0.330, 1, 1, 0.220, 1, 6, 95, 316, 52, 17, 22, 70, 79.260, 78.740
Mon Jun 26 19:23:49 EDT 2017, 0.830, 5, 6, 0.720, 6, 1, 50, 466, 97, 8, 47, 25, 11.680, 11.227
Mon Jun 26 19:23:51 EDT 2017, 0.580, 3, 8, 0.470, 8, 8, 27, 391, 29, 3, 9, 47, 1.953, 1.817
Mon Jun 26 19:25:15 EDT 2017, 0.080, 7, 4, 0.970, 4, 4, 72, 541, 74, 12, 34, 92, 82.347, 80.070
Mon Jun 26 19:25:23 EDT 2017, 0.110, 3, 2, 0.750, 2, 1, 35, 457, 66, 9, 39, 11, 7.487, 6.213
Mon Jun 26 19:25:30 EDT 2017, 0.610, 8, 7, 0.250, 7, 6, 80, 307, 21, 19, 14, 56, 6.913, 6.540
Mon Jun 26 19:26:18 EDT 2017, 0.860, 1, 9, 0.500, 9, 3, 58, 532, 89, 14, 26, 78, 47.413, 47.183
Mon Jun 26 19:26:23 EDT 2017, 0.360, 6, 5, 0.000, 4, 8, 13, 382, 44, 5, 1, 33, 4.777, 4.177
Mon Jun 26 19:26:42 EDT 2017, 0.490, 2, 6, 0.880, 8, 9, 47, 344, 55, 12, 33, 67, 18.940, 18.047
Mon Jun 26 19:26:44 EDT 2017, 0.990, 7, 1, 0.380, 3, 5, 92, 494, 10, 2, 8, 22, 1.180, 1.040
Mon Jun 26 19:27:04 EDT 2017, 0.740, 4, 3, 0.630, 1, 7, 69, 419, 77, 7, 45, 44, 20.360, 19.953
Mon Jun 26 19:27:31 EDT 2017, 0.240, 9, 8, 0.130, 5, 2, 24, 569, 32, 17, 20, 89, 26.127, 25.623
Mon Jun 26 19:28:02 EDT 2017, 0.180, 2, 4, 0.440, 7, 2, 41, 438, 60, 8, 23, 84, 30.677, 29.423
Mon Jun 26 19:28:08 EDT 2017, 0.680, 6, 8, 0.940, 3, 6, 86, 588, 15, 18, 48, 39, 5.530, 5.127
Mon Jun 26 19:28:15 EDT 2017, 0.930, 4, 6, 0.190, 5, 4, 64, 363, 83, 13, 11, 16, 7.423, 6.763
Mon Jun 26 19:28:31 EDT 2017, 0.430, 8, 2, 0.690, 9, 8, 19, 513, 38, 4, 36, 61, 14.817, 12.543
Mon Jun 26 19:28:56 EDT 2017, 0.300, 5, 7, 0.310, 4, 7, 52, 550, 72, 11, 5, 50, 24.690, 23.923
Mon Jun 26 19:29:00 EDT 2017, 0.800, 9, 3, 0.810, 8, 3, 97, 400, 27, 1, 30, 95, 3.163, 2.910
Mon Jun 26 19:30:32 EDT 2017, 0.550, 3, 1, 0.060, 6, 5, 75, 475, 94, 6, 17, 73, 90.023, 83.873
Mon Jun 26 19:30:41 EDT 2017, 0.050, 7, 5, 0.560, 2, 1, 30, 325, 49, 15, 42, 28, 8.810, 8.277
Mon Jun 26 19:31:14 EDT 2017, 0.030, 5, 5, 0.230, 8, 9, 57, 583, 98, 3, 29, 99, 31.227, 31.200
Mon Jun 26 19:31:29 EDT 2017, 0.530, 9, 9, 0.730, 3, 4, 12, 433, 53, 12, 4, 54, 13.970, 13.320
Mon Jun 26 19:31:51 EDT 2017, 0.780, 2, 7, 0.480, 1, 7, 34, 508, 76, 17, 41, 32, 21.653, 20.927
Mon Jun 26 19:32:08 EDT 2017, 0.280, 7, 2, 0.980, 6, 2, 79, 358, 31, 7, 16, 77, 16.610, 14.613
Mon Jun 26 19:32:36 EDT 2017, 0.410, 1, 8, 0.110, 2, 1, 68, 396, 87, 19, 48, 43, 26.930, 26.230
Mon Jun 26 19:33:12 EDT 2017, 0.910, 6, 4, 0.610, 7, 5, 23, 546, 42, 10, 23, 88, 34.750, 32.817
Mon Jun 26 19:33:39 EDT 2017, 0.660, 3, 1, 0.360, 9, 3, 45, 321, 65, 5, 35, 66, 26.580, 23.987
Mon Jun 26 19:33:42 EDT 2017, 0.160, 8, 6, 0.860, 4, 8, 90, 471, 20, 15, 10, 21, 3.327, 3.013
Mon Jun 26 19:33:45 EDT 2017, 0.220, 2, 2, 0.550, 3, 8, 62, 302, 82, 1, 7, 26, 2.523, 2.170
Mon Jun 26 19:34:01 EDT 2017, 0.720, 6, 6, 0.050, 7, 4, 17, 452, 37, 11, 32, 71, 16.223, 15.480
Mon Jun 26 19:34:32 EDT 2017, 0.970, 4, 9, 0.800, 5, 6, 40, 377, 59, 16, 19, 94, 30.087, 30.127
Mon Jun 26 19:34:36 EDT 2017, 0.470, 8, 4, 0.300, 1, 2, 85, 527, 14, 6, 44, 49, 3.873, 3.503
Mon Jun 26 19:35:45 EDT 2017, 0.350, 3, 5, 0.670, 6, 3, 73, 489, 93, 18, 13, 60, 69.043, 66.363
Mon Jun 26 19:35:53 EDT 2017, 0.850, 7, 1, 0.170, 2, 7, 28, 339, 48, 9, 38, 15, 7.970, 7.193
Mon Jun 26 19:36:07 EDT 2017, 0.600, 1, 3, 0.920, 4, 5, 51, 564, 70, 4, 1, 37, 13.003, 11.880
Mon Jun 26 19:36:18 EDT 2017, 0.100, 5, 8, 0.420, 8, 9, 96, 414, 25, 13, 26, 82, 10.663, 10.610
Mon Jun 26 19:36:20 EDT 2017, 0.070, 1, 7, 0.330, 6, 7, 14, 349, 28, 9, 49, 23, 2.140, 2.027
Mon Jun 26 19:39:17 EDT 2017, 0.570, 5, 2, 0.830, 1, 2, 59, 499, 73, 19, 24, 68, 173.243, 160.193
Mon Jun 26 19:40:05 EDT 2017, 0.820, 3, 4, 0.080, 4, 9, 82, 424, 51, 14, 37, 91, 47.423, 43.833
Mon Jun 26 19:40:17 EDT 2017, 0.320, 8, 9, 0.580, 8, 5, 37, 574, 96, 4, 12, 46, 11.637, 11.123
Mon Jun 26 19:40:35 EDT 2017, 0.440, 4, 1, 0.450, 5, 4, 26, 461, 17, 12, 30, 57, 18.050, 16.190
Mon Jun 26 19:40:36 EDT 2017, 0.940, 9, 6, 0.950, 9, 8, 71, 311, 62, 2, 5, 12, 0.930, 0.947
Mon Jun 26 19:40:41 EDT 2017, 0.690, 2, 8, 0.200, 7, 1, 93, 536, 39, 7, 43, 35, 5.170, 4.933
Mon Jun 26 19:42:28 EDT 2017, 0.190, 6, 3, 0.700, 3, 6, 48, 386, 84, 16, 18, 80, 98.493, 104.770
Mon Jun 26 19:42:32 EDT 2017, 0.130, 4, 9, 0.890, 1, 5, 20, 555, 11, 8, 15, 96, 4.313, 4.113
Mon Jun 26 19:43:01 EDT 2017, 0.630, 8, 5, 0.390, 5, 1, 65, 405, 56, 18, 40, 51, 28.230, 27.053
Mon Jun 26 19:43:12 EDT 2017, 0.880, 1, 3, 0.640, 8, 7, 87, 480, 34, 13, 2, 29, 10.823, 10.030
Mon Jun 26 19:43:21 EDT 2017, 0.380, 6, 7, 0.140, 3, 3, 42, 330, 79, 3, 27, 74, 8.770, 8.183
Mon Jun 26 19:43:28 EDT 2017, 0.250, 3, 4, 0.770, 9, 4, 31, 443, 22, 10, 8, 40, 6.033, 5.417
Mon Jun 26 19:43:35 EDT 2017, 0.750, 7, 8, 0.270, 4, 9, 76, 593, 67, 1, 33, 85, 6.270, 5.743
Mon Jun 26 19:43:44 EDT 2017, 0.500, 5, 6, 0.520, 2, 2, 99, 368, 45, 6, 21, 63, 8.753, 8.027
Mon Jun 26 19:44:18 EDT 2017, 0.000, 9, 2, 0.020, 6, 6, 54, 518, 90, 15, 46, 18, 33.787, 28.590
Mon Jun 26 19:45:42 EDT 2017, 0.010, 1, 3, 0.580, 2, 9, 83, 469, 93, 17, 31, 51, 80.327, 79.600
Mon Jun 26 19:45:54 EDT 2017, 0.510, 5, 8, 0.080, 6, 5, 38, 319, 48, 7, 6, 96, 11.547, 11.497
Mon Jun 26 19:46:09 EDT 2017, 0.760, 3, 6, 0.830, 9, 7, 15, 544, 71, 3, 43, 74, 14.023, 12.827
Mon Jun 26 19:46:21 EDT 2017, 0.260, 7, 1, 0.330, 4, 3, 60, 394, 26, 12, 18, 29, 12.020, 10.553
Mon Jun 26 19:46:35 EDT 2017, 0.380, 4, 9, 0.710, 7, 2, 94, 357, 82, 5, 49, 85, 13.723, 13.570
Mon Jun 26 19:46:52 EDT 2017, 0.880, 9, 4, 0.210, 3, 6, 49, 507, 37, 14, 24, 40, 16.463, 15.543
Mon Jun 26 19:47:13 EDT 2017, 0.630, 2, 2, 0.960, 1, 4, 27, 432, 59, 19, 37, 17, 20.670, 17.397
Mon Jun 26 19:47:19 EDT 2017, 0.130, 6, 7, 0.460, 5, 8, 72, 582, 14, 10, 12, 62, 5.630, 5.030
Mon Jun 26 19:51:03 EDT 2017, 0.190, 3, 1, 0.140, 7, 8, 77, 413, 87, 16, 9, 68, 213.057, 220.217
Mon Jun 26 19:51:09 EDT 2017, 0.690, 8, 5, 0.640, 2, 3, 32, 563, 42, 6, 34, 23, 4.827, 4.427
Mon Jun 26 19:51:11 EDT 2017, 0.940, 1, 7, 0.390, 5, 6, 10, 338, 65, 1, 21, 46, 1.877, 1.770
Mon Jun 26 19:51:30 EDT 2017, 0.440, 6, 3, 0.890, 9, 1, 55, 488, 20, 11, 46, 91, 18.423, 17.433
Mon Jun 26 19:51:33 EDT 2017, 0.320, 2, 6, 0.020, 3, 2, 89, 526, 99, 4, 15, 12, 3.270, 3.037
