# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, heap_timing_secs
Mon Jun 26 21:18:43 EDT 2017, 0.840, 9, 3, 0.940, 3, 9, 57, 550, 56, 6, 15, 32, 12.337, 11.390
Mon Jun 26 21:18:45 EDT 2017, 0.590, 3, 5, 0.190, 1, 2, 79, 325, 34, 1, 27, 54, 1.293, 1.293
Mon Jun 26 21:19:25 EDT 2017, 0.090, 7, 9, 0.690, 5, 6, 34, 475, 79, 11, 2, 99, 40.053, 39.893
Mon Jun 26 21:19:34 EDT 2017, 0.120, 2, 6, 0.530, 9, 9, 76, 559, 87, 7, 23, 18, 8.160, 7.383
Mon Jun 26 21:20:34 EDT 2017, 0.620, 7, 1, 0.030, 5, 4, 31, 409, 42, 16, 48, 63, 59.237, 58.693
Mon Jun 26 21:21:33 EDT 2017, 0.870, 5, 3, 0.780, 2, 7, 54, 484, 64, 11, 10, 85, 58.257, 58.230
Mon Jun 26 21:21:34 EDT 2017, 0.370, 9, 8, 0.280, 7, 2, 99, 334, 19, 2, 35, 40, 0.760, 0.763
Mon Jun 26 21:24:39 EDT 2017, 0.490, 3, 2, 0.660, 1, 1, 65, 447, 98, 14, 4, 74, 177.193, 167.397
Mon Jun 26 21:24:44 EDT 2017, 0.990, 8, 7, 0.160, 6, 5, 20, 597, 53, 4, 29, 29, 4.860, 4.480
Mon Jun 26 21:24:57 EDT 2017, 0.740, 1, 9, 0.910, 8, 3, 43, 372, 76, 9, 17, 51, 12.680, 12.053
Mon Jun 26 21:25:38 EDT 2017, 0.240, 6, 5, 0.410, 4, 8, 88, 522, 31, 19, 42, 96, 40.087, 39.970
Mon Jun 26 21:25:58 EDT 2017, 0.180, 4, 7, 0.220, 4, 8, 71, 353, 93, 6, 38, 79, 20.027, 19.807
Mon Jun 26 21:26:22 EDT 2017, 0.680, 8, 3, 0.720, 9, 4, 26, 503, 48, 15, 13, 34, 22.917, 22.107
Mon Jun 26 21:26:34 EDT 2017, 0.930, 2, 1, 0.470, 6, 6, 48, 428, 70, 10, 26, 12, 12.140, 10.523
Mon Jun 26 21:26:36 EDT 2017, 0.430, 6, 5, 0.970, 2, 1, 93, 578, 25, 1, 1, 57, 1.797, 1.657
Mon Jun 26 21:27:14 EDT 2017, 0.310, 1, 4, 0.100, 5, 3, 60, 465, 81, 13, 32, 46, 36.540, 34.397
Mon Jun 26 21:27:18 EDT 2017, 0.810, 5, 9, 0.600, 1, 7, 15, 315, 36, 3, 7, 91, 4.127, 3.800
Mon Jun 26 21:27:43 EDT 2017, 0.560, 3, 6, 0.350, 3, 5, 37, 540, 59, 8, 45, 68, 23.387, 21.680
Mon Jun 26 21:27:48 EDT 2017, 0.060, 7, 2, 0.850, 8, 9, 82, 390, 14, 17, 20, 23, 5.297, 4.287
Mon Jun 26 21:28:03 EDT 2017, 0.040, 1, 8, 0.460, 1, 1, 50, 498, 55, 5, 8, 92, 14.730, 13.977
Mon Jun 26 21:28:08 EDT 2017, 0.540, 5, 3, 0.960, 5, 6, 95, 348, 10, 14, 33, 47, 4.217, 3.777
Mon Jun 26 21:29:31 EDT 2017, 0.790, 3, 1, 0.210, 7, 4, 72, 573, 77, 19, 20, 25, 82.470, 80.093
Mon Jun 26 21:29:42 EDT 2017, 0.290, 8, 6, 0.710, 3, 8, 27, 423, 32, 9, 45, 70, 11.150, 10.790
Mon Jun 26 21:30:02 EDT 2017, 0.420, 4, 4, 0.330, 9, 9, 38, 311, 66, 17, 14, 36, 19.833, 18.913
Mon Jun 26 21:30:08 EDT 2017, 0.920, 9, 9, 0.830, 4, 5, 83, 461, 21, 7, 39, 81, 5.677, 5.353
Mon Jun 26 21:30:15 EDT 2017, 0.670, 2, 7, 0.080, 2, 7, 61, 386, 88, 2, 2, 58, 6.440, 6.013
Mon Jun 26 21:30:24 EDT 2017, 0.170, 7, 2, 0.580, 6, 2, 16, 536, 43, 12, 27, 13, 8.947, 7.330
Mon Jun 26 21:30:29 EDT 2017, 0.230, 4, 5, 0.770, 6, 2, 44, 404, 71, 3, 30, 30, 4.433, 4.063
Mon Jun 26 21:31:17 EDT 2017, 0.730, 8, 1, 0.270, 1, 6, 89, 554, 26, 13, 5, 75, 47.203, 45.883
Mon Jun 26 21:34:02 EDT 2017, 0.980, 2, 3, 0.520, 3, 4, 67, 329, 94, 18, 42, 98, 156.453, 160.283
Mon Jun 26 21:34:14 EDT 2017, 0.480, 6, 7, 0.020, 8, 9, 22, 479, 49, 8, 17, 53, 11.797, 11.627
Mon Jun 26 21:36:08 EDT 2017, 0.350, 3, 2, 0.890, 5, 8, 33, 592, 60, 15, 49, 64, 111.260, 103.087
Mon Jun 26 21:36:10 EDT 2017, 0.850, 7, 6, 0.390, 9, 3, 78, 442, 15, 6, 24, 19, 1.260, 1.157
Mon Jun 26 21:36:13 EDT 2017, 0.600, 5, 8, 0.640, 7, 5, 55, 517, 83, 1, 36, 41, 3.003, 2.787
Mon Jun 26 21:36:35 EDT 2017, 0.100, 9, 4, 0.140, 2, 1, 10, 367, 38, 11, 11, 86, 21.710, 20.560
Mon Jun 26 21:36:46 EDT 2017, 0.070, 5, 1, 0.110, 3, 3, 98, 433, 35, 8, 13, 27, 11.310, 10.070
Mon Jun 26 21:38:21 EDT 2017, 0.570, 9, 5, 0.610, 8, 8, 53, 583, 80, 17, 38, 72, 92.263, 91.597
Mon Jun 26 21:38:26 EDT 2017, 0.820, 2, 8, 0.360, 5, 1, 30, 358, 12, 12, 0, 95, 4.590, 4.377
Mon Jun 26 21:38:37 EDT 2017, 0.320, 7, 3, 0.860, 1, 6, 75, 508, 57, 3, 25, 50, 10.993, 9.960
Mon Jun 26 21:39:04 EDT 2017, 0.450, 1, 6, 0.240, 7, 7, 86, 545, 46, 15, 6, 61, 26.480, 25.840
Mon Jun 26 21:39:13 EDT 2017, 0.950, 6, 2, 0.740, 2, 2, 41, 395, 91, 5, 31, 16, 8.350, 6.783
Mon Jun 26 21:39:20 EDT 2017, 0.700, 4, 4, 0.490, 4, 9, 19, 470, 24, 10, 19, 39, 7.030, 6.280
Mon Jun 26 21:39:52 EDT 2017, 0.200, 8, 9, 0.990, 9, 4, 64, 320, 69, 19, 44, 84, 32.050, 31.547
Mon Jun 26 21:40:16 EDT 2017, 0.130, 2, 4, 0.670, 8, 5, 92, 451, 52, 6, 47, 89, 23.080, 21.993
Mon Jun 26 21:40:37 EDT 2017, 0.630, 6, 8, 0.170, 4, 9, 47, 301, 97, 16, 22, 44, 20.497, 19.933
Mon Jun 26 21:40:41 EDT 2017, 0.880, 4, 6, 0.920, 1, 3, 24, 526, 29, 11, 35, 22, 4.273, 3.890
Mon Jun 26 21:40:59 EDT 2017, 0.380, 9, 1, 0.420, 6, 7, 69, 376, 74, 2, 10, 67, 17.293, 16.393
Mon Jun 26 21:41:05 EDT 2017, 0.260, 3, 9, 0.550, 3, 6, 81, 339, 41, 14, 28, 33, 5.963, 5.690
Mon Jun 26 21:41:28 EDT 2017, 0.760, 7, 5, 0.050, 7, 2, 36, 489, 86, 4, 3, 78, 22.313, 22.070
Mon Jun 26 21:41:37 EDT 2017, 0.510, 1, 2, 0.800, 9, 8, 13, 414, 18, 9, 41, 56, 9.130, 7.733
Mon Jun 26 21:41:44 EDT 2017, 0.010, 5, 7, 0.300, 5, 4, 58, 564, 63, 18, 16, 11, 6.553, 6.143
Mon Jun 26 21:42:08 EDT 2017, 0.010, 5, 9, 0.870, 9, 1, 23, 537, 61, 19, 6, 45, 23.840, 23.437
Mon Jun 26 21:42:16 EDT 2017, 0.510, 9, 5, 0.370, 4, 5, 68, 387, 16, 9, 31, 90, 7.270, 6.700
Mon Jun 26 21:42:55 EDT 2017, 0.760, 3, 2, 0.620, 2, 3, 91, 462, 83, 5, 18, 67, 38.560, 33.923
Mon Jun 26 21:42:59 EDT 2017, 0.260, 7, 7, 0.120, 7, 7, 46, 312, 38, 14, 43, 22, 3.983, 3.533
Mon Jun 26 21:43:10 EDT 2017, 0.380, 1, 4, 0.990, 1, 9, 12, 424, 72, 2, 12, 78, 10.787, 10.423
Mon Jun 26 21:43:16 EDT 2017, 0.880, 6, 8, 0.490, 6, 4, 57, 574, 27, 12, 37, 33, 5.873, 5.443
Mon Jun 26 21:43:23 EDT 2017, 0.630, 4, 6, 0.740, 8, 6, 80, 349, 94, 16, 0, 11, 6.510, 6.137
Mon Jun 26 21:43:58 EDT 2017, 0.130, 8, 1, 0.240, 3, 2, 35, 499, 49, 7, 25, 56, 34.093, 31.987
Mon Jun 26 21:44:38 EDT 2017, 0.190, 2, 6, 0.430, 4, 2, 29, 368, 66, 18, 28, 73, 39.883, 37.213
Mon Jun 26 21:44:45 EDT 2017, 0.690, 7, 2, 0.930, 8, 7, 74, 518, 21, 8, 3, 28, 6.427, 5.313
Mon Jun 26 21:44:57 EDT 2017, 0.940, 4, 4, 0.180, 6, 5, 96, 443, 89, 3, 40, 50, 12.293, 11.480
Mon Jun 26 21:45:29 EDT 2017, 0.440, 9, 9, 0.680, 2, 9, 51, 593, 44, 13, 15, 95, 30.683, 30.837
Mon Jun 26 21:45:32 EDT 2017, 0.320, 3, 1, 0.300, 5, 8, 18, 481, 55, 1, 46, 17, 2.273, 2.017
Mon Jun 26 21:45:34 EDT 2017, 0.820, 8, 5, 0.800, 1, 4, 63, 331, 10, 10, 21, 62, 2.730, 2.487
Mon Jun 26 21:46:29 EDT 2017, 0.570, 1, 8, 0.050, 3, 6, 85, 556, 77, 15, 34, 84, 54.240, 52.900
Mon Jun 26 21:46:36 EDT 2017, 0.070, 5, 3, 0.550, 7, 1, 40, 406, 32, 6, 9, 39, 6.127, 5.653
Mon Jun 26 21:47:07 EDT 2017, 0.100, 1, 2, 0.710, 7, 4, 71, 321, 41, 12, 14, 76, 30.843, 28.240
Mon Jun 26 21:47:12 EDT 2017, 0.600, 5, 7, 0.210, 3, 8, 26, 471, 86, 3, 39, 31, 5.333, 4.990
Mon Jun 26 21:47:15 EDT 2017, 0.850, 3, 9, 0.960, 5, 2, 49, 396, 18, 8, 1, 53, 2.757, 2.560
Mon Jun 26 21:49:16 EDT 2017, 0.350, 7, 4, 0.460, 9, 6, 94, 546, 63, 17, 26, 98, 119.647, 118.030
Mon Jun 26 21:49:23 EDT 2017, 0.470, 4, 6, 0.580, 4, 7, 60, 509, 52, 10, 7, 19, 6.077, 5.690
Mon Jun 26 21:53:31 EDT 2017, 0.970, 8, 1, 0.080, 8, 3, 15, 359, 97, 19, 32, 64, 233.110, 244.400
Mon Jun 26 21:54:14 EDT 2017, 0.720, 2, 3, 0.830, 6, 9, 37, 584, 30, 15, 20, 87, 42.160, 41.980
Mon Jun 26 21:54:22 EDT 2017, 0.220, 6, 8, 0.330, 1, 5, 82, 434, 75, 5, 45, 42, 8.117, 7.587
Mon Jun 26 21:54:41 EDT 2017, 0.160, 3, 5, 0.020, 2, 4, 77, 565, 47, 11, 48, 47, 18.717, 18.037
Mon Jun 26 21:54:52 EDT 2017, 0.660, 8, 9, 0.520, 6, 9, 32, 415, 92, 2, 23, 92, 9.830, 9.477
Mon Jun 26 21:54:58 EDT 2017, 0.910, 1, 7, 0.270, 9, 2, 54, 490, 24, 6, 35, 70, 5.737, 5.357
Mon Jun 26 21:55:16 EDT 2017, 0.410, 6, 3, 0.770, 4, 7, 99, 340, 69, 16, 10, 25, 17.773, 17.047
Mon Jun 26 21:55:26 EDT 2017, 0.290, 2, 8, 0.150, 8, 6, 66, 378, 35, 9, 29, 81, 9.933, 9.600
Mon Jun 26 21:56:11 EDT 2017, 0.790, 7, 4, 0.650, 3, 1, 21, 528, 80, 18, 4, 36, 44.057, 41.290
Mon Jun 26 21:56:13 EDT 2017, 0.540, 5, 2, 0.400, 1, 8, 43, 303, 13, 13, 42, 14, 1.950, 1.613
Mon Jun 26 21:56:23 EDT 2017, 0.040, 9, 6, 0.900, 5, 3, 88, 453, 58, 4, 17, 59, 9.230, 8.800
Mon Jun 26 21:56:27 EDT 2017, 0.050, 3, 4, 0.290, 3, 6, 44, 420, 11, 19, 3, 35, 4.463, 3.997
Mon Jun 26 21:56:53 EDT 2017, 0.550, 7, 9, 0.790, 7, 2, 89, 570, 56, 10, 28, 80, 24.713, 23.933
Mon Jun 26 21:56:57 EDT 2017, 0.800, 5, 7, 0.040, 5, 8, 67, 345, 34, 5, 16, 57, 4.407, 3.963
Mon Jun 26 21:57:15 EDT 2017, 0.300, 9, 2, 0.540, 1, 4, 22, 495, 79, 14, 41, 12, 17.090, 14.140
Mon Jun 26 21:57:18 EDT 2017, 0.430, 4, 8, 0.410, 6, 3, 33, 532, 23, 2, 22, 91, 3.107, 3.007
Mon Jun 26 21:57:47 EDT 2017, 0.930, 8, 3, 0.910, 2, 7, 78, 382, 68, 12, 47, 46, 28.063, 27.790
Mon Jun 26 21:58:14 EDT 2017, 0.680, 2, 1, 0.160, 4, 1, 56, 457, 45, 17, 10, 24, 27.010, 24.533
Mon Jun 26 21:58:35 EDT 2017, 0.180, 6, 5, 0.660, 9, 5, 11, 307, 90, 7, 35, 69, 20.983, 20.450
Mon Jun 26 21:59:03 EDT 2017, 0.240, 4, 3, 0.970, 8, 6, 50, 476, 28, 18, 32, 63, 27.663, 26.820
Mon Jun 26 21:59:08 EDT 2017, 0.740, 9, 7, 0.470, 3, 1, 95, 326, 73, 8, 7, 18, 4.033, 3.630
Mon Jun 26 21:59:13 EDT 2017, 0.990, 2, 9, 0.720, 1, 8, 73, 551, 51, 4, 44, 40, 4.780, 4.507
Mon Jun 26 22:00:17 EDT 2017, 0.490, 7, 5, 0.220, 6, 3, 28, 401, 96, 13, 19, 85, 64.090, 60.733
Mon Jun 26 22:00:18 EDT 2017, 0.360, 1, 6, 0.850, 2, 5, 39, 363, 17, 1, 38, 29, 0.540, 0.497
Mon Jun 26 22:02:24 EDT 2017, 0.860, 6, 1, 0.350, 7, 9, 84, 513, 62, 11, 13, 74, 125.233, 123.913
Mon Jun 26 22:03:09 EDT 2017, 0.610, 3, 4, 0.600, 9, 2, 61, 438, 39, 16, 25, 97, 43.477, 41.580
Mon Jun 26 22:03:27 EDT 2017, 0.110, 8, 8, 0.100, 5, 7, 16, 588, 84, 6, 0, 52, 17.780, 17.040
Mon Jun 26 22:04:04 EDT 2017, 0.080, 3, 7, 0.130, 1, 9, 92, 523, 82, 11, 24, 66, 36.060, 35.783
Mon Jun 26 22:04:06 EDT 2017, 0.580, 7, 2, 0.630, 5, 5, 47, 373, 37, 2, 49, 21, 2.123, 1.640
Mon Jun 26 22:04:22 EDT 2017, 0.830, 1, 5, 0.380, 8, 7, 25, 598, 59, 7, 11, 43, 15.577, 14.363
Mon Jun 26 22:04:30 EDT 2017, 0.330, 5, 9, 0.880, 3, 3, 70, 448, 14, 16, 36, 88, 7.530, 7.243
Mon Jun 26 22:05:01 EDT 2017, 0.460, 2, 1, 0.010, 9, 1, 81, 335, 93, 9, 5, 32, 30.870, 28.983
Mon Jun 26 22:05:44 EDT 2017, 0.960, 6, 6, 0.510, 4, 6, 36, 485, 48, 19, 30, 77, 41.857, 40.517
Mon Jun 26 22:06:25 EDT 2017, 0.710, 4, 8, 0.260, 2, 4, 13, 410, 70, 14, 18, 99, 41.057, 40.567
Mon Jun 26 22:06:32 EDT 2017, 0.210, 9, 3, 0.760, 7, 8, 58, 560, 25, 4, 43, 54, 6.773, 6.273
Mon Jun 26 22:06:46 EDT 2017, 0.150, 1, 9, 0.570, 6, 8, 98, 392, 99, 10, 39, 38, 13.590, 13.277
Mon Jun 26 22:06:53 EDT 2017, 0.650, 6, 4, 0.070, 2, 3, 53, 542, 54, 1, 14, 83, 6.640, 6.110
Mon Jun 26 22:07:15 EDT 2017, 0.900, 4, 2, 0.820, 4, 5, 30, 317, 76, 5, 27, 60, 21.687, 18.697
Mon Jun 26 22:07:19 EDT 2017, 0.400, 8, 6, 0.320, 8, 1, 75, 467, 31, 15, 2, 15, 3.737, 3.113
Mon Jun 26 22:08:49 EDT 2017, 0.270, 5, 3, 0.690, 5, 2, 87, 579, 87, 8, 33, 94, 88.917, 88.393
Mon Jun 26 22:09:05 EDT 2017, 0.770, 9, 7, 0.190, 9, 7, 42, 429, 42, 17, 8, 49, 15.953, 15.670
Mon Jun 26 22:09:20 EDT 2017, 0.520, 2, 5, 0.940, 7, 4, 19, 504, 65, 13, 46, 26, 14.630, 13.473
Mon Jun 26 22:09:26 EDT 2017, 0.020, 7, 1, 0.440, 3, 9, 64, 354, 20, 3, 21, 71, 6.317, 5.593
Mon Jun 26 22:10:24 EDT 2017, 0.010, 2, 5, 0.060, 7, 8, 32, 441, 71, 13, 27, 95, 56.177, 54.700
Mon Jun 26 22:10:36 EDT 2017, 0.510, 6, 1, 0.560, 3, 4, 77, 591, 26, 4, 2, 50, 11.740, 10.230
Mon Jun 26 22:10:52 EDT 2017, 0.760, 4, 3, 0.310, 1, 6, 55, 366, 94, 8, 40, 27, 14.963, 14.117
Mon Jun 26 22:11:27 EDT 2017, 0.260, 8, 7, 0.810, 5, 1, 10, 516, 49, 18, 15, 72, 34.590, 34.377
