# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, heap_timing_secs
Mon Jun 26 21:14:13 EDT 2017, 0.570, 9, 3, 0.860, 5, 2, 47, 432, 11, 5, 7, 57, 2.780, 2.557
Mon Jun 26 21:17:04 EDT 2017, 0.820, 2, 1, 0.110, 3, 9, 24, 507, 78, 10, 44, 79, 165.380, 165.767
Mon Jun 26 21:17:14 EDT 2017, 0.320, 6, 5, 0.610, 7, 4, 69, 357, 33, 19, 19, 34, 9.750, 9.193
Mon Jun 26 21:17:37 EDT 2017, 0.450, 1, 4, 0.480, 1, 3, 81, 395, 67, 7, 38, 68, 22.150, 20.673
Mon Jun 26 21:17:41 EDT 2017, 0.950, 5, 9, 0.980, 6, 8, 36, 545, 22, 17, 13, 23, 3.670, 3.333
Mon Jun 26 21:17:58 EDT 2017, 0.700, 3, 7, 0.230, 8, 1, 13, 320, 89, 12, 26, 46, 17.240, 16.563
Mon Jun 26 21:18:12 EDT 2017, 0.200, 7, 2, 0.730, 4, 5, 58, 470, 44, 2, 1, 91, 13.403, 11.687
Mon Jun 26 21:18:44 EDT 2017, 0.130, 2, 6, 0.920, 4, 6, 97, 301, 73, 13, 4, 85, 32.003, 29.493
Mon Jun 26 21:18:50 EDT 2017, 0.630, 7, 2, 0.420, 9, 1, 52, 451, 28, 4, 29, 40, 5.977, 5.147
Mon Jun 26 21:18:59 EDT 2017, 0.880, 5, 4, 0.670, 7, 8, 30, 376, 95, 8, 16, 17, 8.213, 7.443
Mon Jun 26 21:19:27 EDT 2017, 0.380, 9, 8, 0.170, 2, 4, 75, 526, 50, 18, 41, 62, 28.133, 27.350
Mon Jun 26 21:19:47 EDT 2017, 0.260, 4, 3, 0.790, 5, 5, 86, 488, 61, 6, 23, 51, 19.513, 18.933
Mon Jun 26 21:19:57 EDT 2017, 0.760, 8, 7, 0.290, 1, 9, 41, 338, 16, 16, 48, 96, 8.900, 8.913
Mon Jun 26 21:20:33 EDT 2017, 0.510, 1, 9, 0.540, 3, 3, 19, 563, 84, 11, 10, 74, 35.663, 35.670
Mon Jun 26 21:20:34 EDT 2017, 0.010, 6, 5, 0.040, 8, 7, 64, 413, 39, 1, 35, 29, 1.037, 1.027
Mon Jun 26 21:20:38 EDT 2017, 0.000, 4, 2, 0.620, 3, 8, 29, 387, 41, 2, 38, 40, 4.263, 3.683
Mon Jun 26 21:21:30 EDT 2017, 0.500, 9, 7, 0.120, 8, 4, 74, 537, 86, 11, 13, 85, 51.167, 50.367
Mon Jun 26 21:21:35 EDT 2017, 0.750, 2, 9, 0.870, 5, 6, 96, 312, 19, 16, 26, 63, 5.013, 4.810
Mon Jun 26 21:21:41 EDT 2017, 0.250, 7, 5, 0.370, 1, 2, 51, 462, 64, 7, 1, 18, 5.447, 4.950
Mon Jun 26 21:22:49 EDT 2017, 0.380, 1, 6, 0.740, 6, 1, 18, 574, 52, 19, 32, 97, 68.520, 63.987
Mon Jun 26 21:24:12 EDT 2017, 0.880, 5, 1, 0.240, 2, 5, 63, 424, 97, 9, 7, 52, 79.530, 78.923
Mon Jun 26 21:24:16 EDT 2017, 0.630, 3, 3, 0.990, 4, 3, 85, 499, 30, 4, 44, 29, 3.760, 3.437
Mon Jun 26 21:24:45 EDT 2017, 0.130, 8, 8, 0.490, 9, 7, 40, 349, 75, 14, 19, 74, 28.307, 27.190
Mon Jun 26 21:24:48 EDT 2017, 0.190, 3, 4, 0.180, 8, 8, 23, 518, 47, 1, 22, 57, 3.620, 3.320
Mon Jun 26 21:24:52 EDT 2017, 0.690, 7, 8, 0.680, 4, 3, 68, 368, 92, 10, 47, 12, 3.960, 3.663
Mon Jun 26 21:25:01 EDT 2017, 0.940, 5, 6, 0.430, 1, 6, 91, 593, 24, 15, 10, 35, 8.390, 7.793
Mon Jun 26 21:25:45 EDT 2017, 0.440, 9, 2, 0.930, 6, 1, 46, 443, 69, 6, 35, 80, 43.547, 38.273
Mon Jun 26 21:25:50 EDT 2017, 0.320, 4, 7, 0.050, 2, 2, 12, 330, 36, 17, 4, 23, 4.607, 4.327
Mon Jun 26 21:26:34 EDT 2017, 0.820, 8, 3, 0.550, 7, 7, 57, 480, 81, 8, 29, 68, 44.453, 43.480
Mon Jun 26 21:26:40 EDT 2017, 0.570, 1, 1, 0.300, 9, 5, 80, 405, 13, 3, 16, 91, 5.560, 4.787
Mon Jun 26 21:27:07 EDT 2017, 0.070, 6, 5, 0.800, 5, 9, 35, 555, 58, 13, 41, 46, 26.457, 25.763
Mon Jun 26 21:27:23 EDT 2017, 0.100, 1, 9, 0.960, 1, 7, 77, 471, 61, 10, 33, 60, 16.127, 15.787
Mon Jun 26 21:27:26 EDT 2017, 0.600, 6, 4, 0.460, 6, 3, 32, 321, 16, 19, 8, 15, 2.330, 2.067
Mon Jun 26 21:28:30 EDT 2017, 0.850, 3, 2, 0.710, 8, 9, 54, 546, 83, 14, 46, 38, 64.427, 57.283
Mon Jun 26 21:28:40 EDT 2017, 0.350, 8, 6, 0.210, 3, 5, 99, 396, 38, 5, 21, 83, 9.097, 8.650
Mon Jun 26 21:28:55 EDT 2017, 0.470, 5, 3, 0.840, 9, 4, 65, 358, 72, 12, 40, 26, 14.930, 14.277
Mon Jun 26 21:28:59 EDT 2017, 0.970, 9, 8, 0.340, 4, 8, 20, 508, 27, 3, 15, 71, 3.777, 3.690
Mon Jun 26 21:29:41 EDT 2017, 0.720, 2, 5, 0.590, 2, 1, 43, 433, 95, 7, 27, 94, 42.083, 40.610
Mon Jun 26 21:31:31 EDT 2017, 0.220, 7, 1, 0.090, 7, 6, 88, 583, 50, 17, 2, 49, 107.880, 108.730
Mon Jun 26 21:31:43 EDT 2017, 0.160, 3, 7, 0.270, 6, 5, 71, 415, 67, 8, 5, 43, 11.157, 10.727
Mon Jun 26 21:32:18 EDT 2017, 0.660, 7, 3, 0.770, 2, 1, 26, 565, 22, 18, 30, 88, 35.553, 34.740
Mon Jun 26 21:32:55 EDT 2017, 0.910, 1, 5, 0.020, 4, 8, 49, 340, 89, 13, 18, 66, 36.767, 35.500
Mon Jun 26 21:32:57 EDT 2017, 0.410, 5, 9, 0.520, 8, 3, 94, 490, 44, 4, 43, 21, 1.967, 1.803
Mon Jun 26 21:35:48 EDT 2017, 0.290, 2, 1, 0.400, 5, 4, 60, 527, 55, 11, 24, 99, 165.950, 166.517
Mon Jun 26 21:35:49 EDT 2017, 0.790, 6, 6, 0.900, 9, 9, 15, 377, 10, 1, 49, 54, 0.600, 0.560
Mon Jun 26 21:35:57 EDT 2017, 0.540, 4, 8, 0.150, 7, 2, 37, 452, 78, 6, 11, 32, 7.933, 7.977
Mon Jun 26 21:36:18 EDT 2017, 0.040, 8, 4, 0.650, 3, 7, 82, 302, 33, 16, 36, 77, 20.153, 19.097
Mon Jun 26 21:36:28 EDT 2017, 0.050, 2, 7, 0.040, 9, 3, 50, 569, 82, 3, 47, 50, 9.927, 9.303
Mon Jun 26 21:37:17 EDT 2017, 0.550, 7, 2, 0.540, 5, 7, 95, 419, 37, 12, 22, 95, 48.330, 43.817
Mon Jun 26 21:38:18 EDT 2017, 0.800, 4, 4, 0.290, 2, 1, 73, 494, 60, 17, 34, 73, 61.043, 57.553
Mon Jun 26 21:38:20 EDT 2017, 0.300, 9, 9, 0.790, 7, 5, 28, 344, 15, 8, 9, 28, 1.357, 1.257
Mon Jun 26 21:44:30 EDT 2017, 0.430, 3, 1, 0.160, 1, 6, 39, 382, 93, 19, 28, 84, 352.517, 364.947
Mon Jun 26 21:44:43 EDT 2017, 0.930, 8, 6, 0.660, 6, 2, 84, 532, 48, 10, 3, 39, 12.440, 11.723
Mon Jun 26 21:44:45 EDT 2017, 0.680, 1, 8, 0.410, 8, 9, 61, 307, 71, 5, 40, 16, 1.990, 1.860
Mon Jun 26 21:45:05 EDT 2017, 0.180, 6, 3, 0.910, 3, 4, 16, 457, 26, 15, 15, 61, 19.740, 19.040
Mon Jun 26 21:45:11 EDT 2017, 0.240, 5, 9, 0.730, 4, 5, 44, 326, 99, 2, 12, 67, 5.927, 5.757
Mon Jun 26 21:45:20 EDT 2017, 0.740, 9, 5, 0.230, 9, 9, 89, 476, 54, 11, 37, 22, 8.633, 8.067
Mon Jun 26 21:46:02 EDT 2017, 0.990, 3, 3, 0.980, 6, 2, 67, 401, 76, 16, 0, 45, 40.863, 40.253
Mon Jun 26 21:46:13 EDT 2017, 0.490, 7, 7, 0.480, 2, 7, 22, 551, 31, 6, 25, 90, 11.553, 11.017
Mon Jun 26 21:46:26 EDT 2017, 0.360, 2, 4, 0.600, 5, 6, 33, 513, 88, 18, 6, 11, 12.913, 11.817
Mon Jun 26 21:46:35 EDT 2017, 0.860, 6, 8, 0.100, 1, 1, 78, 363, 43, 9, 31, 56, 8.063, 7.640
Mon Jun 26 21:46:54 EDT 2017, 0.610, 4, 6, 0.850, 3, 8, 56, 588, 65, 4, 18, 78, 18.627, 17.320
Mon Jun 26 21:47:04 EDT 2017, 0.110, 8, 2, 0.350, 7, 4, 11, 438, 20, 14, 43, 33, 9.830, 8.547
Mon Jun 26 21:47:08 EDT 2017, 0.080, 4, 5, 0.380, 7, 2, 98, 372, 12, 9, 29, 70, 3.957, 3.613
Mon Jun 26 21:47:20 EDT 2017, 0.580, 8, 9, 0.880, 3, 6, 53, 522, 57, 19, 4, 25, 11.847, 11.467
Mon Jun 26 21:47:30 EDT 2017, 0.830, 1, 7, 0.130, 5, 4, 30, 447, 34, 14, 42, 47, 9.910, 9.413
Mon Jun 26 21:48:37 EDT 2017, 0.330, 6, 2, 0.630, 9, 8, 75, 597, 79, 5, 17, 92, 66.730, 59.857
Mon Jun 26 21:48:39 EDT 2017, 0.460, 2, 8, 0.260, 4, 9, 87, 485, 23, 12, 48, 14, 1.950, 1.877
Mon Jun 26 21:48:46 EDT 2017, 0.960, 7, 4, 0.760, 8, 5, 42, 335, 68, 2, 23, 59, 6.290, 5.840
Mon Jun 26 21:49:38 EDT 2017, 0.710, 5, 1, 0.010, 6, 7, 19, 560, 45, 7, 36, 81, 52.423, 50.103
Mon Jun 26 21:50:06 EDT 2017, 0.210, 9, 6, 0.510, 1, 3, 64, 410, 90, 17, 11, 36, 27.170, 25.940
Mon Jun 26 21:50:23 EDT 2017, 0.140, 1, 2, 0.820, 2, 2, 92, 541, 29, 8, 8, 53, 16.983, 14.587
Mon Jun 26 21:51:30 EDT 2017, 0.640, 5, 6, 0.320, 7, 7, 47, 391, 74, 18, 33, 98, 67.237, 63.437
Mon Jun 26 21:51:52 EDT 2017, 0.890, 3, 9, 0.570, 9, 4, 25, 466, 51, 13, 20, 76, 21.153, 21.003
Mon Jun 26 21:51:58 EDT 2017, 0.390, 7, 4, 0.070, 4, 9, 70, 316, 96, 3, 45, 31, 6.023, 5.663
Mon Jun 26 21:52:08 EDT 2017, 0.270, 4, 5, 0.950, 8, 8, 81, 429, 17, 11, 14, 87, 9.503, 8.967
Mon Jun 26 21:52:16 EDT 2017, 0.770, 9, 1, 0.450, 3, 3, 36, 579, 62, 1, 39, 42, 7.907, 7.267
Mon Jun 26 21:52:19 EDT 2017, 0.520, 2, 3, 0.700, 1, 6, 13, 354, 40, 6, 1, 19, 3.190, 2.817
Mon Jun 26 21:53:05 EDT 2017, 0.020, 6, 7, 0.200, 5, 1, 58, 504, 85, 15, 26, 64, 45.223, 44.040
Mon Jun 26 21:53:31 EDT 2017, 0.010, 1, 3, 0.310, 4, 3, 38, 590, 45, 6, 20, 79, 25.940, 24.783
Mon Jun 26 21:53:54 EDT 2017, 0.510, 5, 7, 0.810, 9, 7, 83, 440, 90, 16, 45, 34, 22.757, 22.097
Mon Jun 26 21:53:56 EDT 2017, 0.760, 3, 5, 0.060, 7, 5, 61, 515, 22, 11, 8, 12, 1.987, 1.790
Mon Jun 26 21:54:09 EDT 2017, 0.260, 8, 1, 0.560, 2, 9, 16, 365, 67, 2, 33, 57, 12.913, 11.863
Mon Jun 26 21:54:17 EDT 2017, 0.390, 4, 8, 0.440, 6, 8, 49, 403, 33, 13, 2, 45, 7.697, 7.357
Mon Jun 26 21:54:50 EDT 2017, 0.890, 9, 4, 0.940, 1, 4, 94, 553, 78, 4, 27, 90, 31.847, 29.510
Mon Jun 26 21:54:55 EDT 2017, 0.640, 2, 2, 0.190, 3, 6, 72, 328, 11, 9, 14, 68, 5.440, 4.693
Mon Jun 26 21:55:08 EDT 2017, 0.140, 7, 6, 0.690, 8, 2, 27, 478, 56, 18, 39, 23, 12.697, 11.307
Mon Jun 26 21:55:14 EDT 2017, 0.200, 4, 1, 0.870, 8, 1, 32, 309, 39, 7, 42, 17, 5.017, 4.323
Mon Jun 26 21:56:08 EDT 2017, 0.700, 8, 6, 0.370, 4, 5, 77, 459, 84, 17, 17, 62, 52.697, 49.340
Mon Jun 26 21:56:14 EDT 2017, 0.950, 2, 8, 0.620, 2, 3, 55, 384, 17, 12, 30, 85, 6.340, 5.960
Mon Jun 26 21:56:24 EDT 2017, 0.450, 6, 3, 0.120, 6, 8, 10, 534, 62, 3, 5, 40, 9.567, 8.910
Mon Jun 26 21:56:54 EDT 2017, 0.320, 3, 7, 0.750, 1, 9, 44, 497, 50, 15, 36, 73, 29.763, 29.080
Mon Jun 26 21:57:08 EDT 2017, 0.820, 7, 2, 0.250, 5, 4, 89, 347, 95, 5, 11, 28, 13.903, 11.757
Mon Jun 26 21:57:21 EDT 2017, 0.570, 5, 4, 0.500, 7, 7, 66, 572, 28, 10, 49, 51, 13.187, 12.077
Mon Jun 26 21:58:13 EDT 2017, 0.070, 9, 9, 0.000, 3, 2, 21, 422, 73, 19, 24, 96, 51.600, 50.267
Mon Jun 26 21:58:16 EDT 2017, 0.110, 5, 6, 0.220, 3, 4, 86, 337, 70, 3, 0, 20, 2.080, 1.960
Mon Jun 26 21:58:52 EDT 2017, 0.610, 9, 1, 0.720, 7, 9, 41, 487, 25, 13, 25, 65, 35.870, 33.607
Mon Jun 26 22:01:13 EDT 2017, 0.860, 2, 4, 0.470, 9, 2, 18, 412, 93, 18, 13, 87, 134.400, 132.937
Mon Jun 26 22:01:23 EDT 2017, 0.360, 7, 8, 0.970, 5, 6, 63, 562, 48, 8, 38, 42, 9.647, 9.093
Mon Jun 26 22:02:55 EDT 2017, 0.480, 1, 2, 0.090, 8, 5, 97, 450, 59, 15, 19, 76, 89.893, 83.963
Mon Jun 26 22:02:57 EDT 2017, 0.980, 6, 7, 0.590, 4, 1, 52, 300, 14, 6, 44, 31, 1.100, 1.080
Mon Jun 26 22:03:01 EDT 2017, 0.730, 3, 9, 0.340, 1, 7, 30, 525, 81, 1, 6, 54, 3.690, 3.470
Mon Jun 26 22:03:20 EDT 2017, 0.230, 8, 5, 0.840, 6, 3, 75, 375, 36, 10, 31, 99, 19.310, 18.773
Mon Jun 26 22:03:34 EDT 2017, 0.170, 2, 8, 0.530, 6, 3, 80, 544, 64, 4, 35, 82, 13.880, 13.507
Mon Jun 26 22:03:42 EDT 2017, 0.670, 6, 3, 0.030, 2, 8, 35, 394, 19, 14, 10, 37, 7.083, 6.533
Mon Jun 26 22:04:18 EDT 2017, 0.920, 4, 1, 0.780, 4, 1, 13, 469, 87, 19, 47, 14, 35.363, 32.903
Mon Jun 26 22:04:28 EDT 2017, 0.420, 9, 5, 0.280, 9, 6, 58, 319, 42, 9, 22, 59, 10.367, 9.980
Mon Jun 26 22:05:10 EDT 2017, 0.290, 3, 4, 0.660, 3, 7, 92, 431, 76, 16, 41, 48, 41.723, 39.223
Mon Jun 26 22:05:22 EDT 2017, 0.790, 7, 9, 0.160, 8, 2, 47, 581, 31, 7, 16, 93, 11.867, 11.380
Mon Jun 26 22:05:31 EDT 2017, 0.540, 1, 6, 0.910, 5, 9, 24, 356, 98, 2, 28, 71, 8.770, 8.303
Mon Jun 26 22:05:54 EDT 2017, 0.040, 5, 2, 0.410, 1, 5, 69, 506, 53, 12, 3, 26, 22.310, 18.833
Mon Jun 26 22:06:14 EDT 2017, 0.030, 3, 8, 0.770, 7, 6, 17, 398, 94, 5, 18, 89, 19.883, 19.523
Mon Jun 26 22:06:42 EDT 2017, 0.530, 8, 4, 0.270, 3, 1, 62, 548, 49, 15, 43, 44, 27.693, 26.387
Mon Jun 26 22:06:59 EDT 2017, 0.780, 1, 1, 0.520, 1, 8, 84, 323, 71, 10, 6, 21, 16.450, 14.903
Mon Jun 26 22:07:00 EDT 2017, 0.280, 5, 6, 0.020, 5, 4, 39, 473, 26, 1, 31, 66, 1.673, 1.567
Mon Jun 26 22:07:29 EDT 2017, 0.400, 2, 5, 0.890, 2, 5, 28, 586, 83, 13, 12, 33, 27.943, 26.880
Mon Jun 26 22:07:34 EDT 2017, 0.900, 6, 9, 0.390, 6, 9, 73, 436, 38, 3, 37, 78, 4.943, 4.583
Mon Jun 26 22:07:50 EDT 2017, 0.650, 4, 7, 0.640, 9, 2, 96, 511, 60, 8, 24, 55, 15.820, 15.173
Mon Jun 26 22:07:52 EDT 2017, 0.150, 9, 3, 0.140, 4, 7, 51, 361, 15, 17, 49, 10, 1.767, 1.443
