"procs","X..delay","X..selfEvents.","X..eventsPerAgent","para_runtime_mean","serial_runtime_mean","SpeedUp","Efficiency","TotOverhead"
8,10,0.25,5,61.592,28.054,0.455481231328744,0.056935153916093,464.682
16,10,0.25,5,44.388,28.054,0.632017662431288,0.0395011039019555,682.154
32,10,0.25,5,38.421,28.054,0.730173602977538,0.0228179250930481,1201.418
64,10,0.25,5,29.556,28.054,0.94918121532007,0.0148309564893761,1863.53
1,10,0.25,10,41.037,41.037,1,1,0
2,10,0.25,10,302.218,41.037,0.135786088187997,0.0678930440939984,563.399
4,10,0.25,10,162.952,41.037,0.251834896165742,0.0629587240414355,610.771
8,10,0.25,10,109.709,41.037,0.374053177041081,0.0467566471301352,836.635
16,10,0.25,10,67.151,41.037,0.611115247725276,0.0381947029828297,1033.379
32,10,0.25,10,68.367,41.037,0.600245732590285,0.0187576791434464,2146.707
64,10,0.25,10,45.307,41.037,0.905754077736332,0.0141524074646302,2858.611
