# Timestamp, --delay, --selfEvents%, --eventsPerAgent, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, topCancl_mean, topCancl_sd, topCancl_ci, topCancl_ci, topCancl_min, topCancl_box_q1, topCancl_median, topCancl_box_q2, topCancl_max, ladCancl_mean, ladCancl_sd, ladCancl_ci, ladCancl_ci, ladCancl_min, ladCancl_box_q1, ladCancl_median, ladCancl_box_q2, ladCancl_max, botCancl_mean, botCancl_sd, botCancl_ci, botCancl_ci, botCancl_min, botCancl_box_q1, botCancl_median, botCancl_box_q2, botCancl_max, topScan_mean, topScan_sd, topScan_ci, topScan_ci, topScan_min, topScan_box_q1, topScan_median, topScan_box_q2, topScan_max, ladScan_mean, ladScan_sd, ladScan_ci, ladScan_ci, ladScan_min, ladScan_box_q1, ladScan_median, ladScan_box_q2, ladScan_max, botScan_mean, botScan_sd, botScan_ci, botScan_ci, botScan_min, botScan_box_q1, botScan_median, botScan_box_q2, botScan_max, topIns_mean, topIns_sd, topIns_ci, topIns_ci, topIns_min, topIns_box_q1, topIns_median, topIns_box_q2, topIns_max, ladIns_mean, ladIns_sd, ladIns_ci, ladIns_ci, ladIns_min, ladIns_box_q1, ladIns_median, ladIns_box_q2, ladIns_max, botIns_mean, botIns_sd, botIns_ci, botIns_ci, botIns_min, botIns_box_q1, botIns_median, botIns_box_q2, botIns_max, rungs_mean, rungs_sd, rungs_ci, rungs_ci, rungs_min, rungs_box_q1, rungs_median, rungs_box_q2, rungs_max, bktRung_mean, bktRung_sd, bktRung_ci, bktRung_ci, bktRung_min, bktRung_box_q1, bktRung_median, bktRung_box_q2, bktRung_max, botSize_mean, botSize_sd, botSize_ci, botSize_ci, botSize_min, botSize_box_q1, botSize_median, botSize_box_q2, botSize_max, bktSize_mean, bktSize_sd, bktSize_ci, bktSize_ci, bktSize_min, bktSize_box_q1, bktSize_median, bktSize_box_q2, bktSize_max
Fri Dec 30 15:37:48 EST 2016, 1, 0.000, 4, 14.82, 0.931858, 14.1635, 15.4765, 14.29, 14.42, 14.545, 14.71, 17.59, 219552, 133.674, 219458, 219646, 219152, 219584, 219600, 219600, 219616, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 879999, 0, 879999, 879999, 879999, 879999, 879999, 879999, 879999, 6976833, 0, 6976833, 6976833, 6976833, 6976833, 6976833, 6976833, 6976833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 5, 5, 5, 5, 5, 5, 1.01706, -nan, nan, nan, 1.01706, 1.01706, 1.01706, 1.01706, 1.01706, 15745.2, 0, 15745.2, 15745.2, 15745.2, 15745.2, 15745.2, 15745.2, 15745.2, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:38:55 EST 2016, 2, 0.000, 4, 21.174, 0.785611, 20.6205, 21.7275, 20.34, 20.79, 20.95, 21.86, 23.27, 230170, 10.6132, 230163, 230177, 230160, 230160, 230176, 230176, 230192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1759912, 0, 1759912, 1759912, 1759912, 1759912, 1759912, 1759912, 1759912, 10861182, 0, 10861182, 10861182, 10861182, 10861182, 10861182, 10861182, 10861182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4, 4, 1.00484, 0, 1.00484, 1.00484, 1.00484, 1.00484, 1.00484, 1.00484, 1.00484, 25292.8, 0.000488281, 25292.8, 25292.8, 25292.8, 25292.8, 25292.8, 25292.8, 25292.8, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:40:01 EST 2016, 4, 0.000, 4, 25.706, 0.695301, 25.2161, 26.1959, 24.55, 25.27, 25.72, 26.17, 27.24, 242266, 12.8, 242257, 242275, 242256, 242256, 242264, 242288, 242288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3359999, 0, 3359999, 3359999, 3359999, 3359999, 3359999, 3359999, 3359999, 13903093, 0, 13903093, 13903093, 13903093, 13903093, 13903093, 13903093, 13903093, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4, 4, 1.0045, -nan, nan, nan, 1.0045, 1.0045, 1.0045, 1.0045, 1.0045, 34595.4, -nan, nan, nan, 34595.4, 34595.4, 34595.4, 34595.4, 34595.4, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:41:04 EST 2016, 8, 0.000, 4, 27.856, 1.67827, 26.6736, 29.0384, 25.29, 27.05, 27.42, 29.75, 31.51, 248829, 25.6, 248811, 248847, 248816, 248816, 248816, 248880, 248880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6319293, 0, 6319293, 6319293, 6319293, 6319293, 6319293, 6319293, 6319293, 13276603, 0, 13276603, 13276603, 13276603, 13276603, 13276603, 13276603, 13276603, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4, 4, 1, 0, 1, 1, 1, 1, 1, 1, 1, 39270.3, 0.000690534, 39270.3, 39270.3, 39270.3, 39270.3, 39270.3, 39270.3, 39270.3, 1, 0, 1, 1, 1, 1, 1, 1, 1
Fri Dec 30 15:42:00 EST 2016, 0, 0.250, 4, 24.301, 0.549499, 23.9138, 24.6882, 23.04, 24.05, 24.42, 24.92, 25.13, 222526, 20.8, 222511, 222541, 222512, 222512, 222520, 222544, 222576, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19960000, 0, 19960000, 19960000, 19960000, 19960000, 19960000, 19960000, 19960000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 40000, 0, 40000, 40000, 40000, 40000, 40000, 40000, 40000, 1, 0, 1, 1, 1, 1, 1, 1, 1
Fri Dec 30 15:42:53 EST 2016, 1, 0.250, 4, 14.27, 0.37221, 14.0078, 14.5322, 13.58, 13.93, 14.395, 14.71, 14.90, 211797, 30.4, 211776, 211818, 211776, 211776, 211792, 211856, 211856, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 905238, 0, 905238, 905238, 905238, 905238, 905238, 905238, 905238, 6951464, 0, 6951464, 6951464, 6951464, 6951464, 6951464, 6951464, 6951464, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 5, 5, 5, 5, 5, 5, 1.00075, 1.49012e-08, 1.00075, 1.00075, 1.00075, 1.00075, 1.00075, 1.00075, 1.00075, 15744.9, 0.000345267, 15744.9, 15744.9, 15744.9, 15744.9, 15744.9, 15744.9, 15744.9, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:43:59 EST 2016, 2, 0.250, 4, 22.296, 1.92562, 20.9393, 23.6527, 20.09, 20.65, 22.52, 24.79, 25.67, 219659, 10.245, 219652, 219666, 219648, 219648, 219664, 219664, 219680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1759891, 0, 1759891, 1759891, 1759891, 1759891, 1759891, 1759891, 1759891, 10861019, 0, 10861019, 10861019, 10861019, 10861019, 10861019, 10861019, 10861019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4, 4, 1.00484, 0, 1.00484, 1.00484, 1.00484, 1.00484, 1.00484, 1.00484, 1.00484, 25292.4, 0.000488281, 25292.4, 25292.4, 25292.4, 25292.4, 25292.4, 25292.4, 25292.4, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:45:11 EST 2016, 4, 0.250, 4, 29.337, 3.0544, 27.185, 31.489, 25.44, 26.84, 29.71, 33.12, 34.69, 227944, 8, 227938, 227950, 227936, 227936, 227952, 227952, 227952, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3314591, 0, 3314591, 3314591, 3314591, 3314591, 3314591, 3314591, 3314591, 13948602, 0, 13948602, 13948602, 13948602, 13948602, 13948602, 13948602, 13948602, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4, 4, 1, 0, 1, 1, 1, 1, 1, 1, 1, 34595.6, 0.000845728, 34595.6, 34595.6, 34595.6, 34595.6, 34595.6, 34595.6, 34595.6, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:46:08 EST 2016, 8, 0.250, 4, 29.417, 1.19699, 28.5737, 30.2603, 28.04, 28.33, 29.505, 31.18, 31.54, 228997, 7.33212, 228992, 229002, 228992, 228992, 228992, 229008, 229008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6239986, 0, 6239986, 6239986, 6239986, 6239986, 6239986, 6239986, 6239986, 13355819, 0, 13355819, 13355819, 13355819, 13355819, 13355819, 13355819, 13355819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4, 4, 1.00267, 1.49012e-08, 1.00267, 1.00267, 1.00267, 1.00267, 1.00267, 1.00267, 1.00267, 39270.2, -nan, nan, nan, 39270.2, 39270.2, 39270.2, 39270.2, 39270.2, 1, 0, 1, 1, 1, 1, 1, 1, 1
Fri Dec 30 15:47:15 EST 2016, 0, 0.500, 4, 26.522, 3.23019, 24.2462, 28.7978, 22.28, 24.86, 25.53, 29.94, 33.76, 215912, 8, 215906, 215918, 215904, 215904, 215920, 215920, 215920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19960000, 0, 19960000, 19960000, 19960000, 19960000, 19960000, 19960000, 19960000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 40000, 0, 40000, 40000, 40000, 40000, 40000, 40000, 40000, 1, 0, 1, 1, 1, 1, 1, 1, 1
Fri Dec 30 15:48:02 EST 2016, 1, 0.500, 4, 15.71, 1.342, 14.7645, 16.6555, 14.01, 14.87, 15.69, 17.72, 18.51, 209269, 7.33212, 209264, 209274, 209264, 209264, 209264, 209280, 209280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 916732, 0, 916732, 916732, 916732, 916732, 916732, 916732, 916732, 6939400, 0, 6939400, 6939400, 6939400, 6939400, 6939400, 6939400, 6939400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 5, 5, 5, 5, 5, 5, 1.00224, -nan, nan, nan, 1.00224, 1.00224, 1.00224, 1.00224, 1.00224, 15743.8, 0.000172633, 15743.8, 15743.8, 15743.8, 15743.8, 15743.8, 15743.8, 15743.8, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:49:09 EST 2016, 2, 0.500, 4, 23.662, 2.51369, 21.891, 25.433, 20.80, 22.19, 23.6, 25.74, 29.34, 213331, 6.4, 213326, 213336, 213328, 213328, 213328, 213344, 213344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1719916, 0, 1719916, 1719916, 1719916, 1719916, 1719916, 1719916, 1719916, 10901234, 0, 10901234, 10901234, 10901234, 10901234, 10901234, 10901234, 10901234, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4, 4, 1.00482, -nan, nan, nan, 1.00482, 1.00482, 1.00482, 1.00482, 1.00482, 25292.9, 0.000345267, 25292.9, 25292.9, 25292.9, 25292.9, 25292.9, 25292.9, 25292.9, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:50:20 EST 2016, 4, 0.500, 4, 28.573, 4.10604, 25.6801, 31.4659, 23.94, 26.22, 27.365, 35.18, 37.38, 221315, 60.2076, 221273, 221357, 221136, 221328, 221336, 221344, 221344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3279999, 0, 3279999, 3279999, 3279999, 3279999, 3279999, 3279999, 3279999, 13982819, 0, 13982819, 13982819, 13982819, 13982819, 13982819, 13982819, 13982819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4, 4, 1.00445, -nan, nan, nan, 1.00445, 1.00445, 1.00445, 1.00445, 1.00445, 34594.8, 0.000845728, 34594.8, 34594.8, 34594.8, 34594.8, 34594.8, 34594.8, 34594.8, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:51:18 EST 2016, 8, 0.500, 4, 29.446, 2.26466, 27.8504, 31.0416, 26.41, 27.47, 29.785, 31.69, 34.32, 221859, 13.9485, 221849, 221869, 221824, 221856, 221864, 221872, 221872, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6079999, 0, 6079999, 6079999, 6079999, 6079999, 6079999, 6079999, 6079999, 13515806, 0, 13515806, 13515806, 13515806, 13515806, 13515806, 13515806, 13515806, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4, 4, 1.00254, 1.49012e-08, 1.00254, 1.00254, 1.00254, 1.00254, 1.00254, 1.00254, 1.00254, 39270.2, -nan, nan, nan, 39270.2, 39270.2, 39270.2, 39270.2, 39270.2, 1, 0, 1, 1, 1, 1, 1, 1, 1
Fri Dec 30 15:52:44 EST 2016, 0, 0.000, 6, 36.185, 2.4359, 34.4688, 37.9012, 32.24, 34.28, 35.95, 39.66, 40.02, 267747, 18.659, 267734, 267760, 267696, 267744, 267760, 267760, 267760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29940000, 0, 29940000, 29940000, 29940000, 29940000, 29940000, 29940000, 29940000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 60000, 0, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 1, 0, 1, 1, 1, 1, 1, 1, 1
Fri Dec 30 15:53:26 EST 2016, 1, 0.000, 6, 21.452, 2.36659, 19.7846, 23.1194, 18.72, 19.98, 20.505, 25.01, 25.75, 236680, 19.2666, 236666, 236694, 236672, 236672, 236672, 236688, 236736, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1378204, 0, 1378204, 1378204, 1378204, 1378204, 1378204, 1378204, 1378204, 10406228, 0, 10406228, 10406228, 10406228, 10406228, 10406228, 10406228, 10406228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4, 4, 1.00549, 0, 1.00549, 1.00549, 1.00549, 1.00549, 1.00549, 1.00549, 1.00549, 23616.1, -nan, nan, nan, 23616.1, 23616.1, 23616.1, 23616.1, 23616.1, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
Fri Dec 30 15:54:43 EST 2016, 2, 0.000, 6, 33.454, 2.95552, 31.3717, 35.5363, 31.24, 31.38, 32.18, 38.84, 38.98, 255222, 7.83837, 255216, 255228, 255216, 255216, 255224, 255232, 255232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2516956, 0, 2516956, 2516956, 2516956, 2516956, 2516956, 2516956, 2516956, 16418254, 0, 16418254, 16418254, 16418254, 16418254, 16418254, 16418254, 16418254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4, 4, 1.0012, -nan, nan, nan, 1.0012, 1.0012, 1.0012, 1.0012, 1.0012, 37946.3, 0.000845728, 37946.3, 37946.3, 37946.3, 37946.3, 37946.3, 37946.3, 37946.3, 1, 0, 1, 1, 1, 1, 1, 1, 1
Fri Dec 30 15:55:55 EST 2016, 4, 0.000, 6, 40.764, 3.96537, 37.9702, 43.5578, 36.90, 38.33, 39.505, 48.31, 48.64, 266566, 7.83837, 266560, 266572, 266560, 266560, 266568, 266576, 266576, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4971843, 0, 4971843, 4971843, 4971843, 4971843, 4971843, 4971843, 4971843, 20922422, 0, 20922422, 20922422, 20922422, 20922422, 20922422, 20922422, 20922422, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4, 4, 1, 0, 1, 1, 1, 1, 1, 1, 1, 51892.3, 0.000976562, 51892.3, 51892.3, 51892.3, 51892.3, 51892.3, 51892.3, 51892.3, 1, 0, 1, 1, 1, 1, 1, 1, 1
Fri Dec 30 15:56:57 EST 2016, 8, 0.000, 6, 40.721, 2.8525, 38.7113, 42.7307, 37.87, 39.27, 40.26, 41.49, 48.58, 275688, 10.7331, 275680, 275696, 275680, 275680, 275688, 275696, 275712, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9179985, 0, 9179985, 9179985, 9179985, 9179985, 9179985, 9179985, 9179985, 20213293, 0, 20213293, 20213293, 20213293, 20213293, 20213293, 20213293, 20213293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4, 4, 1.00258, 0, 1.00258, 1.00258, 1.00258, 1.00258, 1.00258, 1.00258, 1.00258, 58904.4, -nan, nan, nan, 58904.4, 58904.4, 58904.4, 58904.4, 58904.4, 1, 0, 1, 1, 1, 1, 1, 1, 1
Fri Dec 30 15:57:49 EST 2016, 0, 0.250, 6, 36.085, 2.99519, 33.9747, 38.1953, 32.52, 33.70, 35.95, 41.38, 41.69, 246502, 7.83837, 246496, 246508, 246496, 246496, 246504, 246512, 246512, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29940000, 0, 29940000, 29940000, 29940000, 29940000, 29940000, 29940000, 29940000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 60000, 0, 60000, 60000, 60000, 60000, 60000, 60000, 60000, 1, 0, 1, 1, 1, 1, 1, 1, 1
Fri Dec 30 15:58:31 EST 2016, 1, 0.250, 6, 21.18, 0.89464, 20.5497, 21.8103, 19.96, 20.94, 21.18, 21.76, 23.37, 233834, 10.6132, 233827, 233841, 233824, 233824, 233840, 233840, 233856, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1319340, 0, 1319340, 1319340, 1319340, 1319340, 1319340, 1319340, 1319340, 10465464, 0, 10465464, 10465464, 10465464, 10465464, 10465464, 10465464, 10465464, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4, 4, 4, 4, 4, 4, 4, 1.00766, 2.58096e-08, 1.00766, 1.00766, 1.00766, 1.00766, 1.00766, 1.00766, 1.00766, 23616.8, 0.000345267, 23616.8, 23616.8, 23616.8, 23616.8, 23616.8, 23616.8, 23616.8, 1.00001, 2.58096e-08, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001, 1.00001
