# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--recvr-range 1 10000', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', heap_timing_secs, binomHeap_timing_secs
Sun Apr 30 09:46:05 EDT 2017, 9405, 0.180, 1187, 4, 0.160, 516, 72, 1, 31, 61, 9.417, 11.290
Sun Apr 30 09:46:09 EDT 2017, 4455, 0.680, 6186, 9, 0.660, 366, 27, 11, 6, 16, 2.767, 3.820
Sun Apr 30 09:46:49 EDT 2017, 3217, 0.060, 4937, 1, 0.030, 328, 38, 18, 37, 72, 33.960, 40.130
Sun Apr 30 09:47:16 EDT 2017, 8167, 0.560, 9936, 6, 0.530, 478, 83, 8, 12, 27, 20.133, 26.810
Sun Apr 30 09:48:10 EDT 2017, 5692, 0.310, 7436, 3, 0.780, 403, 60, 13, 25, 49, 46.377, 53.390
Sun Apr 30 09:48:16 EDT 2017, 742, 0.810, 2437, 8, 0.280, 553, 15, 4, 0, 94, 3.540, 6.200
Sun Apr 30 09:48:40 EDT 2017, 1052, 0.340, 3374, 9, 0.190, 469, 91, 8, 5, 24, 15.017, 22.600
Sun Apr 30 09:49:56 EDT 2017, 6002, 0.840, 8374, 4, 0.690, 319, 46, 17, 30, 69, 65.513, 75.937
Sun Apr 30 09:50:08 EDT 2017, 8477, 0.090, 5874, 6, 0.940, 544, 24, 3, 17, 92, 10.103, 11.683
Sun Apr 30 09:51:12 EDT 2017, 3527, 0.590, 874, 2, 0.440, 394, 69, 12, 42, 47, 54.547, 63.043
Sun Apr 30 09:53:20 EDT 2017, 4764, 0.210, 9624, 8, 0.810, 431, 80, 15, 11, 80, 116.140, 126.777
Sun Apr 30 09:53:36 EDT 2017, 9714, 0.710, 4624, 3, 0.310, 581, 35, 5, 36, 35, 12.940, 15.537
Sun Apr 30 09:53:38 EDT 2017, 7239, 0.460, 2124, 5, 0.060, 356, 12, 10, 23, 13, 1.910, 2.287
Sun Apr 30 09:53:43 EDT 2017, 2289, 0.960, 7124, 1, 0.560, 506, 57, 1, 48, 58, 4.597, 5.110
Sun Apr 30 09:54:24 EDT 2017, 1671, 0.030, 249, 4, 0.630, 488, 97, 11, 8, 30, 29.883, 38.100
Sun Apr 30 09:54:39 EDT 2017, 6621, 0.530, 5249, 8, 0.130, 338, 52, 2, 33, 75, 12.717, 14.767
Sun Apr 30 09:55:26 EDT 2017, 9096, 0.280, 7749, 1, 0.380, 563, 29, 16, 20, 97, 35.917, 45.137
Sun Apr 30 09:56:22 EDT 2017, 4146, 0.780, 2749, 6, 0.880, 413, 74, 6, 45, 52, 50.757, 55.577
Sun Apr 30 09:56:52 EDT 2017, 2908, 0.400, 6499, 5, 0.250, 375, 86, 4, 1, 86, 20.523, 29.680
Sun Apr 30 09:57:46 EDT 2017, 7858, 0.900, 1499, 9, 0.750, 525, 41, 14, 26, 41, 45.470, 53.103
Sun Apr 30 09:57:49 EDT 2017, 5383, 0.150, 3999, 3, 0.500, 300, 18, 9, 14, 19, 1.963, 2.500
Sun Apr 30 10:01:11 EDT 2017, 433, 0.650, 8999, 7, 0.000, 450, 63, 18, 39, 64, 170.197, 200.770
Sun Apr 30 10:01:12 EDT 2017, 588, 0.390, 718, 1, 0.800, 427, 22, 2, 13, 37, 0.917, 1.137
Sun Apr 30 10:05:14 EDT 2017, 5538, 0.890, 5718, 6, 0.300, 577, 67, 12, 38, 82, 203.667, 239.580
Sun Apr 30 10:05:50 EDT 2017, 8013, 0.140, 8217, 4, 0.050, 352, 90, 7, 1, 59, 22.057, 34.510
Sun Apr 30 10:06:11 EDT 2017, 3063, 0.640, 3218, 8, 0.550, 502, 45, 16, 26, 14, 17.800, 21.383
Sun Apr 30 10:06:24 EDT 2017, 4300, 0.010, 6968, 2, 0.170, 464, 11, 14, 19, 71, 9.527, 12.947
Sun Apr 30 10:06:37 EDT 2017, 9250, 0.510, 1968, 7, 0.670, 314, 56, 4, 44, 26, 9.753, 11.773
Sun Apr 30 10:08:05 EDT 2017, 6775, 0.260, 4468, 5, 0.920, 539, 79, 19, 7, 48, 78.940, 85.850
Sun Apr 30 10:09:04 EDT 2017, 1825, 0.760, 9467, 9, 0.420, 389, 34, 9, 32, 93, 49.657, 58.310
Sun Apr 30 10:09:38 EDT 2017, 2444, 0.200, 2593, 6, 0.360, 408, 28, 17, 23, 42, 26.443, 33.297
Sun Apr 30 10:11:42 EDT 2017, 7394, 0.700, 7593, 2, 0.860, 558, 73, 8, 48, 87, 112.753, 121.150
Sun Apr 30 10:13:17 EDT 2017, 9869, 0.450, 5093, 9, 0.610, 333, 95, 13, 10, 65, 74.293, 92.120
Sun Apr 30 10:13:24 EDT 2017, 4919, 0.950, 93, 4, 0.110, 483, 50, 3, 35, 20, 5.760, 6.843
Sun Apr 30 10:13:36 EDT 2017, 3681, 0.320, 8842, 5, 0.740, 521, 17, 6, 16, 76, 9.873, 12.183
Sun Apr 30 10:14:05 EDT 2017, 8631, 0.820, 3843, 1, 0.240, 371, 62, 15, 41, 31, 23.923, 27.970
Sun Apr 30 10:14:13 EDT 2017, 6156, 0.070, 1343, 7, 0.490, 596, 84, 1, 4, 54, 5.670, 8.020
Sun Apr 30 10:15:13 EDT 2017, 1206, 0.570, 6343, 3, 0.990, 446, 39, 10, 29, 99, 55.670, 59.533
Sun Apr 30 10:15:54 EDT 2017, 897, 0.100, 7905, 5, 0.520, 361, 70, 16, 27, 23, 33.943, 39.700
Sun Apr 30 10:16:07 EDT 2017, 5847, 0.600, 2905, 9, 0.020, 511, 25, 6, 2, 68, 7.507, 12.500
Sun Apr 30 10:17:48 EDT 2017, 8322, 0.350, 406, 3, 0.270, 436, 48, 11, 40, 90, 86.360, 99.390
Sun Apr 30 10:17:57 EDT 2017, 3372, 0.850, 5405, 7, 0.770, 586, 93, 1, 15, 45, 7.977, 9.690
Sun Apr 30 10:19:56 EDT 2017, 4610, 0.480, 4155, 4, 0.390, 549, 59, 9, 34, 79, 102.437, 117.197
Sun Apr 30 10:20:04 EDT 2017, 9560, 0.980, 9155, 8, 0.890, 399, 14, 18, 9, 34, 6.020, 7.607
Sun Apr 30 10:20:08 EDT 2017, 7085, 0.230, 6655, 2, 0.640, 474, 36, 4, 46, 11, 2.910, 3.223
Sun Apr 30 10:21:33 EDT 2017, 2135, 0.730, 1656, 6, 0.140, 324, 81, 13, 21, 56, 66.870, 84.163
Sun Apr 30 10:21:53 EDT 2017, 1516, 0.290, 6030, 8, 0.080, 305, 76, 5, 37, 28, 15.603, 18.993
Sun Apr 30 10:22:30 EDT 2017, 6466, 0.790, 1031, 3, 0.580, 455, 31, 14, 12, 73, 28.357, 36.980
Sun Apr 30 10:24:29 EDT 2017, 8941, 0.040, 3530, 5, 0.830, 380, 53, 10, 49, 96, 109.483, 117.247
Sun Apr 30 10:26:15 EDT 2017, 3991, 0.540, 8530, 1, 0.330, 530, 98, 19, 24, 51, 87.263, 104.297
Sun Apr 30 10:28:57 EDT 2017, 2753, 0.170, 2281, 9, 0.960, 567, 64, 12, 30, 85, 156.973, 159.913
Sun Apr 30 10:28:59 EDT 2017, 7703, 0.670, 7280, 4, 0.460, 417, 19, 3, 5, 40, 1.507, 2.207
Sun Apr 30 10:29:35 EDT 2017, 5228, 0.420, 9780, 7, 0.210, 492, 42, 17, 43, 17, 30.283, 35.177
Sun Apr 30 10:30:12 EDT 2017, 278, 0.920, 4780, 2, 0.710, 342, 87, 7, 18, 62, 27.373, 35.077
Sun Apr 30 10:30:13 EDT 2017, 356, 0.270, 9858, 3, 0.310, 326, 12, 1, 46, 21, 0.597, 0.613
Sun Apr 30 10:31:30 EDT 2017, 5306, 0.770, 4858, 8, 0.810, 476, 57, 11, 21, 66, 67.073, 75.883
Sun Apr 30 10:32:11 EDT 2017, 7781, 0.020, 2359, 1, 0.560, 401, 79, 6, 33, 88, 33.350, 40.140
Sun Apr 30 10:32:50 EDT 2017, 2831, 0.520, 7358, 6, 0.060, 551, 34, 16, 8, 43, 26.917, 38.383
Sun Apr 30 10:34:18 EDT 2017, 4068, 0.140, 3609, 4, 0.680, 589, 23, 13, 39, 99, 76.343, 86.760
Sun Apr 30 10:34:44 EDT 2017, 9018, 0.640, 8608, 9, 0.180, 439, 68, 4, 14, 54, 18.560, 24.880
Sun Apr 30 10:36:13 EDT 2017, 6543, 0.390, 6108, 2, 0.430, 514, 90, 18, 27, 32, 69.817, 88.243
Sun Apr 30 10:36:32 EDT 2017, 1593, 0.890, 1109, 7, 0.930, 364, 45, 8, 2, 77, 15.350, 18.043
Sun Apr 30 10:36:41 EDT 2017, 2212, 0.080, 6733, 9, 0.870, 345, 17, 19, 42, 15, 8.153, 9.167
Sun Apr 30 10:37:51 EDT 2017, 7162, 0.580, 1734, 5, 0.370, 495, 62, 10, 17, 60, 53.437, 67.660
Sun Apr 30 10:41:49 EDT 2017, 9637, 0.330, 4233, 7, 0.120, 420, 85, 14, 30, 82, 190.100, 232.913
Sun Apr 30 10:41:58 EDT 2017, 4687, 0.830, 9233, 3, 0.620, 570, 40, 5, 5, 37, 5.747, 8.523
Sun Apr 30 10:43:07 EDT 2017, 3449, 0.460, 484, 8, 0.240, 532, 29, 7, 49, 94, 58.797, 68.307
Sun Apr 30 10:44:38 EDT 2017, 8399, 0.960, 5483, 4, 0.740, 382, 74, 17, 24, 49, 77.687, 90.660
Sun Apr 30 10:44:50 EDT 2017, 5924, 0.210, 7983, 6, 0.990, 457, 96, 2, 36, 26, 10.650, 11.593
Sun Apr 30 10:45:23 EDT 2017, 974, 0.710, 2984, 2, 0.490, 307, 51, 12, 11, 71, 21.977, 31.953
Sun Apr 30 10:46:05 EDT 2017, 1284, 0.240, 1421, 2, 0.030, 392, 60, 16, 7, 52, 28.000, 41.000
Sun Apr 30 10:46:32 EDT 2017, 6234, 0.740, 6421, 6, 0.530, 542, 15, 7, 32, 97, 22.270, 26.263
Sun Apr 30 10:47:04 EDT 2017, 8709, 0.490, 8921, 4, 0.780, 317, 37, 11, 19, 74, 26.257, 32.183
Sun Apr 30 10:47:19 EDT 2017, 3759, 0.990, 3921, 9, 0.280, 467, 82, 2, 44, 29, 12.370, 14.500
Sun Apr 30 10:47:43 EDT 2017, 4996, 0.360, 5171, 1, 0.900, 504, 71, 9, 0, 63, 15.257, 23.293
Sun Apr 30 10:47:56 EDT 2017, 9946, 0.860, 171, 5, 0.400, 354, 26, 19, 25, 18, 10.053, 12.497
Sun Apr 30 10:48:09 EDT 2017, 7471, 0.110, 2671, 3, 0.150, 579, 48, 4, 13, 40, 9.417, 12.437
Sun Apr 30 10:52:50 EDT 2017, 2521, 0.610, 7671, 8, 0.650, 429, 93, 14, 38, 85, 249.450, 278.947
Sun Apr 30 10:53:01 EDT 2017, 1903, 0.430, 4546, 6, 0.590, 448, 65, 3, 3, 46, 7.143, 10.500
Sun Apr 30 10:53:31 EDT 2017, 6853, 0.930, 9545, 1, 0.090, 598, 20, 13, 28, 91, 23.360, 29.407
Sun Apr 30 10:54:05 EDT 2017, 9328, 0.180, 7046, 8, 0.340, 373, 43, 8, 16, 68, 25.410, 33.607
Sun Apr 30 10:55:35 EDT 2017, 4378, 0.680, 2046, 4, 0.840, 523, 88, 17, 41, 23, 80.963, 88.957
Sun Apr 30 10:56:50 EDT 2017, 3140, 0.050, 8296, 7, 0.460, 485, 76, 10, 10, 57, 53.123, 70.607
Sun Apr 30 10:56:51 EDT 2017, 8090, 0.550, 3296, 2, 0.960, 335, 31, 1, 35, 12, 0.647, 0.730
Sun Apr 30 10:57:54 EDT 2017, 5615, 0.300, 796, 9, 0.710, 560, 54, 15, 22, 35, 53.560, 63.300
Sun Apr 30 10:59:45 EDT 2017, 665, 0.800, 5796, 5, 0.210, 410, 99, 5, 47, 80, 92.657, 109.223
Sun Apr 30 10:59:57 EDT 2017, 510, 0.000, 3765, 8, 0.980, 509, 33, 13, 23, 16, 10.613, 11.707
Sun Apr 30 11:00:29 EDT 2017, 5460, 0.500, 8764, 4, 0.480, 359, 78, 3, 48, 61, 27.687, 31.423
Sun Apr 30 11:03:29 EDT 2017, 7935, 0.250, 6265, 6, 0.230, 584, 55, 18, 10, 84, 136.263, 174.883
Sun Apr 30 11:03:32 EDT 2017, 2985, 0.750, 1265, 1, 0.730, 434, 10, 8, 35, 39, 2.580, 3.060
Sun Apr 30 11:03:40 EDT 2017, 4223, 0.380, 7514, 9, 0.100, 396, 44, 1, 17, 95, 6.107, 7.807
Sun Apr 30 11:06:03 EDT 2017, 9173, 0.880, 2515, 5, 0.600, 546, 89, 10, 42, 50, 124.093, 141.267
Sun Apr 30 11:06:10 EDT 2017, 6698, 0.130, 15, 7, 0.850, 321, 67, 6, 4, 28, 5.273, 7.107
Sun Apr 30 11:06:55 EDT 2017, 1748, 0.630, 5015, 3, 0.350, 471, 22, 15, 29, 73, 36.160, 44.653
Sun Apr 30 11:06:59 EDT 2017, 2367, 0.320, 1890, 4, 0.420, 453, 38, 7, 14, 11, 2.797, 3.890
Sun Apr 30 11:08:59 EDT 2017, 7317, 0.820, 6889, 9, 0.920, 303, 83, 16, 39, 56, 118.010, 118.840
Sun Apr 30 11:09:07 EDT 2017, 9792, 0.070, 9389, 2, 0.670, 528, 61, 2, 1, 78, 5.830, 8.533
Sun Apr 30 11:09:18 EDT 2017, 4842, 0.570, 4390, 7, 0.170, 378, 16, 12, 26, 33, 8.357, 10.307
Sun Apr 30 11:11:29 EDT 2017, 3604, 0.190, 5640, 3, 0.540, 415, 50, 19, 20, 90, 102.093, 128.857
Sun Apr 30 11:13:56 EDT 2017, 8554, 0.690, 640, 8, 0.040, 565, 95, 9, 45, 45, 122.110, 144.727
Sun Apr 30 11:14:06 EDT 2017, 6079, 0.440, 3140, 1, 0.290, 340, 72, 14, 7, 22, 6.373, 9.750
Sun Apr 30 11:14:26 EDT 2017, 1129, 0.940, 8139, 5, 0.790, 490, 27, 5, 32, 67, 17.177, 20.323
Sun Apr 30 11:16:34 EDT 2017, 820, 0.470, 7202, 7, 0.700, 574, 81, 10, 34, 53, 108.367, 127.100
Sun Apr 30 11:17:42 EDT 2017, 5770, 0.970, 2202, 2, 0.200, 424, 36, 19, 9, 98, 47.993, 65.597
Sun Apr 30 11:17:58 EDT 2017, 8245, 0.220, 4702, 9, 0.450, 499, 13, 5, 46, 75, 13.347, 15.390
Sun Apr 30 11:18:27 EDT 2017, 3295, 0.720, 9702, 5, 0.950, 349, 58, 15, 21, 30, 26.340, 29.180
Sun Apr 30 11:21:06 EDT 2017, 4532, 0.100, 953, 6, 0.320, 312, 92, 17, 28, 64, 129.033, 157.630
Sun Apr 30 11:21:10 EDT 2017, 9482, 0.600, 5952, 1, 0.820, 462, 47, 8, 3, 19, 2.170, 3.263
Sun Apr 30 11:21:36 EDT 2017, 7007, 0.350, 8452, 8, 0.570, 387, 24, 12, 40, 42, 22.927, 26.460
Sun Apr 30 11:22:10 EDT 2017, 2057, 0.850, 3452, 3, 0.070, 537, 69, 3, 15, 87, 24.250, 32.490
Sun Apr 30 11:23:05 EDT 2017, 1439, 0.160, 9077, 1, 0.140, 556, 86, 11, 25, 47, 40.907, 51.570
Sun Apr 30 11:23:12 EDT 2017, 6389, 0.660, 4077, 5, 0.640, 406, 41, 2, 0, 92, 4.673, 6.757
Sun Apr 30 11:23:54 EDT 2017, 8864, 0.410, 1577, 3, 0.890, 481, 19, 16, 37, 70, 37.227, 41.893
Sun Apr 30 11:24:04 EDT 2017, 3914, 0.910, 6577, 7, 0.390, 331, 64, 6, 12, 25, 7.377, 9.963
Sun Apr 30 11:24:35 EDT 2017, 2676, 0.280, 2827, 2, 0.760, 368, 98, 4, 31, 59, 26.030, 30.203
Sun Apr 30 11:24:48 EDT 2017, 7626, 0.780, 7827, 6, 0.260, 518, 53, 13, 6, 14, 8.217, 12.410
Sun Apr 30 11:25:11 EDT 2017, 5151, 0.030, 5327, 4, 0.010, 443, 30, 9, 43, 36, 19.803, 23.200
Sun Apr 30 11:29:17 EDT 2017, 201, 0.530, 328, 8, 0.510, 593, 75, 18, 18, 81, 213.913, 242.567
Sun Apr 30 11:29:58 EDT 2017, 240, 0.450, 2788, 4, 0.050, 491, 18, 15, 20, 84, 31.497, 40.510
Sun Apr 30 11:30:30 EDT 2017, 5190, 0.950, 7788, 9, 0.550, 341, 63, 6, 45, 39, 27.777, 31.880
Sun Apr 30 11:30:44 EDT 2017, 7665, 0.200, 5288, 2, 0.800, 566, 85, 10, 8, 16, 9.840, 13.233
Sun Apr 30 11:30:49 EDT 2017, 2715, 0.700, 289, 7, 0.300, 416, 40, 1, 33, 61, 4.853, 5.630
Sun Apr 30 11:30:55 EDT 2017, 3952, 0.080, 9038, 3, 0.930, 379, 29, 8, 14, 27, 4.403, 5.450
Sun Apr 30 11:36:20 EDT 2017, 8902, 0.580, 4038, 8, 0.430, 529, 74, 18, 39, 72, 283.873, 325.233
Sun Apr 30 11:36:33 EDT 2017, 6427, 0.330, 1538, 1, 0.180, 304, 96, 3, 1, 95, 7.853, 12.070
Sun Apr 30 11:37:40 EDT 2017, 1477, 0.830, 6538, 6, 0.680, 454, 51, 13, 26, 50, 54.977, 64.760
Sun Apr 30 11:37:47 EDT 2017, 2096, 0.140, 913, 7, 0.620, 472, 12, 4, 17, 78, 5.263, 6.693
Sun Apr 30 11:38:29 EDT 2017, 7046, 0.640, 5913, 3, 0.120, 322, 57, 14, 42, 33, 36.523, 42.153
Sun Apr 30 11:38:38 EDT 2017, 9521, 0.390, 8413, 5, 0.370, 547, 80, 9, 4, 10, 5.650, 8.673
Sun Apr 30 11:39:08 EDT 2017, 4571, 0.890, 3413, 1, 0.870, 397, 35, 19, 29, 55, 24.110, 28.813
Sun Apr 30 11:39:18 EDT 2017, 3333, 0.270, 7163, 8, 0.490, 435, 23, 12, 23, 22, 8.330, 10.410
Sun Apr 30 11:39:49 EDT 2017, 8283, 0.770, 2163, 4, 0.990, 585, 68, 2, 48, 67, 27.883, 30.433
Sun Apr 30 11:42:17 EDT 2017, 5808, 0.020, 4663, 6, 0.740, 360, 91, 16, 11, 89, 134.740, 144.700
Sun Apr 30 11:42:45 EDT 2017, 858, 0.520, 9663, 2, 0.240, 510, 46, 7, 36, 44, 22.883, 26.720
Sun Apr 30 11:43:06 EDT 2017, 1168, 0.050, 6225, 1, 0.270, 594, 66, 3, 31, 75, 17.817, 20.973
Sun Apr 30 11:43:13 EDT 2017, 6118, 0.550, 1226, 6, 0.770, 444, 21, 12, 6, 30, 5.110, 7.107
Sun Apr 30 11:43:58 EDT 2017, 8593, 0.300, 3726, 4, 0.520, 519, 43, 7, 43, 53, 39.160, 44.480
Sun Apr 30 11:48:20 EDT 2017, 3643, 0.800, 8725, 8, 0.020, 369, 88, 17, 18, 98, 205.193, 256.837
Sun Apr 30 11:49:08 EDT 2017, 4880, 0.420, 2476, 2, 0.650, 332, 77, 15, 25, 41, 39.503, 48.133
Sun Apr 30 11:49:24 EDT 2017, 9830, 0.920, 7475, 7, 0.150, 482, 32, 5, 0, 86, 9.113, 15.493
Sun Apr 30 11:51:56 EDT 2017, 7355, 0.170, 9975, 5, 0.400, 407, 54, 19, 37, 64, 129.460, 151.140
Sun Apr 30 11:52:25 EDT 2017, 2405, 0.670, 4976, 9, 0.900, 557, 99, 10, 12, 19, 23.903, 28.400
Sun Apr 30 11:55:20 EDT 2017, 1787, 0.360, 8100, 6, 0.830, 538, 60, 18, 28, 69, 159.253, 171.897
Sun Apr 30 11:55:22 EDT 2017, 6737, 0.860, 3101, 2, 0.330, 388, 15, 9, 3, 24, 1.383, 2.043
Sun Apr 30 11:56:26 EDT 2017, 9212, 0.110, 601, 9, 0.080, 463, 37, 13, 40, 47, 52.543, 62.943
Sun Apr 30 11:57:03 EDT 2017, 4262, 0.610, 5601, 4, 0.580, 313, 82, 4, 15, 92, 28.413, 34.737
Sun Apr 30 11:57:31 EDT 2017, 3024, 0.230, 4351, 5, 0.210, 351, 71, 6, 34, 36, 22.717, 27.743
Sun Apr 30 11:57:54 EDT 2017, 7974, 0.730, 9350, 1, 0.710, 501, 26, 16, 9, 81, 15.817, 21.963
Sun Apr 30 11:58:09 EDT 2017, 5499, 0.480, 6850, 8, 0.960, 426, 49, 2, 47, 58, 13.847, 15.177
Sun Apr 30 11:58:35 EDT 2017, 549, 0.980, 1851, 3, 0.460, 576, 94, 11, 22, 13, 19.263, 25.283
Sun Apr 30 11:59:32 EDT 2017, 704, 0.190, 8569, 9, 0.720, 308, 39, 8, 49, 88, 50.213, 55.803
Sun Apr 30 12:01:40 EDT 2017, 5654, 0.690, 3569, 4, 0.220, 458, 84, 18, 24, 43, 104.913, 126.537
Sun Apr 30 12:01:50 EDT 2017, 8129, 0.440, 1070, 6, 0.470, 383, 61, 4, 36, 20, 8.360, 9.853
Sun Apr 30 12:02:02 EDT 2017, 3179, 0.940, 6069, 2, 0.970, 533, 16, 13, 11, 65, 10.140, 12.320
Sun Apr 30 12:03:28 EDT 2017, 4416, 0.310, 4819, 7, 0.350, 571, 50, 15, 43, 32, 72.113, 84.303
Sun Apr 30 12:04:30 EDT 2017, 9366, 0.810, 9819, 3, 0.850, 421, 95, 6, 18, 77, 50.090, 61.553
