# Timestamp, procs, --delay, --selfEvents%, --eventsPerAgent, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, schedules_mean, schedules_sd, schedules_ci, schedules_ci, schedules_min, schedules_box_q1, schedules_median, schedules_box_q2, schedules_max, commEvts_mean, commEvts_sd, commEvts_ci, commEvts_ci, commEvts_min, commEvts_box_q1, commEvts_median, commEvts_box_q2, commEvts_max
Thu Jan 12 22:14:35 EST 2017, 1, 1, 0.250, 5, 9.48, 0.193046, 9.12535, 9.83465, 9.21, 9.21, 9.58, 9.65, 9.65, 10182.7, 1.88562, 10179.2, 10186.2, 10180, 10180, 10184, 10184, 10184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4442302, 0, 4442302, 4442302, 4442302, 4442302, 4442302, 4442302, 4442302, 9836950, 0, 9836950, 9836950, 9836950, 9836950, 9836950, 9836950, 9836950
Thu Jan 12 22:16:41 EST 2017, 1, 2, 0.250, 5, 14.42, 0.208327, 14.0373, 14.8027, 14.17, 14.17, 14.41, 14.68, 14.68, 10693.3, 1.88562, 10689.8, 10696.8, 10692, 10692, 10692, 10696, 10696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4898579, 0, 4898579, 4898579, 4898579, 4898579, 4898579, 4898579, 4898579, 15795793, 0, 15795793, 15795793, 15795793, 15795793, 15795793, 15795793, 15795793
Thu Jan 12 22:18:52 EST 2017, 1, 5, 0.250, 5, 21.48, 1.13164, 19.401, 23.559, 19.88, 19.88, 22.25, 22.31, 22.31, 12712, 3.26599, 12706, 12718, 12708, 12708, 12712, 12716, 12716, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4995335, 0, 4995335, 4995335, 4995335, 4995335, 4995335, 4995335, 4995335, 22938223, 0, 22938223, 22938223, 22938223, 22938223, 22938223, 22938223, 22938223
Thu Jan 12 22:20:53 EST 2017, 1, 10, 0.250, 5, 23.4933, 0.063421, 23.3768, 23.6098, 23.43, 23.43, 23.47, 23.58, 23.58, 14237.3, 1.88562, 14233.8, 14240.8, 14236, 14236, 14236, 14240, 14240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4998353, 0, 4998353, 4998353, 4998353, 4998353, 4998353, 4998353, 4998353, 24821748, 0, 24821748, 24821748, 24821748, 24821748, 24821748, 24821748, 24821748
Thu Jan 12 22:22:54 EST 2017, 1, 1, 0.000, 10, 20.0033, 1.17395, 17.8466, 22.16, 18.62, 18.62, 19.9, 21.49, 21.49, 12078.7, 3.77124, 12071.8, 12085.6, 12076, 12076, 12076, 12084, 12084, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4941182, 0, 4941182, 4941182, 4941182, 4941182, 4941182, 4941182, 4941182, 19665420, 0, 19665420, 19665420, 19665420, 19665420, 19665420, 19665420, 19665420
Thu Jan 12 22:25:04 EST 2017, 1, 2, 0.000, 10, 30.91, 1.29406, 28.5326, 33.2874, 29.08, 29.08, 31.81, 31.84, 31.84, 16685.3, 1.88562, 16681.8, 16688.8, 16684, 16684, 16684, 16688, 16688, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4997858, 0, 4997858, 4997858, 4997858, 4997858, 4997858, 4997858, 4997858, 31595185, 0, 31595185, 31595185, 31595185, 31595185, 31595185, 31595185, 31595185
Thu Jan 12 22:27:25 EST 2017, 1, 5, 0.000, 10, 48.21, 2.79347, 43.078, 53.342, 44.27, 44.27, 49.93, 50.43, 50.43, 61270.7, 1.88562, 61267.2, 61274.2, 61268, 61268, 61272, 61272, 61272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 45876533, 0, 45876533, 45876533, 45876533, 45876533, 45876533, 45876533, 45876533
Thu Jan 12 22:29:31 EST 2017, 1, 10, 0.000, 10, 51.6967, 1.87176, 48.258, 55.1354, 49.05, 49.05, 52.98, 53.06, 53.06, 65206.7, 1.88562, 65203.2, 65210.2, 65204, 65204, 65208, 65208, 65208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 49642667, 0, 49642667, 49642667, 49642667, 49642667, 49642667, 49642667, 49642667
Thu Jan 12 22:30:27 EST 2017, 1, 1, 0.250, 10, 19.4267, 0.0694422, 19.2991, 19.5543, 19.33, 19.33, 19.46, 19.49, 19.49, 11832, 3.26599, 11826, 11838, 11828, 11828, 11832, 11836, 11836, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4939688, 0, 4939688, 4939688, 4939688, 4939688, 4939688, 4939688, 4939688, 19665658, 0, 19665658, 19665658, 19665658, 19665658, 19665658, 19665658, 19665658
Thu Jan 12 22:32:48 EST 2017, 1, 2, 0.250, 10, 34.7467, 0.00471405, 34.738, 34.7554, 34.74, 34.74, 34.75, 34.75, 34.75, 13894.7, 1.88562, 13891.2, 13898.2, 13892, 13892, 13896, 13896, 13896, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4997392, 0, 4997392, 4997392, 4997392, 4997392, 4997392, 4997392, 4997392, 31595499, 0, 31595499, 31595499, 31595499, 31595499, 31595499, 31595499, 31595499
Thu Jan 12 22:35:08 EST 2017, 1, 5, 0.250, 10, 53.4067, 0.83284, 51.8767, 54.9367, 52.23, 52.23, 53.95, 54.04, 54.04, 56693.3, 1.88562, 56689.8, 56696.8, 56692, 56692, 56692, 56696, 56696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 45876650, 0, 45876650, 45876650, 45876650, 45876650, 45876650, 45876650, 45876650
Thu Jan 12 22:37:09 EST 2017, 1, 10, 0.250, 10, 52.0433, 0.302141, 51.4882, 52.5984, 51.81, 51.81, 51.85, 52.47, 52.47, 60470.7, 1.88562, 60467.2, 60474.2, 60468, 60468, 60472, 60472, 60472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4999000, 0, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 4999000, 49642679, 0, 49642679, 49642679, 49642679, 49642679, 49642679, 49642679, 49642679
