# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--recvr-range 1 10000', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, 3tHeap_timing_secs
Wed Apr 19 12:21:26 EDT 2017, 1990, 0.690, 4146, 8, 0.320, 347, 65, 7, 2, 80, 5.160, 6.030
Wed Apr 19 12:22:05 EDT 2017, 1371, 0.250, 8520, 6, 0.390, 366, 93, 15, 42, 52, 37.030, 37.570
Wed Apr 19 12:22:34 EDT 2017, 6321, 0.750, 3521, 1, 0.890, 516, 48, 6, 17, 97, 28.563, 25.670
Wed Apr 19 12:22:42 EDT 2017, 8796, 0.000, 1021, 8, 0.640, 441, 25, 10, 30, 74, 7.123, 7.297
Wed Apr 19 12:22:43 EDT 2017, 3846, 0.500, 6020, 4, 0.140, 591, 70, 1, 5, 29, 1.183, 1.317
Wed Apr 19 12:23:18 EDT 2017, 2608, 0.120, 4771, 7, 0.510, 553, 82, 8, 48, 63, 31.750, 33.133
Wed Apr 19 12:23:24 EDT 2017, 7558, 0.620, 9770, 3, 0.010, 403, 37, 17, 23, 18, 6.197, 5.700
Wed Apr 19 12:23:25 EDT 2017, 5083, 0.370, 7270, 9, 0.260, 478, 14, 3, 36, 41, 0.860, 0.910
Wed Apr 19 12:23:42 EDT 2017, 133, 0.870, 2271, 5, 0.760, 328, 59, 13, 11, 86, 15.563, 14.493
Wed Apr 19 12:23:58 EDT 2017, 124, 0.120, 5561, 5, 0.470, 535, 43, 14, 41, 33, 15.617, 15.330
Wed Apr 19 12:24:26 EDT 2017, 5074, 0.620, 562, 1, 0.970, 385, 88, 5, 16, 78, 26.473, 24.847
Wed Apr 19 12:24:55 EDT 2017, 7549, 0.370, 3062, 7, 0.720, 460, 66, 19, 28, 55, 28.363, 27.447
Wed Apr 19 12:24:55 EDT 2017, 2599, 0.870, 8061, 3, 0.220, 310, 21, 9, 3, 10, 0.353, 0.307
Wed Apr 19 12:24:58 EDT 2017, 3836, 0.250, 1812, 6, 0.600, 347, 32, 2, 47, 66, 2.550, 2.757
Wed Apr 19 12:25:15 EDT 2017, 8786, 0.750, 6811, 2, 0.100, 497, 77, 12, 22, 21, 16.157, 14.737
Wed Apr 19 12:25:22 EDT 2017, 6311, 0.000, 9311, 8, 0.350, 422, 55, 7, 34, 44, 7.030, 7.217
Wed Apr 19 12:25:28 EDT 2017, 1361, 0.500, 4312, 4, 0.850, 572, 10, 17, 9, 89, 5.570, 4.953
Wed Apr 19 12:25:46 EDT 2017, 1980, 0.430, 8686, 2, 0.910, 591, 49, 6, 44, 38, 17.923, 17.377
Wed Apr 19 12:26:27 EDT 2017, 6930, 0.930, 3687, 7, 0.410, 441, 94, 15, 19, 83, 39.097, 39.253
Wed Apr 19 12:26:32 EDT 2017, 9405, 0.180, 1187, 4, 0.160, 516, 72, 1, 31, 61, 3.860, 4.437
Wed Apr 19 12:26:33 EDT 2017, 4455, 0.680, 6186, 9, 0.660, 366, 27, 11, 6, 16, 0.790, 0.773
Wed Apr 19 12:27:25 EDT 2017, 3217, 0.060, 4937, 1, 0.030, 328, 38, 18, 37, 72, 51.787, 48.147
Wed Apr 19 12:27:31 EDT 2017, 8167, 0.560, 9936, 6, 0.530, 478, 83, 8, 12, 27, 5.717, 5.940
Wed Apr 19 12:27:56 EDT 2017, 5692, 0.310, 7436, 3, 0.780, 403, 60, 13, 25, 49, 23.323, 21.930
Wed Apr 19 12:27:57 EDT 2017, 742, 0.810, 2437, 8, 0.280, 553, 15, 4, 0, 94, 1.013, 1.233
Wed Apr 19 12:28:01 EDT 2017, 1052, 0.340, 3374, 9, 0.190, 469, 91, 8, 5, 24, 3.410, 3.857
Wed Apr 19 12:28:26 EDT 2017, 6002, 0.840, 8374, 4, 0.690, 319, 46, 17, 30, 69, 23.917, 22.057
Wed Apr 19 12:28:29 EDT 2017, 8477, 0.090, 5874, 6, 0.940, 544, 24, 3, 17, 92, 2.913, 3.203
Wed Apr 19 12:29:10 EDT 2017, 3527, 0.590, 874, 2, 0.440, 394, 69, 12, 42, 47, 40.003, 38.567
Wed Apr 19 12:29:34 EDT 2017, 4764, 0.210, 9624, 8, 0.810, 431, 80, 15, 11, 80, 22.113, 20.453
Wed Apr 19 12:29:41 EDT 2017, 9714, 0.710, 4624, 3, 0.310, 581, 35, 5, 36, 35, 6.847, 6.783
Wed Apr 19 12:29:42 EDT 2017, 7239, 0.460, 2124, 5, 0.060, 356, 12, 10, 23, 13, 0.697, 0.653
Wed Apr 19 12:29:50 EDT 2017, 2289, 0.960, 7124, 1, 0.560, 506, 57, 1, 48, 58, 7.197, 7.867
Wed Apr 19 12:30:02 EDT 2017, 1671, 0.030, 249, 4, 0.630, 488, 97, 11, 8, 30, 10.520, 10.500
Wed Apr 19 12:30:05 EDT 2017, 6621, 0.530, 5249, 8, 0.130, 338, 52, 2, 33, 75, 2.950, 3.263
Wed Apr 19 12:31:00 EDT 2017, 9096, 0.280, 7749, 1, 0.380, 563, 29, 16, 20, 97, 54.780, 46.137
Wed Apr 19 12:31:14 EDT 2017, 4146, 0.780, 2749, 6, 0.880, 413, 74, 6, 45, 52, 14.003, 14.317
Wed Apr 19 12:31:23 EDT 2017, 2908, 0.400, 6499, 5, 0.250, 375, 86, 4, 1, 86, 7.103, 8.170
Wed Apr 19 12:31:32 EDT 2017, 7858, 0.900, 1499, 9, 0.750, 525, 41, 14, 26, 41, 8.827, 8.617
Wed Apr 19 12:31:34 EDT 2017, 5383, 0.150, 3999, 3, 0.500, 300, 18, 9, 14, 19, 1.307, 1.120
Wed Apr 19 12:32:13 EDT 2017, 433, 0.650, 8999, 7, 0.000, 450, 63, 18, 39, 64, 38.157, 37.487
Wed Apr 19 12:32:14 EDT 2017, 588, 0.390, 718, 1, 0.800, 427, 22, 2, 13, 37, 1.247, 1.250
Wed Apr 19 12:33:07 EDT 2017, 5538, 0.890, 5718, 6, 0.300, 577, 67, 12, 38, 82, 50.410, 49.033
Wed Apr 19 12:33:17 EDT 2017, 8013, 0.140, 8217, 4, 0.050, 352, 90, 7, 1, 59, 7.967, 8.950
Wed Apr 19 12:33:21 EDT 2017, 3063, 0.640, 3218, 8, 0.550, 502, 45, 16, 26, 14, 3.800, 3.670
Wed Apr 19 12:33:29 EDT 2017, 4300, 0.010, 6968, 2, 0.170, 464, 11, 14, 19, 71, 7.507, 6.917
Wed Apr 19 12:33:31 EDT 2017, 9250, 0.510, 1968, 7, 0.670, 314, 56, 4, 44, 26, 2.543, 2.640
Wed Apr 19 12:33:55 EDT 2017, 6775, 0.260, 4468, 5, 0.920, 539, 79, 19, 7, 48, 23.057, 17.867
Wed Apr 19 12:34:07 EDT 2017, 1825, 0.760, 9467, 9, 0.420, 389, 34, 9, 32, 93, 9.563, 10.880
Wed Apr 19 12:34:14 EDT 2017, 2444, 0.200, 2593, 6, 0.360, 408, 28, 17, 23, 42, 7.103, 6.820
Wed Apr 19 12:35:39 EDT 2017, 7394, 0.700, 7593, 2, 0.860, 558, 73, 8, 48, 87, 84.120, 80.743
Wed Apr 19 12:35:54 EDT 2017, 9869, 0.450, 5093, 9, 0.610, 333, 95, 13, 10, 65, 12.937, 13.913
Wed Apr 19 12:35:57 EDT 2017, 4919, 0.950, 93, 4, 0.110, 483, 50, 3, 35, 20, 2.503, 2.580
Wed Apr 19 12:36:01 EDT 2017, 3681, 0.320, 8842, 5, 0.740, 521, 17, 6, 16, 76, 3.410, 3.473
Wed Apr 19 12:36:38 EDT 2017, 8631, 0.820, 3843, 1, 0.240, 371, 62, 15, 41, 31, 36.570, 33.930
Wed Apr 19 12:36:40 EDT 2017, 6156, 0.070, 1343, 7, 0.490, 596, 84, 1, 4, 54, 1.543, 2.063
Wed Apr 19 12:37:08 EDT 2017, 1206, 0.570, 6343, 3, 0.990, 446, 39, 10, 29, 99, 27.637, 26.563
Wed Apr 19 12:37:19 EDT 2017, 897, 0.100, 7905, 5, 0.520, 361, 70, 16, 27, 23, 10.237, 9.730
Wed Apr 19 12:37:21 EDT 2017, 5847, 0.600, 2905, 9, 0.020, 511, 25, 6, 2, 68, 1.803, 1.913
Wed Apr 19 12:38:05 EDT 2017, 8322, 0.350, 406, 3, 0.270, 436, 48, 11, 40, 90, 43.283, 42.853
Wed Apr 19 12:38:08 EDT 2017, 3372, 0.850, 5405, 7, 0.770, 586, 93, 1, 15, 45, 2.093, 2.463
Wed Apr 19 12:38:47 EDT 2017, 4610, 0.480, 4155, 4, 0.390, 549, 59, 9, 34, 79, 37.120, 37.720
Wed Apr 19 12:38:48 EDT 2017, 9560, 0.980, 9155, 8, 0.890, 399, 14, 18, 9, 34, 1.553, 1.457
Wed Apr 19 12:38:51 EDT 2017, 7085, 0.230, 6655, 2, 0.640, 474, 36, 4, 46, 11, 2.197, 2.223
Wed Apr 19 12:39:10 EDT 2017, 2135, 0.730, 1656, 6, 0.140, 324, 81, 13, 21, 56, 16.917, 17.900
Wed Apr 19 12:39:14 EDT 2017, 1516, 0.290, 6030, 8, 0.080, 305, 76, 5, 37, 28, 3.647, 3.820
Wed Apr 19 12:39:28 EDT 2017, 6466, 0.790, 1031, 3, 0.580, 455, 31, 14, 12, 73, 13.863, 12.617
Wed Apr 19 12:40:02 EDT 2017, 8941, 0.040, 3530, 5, 0.830, 380, 53, 10, 49, 96, 33.510, 33.263
Wed Apr 19 12:42:13 EDT 2017, 3991, 0.540, 8530, 1, 0.330, 530, 98, 19, 24, 51, 129.227, 109.053
Wed Apr 19 12:42:45 EDT 2017, 2753, 0.170, 2281, 9, 0.960, 567, 64, 12, 30, 85, 29.863, 30.140
Wed Apr 19 12:42:46 EDT 2017, 7703, 0.670, 7280, 4, 0.460, 417, 19, 3, 5, 40, 0.673, 0.667
Wed Apr 19 12:42:53 EDT 2017, 5228, 0.420, 9780, 7, 0.210, 492, 42, 17, 43, 17, 7.047, 6.820
Wed Apr 19 12:43:15 EDT 2017, 278, 0.920, 4780, 2, 0.710, 342, 87, 7, 18, 62, 20.570, 19.443
Wed Apr 19 12:43:15 EDT 2017, 356, 0.270, 9858, 3, 0.310, 326, 12, 1, 46, 21, 0.320, 0.340
Wed Apr 19 12:43:30 EDT 2017, 5306, 0.770, 4858, 8, 0.810, 476, 57, 11, 21, 66, 13.933, 13.910
Wed Apr 19 12:44:22 EDT 2017, 7781, 0.020, 2359, 1, 0.560, 401, 79, 6, 33, 88, 51.517, 48.347
Wed Apr 19 12:44:30 EDT 2017, 2831, 0.520, 7358, 6, 0.060, 551, 34, 16, 8, 43, 7.003, 6.507
Wed Apr 19 12:44:59 EDT 2017, 4068, 0.140, 3609, 4, 0.680, 589, 23, 13, 39, 99, 29.030, 28.127
Wed Apr 19 12:45:04 EDT 2017, 9018, 0.640, 8608, 9, 0.180, 439, 68, 4, 14, 54, 3.963, 4.303
Wed Apr 19 12:45:56 EDT 2017, 6543, 0.390, 6108, 2, 0.430, 514, 90, 18, 27, 32, 51.057, 46.850
Wed Apr 19 12:46:01 EDT 2017, 1593, 0.890, 1109, 7, 0.930, 364, 45, 8, 2, 77, 4.327, 4.610
Wed Apr 19 12:46:03 EDT 2017, 2212, 0.080, 6733, 9, 0.870, 345, 17, 19, 42, 15, 1.753, 1.650
Wed Apr 19 12:46:20 EDT 2017, 7162, 0.580, 1734, 5, 0.370, 495, 62, 10, 17, 60, 16.733, 16.420
Wed Apr 19 12:47:03 EDT 2017, 9637, 0.330, 4233, 7, 0.120, 420, 85, 14, 30, 82, 41.313, 40.977
Wed Apr 19 12:47:06 EDT 2017, 4687, 0.830, 9233, 3, 0.620, 570, 40, 5, 5, 37, 3.180, 3.257
Wed Apr 19 12:47:20 EDT 2017, 3449, 0.460, 484, 8, 0.240, 532, 29, 7, 49, 94, 12.910, 13.220
Wed Apr 19 12:47:49 EDT 2017, 8399, 0.960, 5483, 4, 0.740, 382, 74, 17, 24, 49, 28.757, 25.427
Wed Apr 19 12:47:53 EDT 2017, 5924, 0.210, 7983, 6, 0.990, 457, 96, 2, 36, 26, 3.137, 3.340
Wed Apr 19 12:48:10 EDT 2017, 974, 0.710, 2984, 2, 0.490, 307, 51, 12, 11, 71, 16.567, 14.353
Wed Apr 19 12:48:31 EDT 2017, 1284, 0.240, 1421, 2, 0.030, 392, 60, 16, 7, 52, 19.677, 17.090
Wed Apr 19 12:48:38 EDT 2017, 6234, 0.740, 6421, 6, 0.530, 542, 15, 7, 32, 97, 6.423, 6.193
Wed Apr 19 12:48:48 EDT 2017, 8709, 0.490, 8921, 4, 0.780, 317, 37, 11, 19, 74, 10.060, 9.643
Wed Apr 19 12:48:51 EDT 2017, 3759, 0.990, 3921, 9, 0.280, 467, 82, 2, 44, 29, 2.657, 2.830
Wed Apr 19 12:49:11 EDT 2017, 4996, 0.360, 5171, 1, 0.900, 504, 71, 9, 0, 63, 18.730, 11.690
Wed Apr 19 12:49:14 EDT 2017, 9946, 0.860, 171, 5, 0.400, 354, 26, 19, 25, 18, 3.243, 3.037
Wed Apr 19 12:49:20 EDT 2017, 7471, 0.110, 2671, 3, 0.150, 579, 48, 4, 13, 40, 4.843, 5.207
Wed Apr 19 12:50:14 EDT 2017, 2521, 0.610, 7671, 8, 0.650, 429, 93, 14, 38, 85, 49.567, 50.733
Wed Apr 19 12:50:17 EDT 2017, 1903, 0.430, 4546, 6, 0.590, 448, 65, 3, 3, 46, 2.243, 2.683
Wed Apr 19 12:50:54 EDT 2017, 6853, 0.930, 9545, 1, 0.090, 598, 20, 13, 28, 91, 37.293, 33.143
Wed Apr 19 12:51:01 EDT 2017, 9328, 0.180, 7046, 8, 0.340, 373, 43, 8, 16, 68, 6.133, 6.180
Wed Apr 19 12:51:32 EDT 2017, 4378, 0.680, 2046, 4, 0.840, 523, 88, 17, 41, 23, 30.753, 29.170
Wed Apr 19 12:51:46 EDT 2017, 3140, 0.050, 8296, 7, 0.460, 485, 76, 10, 10, 57, 12.717, 12.877
Wed Apr 19 12:51:47 EDT 2017, 8090, 0.550, 3296, 2, 0.960, 335, 31, 1, 35, 12, 0.487, 0.493
Wed Apr 19 12:51:57 EDT 2017, 5615, 0.300, 796, 9, 0.710, 560, 54, 15, 22, 35, 10.100, 9.887
Wed Apr 19 12:52:29 EDT 2017, 665, 0.800, 5796, 5, 0.210, 410, 99, 5, 47, 80, 29.900, 31.340
Wed Apr 19 12:52:31 EDT 2017, 510, 0.000, 3765, 8, 0.980, 509, 33, 13, 23, 16, 2.540, 2.483
Wed Apr 19 12:52:44 EDT 2017, 5460, 0.500, 8764, 4, 0.480, 359, 78, 3, 48, 61, 10.863, 11.863
Wed Apr 19 12:53:16 EDT 2017, 7935, 0.250, 6265, 6, 0.230, 584, 55, 18, 10, 84, 30.793, 29.533
Wed Apr 19 12:53:20 EDT 2017, 2985, 0.750, 1265, 1, 0.730, 434, 10, 8, 35, 39, 3.950, 3.700
Wed Apr 19 12:53:22 EDT 2017, 4223, 0.380, 7514, 9, 0.100, 396, 44, 1, 17, 95, 1.373, 1.603
Wed Apr 19 12:54:01 EDT 2017, 9173, 0.880, 2515, 5, 0.600, 546, 89, 10, 42, 50, 37.900, 38.143
Wed Apr 19 12:54:04 EDT 2017, 6698, 0.130, 15, 7, 0.850, 321, 67, 6, 4, 28, 1.693, 1.890
Wed Apr 19 12:54:22 EDT 2017, 1748, 0.630, 5015, 3, 0.350, 471, 22, 15, 29, 73, 18.360, 17.217
Wed Apr 19 12:54:23 EDT 2017, 2367, 0.320, 1890, 4, 0.420, 453, 38, 7, 14, 11, 1.117, 1.163
Wed Apr 19 12:54:45 EDT 2017, 7317, 0.820, 6889, 9, 0.920, 303, 83, 16, 39, 56, 21.137, 21.067
Wed Apr 19 12:54:51 EDT 2017, 9792, 0.070, 9389, 2, 0.670, 528, 61, 2, 1, 78, 4.517, 5.267
Wed Apr 19 12:54:53 EDT 2017, 4842, 0.570, 4390, 7, 0.170, 378, 16, 12, 26, 33, 2.150, 1.970
Wed Apr 19 12:55:42 EDT 2017, 3604, 0.190, 5640, 3, 0.540, 415, 50, 19, 20, 90, 48.157, 42.630
Wed Apr 19 12:56:10 EDT 2017, 8554, 0.690, 640, 8, 0.040, 565, 95, 9, 45, 45, 25.567, 27.187
Wed Apr 19 12:56:20 EDT 2017, 6079, 0.440, 3140, 1, 0.290, 340, 72, 14, 7, 22, 9.367, 7.620
Wed Apr 19 12:56:26 EDT 2017, 1129, 0.940, 8139, 5, 0.790, 490, 27, 5, 32, 67, 5.860, 5.980
Wed Apr 19 12:56:54 EDT 2017, 820, 0.470, 7202, 7, 0.700, 574, 81, 10, 34, 53, 27.057, 26.683
Wed Apr 19 12:57:28 EDT 2017, 5770, 0.970, 2202, 2, 0.200, 424, 36, 19, 9, 98, 33.450, 26.600
Wed Apr 19 12:57:31 EDT 2017, 8245, 0.220, 4702, 9, 0.450, 499, 13, 5, 46, 75, 2.713, 2.707
Wed Apr 19 12:57:40 EDT 2017, 3295, 0.720, 9702, 5, 0.950, 349, 58, 15, 21, 30, 8.423, 8.087
Wed Apr 19 12:58:14 EDT 2017, 4532, 0.100, 953, 6, 0.320, 312, 92, 17, 28, 64, 32.613, 32.420
Wed Apr 19 12:58:17 EDT 2017, 9482, 0.600, 5952, 1, 0.820, 462, 47, 8, 3, 19, 3.027, 2.600
Wed Apr 19 12:58:22 EDT 2017, 7007, 0.350, 8452, 8, 0.570, 387, 24, 12, 40, 42, 4.967, 4.977
Wed Apr 19 12:58:39 EDT 2017, 2057, 0.850, 3452, 3, 0.070, 537, 69, 3, 15, 87, 12.867, 15.340
Wed Apr 19 12:59:43 EDT 2017, 1439, 0.160, 9077, 1, 0.140, 556, 86, 11, 25, 47, 62.377, 56.773
Wed Apr 19 12:59:46 EDT 2017, 6389, 0.660, 4077, 5, 0.640, 406, 41, 2, 0, 92, 1.857, 2.233
Wed Apr 19 13:00:05 EDT 2017, 8864, 0.410, 1577, 3, 0.890, 481, 19, 16, 37, 70, 18.780, 17.443
Wed Apr 19 13:00:07 EDT 2017, 3914, 0.910, 6577, 7, 0.390, 331, 64, 6, 12, 25, 1.957, 2.100
Wed Apr 19 13:00:26 EDT 2017, 2676, 0.280, 2827, 2, 0.760, 368, 98, 4, 31, 59, 19.130, 19.363
Wed Apr 19 13:00:29 EDT 2017, 7626, 0.780, 7827, 6, 0.260, 518, 53, 13, 6, 14, 2.397, 2.183
Wed Apr 19 13:00:37 EDT 2017, 5151, 0.030, 5327, 4, 0.010, 443, 30, 9, 43, 36, 7.903, 7.693
Wed Apr 19 13:01:21 EDT 2017, 201, 0.530, 328, 8, 0.510, 593, 75, 18, 18, 81, 42.190, 40.770
Wed Apr 19 13:01:33 EDT 2017, 240, 0.450, 2788, 4, 0.050, 491, 18, 15, 20, 84, 11.627, 11.433
Wed Apr 19 13:01:40 EDT 2017, 5190, 0.950, 7788, 9, 0.550, 341, 63, 6, 45, 39, 5.733, 5.927
Wed Apr 19 13:01:48 EDT 2017, 7665, 0.200, 5288, 2, 0.800, 566, 85, 10, 8, 16, 7.560, 6.457
Wed Apr 19 13:01:49 EDT 2017, 2715, 0.700, 289, 7, 0.300, 416, 40, 1, 33, 61, 1.340, 1.423
Wed Apr 19 13:01:52 EDT 2017, 3952, 0.080, 9038, 3, 0.930, 379, 29, 8, 14, 27, 2.400, 2.233
Wed Apr 19 13:02:46 EDT 2017, 8902, 0.580, 4038, 8, 0.430, 529, 74, 18, 39, 72, 53.317, 51.543
Wed Apr 19 13:03:01 EDT 2017, 6427, 0.330, 1538, 1, 0.180, 304, 96, 3, 1, 95, 10.830, 12.607
Wed Apr 19 13:03:16 EDT 2017, 1477, 0.830, 6538, 6, 0.680, 454, 51, 13, 26, 50, 14.343, 14.597
Wed Apr 19 13:03:18 EDT 2017, 2096, 0.140, 913, 7, 0.620, 472, 12, 4, 17, 78, 1.433, 1.493
Wed Apr 19 13:03:36 EDT 2017, 7046, 0.640, 5913, 3, 0.120, 322, 57, 14, 42, 33, 18.133, 17.263
Wed Apr 19 13:03:38 EDT 2017, 9521, 0.390, 8413, 5, 0.370, 547, 80, 9, 4, 10, 2.050, 1.963
Wed Apr 19 13:04:16 EDT 2017, 4571, 0.890, 3413, 1, 0.870, 397, 35, 19, 29, 55, 36.967, 33.087
Wed Apr 19 13:04:18 EDT 2017, 3333, 0.270, 7163, 8, 0.490, 435, 23, 12, 23, 22, 1.847, 1.910
Wed Apr 19 13:04:32 EDT 2017, 8283, 0.770, 2163, 4, 0.990, 585, 68, 2, 48, 67, 11.403, 12.607
Wed Apr 19 13:05:03 EDT 2017, 5808, 0.020, 4663, 6, 0.740, 360, 91, 16, 11, 89, 30.490, 28.160
Wed Apr 19 13:05:21 EDT 2017, 858, 0.520, 9663, 2, 0.240, 510, 46, 7, 36, 44, 17.383, 17.163
Wed Apr 19 13:05:51 EDT 2017, 1168, 0.050, 6225, 1, 0.270, 594, 66, 3, 31, 75, 26.920, 28.910
Wed Apr 19 13:05:52 EDT 2017, 6118, 0.550, 1226, 6, 0.770, 444, 21, 12, 6, 30, 1.633, 1.537
Wed Apr 19 13:06:08 EDT 2017, 8593, 0.300, 3726, 4, 0.520, 519, 43, 7, 43, 53, 15.203, 15.313
Wed Apr 19 13:06:49 EDT 2017, 3643, 0.800, 8725, 8, 0.020, 369, 88, 17, 18, 98, 38.097, 37.930
Wed Apr 19 13:07:19 EDT 2017, 4880, 0.420, 2476, 2, 0.650, 332, 77, 15, 25, 41, 29.187, 26.227
Wed Apr 19 13:07:22 EDT 2017, 9830, 0.920, 7475, 7, 0.150, 482, 32, 5, 0, 86, 2.530, 3.030
Wed Apr 19 13:08:00 EDT 2017, 7355, 0.170, 9975, 5, 0.400, 407, 54, 19, 37, 64, 36.830, 36.337
Wed Apr 19 13:08:06 EDT 2017, 2405, 0.670, 4976, 9, 0.900, 557, 99, 10, 12, 19, 5.067, 5.433
Wed Apr 19 13:08:48 EDT 2017, 1787, 0.360, 8100, 6, 0.830, 538, 60, 18, 28, 69, 40.957, 37.567
Wed Apr 19 13:08:50 EDT 2017, 6737, 0.860, 3101, 2, 0.330, 388, 15, 9, 3, 24, 1.067, 1.007
Wed Apr 19 13:09:00 EDT 2017, 9212, 0.110, 601, 9, 0.080, 463, 37, 13, 40, 47, 10.080, 10.193
Wed Apr 19 13:09:13 EDT 2017, 4262, 0.610, 5601, 4, 0.580, 313, 82, 4, 15, 92, 10.890, 12.257
Wed Apr 19 13:09:22 EDT 2017, 3024, 0.230, 4351, 5, 0.210, 351, 71, 6, 34, 36, 7.537, 8.023
Wed Apr 19 13:09:45 EDT 2017, 7974, 0.730, 9350, 1, 0.710, 501, 26, 16, 9, 81, 22.610, 18.290
Wed Apr 19 13:09:49 EDT 2017, 5499, 0.480, 6850, 8, 0.960, 426, 49, 2, 47, 58, 3.187, 3.477
Wed Apr 19 13:09:59 EDT 2017, 549, 0.980, 1851, 3, 0.460, 576, 94, 11, 22, 13, 9.940, 9.623
Wed Apr 19 13:10:11 EDT 2017, 704, 0.190, 8569, 9, 0.720, 308, 39, 8, 49, 88, 9.977, 10.637
Wed Apr 19 13:10:48 EDT 2017, 5654, 0.690, 3569, 4, 0.220, 458, 84, 18, 24, 43, 36.583, 34.790
Wed Apr 19 13:10:51 EDT 2017, 8129, 0.440, 1070, 6, 0.470, 383, 61, 4, 36, 20, 2.397, 2.403
Wed Apr 19 13:10:59 EDT 2017, 3179, 0.940, 6069, 2, 0.970, 533, 16, 13, 11, 65, 7.687, 6.373
Wed Apr 19 13:11:16 EDT 2017, 4416, 0.310, 4819, 7, 0.350, 571, 50, 15, 43, 32, 16.840, 16.317
