# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, 2tHeap_timing_secs
Wed May 17 23:38:28 EDT 2017, 0.500, 2, 9, 0.850, 6, 9, 75, 384, 23, 18, 17, 53, 7.737, 6.403
Wed May 17 23:39:33 EDT 2017, 0.000, 6, 4, 0.350, 2, 4, 30, 534, 68, 9, 42, 98, 64.483, 48.183
Wed May 17 23:39:40 EDT 2017, 0.000, 3, 6, 0.400, 3, 6, 68, 576, 40, 6, 3, 35, 7.027, 6.517
Wed May 17 23:44:34 EDT 2017, 0.500, 8, 1, 0.900, 8, 1, 23, 426, 85, 16, 28, 80, 286.367, 221.740
Wed May 17 23:44:44 EDT 2017, 0.750, 1, 4, 0.150, 6, 8, 46, 501, 18, 11, 15, 58, 9.950, 7.367
Wed May 17 23:44:45 EDT 2017, 0.250, 6, 8, 0.650, 1, 3, 91, 351, 63, 2, 40, 13, 0.910, 0.953
Wed May 17 23:45:40 EDT 2017, 0.370, 2, 3, 0.270, 7, 5, 57, 389, 51, 14, 21, 92, 54.197, 37.597
Wed May 17 23:45:56 EDT 2017, 0.870, 7, 7, 0.770, 2, 9, 12, 539, 96, 4, 46, 47, 14.687, 15.887
Wed May 17 23:45:58 EDT 2017, 0.620, 4, 9, 0.020, 5, 2, 35, 314, 29, 9, 9, 24, 2.110, 1.943
Wed May 17 23:47:08 EDT 2017, 0.120, 9, 5, 0.520, 9, 7, 80, 464, 74, 18, 34, 69, 68.343, 48.803
Wed May 17 23:47:17 EDT 2017, 0.180, 1, 8, 0.840, 7, 6, 74, 332, 46, 8, 37, 63, 9.030, 8.583
Wed May 17 23:47:44 EDT 2017, 0.680, 5, 3, 0.340, 3, 2, 29, 482, 91, 17, 12, 18, 27.140, 18.033
Wed May 17 23:48:02 EDT 2017, 0.930, 3, 1, 0.590, 1, 9, 52, 407, 23, 12, 49, 41, 17.740, 10.790
Wed May 17 23:48:24 EDT 2017, 0.430, 7, 5, 0.090, 5, 4, 97, 557, 68, 3, 24, 86, 19.430, 20.873
Wed May 17 23:48:37 EDT 2017, 0.310, 4, 4, 0.960, 2, 3, 63, 520, 34, 15, 43, 30, 13.563, 9.417
Wed May 17 23:48:52 EDT 2017, 0.810, 8, 9, 0.460, 6, 7, 18, 370, 79, 5, 18, 75, 13.260, 14.623
Wed May 17 23:49:02 EDT 2017, 0.560, 2, 6, 0.710, 9, 1, 40, 595, 12, 10, 31, 97, 9.063, 7.407
Wed May 17 23:50:17 EDT 2017, 0.060, 6, 2, 0.210, 4, 5, 85, 445, 57, 19, 6, 52, 74.370, 42.177
Wed May 17 23:50:28 EDT 2017, 0.090, 2, 3, 0.050, 1, 8, 26, 361, 65, 3, 20, 61, 11.503, 11.553
Wed May 17 23:50:31 EDT 2017, 0.590, 6, 7, 0.550, 6, 3, 71, 511, 20, 13, 45, 16, 2.460, 1.900
Wed May 17 23:51:11 EDT 2017, 0.840, 4, 5, 0.300, 8, 5, 94, 436, 88, 18, 7, 38, 39.647, 28.567
Wed May 17 23:52:19 EDT 2017, 0.340, 9, 1, 0.800, 4, 1, 49, 586, 43, 8, 32, 83, 66.980, 43.207
Wed May 17 23:52:35 EDT 2017, 0.460, 3, 8, 0.180, 9, 2, 15, 473, 77, 15, 1, 27, 15.540, 13.043
Wed May 17 23:52:44 EDT 2017, 0.960, 8, 4, 0.680, 5, 7, 60, 323, 32, 6, 26, 72, 9.287, 8.087
Wed May 17 23:53:11 EDT 2017, 0.710, 1, 2, 0.430, 3, 4, 83, 548, 99, 1, 14, 94, 22.763, 26.450
Wed May 17 23:53:27 EDT 2017, 0.210, 5, 6, 0.930, 7, 9, 38, 398, 54, 11, 39, 49, 16.433, 13.663
Wed May 17 23:53:54 EDT 2017, 0.150, 5, 1, 0.740, 5, 9, 32, 529, 71, 5, 42, 33, 26.497, 18.703
Wed May 17 23:54:09 EDT 2017, 0.650, 9, 6, 0.240, 1, 5, 77, 379, 26, 14, 17, 78, 14.377, 11.090
Wed May 17 23:54:58 EDT 2017, 0.900, 2, 8, 0.990, 3, 7, 99, 454, 93, 19, 29, 55, 48.053, 38.090
Wed May 17 23:55:01 EDT 2017, 0.400, 7, 3, 0.490, 8, 3, 54, 304, 48, 9, 4, 10, 2.833, 2.067
Wed May 17 23:55:44 EDT 2017, 0.280, 1, 7, 0.620, 4, 1, 21, 417, 60, 16, 35, 89, 42.753, 33.137
Wed May 17 23:55:52 EDT 2017, 0.780, 6, 2, 0.120, 9, 6, 66, 567, 15, 7, 10, 44, 7.557, 5.203
Wed May 17 23:55:55 EDT 2017, 0.530, 4, 4, 0.870, 7, 4, 88, 342, 82, 2, 48, 21, 2.827, 3.003
Wed May 17 23:56:10 EDT 2017, 0.030, 8, 9, 0.370, 2, 8, 43, 492, 37, 12, 23, 66, 15.050, 13.653
Wed May 17 23:56:39 EDT 2017, 0.040, 1, 1, 0.950, 9, 2, 90, 375, 78, 5, 11, 48, 29.070, 20.817
Wed May 17 23:57:17 EDT 2017, 0.540, 6, 5, 0.450, 4, 7, 45, 525, 33, 15, 36, 93, 37.310, 27.613
Wed May 17 23:57:32 EDT 2017, 0.790, 3, 7, 0.700, 2, 4, 22, 300, 55, 10, 24, 70, 14.950, 12.660
Wed May 17 23:57:33 EDT 2017, 0.290, 8, 3, 0.200, 6, 9, 67, 450, 10, 1, 49, 25, 0.530, 0.660
Wed May 17 23:58:54 EDT 2017, 0.420, 5, 6, 0.820, 1, 8, 78, 562, 89, 13, 17, 82, 79.397, 59.450
Wed May 17 23:59:02 EDT 2017, 0.920, 9, 2, 0.320, 5, 3, 33, 412, 44, 3, 42, 37, 7.363, 6.400
Wed May 17 23:59:08 EDT 2017, 0.670, 2, 4, 0.570, 8, 6, 11, 487, 67, 8, 5, 14, 6.397, 5.130
Wed May 17 23:59:15 EDT 2017, 0.170, 7, 9, 0.070, 3, 1, 56, 337, 22, 17, 30, 59, 6.920, 5.723
Thu May 18 00:00:15 EDT 2017, 0.230, 3, 3, 0.260, 5, 1, 95, 506, 95, 7, 27, 76, 59.297, 48.540
Thu May 18 00:00:25 EDT 2017, 0.730, 7, 8, 0.760, 9, 5, 50, 356, 50, 16, 2, 31, 9.590, 7.930
Thu May 18 00:01:02 EDT 2017, 0.980, 1, 6, 0.010, 7, 3, 28, 581, 72, 11, 39, 54, 35.673, 29.283
Thu May 18 00:01:14 EDT 2017, 0.480, 5, 1, 0.510, 2, 7, 73, 431, 27, 2, 14, 99, 11.703, 11.027
Thu May 18 00:01:21 EDT 2017, 0.360, 2, 9, 0.380, 6, 8, 84, 318, 84, 14, 46, 20, 7.277, 6.507
Thu May 18 00:01:31 EDT 2017, 0.860, 6, 5, 0.880, 1, 4, 39, 468, 39, 4, 21, 65, 9.037, 8.893
Thu May 18 00:02:30 EDT 2017, 0.610, 4, 2, 0.130, 4, 6, 16, 393, 61, 9, 33, 87, 58.667, 37.877
Thu May 18 00:02:38 EDT 2017, 0.110, 9, 7, 0.630, 8, 2, 61, 543, 16, 19, 8, 42, 7.793, 5.733
Thu May 18 00:02:41 EDT 2017, 0.070, 4, 8, 0.600, 7, 4, 47, 478, 13, 4, 16, 73, 2.360, 2.480
Thu May 18 00:02:54 EDT 2017, 0.570, 9, 4, 0.100, 2, 9, 92, 328, 58, 13, 41, 28, 12.793, 9.213
Thu May 18 00:03:44 EDT 2017, 0.820, 2, 2, 0.850, 4, 2, 70, 553, 36, 18, 3, 51, 50.467, 29.760
Thu May 18 00:04:24 EDT 2017, 0.320, 7, 6, 0.350, 9, 6, 25, 403, 81, 8, 28, 96, 38.743, 34.800
Thu May 18 00:04:27 EDT 2017, 0.450, 1, 5, 0.730, 3, 5, 36, 365, 25, 16, 10, 17, 3.543, 2.590
Thu May 18 00:04:44 EDT 2017, 0.950, 5, 9, 0.230, 8, 1, 81, 515, 70, 6, 35, 62, 15.263, 16.150
Thu May 18 00:04:48 EDT 2017, 0.700, 3, 7, 0.980, 6, 8, 59, 440, 47, 1, 22, 85, 3.543, 4.347
Thu May 18 00:05:40 EDT 2017, 0.200, 8, 3, 0.480, 1, 3, 14, 590, 92, 11, 47, 40, 51.527, 36.440
Thu May 18 00:05:45 EDT 2017, 0.140, 3, 5, 0.160, 3, 4, 53, 421, 30, 5, 44, 45, 4.910, 4.543
Thu May 18 00:11:29 EDT 2017, 0.640, 7, 1, 0.660, 7, 8, 98, 571, 75, 14, 19, 90, 333.427, 266.890
Thu May 18 00:12:19 EDT 2017, 0.890, 5, 3, 0.410, 9, 1, 76, 346, 53, 19, 31, 68, 49.463, 32.713
Thu May 18 00:12:32 EDT 2017, 0.390, 9, 8, 0.910, 5, 6, 31, 496, 98, 10, 6, 23, 12.950, 11.697
Thu May 18 00:13:10 EDT 2017, 0.260, 4, 2, 0.040, 8, 7, 42, 534, 19, 17, 25, 79, 37.433, 23.113
Thu May 18 00:13:18 EDT 2017, 0.760, 8, 7, 0.540, 4, 2, 87, 384, 64, 7, 0, 34, 7.887, 7.497
Thu May 18 00:13:19 EDT 2017, 0.510, 1, 9, 0.290, 2, 9, 64, 459, 41, 3, 38, 11, 0.903, 0.940
Thu May 18 00:13:54 EDT 2017, 0.010, 6, 4, 0.790, 6, 5, 19, 309, 86, 12, 13, 56, 34.230, 25.463
Thu May 18 00:13:59 EDT 2017, 0.020, 2, 9, 0.660, 4, 3, 78, 410, 46, 2, 31, 87, 4.667, 5.523
Thu May 18 00:14:44 EDT 2017, 0.520, 7, 4, 0.160, 9, 8, 33, 560, 91, 11, 6, 42, 44.713, 33.750
Thu May 18 00:14:51 EDT 2017, 0.770, 5, 2, 0.910, 6, 1, 10, 335, 24, 16, 44, 19, 6.670, 3.973
Thu May 18 00:15:12 EDT 2017, 0.270, 9, 7, 0.410, 2, 5, 55, 485, 69, 7, 19, 64, 20.290, 19.423
Thu May 18 00:15:53 EDT 2017, 0.390, 4, 3, 0.530, 5, 6, 89, 597, 35, 18, 37, 53, 41.177, 26.973
Thu May 18 00:16:32 EDT 2017, 0.890, 8, 8, 0.030, 1, 2, 44, 447, 80, 9, 12, 98, 38.130, 34.473
Thu May 18 00:16:35 EDT 2017, 0.640, 1, 5, 0.780, 3, 9, 21, 522, 13, 4, 25, 75, 3.457, 3.277
Thu May 18 00:17:10 EDT 2017, 0.140, 6, 1, 0.280, 7, 4, 66, 372, 58, 14, 0, 30, 34.197, 20.727
Thu May 18 00:17:11 EDT 2017, 0.210, 4, 7, 0.090, 9, 5, 83, 503, 41, 1, 3, 14, 0.643, 0.743
Thu May 18 00:17:53 EDT 2017, 0.710, 9, 3, 0.590, 5, 9, 38, 353, 86, 10, 28, 59, 40.990, 30.283
Thu May 18 00:18:11 EDT 2017, 0.960, 2, 5, 0.340, 2, 3, 16, 578, 18, 15, 15, 81, 18.060, 13.827
Thu May 18 00:18:17 EDT 2017, 0.460, 6, 9, 0.840, 7, 7, 61, 428, 63, 5, 40, 36, 5.640, 6.047
Thu May 18 00:19:31 EDT 2017, 0.330, 1, 1, 0.220, 1, 6, 95, 316, 52, 17, 22, 70, 73.403, 43.130
Thu May 18 00:19:45 EDT 2017, 0.830, 5, 6, 0.720, 6, 1, 50, 466, 97, 8, 47, 25, 13.293, 11.710
Thu May 18 00:19:48 EDT 2017, 0.580, 3, 8, 0.470, 8, 8, 27, 391, 29, 3, 9, 47, 1.980, 2.457
Thu May 18 00:21:15 EDT 2017, 0.080, 7, 4, 0.970, 4, 4, 72, 541, 74, 12, 34, 92, 86.503, 61.973
Thu May 18 00:21:23 EDT 2017, 0.110, 3, 2, 0.750, 2, 1, 35, 457, 66, 9, 39, 11, 8.640, 5.480
Thu May 18 00:21:32 EDT 2017, 0.610, 8, 7, 0.250, 7, 6, 80, 307, 21, 19, 14, 56, 7.863, 6.057
Thu May 18 00:22:24 EDT 2017, 0.860, 1, 9, 0.500, 9, 3, 58, 532, 89, 14, 26, 78, 52.410, 46.027
Thu May 18 00:22:29 EDT 2017, 0.360, 6, 5, 0.000, 4, 8, 13, 382, 44, 5, 1, 33, 4.917, 4.670
Thu May 18 00:22:51 EDT 2017, 0.490, 2, 6, 0.880, 8, 9, 47, 344, 55, 12, 33, 67, 20.933, 17.207
Thu May 18 00:22:52 EDT 2017, 0.990, 7, 1, 0.380, 3, 5, 92, 494, 10, 2, 8, 22, 1.347, 1.160
Thu May 18 00:23:16 EDT 2017, 0.740, 4, 3, 0.630, 1, 7, 69, 419, 77, 7, 45, 44, 23.320, 18.503
Thu May 18 00:23:46 EDT 2017, 0.240, 9, 8, 0.130, 5, 2, 24, 569, 32, 17, 20, 89, 29.507, 23.613
Thu May 18 00:24:20 EDT 2017, 0.180, 2, 4, 0.440, 7, 2, 41, 438, 60, 8, 23, 84, 34.187, 28.253
Thu May 18 00:24:27 EDT 2017, 0.680, 6, 8, 0.940, 3, 6, 86, 588, 15, 18, 48, 39, 6.093, 4.777
Thu May 18 00:24:35 EDT 2017, 0.930, 4, 6, 0.190, 5, 4, 64, 363, 83, 13, 11, 16, 8.343, 6.640
Thu May 18 00:24:52 EDT 2017, 0.430, 8, 2, 0.690, 9, 8, 19, 513, 38, 4, 36, 61, 16.077, 13.003
Thu May 18 00:25:20 EDT 2017, 0.300, 5, 7, 0.310, 4, 7, 52, 550, 72, 11, 5, 50, 27.560, 24.093
Thu May 18 00:25:24 EDT 2017, 0.800, 9, 3, 0.810, 8, 3, 97, 400, 27, 1, 30, 95, 3.477, 4.060
Thu May 18 00:26:45 EDT 2017, 0.550, 3, 1, 0.060, 6, 5, 75, 475, 94, 6, 17, 73, 81.127, 56.370
Thu May 18 00:26:55 EDT 2017, 0.050, 7, 5, 0.560, 2, 1, 30, 325, 49, 15, 42, 28, 9.663, 7.257
Thu May 18 00:27:33 EDT 2017, 0.030, 5, 5, 0.230, 8, 9, 57, 583, 98, 3, 29, 99, 33.873, 37.533
Thu May 18 00:27:49 EDT 2017, 0.530, 9, 9, 0.730, 3, 4, 12, 433, 53, 12, 4, 54, 15.190, 13.710
Thu May 18 00:28:14 EDT 2017, 0.780, 2, 7, 0.480, 1, 7, 34, 508, 76, 17, 41, 32, 24.570, 19.110
Thu May 18 00:28:32 EDT 2017, 0.280, 7, 2, 0.980, 6, 2, 79, 358, 31, 7, 16, 77, 18.363, 12.733
Thu May 18 00:29:02 EDT 2017, 0.410, 1, 8, 0.110, 2, 1, 68, 396, 87, 19, 48, 43, 29.107, 22.620
Thu May 18 00:29:40 EDT 2017, 0.910, 6, 4, 0.610, 7, 5, 23, 546, 42, 10, 23, 88, 38.087, 29.577
Thu May 18 00:30:09 EDT 2017, 0.660, 3, 1, 0.360, 9, 3, 45, 321, 65, 5, 35, 66, 29.077, 21.323
Thu May 18 00:30:13 EDT 2017, 0.160, 8, 6, 0.860, 4, 8, 90, 471, 20, 15, 10, 21, 3.927, 2.987
Thu May 18 00:30:17 EDT 2017, 0.220, 2, 2, 0.550, 3, 8, 62, 302, 82, 1, 7, 26, 2.993, 3.197
Thu May 18 00:30:36 EDT 2017, 0.720, 6, 6, 0.050, 7, 4, 17, 452, 37, 11, 32, 71, 18.430, 15.720
Thu May 18 00:31:10 EDT 2017, 0.970, 4, 9, 0.800, 5, 6, 40, 377, 59, 16, 19, 94, 33.627, 28.853
Thu May 18 00:31:14 EDT 2017, 0.470, 8, 4, 0.300, 1, 2, 85, 527, 14, 6, 44, 49, 4.210, 3.423
Thu May 18 00:32:31 EDT 2017, 0.350, 3, 5, 0.670, 6, 3, 73, 489, 93, 18, 13, 60, 76.717, 53.257
Thu May 18 00:32:40 EDT 2017, 0.850, 7, 1, 0.170, 2, 7, 28, 339, 48, 9, 38, 15, 8.767, 5.583
Thu May 18 00:32:55 EDT 2017, 0.600, 1, 3, 0.920, 4, 5, 51, 564, 70, 4, 1, 37, 14.443, 13.650
Thu May 18 00:33:08 EDT 2017, 0.100, 5, 8, 0.420, 8, 9, 96, 414, 25, 13, 26, 82, 12.273, 10.667
Thu May 18 00:33:10 EDT 2017, 0.070, 1, 7, 0.330, 6, 7, 14, 349, 28, 9, 49, 23, 2.413, 2.097
Thu May 18 00:36:10 EDT 2017, 0.570, 5, 2, 0.830, 1, 2, 59, 499, 73, 19, 24, 68, 173.507, 108.740
Thu May 18 00:37:02 EDT 2017, 0.820, 3, 4, 0.080, 4, 9, 82, 424, 51, 14, 37, 91, 51.817, 36.280
Thu May 18 00:37:17 EDT 2017, 0.320, 8, 9, 0.580, 8, 5, 37, 574, 96, 4, 12, 46, 13.010, 13.970
Thu May 18 00:37:37 EDT 2017, 0.440, 4, 1, 0.450, 5, 4, 26, 461, 17, 12, 30, 57, 20.230, 12.443
Thu May 18 00:37:38 EDT 2017, 0.940, 9, 6, 0.950, 9, 8, 71, 311, 62, 2, 5, 12, 0.993, 1.117
Thu May 18 00:37:44 EDT 2017, 0.690, 2, 8, 0.200, 7, 1, 93, 536, 39, 7, 43, 35, 5.863, 5.633
Thu May 18 00:39:17 EDT 2017, 0.190, 6, 3, 0.700, 3, 6, 48, 386, 84, 16, 18, 80, 91.833, 60.737
Thu May 18 00:39:22 EDT 2017, 0.130, 4, 9, 0.890, 1, 5, 20, 555, 11, 8, 15, 96, 4.783, 4.567
Thu May 18 00:39:54 EDT 2017, 0.630, 8, 5, 0.390, 5, 1, 65, 405, 56, 18, 40, 51, 31.493, 22.177
Thu May 18 00:40:07 EDT 2017, 0.880, 1, 3, 0.640, 8, 7, 87, 480, 34, 13, 2, 29, 12.157, 8.490
Thu May 18 00:40:18 EDT 2017, 0.380, 6, 7, 0.140, 3, 3, 42, 330, 79, 3, 27, 74, 9.387, 10.633
Thu May 18 00:40:25 EDT 2017, 0.250, 3, 4, 0.770, 9, 4, 31, 443, 22, 10, 8, 40, 7.013, 5.217
Thu May 18 00:40:34 EDT 2017, 0.750, 7, 8, 0.270, 4, 9, 76, 593, 67, 1, 33, 85, 6.280, 8.033
Thu May 18 00:40:44 EDT 2017, 0.500, 5, 6, 0.520, 2, 2, 99, 368, 45, 6, 21, 63, 9.757, 9.053
Thu May 18 00:41:22 EDT 2017, 0.000, 9, 2, 0.020, 6, 6, 54, 518, 90, 15, 46, 18, 37.343, 22.263
Thu May 18 00:42:43 EDT 2017, 0.010, 1, 3, 0.580, 2, 9, 83, 469, 93, 17, 31, 51, 80.820, 52.107
Thu May 18 00:42:56 EDT 2017, 0.510, 5, 8, 0.080, 6, 5, 38, 319, 48, 7, 6, 96, 12.867, 12.707
Thu May 18 00:43:13 EDT 2017, 0.760, 3, 6, 0.830, 9, 7, 15, 544, 71, 3, 43, 74, 14.887, 16.633
Thu May 18 00:43:27 EDT 2017, 0.260, 7, 1, 0.330, 4, 3, 60, 394, 26, 12, 18, 29, 13.557, 8.157
Thu May 18 00:43:43 EDT 2017, 0.380, 4, 9, 0.710, 7, 2, 94, 357, 82, 5, 49, 85, 15.087, 16.310
Thu May 18 00:44:02 EDT 2017, 0.880, 9, 4, 0.210, 3, 6, 49, 507, 37, 14, 24, 40, 18.900, 13.270
Thu May 18 00:44:25 EDT 2017, 0.630, 2, 2, 0.960, 1, 4, 27, 432, 59, 19, 37, 17, 22.693, 13.007
Thu May 18 00:44:32 EDT 2017, 0.130, 6, 7, 0.460, 5, 8, 72, 582, 14, 10, 12, 62, 6.023, 5.150
Thu May 18 00:48:06 EDT 2017, 0.190, 3, 1, 0.140, 7, 8, 77, 413, 87, 16, 9, 68, 209.907, 152.660
Thu May 18 00:48:12 EDT 2017, 0.690, 8, 5, 0.640, 2, 3, 32, 563, 42, 6, 34, 23, 5.490, 4.790
Thu May 18 00:48:14 EDT 2017, 0.940, 1, 7, 0.390, 5, 6, 10, 338, 65, 1, 21, 46, 2.027, 2.400
Thu May 18 00:48:35 EDT 2017, 0.440, 6, 3, 0.890, 9, 1, 55, 488, 20, 11, 46, 91, 20.513, 15.130
Thu May 18 00:48:39 EDT 2017, 0.320, 2, 6, 0.020, 3, 2, 89, 526, 99, 4, 15, 12, 3.790, 3.763
Thu May 18 00:49:25 EDT 2017, 0.820, 7, 2, 0.520, 8, 7, 44, 376, 54, 13, 40, 57, 44.883, 28.043
Thu May 18 00:50:59 EDT 2017, 0.570, 5, 4, 0.270, 6, 4, 21, 451, 76, 18, 2, 79, 92.440, 59.753
Thu May 18 00:51:03 EDT 2017, 0.070, 9, 8, 0.770, 1, 9, 66, 301, 31, 9, 27, 34, 3.480, 3.173
Thu May 18 00:51:16 EDT 2017, 0.100, 5, 5, 0.990, 4, 6, 41, 385, 23, 14, 48, 71, 13.183, 9.970
Thu May 18 00:51:33 EDT 2017, 0.600, 9, 1, 0.490, 9, 2, 86, 535, 68, 4, 23, 26, 16.523, 12.513
