# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, 2tHeap_timing_secs
Thu May 18 00:17:26 EDT 2017, 0.540, 5, 8, 0.350, 5, 2, 78, 345, 97, 11, 0, 76, 33.233, 28.987
Thu May 18 00:18:01 EDT 2017, 0.790, 3, 6, 0.600, 3, 9, 55, 570, 29, 16, 37, 99, 35.133, 26.673
Thu May 18 00:18:39 EDT 2017, 0.290, 7, 2, 0.100, 7, 5, 10, 420, 74, 7, 12, 54, 37.583, 26.787
Thu May 18 00:18:58 EDT 2017, 0.410, 4, 7, 0.980, 1, 3, 44, 307, 40, 19, 43, 65, 18.050, 13.560
Thu May 18 00:19:14 EDT 2017, 0.910, 8, 3, 0.480, 6, 8, 89, 457, 85, 9, 18, 20, 15.543, 11.683
Thu May 18 00:19:19 EDT 2017, 0.660, 2, 1, 0.730, 8, 1, 67, 382, 18, 4, 31, 43, 5.393, 3.763
Thu May 18 00:20:26 EDT 2017, 0.160, 6, 5, 0.230, 4, 6, 22, 532, 63, 14, 6, 88, 66.063, 50.067
Thu May 18 00:20:33 EDT 2017, 0.220, 3, 2, 0.410, 4, 5, 38, 401, 35, 1, 9, 93, 5.817, 6.630
Thu May 18 00:21:01 EDT 2017, 0.720, 8, 7, 0.910, 9, 1, 83, 551, 80, 10, 34, 48, 27.520, 24.910
Thu May 18 00:21:03 EDT 2017, 0.970, 1, 9, 0.160, 7, 7, 61, 326, 12, 15, 21, 26, 1.587, 1.397
Thu May 18 00:21:28 EDT 2017, 0.470, 6, 4, 0.660, 2, 3, 16, 476, 57, 6, 46, 71, 23.813, 20.363
Thu May 18 00:21:49 EDT 2017, 0.350, 2, 6, 0.290, 5, 4, 50, 589, 46, 17, 15, 37, 21.580, 16.477
Thu May 18 00:24:21 EDT 2017, 0.850, 7, 1, 0.790, 1, 8, 95, 439, 91, 8, 40, 82, 147.077, 124.800
Thu May 18 00:24:27 EDT 2017, 0.600, 5, 3, 0.040, 3, 2, 72, 514, 24, 3, 3, 59, 5.723, 5.457
Thu May 18 00:24:33 EDT 2017, 0.100, 9, 8, 0.540, 8, 6, 27, 364, 69, 13, 28, 14, 5.030, 4.347
Thu May 18 00:25:12 EDT 2017, 0.070, 5, 7, 0.700, 7, 9, 81, 448, 71, 10, 45, 90, 38.067, 33.680
Thu May 18 00:25:50 EDT 2017, 0.570, 9, 2, 0.200, 2, 4, 36, 598, 26, 19, 20, 45, 37.467, 21.997
Thu May 18 00:26:07 EDT 2017, 0.820, 3, 5, 0.950, 5, 6, 13, 373, 94, 14, 32, 23, 16.963, 12.877
Thu May 18 00:26:19 EDT 2017, 0.320, 7, 9, 0.450, 9, 2, 58, 523, 49, 5, 7, 68, 10.350, 11.473
Thu May 18 00:27:11 EDT 2017, 0.440, 1, 1, 0.570, 3, 1, 92, 560, 60, 12, 26, 34, 51.030, 30.993
Thu May 18 00:27:14 EDT 2017, 0.940, 6, 6, 0.070, 8, 5, 47, 410, 15, 3, 1, 79, 2.577, 2.653
Thu May 18 00:27:35 EDT 2017, 0.690, 4, 8, 0.820, 6, 3, 24, 485, 83, 7, 39, 57, 19.600, 20.123
Thu May 18 00:27:40 EDT 2017, 0.190, 8, 4, 0.320, 1, 8, 69, 335, 38, 17, 14, 12, 4.477, 3.127
Thu May 18 00:27:46 EDT 2017, 0.130, 2, 9, 0.010, 2, 8, 86, 467, 55, 8, 17, 29, 6.383, 6.043
Thu May 18 00:27:54 EDT 2017, 0.630, 6, 4, 0.510, 6, 4, 41, 317, 10, 18, 42, 74, 7.157, 5.017
Thu May 18 00:31:43 EDT 2017, 0.880, 4, 2, 0.260, 9, 6, 19, 542, 77, 13, 4, 96, 222.267, 171.167
Thu May 18 00:31:48 EDT 2017, 0.380, 9, 6, 0.760, 4, 1, 64, 392, 32, 4, 29, 51, 4.280, 4.260
Thu May 18 00:32:23 EDT 2017, 0.260, 3, 3, 0.130, 7, 3, 98, 354, 66, 11, 10, 62, 34.713, 25.713
Thu May 18 00:32:23 EDT 2017, 0.760, 8, 8, 0.630, 3, 7, 53, 504, 21, 1, 35, 17, 0.480, 0.523
Thu May 18 00:32:40 EDT 2017, 0.510, 1, 5, 0.380, 1, 5, 30, 429, 88, 6, 23, 40, 15.680, 14.510
Thu May 18 00:35:29 EDT 2017, 0.010, 5, 1, 0.880, 5, 9, 75, 579, 43, 16, 48, 85, 167.027, 117.277
Thu May 18 00:36:32 EDT 2017, 0.010, 5, 3, 0.430, 1, 6, 18, 531, 46, 16, 27, 74, 61.793, 41.740
Thu May 18 00:36:41 EDT 2017, 0.510, 9, 8, 0.930, 6, 2, 63, 381, 91, 7, 2, 29, 8.640, 8.773
Thu May 18 00:36:44 EDT 2017, 0.760, 2, 5, 0.180, 8, 9, 85, 456, 24, 2, 39, 51, 2.407, 2.593
Thu May 18 00:38:28 EDT 2017, 0.260, 7, 1, 0.680, 3, 4, 40, 306, 69, 11, 14, 96, 99.617, 67.027
Thu May 18 00:38:29 EDT 2017, 0.380, 1, 9, 0.310, 9, 3, 29, 419, 35, 4, 45, 18, 1.363, 1.400
Thu May 18 00:39:47 EDT 2017, 0.880, 6, 4, 0.810, 4, 7, 74, 569, 80, 14, 20, 63, 77.293, 53.723
Thu May 18 00:40:07 EDT 2017, 0.630, 3, 2, 0.060, 2, 1, 96, 344, 13, 19, 33, 85, 19.320, 11.570
Thu May 18 00:40:21 EDT 2017, 0.130, 8, 6, 0.560, 7, 5, 51, 494, 58, 9, 8, 40, 14.753, 13.077
Thu May 18 00:41:00 EDT 2017, 0.200, 2, 1, 0.750, 6, 6, 12, 362, 41, 15, 11, 46, 38.373, 23.207
Thu May 18 00:41:35 EDT 2017, 0.700, 6, 6, 0.250, 2, 1, 57, 512, 86, 5, 36, 91, 33.393, 32.570
Thu May 18 00:41:36 EDT 2017, 0.950, 4, 8, 0.500, 4, 8, 80, 437, 18, 1, 24, 68, 1.020, 1.137
Thu May 18 00:41:52 EDT 2017, 0.450, 9, 4, 0.000, 8, 3, 35, 587, 63, 10, 49, 23, 15.727, 12.017
Thu May 18 00:42:03 EDT 2017, 0.320, 3, 7, 0.870, 5, 5, 23, 475, 52, 3, 17, 80, 9.260, 10.430
Thu May 18 00:42:48 EDT 2017, 0.820, 7, 2, 0.370, 9, 9, 68, 325, 97, 13, 42, 35, 44.840, 26.670
Thu May 18 00:42:53 EDT 2017, 0.570, 1, 5, 0.620, 7, 2, 91, 550, 30, 17, 5, 12, 4.540, 3.117
Thu May 18 00:43:09 EDT 2017, 0.070, 5, 9, 0.120, 3, 7, 46, 400, 75, 8, 30, 57, 15.277, 15.320
Thu May 18 00:43:30 EDT 2017, 0.100, 1, 6, 0.090, 3, 9, 66, 334, 66, 14, 44, 49, 20.370, 16.247
Thu May 18 00:43:45 EDT 2017, 0.600, 5, 2, 0.590, 7, 5, 21, 484, 21, 5, 19, 94, 15.017, 11.917
Thu May 18 00:44:37 EDT 2017, 0.850, 3, 4, 0.340, 5, 7, 43, 409, 89, 10, 31, 71, 50.710, 38.220
Thu May 18 00:44:49 EDT 2017, 0.350, 8, 8, 0.840, 1, 3, 88, 559, 44, 19, 6, 26, 12.230, 9.487
Thu May 18 00:45:27 EDT 2017, 0.480, 4, 3, 0.220, 6, 1, 77, 522, 55, 7, 25, 82, 37.550, 31.990
Thu May 18 00:45:30 EDT 2017, 0.980, 9, 7, 0.720, 2, 6, 32, 372, 10, 17, 0, 37, 2.637, 2.020
Thu May 18 00:45:38 EDT 2017, 0.730, 2, 9, 0.470, 4, 4, 54, 597, 77, 12, 38, 15, 7.853, 6.977
Thu May 18 00:45:42 EDT 2017, 0.230, 7, 5, 0.970, 9, 8, 99, 447, 32, 2, 13, 60, 3.737, 4.053
Thu May 18 00:46:22 EDT 2017, 0.170, 4, 8, 0.650, 8, 8, 60, 578, 61, 13, 16, 77, 39.917, 34.873
Thu May 18 00:46:25 EDT 2017, 0.670, 8, 3, 0.150, 4, 3, 15, 428, 16, 4, 41, 32, 2.203, 2.000
Thu May 18 00:47:37 EDT 2017, 0.920, 2, 1, 0.900, 1, 5, 37, 503, 83, 8, 3, 54, 71.627, 46.987
Thu May 18 00:48:10 EDT 2017, 0.420, 6, 6, 0.400, 6, 1, 82, 353, 38, 18, 28, 99, 32.777, 23.557
Thu May 18 00:48:17 EDT 2017, 0.290, 3, 4, 0.530, 2, 2, 71, 390, 72, 6, 9, 20, 6.570, 5.607
Thu May 18 00:48:32 EDT 2017, 0.790, 7, 9, 0.030, 7, 7, 26, 540, 27, 16, 34, 65, 14.740, 12.710
