# Timestamp, --delay, --selfEvents%, --eventsPerAgent, runtime_mean, runtime_sd, runtime_ci, runtime_ci, runtime_min, runtime_box_q1, runtime_median, runtime_box_q2, runtime_max, memory_mean, memory_sd, memory_ci, memory_ci, memory_min, memory_box_q1, memory_median, memory_box_q2, memory_max, rollbacks_mean, rollbacks_sd, rollbacks_ci, rollbacks_ci, rollbacks_min, rollbacks_box_q1, rollbacks_median, rollbacks_box_q2, rollbacks_max, mpiMsgs_mean, mpiMsgs_sd, mpiMsgs_ci, mpiMsgs_ci, mpiMsgs_min, mpiMsgs_box_q1, mpiMsgs_median, mpiMsgs_box_q2, mpiMsgs_max, schedules_mean, schedules_sd, schedules_ci, schedules_ci, schedules_min, schedules_box_q1, schedules_median, schedules_box_q2, schedules_max, commEvts_mean, commEvts_sd, commEvts_ci, commEvts_ci, commEvts_min, commEvts_box_q1, commEvts_median, commEvts_box_q2, commEvts_max, agentBkts_mean, agentBkts_sd, agentBkts_ci, agentBkts_ci, agentBkts_min, agentBkts_box_q1, agentBkts_median, agentBkts_box_q2, agentBkts_max, schedBktSz_mean, schedBktSz_sd, schedBktSz_ci, schedBktSz_ci, schedBktSz_min, schedBktSz_box_q1, schedBktSz_median, schedBktSz_box_q2, schedBktSz_max, fixHeapComp_mean, fixHeapComp_sd, fixHeapComp_ci, fixHeapComp_ci, fixHeapComp_min, fixHeapComp_box_q1, fixHeapComp_median, fixHeapComp_box_q2, fixHeapComp_max, fixHeapOps_mean, fixHeapOps_sd, fixHeapOps_ci, fixHeapOps_ci, fixHeapOps_min, fixHeapOps_box_q1, fixHeapOps_median, fixHeapOps_box_q2, fixHeapOps_max
Fri Dec 30 20:39:07 EST 2016, 8, 0.250, 6, 2.168, 0.147024, 2.06441, 2.27159, 1.92, 2.06, 2.28, 2.32, 2.36, 45272, 10.7331, 45264.4, 45279.6, 45264, 45264, 45272, 45280, 45296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 498994, 0, 498994, 498994, 498994, 498994, 498994, 498994, 498994, 2933495, 0, 2933495, 2933495, 2933495, 2933495, 2933495, 2933495, 2933495, 1.26654, 2.58096e-08, 1.26654, 1.26654, 1.26654, 1.26654, 1.26654, 1.26654, 1.26654, 5.89064, 1.19209e-07, 5.89064, 5.89064, 5.89064, 5.89064, 5.89064, 5.89064, 5.89064, 8.39743, 1.19209e-07, 8.39743, 8.39743, 8.39743, 8.39743, 8.39743, 8.39743, 8.39743, 607773, 0, 607773, 607773, 607773, 607773, 607773, 607773, 607773
Fri Dec 30 20:40:09 EST 2016, 0, 0.500, 6, 2.099, 0.165254, 1.98257, 2.21543, 1.72, 2.08, 2.165, 2.20, 2.33, 44144, 52.5814, 44107, 44181, 44112, 44112, 44128, 44240, 44256, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 498966, 0, 498966, 498966, 498966, 498966, 498966, 498966, 498966, 2988000, 0, 2988000, 2988000, 2988000, 2988000, 2988000, 2988000, 2988000, 1.0822, 0, 1.0822, 1.0822, 1.0822, 1.0822, 1.0822, 1.0822, 1.0822, 6.00041, 1.19209e-07, 6.00041, 6.00041, 6.00041, 6.00041, 6.00041, 6.00041, 6.00041, 7.78562, 1.19209e-07, 7.78562, 7.78562, 7.78562, 7.78562, 7.78562, 7.78562, 7.78562, 643084, 0, 643084, 643084, 643084, 643084, 643084, 643084, 643084
Fri Dec 30 20:41:10 EST 2016, 1, 0.500, 6, 1.611, 0.15096, 1.50464, 1.71736, 1.37, 1.55, 1.635, 1.77, 1.86, 41934.4, 19.5305, 41920.6, 41948.2, 41888, 41936, 41936, 41952, 41968, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 463178, 0, 463178, 463178, 463178, 463178, 463178, 463178, 463178, 1178194, 0, 1178194, 1178194, 1178194, 1178194, 1178194, 1178194, 1178194, 3.08529, 4.21468e-08, 3.08529, 3.08529, 3.08529, 3.08529, 3.08529, 3.08529, 3.08529, 2.549, 4.21468e-08, 2.549, 2.549, 2.549, 2.549, 2.549, 2.549, 2.549, 8.95987, 1.19209e-07, 8.95987, 8.95987, 8.95987, 8.95987, 8.95987, 8.95987, 8.95987, 525515, 0, 525515, 525515, 525515, 525515, 525515, 525515, 525515
Fri Dec 30 20:42:12 EST 2016, 2, 0.500, 6, 2.073, 0.173554, 1.95072, 2.19528, 1.76, 2.00, 2.165, 2.25, 2.32, 43241.6, 21.7035, 43226.3, 43256.9, 43200, 43248, 43248, 43264, 43264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 494316, 0, 494316, 494316, 494316, 494316, 494316, 494316, 494316, 1892388, 0, 1892388, 1892388, 1892388, 1892388, 1892388, 1892388, 1892388, 2.18737, 2.98023e-08, 2.18737, 2.18737, 2.18737, 2.18737, 2.18737, 2.18737, 2.18737, 3.83602, 0, 3.83602, 3.83602, 3.83602, 3.83602, 3.83602, 3.83602, 3.83602, 8.89212, 2.38419e-07, 8.89212, 8.89212, 8.89212, 8.89212, 8.89212, 8.89212, 8.89212, 561287, 0, 561287, 561287, 561287, 561287, 561287, 561287, 561287
Fri Dec 30 20:43:18 EST 2016, 4, 0.500, 6, 2.322, 0.0815843, 2.26452, 2.37948, 2.18, 2.25, 2.38, 2.39, 2.40, 44064, 14.3108, 44053.9, 44074.1, 44032, 44064, 44064, 44080, 44080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 498628, 0, 498628, 498628, 498628, 498628, 498628, 498628, 498628, 2585762, 0, 2585762, 2585762, 2585762, 2585762, 2585762, 2585762, 2585762, 1.49274, 2.10734e-08, 1.49274, 1.49274, 1.49274, 1.49274, 1.49274, 1.49274, 1.49274, 5.19612, 0, 5.19612, 5.19612, 5.19612, 5.19612, 5.19612, 5.19612, 5.19612, 8.4219, 2.06477e-07, 8.4219, 8.4219, 8.4219, 8.4219, 8.4219, 8.4219, 8.4219, 594904, 0, 594904, 594904, 594904, 594904, 594904, 594904, 594904
Fri Dec 30 20:44:20 EST 2016, 8, 0.500, 6, 2.692, 0.206727, 2.54635, 2.83765, 2.36, 2.50, 2.805, 2.89, 3.03, 44371.2, 6.4, 44366.7, 44375.7, 44368, 44368, 44368, 44384, 44384, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 498958, 0, 498958, 498958, 498958, 498958, 498958, 498958, 498958, 2933537, 0, 2933537, 2933537, 2933537, 2933537, 2933537, 2933537, 2933537, 1.1426, 0, 1.1426, 1.1426, 1.1426, 1.1426, 1.1426, 1.1426, 1.1426, 5.89113, 1.46001e-07, 5.89113, 5.89113, 5.89113, 5.89113, 5.89113, 5.89113, 5.89113, 7.89258, 1.19209e-07, 7.89258, 7.89258, 7.89258, 7.89258, 7.89258, 7.89258, 7.89258, 634480, 0, 634480, 634480, 634480, 634480, 634480, 634480, 634480
Fri Dec 30 20:45:22 EST 2016, 0, 0.000, 8, 2.884, 0.261809, 2.69954, 3.06846, 2.44, 2.77, 3.03, 3.17, 3.22, 48166.4, 7.83837, 48160.9, 48171.9, 48160, 48160, 48168, 48176, 48176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 499000, 0, 499000, 499000, 499000, 499000, 499000, 499000, 499000, 3984000, 0, 3984000, 3984000, 3984000, 3984000, 3984000, 3984000, 3984000, 1.3735, 0, 1.3735, 1.3735, 1.3735, 1.3735, 1.3735, 1.3735, 1.3735, 8, 0, 8, 8, 8, 8, 8, 8, 8, 9.2678, 1.68587e-07, 9.2678, 9.2678, 9.2678, 9.2678, 9.2678, 9.2678, 9.2678, 617430, 0, 617430, 617430, 617430, 617430, 617430, 617430, 617430
Fri Dec 30 20:46:24 EST 2016, 1, 0.000, 8, 2.05, 0.147648, 1.94597, 2.15403, 1.82, 1.93, 2.05, 2.25, 2.31, 44249.6, 10.6132, 44242.1, 44257.1, 44240, 44240, 44256, 44256, 44272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 484760, 0, 484760, 484760, 484760, 484760, 484760, 484760, 484760, 1571640, 0, 1571640, 1571640, 1571640, 1571640, 1571640, 1571640, 1571640, 3.89134, 0, 3.89134, 3.89134, 3.89134, 3.89134, 3.89134, 3.89134, 3.89134, 3.24872, 4.21468e-08, 3.24872, 3.24872, 3.24872, 3.24872, 3.24872, 3.24872, 3.24872, 9.73553, 1.19209e-07, 9.73553, 9.73553, 9.73553, 9.73553, 9.73553, 9.73553, 9.73553, 510033, 0, 510033, 510033, 510033, 510033, 510033, 510033, 510033
Fri Dec 30 20:47:25 EST 2016, 2, 0.000, 8, 2.488, 0.154583, 2.37909, 2.59691, 2.20, 2.46, 2.52, 2.65, 2.67, 46089.6, 10.6132, 46082.1, 46097.1, 46080, 46080, 46096, 46096, 46112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 498367, 0, 498367, 498367, 498367, 498367, 498367, 498367, 498367, 2522436, 0, 2522436, 2522436, 2522436, 2522436, 2522436, 2522436, 2522436, 2.72703, 6.664e-08, 2.72703, 2.72703, 2.72703, 2.72703, 2.72703, 2.72703, 2.72703, 5.07158, 1.03238e-07, 5.07158, 5.07158, 5.07158, 5.07158, 5.07158, 5.07158, 5.07158, 9.7563, 1.68587e-07, 9.7563, 9.7563, 9.7563, 9.7563, 9.7563, 9.7563, 9.7563, 521524, 0, 521524, 521524, 521524, 521524, 521524, 521524, 521524
Fri Dec 30 20:48:26 EST 2016, 4, 0.000, 8, 2.993, 0.105929, 2.91837, 3.06763, 2.89, 2.91, 2.97, 3.11, 3.21, 47768, 10.7331, 47760.4, 47775.6, 47760, 47760, 47768, 47776, 47792, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 498998, 0, 498998, 498998, 498998, 498998, 498998, 498998, 498998, 3445933, 0, 3445933, 3445933, 3445933, 3445933, 3445933, 3445933, 3445933, 1.88131, 4.71216e-08, 1.88131, 1.88131, 1.88131, 1.88131, 1.88131, 1.88131, 1.88131, 6.91954, 8.42937e-08, 6.91954, 6.91954, 6.91954, 6.91954, 6.91954, 6.91954, 6.91954, 9.52793, 1.19209e-07, 9.52793, 9.52793, 9.52793, 9.52793, 9.52793, 9.52793, 9.52793, 548327, 0, 548327, 548327, 548327, 548327, 548327, 548327, 548327
Fri Dec 30 20:49:28 EST 2016, 8, 0.000, 8, 3.451, 0.287974, 3.24811, 3.65389, 3.06, 3.21, 3.505, 3.86, 3.91, 48392, 10.7331, 48384.4, 48399.6, 48384, 48384, 48392, 48400, 48416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 499000, 0, 499000, 499000, 499000, 499000, 499000, 499000, 499000, 3911382, 0, 3911382, 3911382, 3911382, 3911382, 3911382, 3911382, 3911382, 1.44951, 2.10734e-08, 1.44951, 1.44951, 1.44951, 1.44951, 1.44951, 1.44951, 1.44951, 7.85417, 1.68587e-07, 7.85417, 7.85417, 7.85417, 7.85417, 7.85417, 7.85417, 7.85417, 9.26971, 2.06477e-07, 9.26971, 9.26971, 9.26971, 9.26971, 9.26971, 9.26971, 9.26971, 603018, 0, 603018, 603018, 603018, 603018, 603018, 603018, 603018
Fri Dec 30 20:50:30 EST 2016, 0, 0.250, 8, 2.756, 0.0893532, 2.69305, 2.81895, 2.59, 2.68, 2.79, 2.87, 2.88, 46859.2, 10.245, 46852, 46866.4, 46848, 46848, 46864, 46864, 46880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 499000, 0, 499000, 499000, 499000, 499000, 499000, 499000, 499000, 3984000, 0, 3984000, 3984000, 3984000, 3984000, 3984000, 3984000, 3984000, 1.24891, 2.98023e-08, 1.24891, 1.24891, 1.24891, 1.24891, 1.24891, 1.24891, 1.24891, 8, 0, 8, 8, 8, 8, 8, 8, 8, 8.35301, 0, 8.35301, 8.35301, 8.35301, 8.35301, 8.35301, 8.35301, 8.35301, 604459, 0, 604459, 604459, 604459, 604459, 604459, 604459, 604459
Fri Dec 30 20:51:31 EST 2016, 1, 0.250, 8, 1.999, 0.325744, 1.7695, 2.2285, 1.53, 1.88, 1.995, 2.47, 2.60, 43854.4, 53.2826, 43816.9, 43891.9, 43824, 43824, 43832, 43952, 43968, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 484812, 0, 484812, 484812, 484812, 484812, 484812, 484812, 484812, 1571639, 0, 1571639, 1571639, 1571639, 1571639, 1571639, 1571639, 1571639, 3.77226, 4.21468e-08, 3.77226, 3.77226, 3.77226, 3.77226, 3.77226, 3.77226, 3.77226, 3.24835, 4.21468e-08, 3.24835, 3.24835, 3.24835, 3.24835, 3.24835, 3.24835, 3.24835, 9.55326, 2.06477e-07, 9.55326, 9.55326, 9.55326, 9.55326, 9.55326, 9.55326, 9.55326, 515476, 0, 515476, 515476, 515476, 515476, 515476, 515476, 515476
Fri Dec 30 20:52:32 EST 2016, 2, 0.250, 8, 1.974, 0.080399, 1.91735, 2.03065, 1.87, 1.90, 2, 2.05, 2.14, 45636.8, 7.33212, 45631.6, 45642, 45632, 45632, 45632, 45648, 45648, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 498205, 0, 498205, 498205, 498205, 498205, 498205, 498205, 498205, 2522358, 0, 2522358, 2522358, 2522358, 2522358, 2522358, 2522358, 2522358, 2.60519, 2.98023e-08, 2.60519, 2.60519, 2.60519, 2.60519, 2.60519, 2.60519, 2.60519, 5.07307, 0, 5.07307, 5.07307, 5.07307, 5.07307, 5.07307, 5.07307, 5.07307, 9.56182, 2.06477e-07, 9.56182, 9.56182, 9.56182, 9.56182, 9.56182, 9.56182, 9.56182, 525583, 0, 525583, 525583, 525583, 525583, 525583, 525583, 525583
Fri Dec 30 20:53:38 EST 2016, 4, 0.250, 8, 2.549, 0.122511, 2.46268, 2.63532, 2.28, 2.45, 2.61, 2.66, 2.70, 46580.8, 7.33212, 46575.6, 46586, 46576, 46576, 46576, 46592, 46592, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 498993, 0, 498993, 498993, 498993, 498993, 498993, 498993, 498993, 3445975, 0, 3445975, 3445975, 3445975, 3445975, 3445975, 3445975, 3445975, 1.76168, 2.10734e-08, 1.76168, 1.76168, 1.76168, 1.76168, 1.76168, 1.76168, 1.76168, 6.91971, 8.42937e-08, 6.91971, 6.91971, 6.91971, 6.91971, 6.91971, 6.91971, 6.91971, 9.14607, 1.68587e-07, 9.14607, 9.14607, 9.14607, 9.14607, 9.14607, 9.14607, 9.14607, 549831, 0, 549831, 549831, 549831, 549831, 549831, 549831, 549831
Fri Dec 30 20:54:40 EST 2016, 8, 0.250, 8, 3.308, 0.236254, 3.14155, 3.47445, 3.06, 3.08, 3.4, 3.59, 3.68, 47353.6, 7.83837, 47348.1, 47359.1, 47344, 47344, 47360, 47360, 47360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 499000, 0, 499000, 499000, 499000, 499000, 499000, 499000, 499000, 3911390, 0, 3911390, 3911390, 3911390, 3911390, 3911390, 3911390, 3911390, 1.32685, 1.49012e-08, 1.32685, 1.32685, 1.32685, 1.32685, 1.32685, 1.32685, 1.32685, 7.85419, 1.19209e-07, 7.85419, 7.85419, 7.85419, 7.85419, 7.85419, 7.85419, 7.85419, 8.51518, 0, 8.51518, 8.51518, 8.51518, 8.51518, 8.51518, 8.51518, 8.51518, 592504, 0, 592504, 592504, 592504, 592504, 592504, 592504, 592504
Fri Dec 30 20:55:41 EST 2016, 0, 0.500, 8, 2.726, 0.0621611, 2.6822, 2.7698, 2.64, 2.66, 2.755, 2.81, 2.81, 46488, 8, 46482.4, 46493.6, 46480, 46480, 46496, 46496, 46496, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 499000, 0, 499000, 499000, 499000, 499000, 499000, 499000, 499000, 3984000, 0, 3984000, 3984000, 3984000, 3984000, 3984000, 3984000, 3984000, 1.12413, 1.49012e-08, 1.12413, 1.12413, 1.12413, 1.12413, 1.12413, 1.12413, 1.12413, 8, 0, 8, 8, 8, 8, 8, 8, 8, 8.12011, 2.06477e-07, 8.12011, 8.12011, 8.12011, 8.12011, 8.12011, 8.12011, 8.12011, 614799, 0, 614799, 614799, 614799, 614799, 614799, 614799, 614799
Fri Dec 30 20:56:42 EST 2016, 1, 0.500, 8, 1.843, 0.124342, 1.75539, 1.93061, 1.60, 1.83, 1.9, 1.93, 2.00, 43723.2, 18.9989, 43709.8, 43736.6, 43680, 43728, 43728, 43744, 43744, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 484390, 0, 484390, 484390, 484390, 484390, 484390, 484390, 484390, 1571578, 0, 1571578, 1571578, 1571578, 1571578, 1571578, 1571578, 1571578, 3.65558, 4.21468e-08, 3.65558, 3.65558, 3.65558, 3.65558, 3.65558, 3.65558, 3.65558, 3.25114, 7.30005e-08, 3.25114, 3.25114, 3.25114, 3.25114, 3.25114, 3.25114, 3.25114, 9.35501, 2.06477e-07, 9.35501, 9.35501, 9.35501, 9.35501, 9.35501, 9.35501, 9.35501, 522582, 0, 522582, 522582, 522582, 522582, 522582, 522582, 522582
Fri Dec 30 20:57:44 EST 2016, 2, 0.500, 8, 2.35, 0.187083, 2.21819, 2.48181, 1.97, 2.38, 2.44, 2.49, 2.50, 45278.4, 24.2124, 45261.3, 45295.5, 45232, 45280, 45296, 45296, 45296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 498034, 0, 498034, 498034, 498034, 498034, 498034, 498034, 498034, 2522337, 0, 2522337, 2522337, 2522337, 2522337, 2522337, 2522337, 2522337, 2.48373, 5.16191e-08, 2.48373, 2.48373, 2.48373, 2.48373, 2.48373, 2.48373, 2.48373, 5.07467, 8.42937e-08, 5.07467, 5.07467, 5.07467, 5.07467, 5.07467, 5.07467, 5.07467, 9.3673, 0, 9.3673, 9.3673, 9.3673, 9.3673, 9.3673, 9.3673, 9.3673, 533407, 0, 533407, 533407, 533407, 533407, 533407, 533407, 533407
Fri Dec 30 20:58:45 EST 2016, 4, 0.500, 8, 2.552, 0.167976, 2.43365, 2.67035, 2.22, 2.37, 2.63, 2.71, 2.75, 46115.2, 6.4, 46110.7, 46119.7, 46112, 46112, 46112, 46128, 46128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 498975, 0, 498975, 498975, 498975, 498975, 498975, 498975, 498975, 3446026, 0, 3446026, 3446026, 3446026, 3446026, 3446026, 3446026, 3446026, 1.63869, 2.10734e-08, 1.63869, 1.63869, 1.63869, 1.63869, 1.63869, 1.63869, 1.63869, 6.92002, 8.42937e-08, 6.92002, 6.92002, 6.92002, 6.92002, 6.92002, 6.92002, 6.92002, 8.91386, 1.19209e-07, 8.91386, 8.91386, 8.91386, 8.91386, 8.91386, 8.91386, 8.91386, 560297, 0, 560297, 560297, 560297, 560297, 560297, 560297, 560297
Fri Dec 30 20:59:51 EST 2016, 8, 0.500, 8, 2.648, 0.183946, 2.5184, 2.7776, 2.39, 2.47, 2.735, 2.86, 2.88, 46667.2, 12.4964, 46658.4, 46676, 46656, 46656, 46672, 46688, 46688, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 498999, 0, 498999, 498999, 498999, 498999, 498999, 498999, 498999, 3911360, 0, 3911360, 3911360, 3911360, 3911360, 3911360, 3911360, 3911360, 1.20273, 2.10734e-08, 1.20273, 1.20273, 1.20273, 1.20273, 1.20273, 1.20273, 1.20273, 7.85417, 1.68587e-07, 7.85417, 7.85417, 7.85417, 7.85417, 7.85417, 7.85417, 7.85417, 8.26158, 2.06477e-07, 8.26158, 8.26158, 8.26158, 8.26158, 8.26158, 8.26158, 8.26158, 604278, 0, 604278, 604278, 604278, 604278, 604278, 604278, 604278
Fri Dec 30 21:00:53 EST 2016, 0, 0.000, 10, 3.296, 0.354378, 3.04632, 3.54568, 2.68, 2.96, 3.45, 3.67, 3.74, 50588.8, 17.2325, 50576.7, 50600.9, 50544, 50592, 50592, 50608, 50608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 499000, 0, 499000, 499000, 499000, 499000, 499000, 499000, 499000, 4980000, 0, 4980000, 4980000, 4980000, 4980000, 4980000, 4980000, 4980000, 1.39848, 2.58096e-08, 1.39848, 1.39848, 1.39848, 1.39848, 1.39848, 1.39848, 1.39848, 10, 0, 10, 10, 10, 10, 10, 10, 10, 9.24414, 1.19209e-07, 9.24414, 9.24414, 9.24414, 9.24414, 9.24414, 9.24414, 9.24414, 620070, 0, 620070, 620070, 620070, 620070, 620070, 620070, 620070
Fri Dec 30 21:01:54 EST 2016, 1, 0.000, 10, 1.873, 0.105551, 1.79863, 1.94737, 1.61, 1.80, 1.94, 1.95, 1.95, 45433.6, 12.8, 45424.6, 45442.6, 45424, 45424, 45432, 45456, 45456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 493329, 0, 493329, 493329, 493329, 493329, 493329, 493329, 493329, 1964321, 0, 1964321, 1964321, 1964321, 1964321, 1964321, 1964321, 1964321, 4.3484, 1.03238e-07, 4.3484, 4.3484, 4.3484, 4.3484, 4.3484, 4.3484, 4.3484, 3.98981, 5.96046e-08, 3.98981, 3.98981, 3.98981, 3.98981, 3.98981, 3.98981, 3.98981, 9.83603, 1.19209e-07, 9.83603, 9.83603, 9.83603, 9.83603, 9.83603, 9.83603, 9.83603, 508883, 0, 508883, 508883, 508883, 508883, 508883, 508883, 508883
Fri Dec 30 21:02:55 EST 2016, 2, 0.000, 10, 2.965, 0.24965, 2.78911, 3.14089, 2.57, 2.80, 2.99, 3.24, 3.41, 47566.4, 25.2476, 47548.6, 47584.2, 47520, 47568, 47576, 47584, 47600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 498892, 0, 498892, 498892, 498892, 498892, 498892, 498892, 498892, 3150843, 0, 3150843, 3150843, 3150843, 3150843, 3150843, 3150843, 3150843, 2.95829, 4.21468e-08, 2.95829, 2.95829, 2.95829, 2.95829, 2.95829, 2.95829, 2.95829, 6.32835, 0, 6.32835, 6.32835, 6.32835, 6.32835, 6.32835, 6.32835, 6.32835, 9.85295, 2.06477e-07, 9.85295, 9.85295, 9.85295, 9.85295, 9.85295, 9.85295, 9.85295, 511877, 0, 511877, 511877, 511877, 511877, 511877, 511877, 511877
Fri Dec 30 21:04:02 EST 2016, 4, 0.000, 10, 3.604, 0.240008, 3.4349, 3.7731, 3.14, 3.60, 3.745, 3.77, 3.84, 49456, 21.4663, 49440.9, 49471.1, 49408, 49456, 49472, 49472, 49472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 499000, 0, 499000, 499000, 499000, 499000, 499000, 499000, 499000, 4307440, 0, 4307440, 4307440, 4307440, 4307440, 4307440, 4307440, 4307440, 1.99533, 4.21468e-08, 1.99533, 1.99533, 1.99533, 1.99533, 1.99533, 1.99533, 1.99533, 8.64952, 2.06477e-07, 8.64952, 8.64952, 8.64952, 8.64952, 8.64952, 8.64952, 8.64952, 9.6284, 1.19209e-07, 9.6284, 9.6284, 9.6284, 9.6284, 9.6284, 9.6284, 9.6284, 535686, 0, 535686, 535686, 535686, 535686, 535686, 535686, 535686
Fri Dec 30 21:05:04 EST 2016, 8, 0.000, 10, 4.183, 0.763977, 3.64474, 4.72126, 2.94, 3.55, 4.375, 5.13, 5.56, 50056, 10.7331, 50048.4, 50063.6, 50048, 50048, 50056, 50064, 50080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 499000, 0, 499000, 499000, 499000, 499000, 499000, 499000, 499000, 4889367, 0, 4889367, 4889367, 4889367, 4889367, 4889367, 4889367, 4889367, 1.49187, 3.65002e-08, 1.49187, 1.49187, 1.49187, 1.49187, 1.49187, 1.49187, 1.49187, 9.81801, 0, 9.81801, 9.81801, 9.81801, 9.81801, 9.81801, 9.81801, 9.81801, 9.27141, 2.06477e-07, 9.27141, 9.27141, 9.27141, 9.27141, 9.27141, 9.27141, 9.27141, 599933, 0, 599933, 599933, 599933, 599933, 599933, 599933, 599933
Fri Dec 30 21:06:01 EST 2016, 0, 0.250, 10, 3.165, 0.118512, 3.0815, 3.2485, 2.94, 3.14, 3.23, 3.28, 3.29, 48918.4, 7.83837, 48912.9, 48923.9, 48912, 48912, 48920, 48928, 48928, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 499000, 0, 499000, 499000, 499000, 499000, 499000, 499000, 499000, 4980000, 0, 4980000, 4980000, 4980000, 4980000, 4980000, 4980000, 4980000, 1.27388, 2.10734e-08, 1.27388, 1.27388, 1.27388, 1.27388, 1.27388, 1.27388, 1.27388, 10, 0, 10, 10, 10, 10, 10, 10, 10, 8.39952, 1.19209e-07, 8.39952, 8.39952, 8.39952, 8.39952, 8.39952, 8.39952, 8.39952, 597568, 0, 597568, 597568, 597568, 597568, 597568, 597568, 597568
Fri Dec 30 21:07:02 EST 2016, 1, 0.250, 10, 2.311, 0.169968, 2.19125, 2.43075, 2.02, 2.23, 2.435, 2.47, 2.50, 45212.8, 19.984, 45198.7, 45226.9, 45168, 45216, 45216, 45232, 45232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 493280, 0, 493280, 493280, 493280, 493280, 493280, 493280, 493280, 1964460, 0, 1964460, 1964460, 1964460, 1964460, 1964460, 1964460, 1964460, 4.22863, 1.03238e-07, 4.22863, 4.22863, 4.22863, 4.22863, 4.22863, 4.22863, 4.22863, 3.99036, 0, 3.99036, 3.99036, 3.99036, 3.99036, 3.99036, 3.99036, 3.99036, 9.72044, 2.06477e-07, 9.72044, 9.72044, 9.72044, 9.72044, 9.72044, 9.72044, 9.72044, 511900, 0, 511900, 511900, 511900, 511900, 511900, 511900, 511900
Fri Dec 30 21:08:04 EST 2016, 2, 0.250, 10, 2.451, 0.127785, 2.36097, 2.54103, 2.22, 2.29, 2.51, 2.58, 2.60, 47228.8, 11.9733, 47220.4, 47237.2, 47216, 47216, 47232, 47248, 47248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 498833, 0, 498833, 498833, 498833, 498833, 498833, 498833, 498833, 3150869, 0, 3150869, 3150869, 3150869, 3150869, 3150869, 3150869, 3150869, 2.83955, 4.21468e-08, 2.83955, 2.83955, 2.83955, 2.83955, 2.83955, 2.83955, 2.83955, 6.32924, 8.42937e-08, 6.32924, 6.32924, 6.32924, 6.32924, 6.32924, 6.32924, 6.32924, 9.74467, 1.19209e-07, 9.74467, 9.74467, 9.74467, 9.74467, 9.74467, 9.74467, 9.74467, 513661, 0, 513661, 513661, 513661, 513661, 513661, 513661, 513661
