# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--delay 0 12', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', ladderQ_timing_secs, heap2tQ_timing_secs
Fri Dec 30 06:43:19 EST 2016, 8180, .62000000000000000000, 8, .31000000000000000000, 382, 73, 12, 15, 42, 257.640, 18.013
Fri Dec 30 06:45:40 EST 2016, 5705, .37000000000000000000, 11, .56000000000000000000, 307, 50, 17, 28, 64, 63.640, 23.760
Fri Dec 30 06:46:11 EST 2016, 755, .87000000000000000000, 5, .06000000000000000000, 457, 95, 8, 3, 19, 11.820, 8.207
Fri Dec 30 06:47:06 EST 2016, 1064, .40000000000000000000, 1, .16000000000000000000, 598, 76, 12, 17, 11, 4.557, 4.340
Fri Dec 30 06:48:07 EST 2016, 6014, .90000000000000000000, 7, .66000000000000000000, 448, 31, 2, 42, 56, 4.843, 4.723
Fri Dec 30 06:49:07 EST 2016, 8489, .15000000000000000000, 10, .41000000000000000000, 373, 98, 7, 4, 33, 4.640, 5.063
Fri Dec 30 06:51:13 EST 2016, 3539, .65000000000000000000, 4, .91000000000000000000, 523, 53, 17, 29, 78, 67.743, 48.507
Fri Dec 30 06:52:14 EST 2016, 4776, .03000000000000000000, 8, .03000000000000000000, 336, 42, 14, 48, 22, 7.047, 6.660
Fri Dec 30 06:53:29 EST 2016, 9726, .53000000000000000000, 2, .53000000000000000000, 486, 87, 5, 23, 67, 17.363, 14.740
Fri Dec 30 06:54:20 EST 2016, 7251, .28000000000000000000, 5, .28000000000000000000, 561, 19, 9, 36, 44, 9.717, 8.040
Fri Dec 30 07:00:52 EST 2016, 2301, .78000000000000000000, 11, .78000000000000000000, 411, 64, 19, 11, 89, 300.000, 42.300
Fri Dec 30 07:01:28 EST 2016, 1683, .21000000000000000000, 3, .59000000000000000000, 429, 59, 11, 32, 27, 8.973, 8.357
Fri Dec 30 07:02:18 EST 2016, 6633, .71000000000000000000, 9, .09000000000000000000, 579, 14, 1, 7, 72, 1.197, 1.430
