# 'Timestamp', '--gvt-delay 100 10000', '--imbalance% 0 100', '--recvr-range 1 10000', '--delay 1 10', '--selfEvents% 0 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, 3tHeap_timing_secs
Wed Apr 19 11:29:44 EDT 2017, 747, 0.680, 9248, 5, 0.830, 412, 80, 19, 15, 19, 8.863, 8.580
Wed Apr 19 11:29:58 EDT 2017, 1057, 0.210, 5186, 3, 0.670, 347, 32, 14, 16, 78, 13.497, 12.797
Wed Apr 19 11:30:04 EDT 2017, 6007, 0.710, 186, 8, 0.170, 497, 77, 4, 41, 33, 5.820, 6.183
Wed Apr 19 11:30:13 EDT 2017, 8482, 0.460, 2686, 1, 0.420, 422, 99, 19, 4, 10, 8.163, 5.990
Wed Apr 19 11:30:30 EDT 2017, 3532, 0.960, 7685, 6, 0.920, 572, 54, 9, 29, 55, 16.447, 16.127
Wed Apr 19 11:30:31 EDT 2017, 4769, 0.340, 1436, 4, 0.300, 534, 21, 2, 22, 22, 0.697, 0.790
Wed Apr 19 11:30:54 EDT 2017, 9719, 0.840, 6435, 9, 0.800, 384, 66, 12, 47, 67, 22.437, 22.160
Wed Apr 19 11:31:29 EDT 2017, 7244, 0.090, 8935, 2, 0.550, 459, 88, 7, 10, 89, 33.220, 29.467
Wed Apr 19 11:31:39 EDT 2017, 2294, 0.590, 3936, 7, 0.050, 309, 43, 16, 35, 44, 9.940, 10.000
Wed Apr 19 11:31:43 EDT 2017, 1675, 0.400, 8310, 9, 0.230, 328, 26, 6, 19, 83, 2.783, 3.227
Wed Apr 19 11:32:14 EDT 2017, 6625, 0.900, 3311, 5, 0.730, 478, 71, 15, 44, 38, 30.777, 29.443
Wed Apr 19 11:32:15 EDT 2017, 9100, 0.150, 811, 7, 0.980, 403, 94, 1, 7, 16, 0.443, 0.487
Wed Apr 19 11:32:44 EDT 2017, 4150, 0.650, 5810, 3, 0.480, 553, 49, 10, 32, 61, 28.937, 28.637
Wed Apr 19 11:32:47 EDT 2017, 2913, 0.030, 4561, 8, 0.860, 590, 15, 17, 13, 27, 2.077, 1.980
Wed Apr 19 11:33:14 EDT 2017, 7863, 0.530, 9560, 4, 0.360, 440, 60, 8, 38, 72, 26.377, 26.097
Wed Apr 19 11:33:43 EDT 2017, 5388, 0.280, 7060, 6, 0.110, 515, 83, 13, 1, 95, 25.743, 26.350
Wed Apr 19 11:33:47 EDT 2017, 438, 0.780, 2061, 2, 0.610, 365, 38, 3, 26, 50, 4.247, 4.553
Wed Apr 19 11:34:13 EDT 2017, 593, 0.010, 7529, 7, 0.310, 548, 95, 15, 1, 68, 22.270, 20.957
Wed Apr 19 11:34:18 EDT 2017, 5543, 0.510, 2530, 2, 0.810, 398, 50, 5, 26, 23, 4.333, 4.253
Wed Apr 19 11:34:21 EDT 2017, 8018, 0.260, 30, 9, 0.560, 473, 28, 10, 14, 45, 3.097, 3.237
Wed Apr 19 11:34:26 EDT 2017, 3068, 0.760, 5029, 5, 0.060, 323, 73, 1, 39, 90, 4.007, 4.803
Wed Apr 19 11:34:32 EDT 2017, 4305, 0.390, 3779, 6, 0.690, 361, 84, 8, 8, 34, 4.883, 4.943
Wed Apr 19 11:35:50 EDT 2017, 9255, 0.890, 8779, 1, 0.190, 511, 39, 17, 33, 79, 77.423, 74.617
Wed Apr 19 11:35:51 EDT 2017, 6780, 0.140, 6279, 8, 0.440, 436, 16, 3, 20, 57, 1.060, 1.057
Wed Apr 19 11:36:02 EDT 2017, 1830, 0.640, 1280, 3, 0.940, 586, 61, 12, 45, 12, 10.987, 10.443
Wed Apr 19 11:36:30 EDT 2017, 2449, 0.320, 5654, 1, 0.750, 567, 90, 4, 11, 74, 26.287, 25.203
Wed Apr 19 11:36:40 EDT 2017, 7399, 0.820, 655, 5, 0.250, 417, 45, 14, 36, 29, 10.413, 10.060
Wed Apr 19 11:36:48 EDT 2017, 9874, 0.070, 3154, 3, 0.000, 492, 22, 9, 23, 51, 6.977, 6.787
Wed Apr 19 11:37:42 EDT 2017, 4924, 0.570, 8154, 7, 0.500, 342, 67, 18, 48, 96, 53.070, 52.273
Wed Apr 19 11:37:54 EDT 2017, 3686, 0.200, 1905, 2, 0.120, 304, 78, 11, 5, 40, 10.710, 10.180
Wed Apr 19 11:37:57 EDT 2017, 8636, 0.700, 6904, 6, 0.620, 454, 33, 2, 30, 85, 3.003, 3.437
Wed Apr 19 11:38:01 EDT 2017, 6161, 0.450, 9404, 4, 0.870, 379, 11, 16, 17, 62, 3.837, 3.570
Wed Apr 19 11:38:05 EDT 2017, 1211, 0.950, 4404, 8, 0.370, 529, 56, 6, 42, 17, 3.410, 3.557
Wed Apr 19 11:38:11 EDT 2017, 902, 0.480, 967, 8, 0.090, 464, 53, 2, 37, 82, 5.013, 5.613
Wed Apr 19 11:38:23 EDT 2017, 5852, 0.980, 5967, 4, 0.590, 314, 98, 12, 12, 37, 11.827, 11.200
Wed Apr 19 11:38:27 EDT 2017, 8327, 0.230, 8466, 6, 0.840, 539, 76, 7, 25, 15, 4.037, 4.043
Wed Apr 19 11:38:39 EDT 2017, 3377, 0.730, 3467, 1, 0.340, 389, 31, 17, 0, 60, 10.873, 6.760
Wed Apr 19 11:38:46 EDT 2017, 4614, 0.110, 7217, 9, 0.970, 426, 42, 14, 44, 26, 6.537, 6.433
Wed Apr 19 11:39:08 EDT 2017, 9564, 0.610, 2217, 5, 0.470, 576, 87, 5, 19, 71, 18.680, 20.840
Wed Apr 19 11:39:49 EDT 2017, 7089, 0.360, 4717, 7, 0.220, 351, 64, 19, 31, 93, 39.683, 39.057
Wed Apr 19 11:39:53 EDT 2017, 2139, 0.860, 9716, 3, 0.720, 501, 19, 9, 6, 48, 3.070, 2.853
Wed Apr 19 11:41:08 EDT 2017, 1521, 0.170, 2842, 4, 0.530, 520, 47, 18, 47, 88, 74.010, 72.253
Wed Apr 19 11:41:18 EDT 2017, 6471, 0.670, 7842, 9, 0.030, 370, 92, 8, 22, 43, 8.230, 9.240
Wed Apr 19 11:41:42 EDT 2017, 8946, 0.420, 5342, 2, 0.280, 595, 70, 13, 34, 20, 23.890, 22.740
Wed Apr 19 11:41:44 EDT 2017, 3996, 0.920, 342, 7, 0.780, 445, 25, 4, 9, 65, 1.597, 1.773
Wed Apr 19 11:41:50 EDT 2017, 2758, 0.290, 9091, 3, 0.410, 408, 36, 6, 40, 31, 5.630, 5.590
Wed Apr 19 11:42:20 EDT 2017, 7708, 0.790, 4092, 8, 0.910, 558, 81, 15, 15, 76, 29.893, 28.887
Wed Apr 19 11:42:28 EDT 2017, 5233, 0.040, 1592, 1, 0.660, 333, 59, 1, 28, 99, 6.377, 7.253
Wed Apr 19 11:42:30 EDT 2017, 283, 0.540, 6592, 5, 0.160, 483, 14, 11, 3, 54, 1.643, 1.630
Wed Apr 19 11:43:26 EDT 2017, 361, 0.140, 1826, 9, 0.820, 504, 83, 17, 31, 95, 53.760, 54.783
Wed Apr 19 11:43:30 EDT 2017, 5311, 0.640, 6826, 4, 0.320, 354, 38, 8, 6, 50, 3.687, 3.737
Wed Apr 19 11:43:35 EDT 2017, 7786, 0.390, 9326, 6, 0.070, 579, 16, 12, 44, 28, 4.267, 4.273
Wed Apr 19 11:43:46 EDT 2017, 2836, 0.890, 4326, 2, 0.570, 429, 61, 3, 19, 73, 10.320, 10.490
Wed Apr 19 11:43:51 EDT 2017, 4073, 0.270, 5576, 8, 0.200, 391, 94, 10, 25, 17, 4.853, 5.183
Wed Apr 19 11:44:09 EDT 2017, 9023, 0.770, 577, 3, 0.700, 541, 49, 19, 0, 62, 17.573, 11.690
Wed Apr 19 11:44:15 EDT 2017, 6548, 0.020, 3076, 5, 0.950, 316, 27, 5, 38, 84, 5.380, 5.423
Wed Apr 19 11:44:48 EDT 2017, 1598, 0.520, 8076, 1, 0.450, 466, 72, 15, 13, 39, 32.903, 28.507
Wed Apr 19 11:45:13 EDT 2017, 2217, 0.460, 4951, 4, 0.260, 485, 78, 4, 28, 90, 20.753, 23.113
Wed Apr 19 11:45:16 EDT 2017, 7167, 0.960, 9951, 8, 0.760, 335, 33, 13, 3, 45, 2.257, 2.193
Wed Apr 19 11:45:20 EDT 2017, 9642, 0.210, 7451, 1, 0.510, 560, 10, 9, 41, 22, 3.683, 3.567
Wed Apr 19 11:45:42 EDT 2017, 4692, 0.710, 2451, 6, 0.010, 410, 55, 18, 16, 67, 20.653, 20.747
Wed Apr 19 11:45:49 EDT 2017, 3454, 0.080, 8701, 5, 0.630, 447, 89, 11, 35, 11, 6.333, 6.257
Wed Apr 19 11:45:51 EDT 2017, 8404, 0.580, 3701, 9, 0.130, 597, 44, 2, 10, 56, 1.740, 2.017
Wed Apr 19 11:46:19 EDT 2017, 5929, 0.330, 1202, 2, 0.380, 372, 21, 16, 47, 78, 27.287, 26.000
Wed Apr 19 11:46:25 EDT 2017, 979, 0.830, 6201, 7, 0.880, 522, 66, 6, 22, 33, 5.660, 5.923
Wed Apr 19 11:46:27 EDT 2017, 1289, 0.360, 9638, 5, 0.600, 588, 41, 1, 21, 64, 1.903, 2.080
Wed Apr 19 11:46:57 EDT 2017, 6239, 0.860, 4639, 1, 0.100, 438, 86, 11, 46, 19, 29.453, 27.367
Wed Apr 19 11:47:02 EDT 2017, 8714, 0.110, 2139, 7, 0.350, 513, 64, 6, 8, 42, 4.617, 4.883
Wed Apr 19 11:47:19 EDT 2017, 3764, 0.610, 7138, 3, 0.850, 363, 19, 15, 33, 87, 15.673, 14.637
Wed Apr 19 11:47:27 EDT 2017, 5001, 0.240, 3389, 6, 0.480, 326, 52, 13, 14, 53, 8.330, 7.817
Wed Apr 19 11:48:05 EDT 2017, 9951, 0.740, 8388, 2, 0.980, 476, 97, 3, 39, 98, 36.780, 36.500
Wed Apr 19 11:48:21 EDT 2017, 7476, 0.490, 5889, 8, 0.730, 401, 75, 18, 2, 76, 14.817, 15.327
Wed Apr 19 11:48:27 EDT 2017, 2526, 0.990, 889, 4, 0.230, 551, 30, 8, 27, 31, 5.273, 5.123
Wed Apr 19 11:48:58 EDT 2017, 1907, 0.050, 6514, 2, 0.040, 532, 35, 19, 17, 59, 31.043, 27.447
Wed Apr 19 11:49:03 EDT 2017, 6857, 0.550, 1514, 7, 0.540, 382, 80, 9, 42, 14, 4.943, 4.890
Wed Apr 19 11:49:11 EDT 2017, 9332, 0.300, 4014, 4, 0.790, 457, 58, 14, 5, 36, 7.637, 6.983
Wed Apr 19 11:49:14 EDT 2017, 4382, 0.800, 9013, 9, 0.290, 307, 13, 5, 30, 81, 2.067, 1.857
Wed Apr 19 11:49:27 EDT 2017, 3145, 0.430, 264, 1, 0.910, 344, 47, 7, 24, 48, 12.923, 12.250
Wed Apr 19 11:51:17 EDT 2017, 8095, 0.930, 5264, 6, 0.410, 494, 92, 16, 49, 93, 105.470, 103.553
Wed Apr 19 11:51:23 EDT 2017, 5620, 0.180, 7763, 3, 0.160, 419, 69, 2, 11, 70, 4.967, 6.273
Wed Apr 19 11:51:27 EDT 2017, 670, 0.680, 2764, 8, 0.660, 569, 24, 12, 36, 25, 3.930, 3.940
Wed Apr 19 11:51:42 EDT 2017, 515, 0.380, 6982, 5, 0.400, 312, 62, 9, 10, 97, 13.187, 13.227
Wed Apr 19 11:51:49 EDT 2017, 5465, 0.880, 1983, 9, 0.900, 462, 17, 19, 35, 52, 6.447, 6.277
Wed Apr 19 11:51:51 EDT 2017, 7940, 0.130, 4482, 3, 0.650, 387, 40, 4, 23, 29, 2.650, 2.660
Wed Apr 19 11:52:59 EDT 2017, 2990, 0.630, 9482, 7, 0.150, 537, 85, 14, 48, 74, 65.517, 66.610
Wed Apr 19 11:53:06 EDT 2017, 4228, 0.000, 733, 4, 0.520, 574, 73, 16, 4, 18, 6.447, 5.577
Wed Apr 19 11:53:12 EDT 2017, 9178, 0.500, 5732, 8, 0.020, 424, 28, 7, 29, 63, 5.233, 5.257
Wed Apr 19 11:53:51 EDT 2017, 6703, 0.250, 8232, 2, 0.270, 499, 51, 11, 17, 86, 37.067, 34.610
Wed Apr 19 11:53:56 EDT 2017, 1753, 0.750, 3233, 6, 0.770, 349, 96, 2, 42, 41, 4.537, 4.887
Wed Apr 19 11:54:04 EDT 2017, 2371, 0.190, 8857, 8, 0.960, 368, 57, 10, 1, 91, 7.147, 6.763
Wed Apr 19 11:54:05 EDT 2017, 7321, 0.690, 3858, 3, 0.460, 518, 12, 1, 26, 46, 0.647, 0.640
Wed Apr 19 11:54:10 EDT 2017, 9796, 0.440, 1358, 5, 0.210, 443, 34, 15, 14, 24, 4.207, 3.973
Wed Apr 19 11:55:07 EDT 2017, 4846, 0.940, 6357, 1, 0.710, 593, 79, 5, 39, 69, 56.017, 52.407
Wed Apr 19 11:55:08 EDT 2017, 3609, 0.320, 2608, 9, 0.090, 555, 68, 3, 7, 12, 0.683, 0.747
Wed Apr 19 11:55:18 EDT 2017, 8559, 0.820, 7607, 4, 0.590, 405, 23, 13, 32, 57, 9.910, 9.243
Wed Apr 19 11:55:30 EDT 2017, 6084, 0.070, 5107, 7, 0.840, 480, 45, 8, 20, 80, 10.933, 11.260
Wed Apr 19 11:56:19 EDT 2017, 1134, 0.570, 108, 2, 0.340, 330, 90, 17, 45, 35, 48.350, 45.243
Wed Apr 19 11:56:43 EDT 2017, 825, 0.100, 4170, 1, 0.180, 396, 20, 13, 49, 60, 23.550, 22.607
Wed Apr 19 11:56:45 EDT 2017, 5775, 0.600, 9170, 6, 0.680, 546, 65, 4, 24, 15, 2.083, 2.070
Wed Apr 19 11:57:22 EDT 2017, 8250, 0.350, 6670, 3, 0.930, 321, 87, 18, 37, 38, 36.113, 32.857
Wed Apr 19 11:57:31 EDT 2017, 3300, 0.850, 1670, 8, 0.430, 471, 42, 8, 12, 83, 7.953, 8.380
Wed Apr 19 11:57:34 EDT 2017, 4537, 0.470, 7920, 2, 0.800, 508, 31, 1, 43, 49, 2.510, 2.397
Wed Apr 19 11:57:58 EDT 2017, 9487, 0.970, 2920, 7, 0.300, 358, 76, 11, 18, 94, 21.113, 22.697
Wed Apr 19 11:58:33 EDT 2017, 7012, 0.220, 420, 5, 0.050, 583, 99, 6, 31, 71, 32.987, 34.780
Wed Apr 19 11:58:37 EDT 2017, 2062, 0.720, 5420, 9, 0.550, 433, 54, 16, 6, 26, 3.703, 3.663
Wed Apr 19 11:58:40 EDT 2017, 1443, 0.290, 2295, 6, 0.740, 415, 14, 7, 40, 55, 2.943, 3.003
Wed Apr 19 11:58:48 EDT 2017, 6393, 0.790, 7295, 2, 0.240, 565, 59, 17, 15, 10, 7.100, 6.360
Wed Apr 19 11:58:50 EDT 2017, 8868, 0.040, 9794, 9, 0.490, 340, 82, 2, 28, 32, 1.600, 1.770
Wed Apr 19 11:58:59 EDT 2017, 3918, 0.540, 4795, 4, 0.990, 490, 37, 12, 3, 77, 8.990, 7.407
Wed Apr 19 11:59:15 EDT 2017, 2681, 0.160, 6045, 5, 0.370, 452, 26, 19, 46, 43, 15.140, 14.733
Wed Apr 19 11:59:58 EDT 2017, 7631, 0.660, 1045, 1, 0.870, 302, 71, 10, 21, 88, 42.433, 35.560
Wed Apr 19 12:00:49 EDT 2017, 5156, 0.410, 3545, 7, 0.620, 527, 93, 14, 34, 66, 47.047, 48.620
Wed Apr 19 12:00:51 EDT 2017, 206, 0.910, 8545, 3, 0.120, 377, 48, 5, 9, 21, 1.720, 1.793
Wed Apr 19 12:00:52 EDT 2017, 245, 0.080, 5850, 8, 0.570, 331, 77, 2, 7, 30, 0.973, 1.183
Wed Apr 19 12:01:12 EDT 2017, 5195, 0.580, 850, 4, 0.070, 481, 32, 11, 32, 75, 18.847, 18.657
Wed Apr 19 12:01:15 EDT 2017, 7670, 0.330, 3350, 6, 0.320, 406, 10, 7, 20, 97, 2.387, 2.360
Wed Apr 19 12:02:48 EDT 2017, 2720, 0.830, 8349, 1, 0.820, 556, 55, 16, 45, 52, 92.320, 83.807
Wed Apr 19 12:03:12 EDT 2017, 3957, 0.450, 2100, 9, 0.440, 594, 89, 14, 1, 86, 20.690, 22.933
Wed Apr 19 12:03:17 EDT 2017, 8907, 0.950, 7099, 5, 0.940, 444, 44, 4, 26, 41, 4.210, 3.790
Wed Apr 19 12:03:20 EDT 2017, 6432, 0.200, 9599, 7, 0.690, 519, 21, 18, 13, 18, 2.150, 2.030
Wed Apr 19 12:03:55 EDT 2017, 1482, 0.700, 4600, 2, 0.190, 369, 66, 9, 38, 63, 34.113, 33.957
Wed Apr 19 12:04:02 EDT 2017, 2101, 0.270, 7724, 4, 0.000, 350, 83, 17, 4, 24, 6.953, 6.677
Wed Apr 19 12:04:11 EDT 2017, 7051, 0.770, 2725, 9, 0.500, 500, 38, 8, 29, 69, 8.470, 9.013
Wed Apr 19 12:04:21 EDT 2017, 9526, 0.020, 225, 2, 0.750, 425, 15, 13, 16, 92, 9.943, 8.943
Wed Apr 19 12:04:29 EDT 2017, 4576, 0.520, 5225, 6, 0.250, 575, 60, 3, 41, 47, 7.017, 7.557
Wed Apr 19 12:04:50 EDT 2017, 3338, 0.140, 3975, 3, 0.880, 538, 94, 5, 10, 80, 21.297, 20.717
Wed Apr 19 12:05:02 EDT 2017, 8288, 0.640, 8974, 8, 0.380, 388, 49, 15, 35, 35, 9.690, 10.257
Wed Apr 19 12:05:03 EDT 2017, 5813, 0.390, 6474, 1, 0.130, 463, 27, 1, 23, 13, 0.903, 0.793
Wed Apr 19 12:05:26 EDT 2017, 863, 0.890, 1475, 5, 0.630, 313, 72, 10, 48, 58, 22.440, 22.533
Wed Apr 19 12:05:36 EDT 2017, 1173, 0.420, 3037, 7, 0.850, 378, 35, 15, 46, 38, 9.657, 9.253
Wed Apr 19 12:06:08 EDT 2017, 6123, 0.920, 8037, 3, 0.350, 528, 80, 6, 21, 83, 31.930, 31.537
Wed Apr 19 12:06:19 EDT 2017, 8598, 0.170, 5537, 9, 0.100, 303, 58, 11, 34, 61, 10.560, 10.780
Wed Apr 19 12:06:20 EDT 2017, 3648, 0.670, 538, 5, 0.600, 453, 13, 1, 9, 16, 0.183, 0.270
Wed Apr 19 12:06:38 EDT 2017, 4885, 0.050, 9287, 6, 0.220, 491, 46, 8, 40, 72, 17.397, 18.050
Wed Apr 19 12:06:57 EDT 2017, 9835, 0.550, 4287, 2, 0.720, 341, 91, 18, 15, 27, 19.333, 16.963
Wed Apr 19 12:07:05 EDT 2017, 7360, 0.300, 1787, 8, 0.970, 566, 69, 4, 27, 49, 6.787, 7.183
Wed Apr 19 12:07:11 EDT 2017, 2410, 0.800, 6787, 4, 0.470, 416, 24, 13, 2, 94, 6.453, 5.680
Wed Apr 19 12:07:22 EDT 2017, 1791, 0.230, 1162, 1, 0.290, 435, 41, 5, 43, 32, 10.230, 9.967
Wed Apr 19 12:08:06 EDT 2017, 6741, 0.730, 6162, 6, 0.790, 585, 86, 14, 18, 77, 44.250, 41.360
Wed Apr 19 12:08:28 EDT 2017, 9216, 0.480, 8662, 3, 0.540, 360, 63, 10, 31, 55, 21.570, 20.703
Wed Apr 19 12:08:30 EDT 2017, 4266, 0.980, 3662, 8, 0.040, 510, 18, 19, 6, 10, 1.203, 1.083
Wed Apr 19 12:09:28 EDT 2017, 3029, 0.360, 7412, 2, 0.660, 472, 52, 12, 49, 66, 58.043, 54.427
Wed Apr 19 12:09:30 EDT 2017, 7979, 0.860, 2412, 7, 0.160, 322, 97, 2, 24, 21, 1.483, 1.580
Wed Apr 19 12:10:20 EDT 2017, 5504, 0.110, 4912, 4, 0.410, 547, 74, 17, 37, 44, 49.320, 46.573
Wed Apr 19 12:10:24 EDT 2017, 554, 0.610, 9912, 9, 0.910, 397, 29, 7, 12, 89, 3.683, 3.990
Wed Apr 19 12:10:46 EDT 2017, 709, 0.310, 381, 3, 0.140, 524, 56, 15, 34, 28, 21.817, 20.943
Wed Apr 19 12:10:47 EDT 2017, 5659, 0.810, 5381, 7, 0.640, 374, 11, 5, 9, 73, 1.020, 1.020
Wed Apr 19 12:13:08 EDT 2017, 8134, 0.060, 7881, 1, 0.890, 599, 34, 19, 47, 96, 140.887, 125.723
Wed Apr 19 12:13:28 EDT 2017, 3184, 0.560, 2881, 5, 0.390, 449, 79, 10, 22, 51, 19.120, 19.180
Wed Apr 19 12:13:40 EDT 2017, 4421, 0.190, 6631, 4, 0.770, 411, 67, 3, 28, 84, 10.780, 11.117
Wed Apr 19 12:13:42 EDT 2017, 9371, 0.690, 1631, 9, 0.270, 561, 22, 12, 3, 39, 1.843, 1.877
Wed Apr 19 12:13:47 EDT 2017, 6896, 0.440, 4131, 2, 0.020, 336, 45, 7, 41, 17, 5.133, 5.090
Wed Apr 19 12:14:23 EDT 2017, 1946, 0.940, 9130, 6, 0.520, 486, 90, 17, 16, 62, 34.933, 33.147
Wed Apr 19 12:14:27 EDT 2017, 2565, 0.000, 3506, 9, 0.710, 467, 62, 6, 25, 23, 3.050, 3.293
Wed Apr 19 12:14:29 EDT 2017, 7515, 0.500, 8506, 5, 0.210, 317, 17, 16, 0, 68, 2.223, 1.883
Wed Apr 19 12:14:35 EDT 2017, 9990, 0.250, 6006, 7, 0.460, 542, 39, 2, 38, 90, 4.710, 5.130
Wed Apr 19 12:14:54 EDT 2017, 5040, 0.750, 1006, 2, 0.960, 392, 84, 11, 13, 45, 19.607, 17.223
Wed Apr 19 12:15:36 EDT 2017, 3802, 0.370, 9755, 8, 0.330, 430, 73, 18, 31, 79, 39.943, 40.377
Wed Apr 19 12:15:39 EDT 2017, 8752, 0.870, 4756, 3, 0.830, 580, 28, 9, 6, 34, 3.517, 3.093
Wed Apr 19 12:15:43 EDT 2017, 6277, 0.120, 2256, 6, 0.580, 355, 51, 13, 44, 11, 3.610, 3.423
Wed Apr 19 12:16:08 EDT 2017, 1327, 0.620, 7256, 1, 0.080, 505, 96, 4, 19, 56, 24.517, 25.063
Wed Apr 19 12:16:13 EDT 2017, 1018, 0.160, 8193, 2, 0.430, 570, 14, 8, 23, 42, 4.473, 4.433
Wed Apr 19 12:17:05 EDT 2017, 5968, 0.660, 3194, 7, 0.930, 420, 59, 18, 48, 87, 51.123, 48.440
Wed Apr 19 12:17:13 EDT 2017, 8443, 0.410, 694, 4, 0.680, 495, 81, 3, 11, 65, 7.400, 8.097
Wed Apr 19 12:17:16 EDT 2017, 3493, 0.910, 5693, 9, 0.180, 345, 36, 13, 36, 20, 2.973, 2.763
Wed Apr 19 12:17:33 EDT 2017, 4730, 0.280, 4443, 1, 0.550, 308, 25, 15, 17, 76, 16.500, 14.167
Wed Apr 19 12:17:43 EDT 2017, 9680, 0.780, 9443, 5, 0.050, 458, 70, 6, 42, 31, 9.417, 9.650
Wed Apr 19 12:17:59 EDT 2017, 7205, 0.030, 6943, 3, 0.300, 383, 93, 10, 5, 54, 16.033, 14.330
Wed Apr 19 12:18:03 EDT 2017, 2255, 0.530, 1944, 8, 0.800, 533, 48, 1, 30, 99, 2.800, 3.200
Wed Apr 19 12:18:06 EDT 2017, 1637, 0.470, 5068, 6, 0.990, 552, 20, 12, 14, 37, 2.977, 2.877
Wed Apr 19 12:18:24 EDT 2017, 6587, 0.970, 69, 1, 0.490, 402, 65, 2, 39, 82, 16.320, 16.557
Wed Apr 19 12:18:38 EDT 2017, 9062, 0.220, 2569, 8, 0.240, 477, 87, 16, 2, 59, 14.117, 14.247
Wed Apr 19 12:18:40 EDT 2017, 4112, 0.720, 7568, 4, 0.740, 327, 42, 7, 27, 14, 1.787, 1.780
Wed Apr 19 12:18:43 EDT 2017, 2874, 0.090, 1319, 7, 0.110, 364, 31, 4, 20, 70, 2.693, 2.960
