# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 120 160', '--callIntervalMean 20 30', '--callDurationMean 2 10', '--maxChannels 8 30', '--simEndTime 300 600', '--portables 1 20', '--rows 10 50', '--granularity 0 30', '--cols 10 50', 2tLadderQ_timing_secs, heap_timing_secs
Mon Jul  3 10:21:20 EDT 2017, 0.650, 156, 23, 5, 24, 478, 14, 40, 26, 22, 36.720, 2.583
Mon Jul  3 10:21:22 EDT 2017, 0.900, 126, 20, 7, 29, 403, 18, 10, 4, 12, 1.413, 0.490
Mon Jul  3 10:21:45 EDT 2017, 0.400, 146, 25, 3, 18, 553, 9, 30, 19, 32, 22.960, 2.443
Mon Jul  3 10:21:46 EDT 2017, 0.280, 121, 24, 8, 27, 590, 2, 45, 8, 17, 1.267, 0.823
Mon Jul  3 10:22:09 EDT 2017, 0.780, 141, 29, 4, 16, 440, 11, 25, 23, 37, 22.390, 1.887
Mon Jul  3 10:25:31 EDT 2017, 0.530, 131, 27, 6, 10, 515, 16, 35, 0, 47, 201.483, 5.547
Mon Jul  3 10:25:32 EDT 2017, 0.030, 151, 22, 2, 21, 365, 6, 15, 15, 27, 1.710, 0.777
Mon Jul  3 10:29:29 EDT 2017, 0.040, 120, 27, 7, 14, 548, 19, 40, 1, 35, 236.147, 5.770
Mon Jul  3 10:29:31 EDT 2017, 0.540, 140, 22, 3, 25, 398, 9, 20, 16, 15, 2.137, 0.843
Mon Jul  3 10:29:35 EDT 2017, 0.790, 130, 20, 9, 20, 473, 4, 30, 8, 25, 3.070, 1.080
Mon Jul  3 10:29:41 EDT 2017, 0.290, 150, 25, 5, 9, 323, 14, 10, 23, 45, 6.390, 0.980
Mon Jul  3 10:29:55 EDT 2017, 0.420, 135, 23, 6, 23, 361, 16, 25, 4, 20, 13.133, 1.400
Mon Jul  3 10:30:35 EDT 2017, 0.920, 155, 28, 2, 12, 511, 7, 45, 19, 40, 39.987, 3.067
Mon Jul  3 10:30:35 EDT 2017, 0.670, 125, 26, 8, 17, 436, 2, 15, 12, 30, 0.510, 0.507
Mon Jul  3 10:30:41 EDT 2017, 0.170, 145, 21, 4, 28, 586, 11, 35, 27, 10, 5.457, 1.407
Mon Jul  3 10:31:22 EDT 2017, 0.230, 133, 25, 2, 24, 567, 17, 17, 6, 38, 41.437, 2.820
Mon Jul  3 10:31:30 EDT 2017, 0.730, 153, 20, 6, 13, 417, 8, 37, 21, 18, 6.853, 1.340
Mon Jul  3 10:31:32 EDT 2017, 0.980, 123, 23, 4, 8, 492, 3, 27, 14, 28, 2.213, 0.753
Mon Jul  3 10:33:54 EDT 2017, 0.480, 143, 28, 8, 19, 342, 13, 47, 29, 48, 141.527, 4.337
Mon Jul  3 10:34:21 EDT 2017, 0.360, 128, 21, 3, 10, 304, 15, 32, 3, 23, 26.657, 2.003
Mon Jul  3 10:34:23 EDT 2017, 0.860, 148, 26, 7, 21, 454, 6, 12, 18, 43, 2.320, 0.853
Mon Jul  3 10:34:24 EDT 2017, 0.610, 138, 29, 5, 27, 379, 1, 42, 10, 33, 0.780, 0.563
Mon Jul  3 10:34:26 EDT 2017, 0.110, 158, 24, 9, 16, 529, 10, 22, 25, 13, 2.180, 0.803
Mon Jul  3 10:34:35 EDT 2017, 0.080, 139, 20, 8, 10, 464, 10, 13, 22, 42, 8.357, 1.620
Mon Jul  3 10:35:04 EDT 2017, 0.580, 159, 25, 4, 21, 314, 19, 33, 7, 22, 28.967, 2.177
Mon Jul  3 10:35:09 EDT 2017, 0.830, 129, 28, 6, 26, 539, 14, 23, 15, 12, 4.433, 1.233
Mon Jul  3 10:35:21 EDT 2017, 0.330, 149, 23, 2, 15, 389, 5, 43, 0, 32, 11.607, 1.837
Mon Jul  3 10:35:26 EDT 2017, 0.450, 124, 27, 9, 29, 426, 7, 38, 26, 17, 4.743, 1.053
Mon Jul  3 10:36:08 EDT 2017, 0.950, 144, 22, 5, 18, 576, 17, 18, 11, 37, 42.600, 2.967
Mon Jul  3 10:38:38 EDT 2017, 0.700, 134, 24, 7, 12, 351, 12, 48, 18, 47, 149.210, 4.413
Mon Jul  3 10:38:40 EDT 2017, 0.200, 154, 29, 3, 23, 501, 3, 28, 3, 27, 1.770, 1.013
Mon Jul  3 10:40:15 EDT 2017, 0.140, 126, 22, 5, 19, 520, 8, 46, 28, 44, 95.390, 4.587
Mon Jul  3 10:40:36 EDT 2017, 0.640, 146, 27, 9, 8, 370, 18, 26, 13, 24, 20.117, 1.863
Mon Jul  3 10:40:51 EDT 2017, 0.890, 136, 25, 3, 14, 595, 13, 36, 20, 14, 14.980, 1.843
Mon Jul  3 10:40:53 EDT 2017, 0.390, 156, 20, 7, 25, 445, 4, 16, 5, 34, 1.727, 0.833
Mon Jul  3 10:40:54 EDT 2017, 0.260, 131, 29, 4, 17, 408, 6, 21, 24, 19, 1.447, 0.607
Mon Jul  3 10:43:56 EDT 2017, 0.760, 151, 24, 8, 28, 558, 16, 41, 9, 39, 180.793, 5.770
Mon Jul  3 10:44:05 EDT 2017, 0.510, 121, 21, 2, 22, 333, 11, 11, 17, 49, 9.250, 1.270
Mon Jul  3 10:44:06 EDT 2017, 0.010, 141, 26, 6, 11, 483, 1, 31, 2, 29, 0.550, 0.467
Mon Jul  3 10:50:23 EDT 2017, 0.020, 125, 21, 9, 26, 504, 16, 44, 19, 48, 377.417, 7.633
Mon Jul  3 10:50:28 EDT 2017, 0.520, 145, 26, 5, 15, 354, 7, 24, 4, 28, 4.293, 1.063
Mon Jul  3 10:50:29 EDT 2017, 0.770, 135, 29, 7, 9, 579, 2, 34, 26, 18, 0.863, 0.630
Mon Jul  3 10:50:37 EDT 2017, 0.270, 155, 24, 3, 20, 429, 11, 14, 11, 38, 8.043, 1.357
Mon Jul  3 10:50:47 EDT 2017, 0.400, 130, 25, 8, 12, 391, 18, 29, 15, 13, 9.503, 1.360
Mon Jul  3 10:52:00 EDT 2017, 0.900, 150, 20, 4, 23, 541, 9, 49, 0, 33, 73.087, 4.030
Mon Jul  3 10:52:03 EDT 2017, 0.650, 120, 23, 6, 28, 316, 4, 19, 22, 43, 2.920, 0.960
Mon Jul  3 10:52:44 EDT 2017, 0.150, 140, 28, 2, 17, 466, 14, 39, 7, 23, 40.360, 2.640
Mon Jul  3 10:53:21 EDT 2017, 0.210, 138, 24, 4, 13, 485, 15, 17, 17, 45, 36.723, 2.750
Mon Jul  3 10:53:24 EDT 2017, 0.710, 158, 29, 8, 24, 335, 5, 37, 2, 25, 3.227, 0.967
Mon Jul  3 10:53:25 EDT 2017, 0.960, 128, 27, 2, 19, 560, 1, 27, 24, 15, 0.280, 0.287
Mon Jul  3 10:54:27 EDT 2017, 0.460, 148, 22, 6, 8, 410, 10, 47, 9, 35, 61.843, 3.230
Mon Jul  3 10:54:34 EDT 2017, 0.330, 123, 28, 5, 22, 447, 17, 32, 21, 10, 7.397, 1.057
Mon Jul  3 10:54:37 EDT 2017, 0.830, 143, 23, 9, 11, 597, 8, 12, 6, 30, 2.720, 0.873
Mon Jul  3 10:54:44 EDT 2017, 0.580, 133, 21, 3, 16, 372, 3, 42, 28, 40, 7.040, 1.237
Mon Jul  3 10:54:52 EDT 2017, 0.080, 153, 26, 7, 27, 522, 13, 22, 13, 20, 7.563, 1.207
Mon Jul  3 10:54:54 EDT 2017, 0.120, 134, 29, 6, 21, 588, 7, 11, 12, 34, 2.243, 0.880
Mon Jul  3 10:55:07 EDT 2017, 0.620, 154, 24, 2, 10, 438, 17, 31, 27, 14, 12.813, 1.547
Mon Jul  3 10:55:19 EDT 2017, 0.870, 124, 22, 8, 15, 513, 12, 21, 5, 24, 11.283, 1.570
Mon Jul  3 10:55:22 EDT 2017, 0.370, 144, 27, 4, 26, 363, 2, 41, 20, 44, 2.933, 1.063
Mon Jul  3 10:55:43 EDT 2017, 0.490, 129, 23, 7, 18, 326, 10, 36, 8, 29, 21.190, 1.697
Mon Jul  3 10:56:35 EDT 2017, 0.990, 149, 28, 3, 29, 476, 19, 16, 23, 49, 51.557, 3.023
Mon Jul  3 10:58:48 EDT 2017, 0.740, 139, 25, 9, 24, 401, 14, 46, 1, 39, 132.467, 4.177
Mon Jul  3 10:58:50 EDT 2017, 0.240, 159, 20, 5, 13, 551, 5, 26, 16, 19, 2.287, 1.007
Mon Jul  3 10:59:18 EDT 2017, 0.180, 122, 26, 3, 8, 532, 6, 48, 10, 31, 27.703, 2.373
Mon Jul  3 10:59:23 EDT 2017, 0.680, 142, 21, 7, 19, 382, 15, 28, 25, 11, 4.567, 0.873
Mon Jul  3 10:59:44 EDT 2017, 0.930, 132, 24, 5, 25, 457, 11, 38, 3, 21, 20.697, 1.920
Mon Jul  3 10:59:44 EDT 2017, 0.430, 152, 29, 9, 14, 307, 1, 18, 18, 41, 0.307, 0.320
Mon Jul  3 10:59:51 EDT 2017, 0.300, 137, 20, 2, 28, 344, 8, 23, 14, 26, 6.243, 1.160
Mon Jul  3 11:05:03 EDT 2017, 0.800, 157, 25, 6, 17, 494, 18, 43, 29, 46, 312.163, 7.433
Mon Jul  3 11:05:13 EDT 2017, 0.550, 127, 27, 4, 11, 419, 13, 13, 7, 36, 9.133, 1.447
Mon Jul  3 11:05:14 EDT 2017, 0.050, 147, 22, 8, 22, 569, 4, 33, 22, 16, 1.660, 0.847
Mon Jul  3 11:05:56 EDT 2017, 0.040, 135, 26, 5, 16, 312, 12, 27, 6, 48, 41.483, 2.163
Mon Jul  3 11:05:58 EDT 2017, 0.540, 155, 21, 9, 27, 462, 2, 47, 21, 28, 2.087, 1.003
Mon Jul  3 11:06:00 EDT 2017, 0.790, 125, 24, 3, 22, 387, 7, 17, 14, 18, 1.427, 0.633
Mon Jul  3 11:08:04 EDT 2017, 0.290, 145, 29, 7, 11, 537, 16, 37, 29, 38, 123.467, 4.563
Mon Jul  3 11:08:29 EDT 2017, 0.410, 120, 20, 4, 19, 574, 14, 42, 2, 13, 25.320, 2.293
Mon Jul  3 11:08:31 EDT 2017, 0.910, 140, 25, 8, 8, 424, 4, 22, 17, 33, 2.127, 0.827
Mon Jul  3 11:09:17 EDT 2017, 0.660, 130, 28, 2, 14, 499, 9, 32, 10, 43, 45.550, 2.903
Mon Jul  3 11:09:22 EDT 2017, 0.160, 150, 23, 6, 25, 349, 19, 12, 25, 23, 4.897, 1.030
Mon Jul  3 11:10:00 EDT 2017, 0.220, 127, 28, 8, 29, 368, 10, 30, 0, 46, 37.283, 2.230
Mon Jul  3 11:10:00 EDT 2017, 0.720, 147, 23, 4, 18, 518, 1, 10, 15, 26, 0.200, 0.197
Mon Jul  3 11:10:04 EDT 2017, 0.970, 137, 21, 6, 12, 443, 6, 40, 8, 16, 4.313, 1.223
Mon Jul  3 11:10:39 EDT 2017, 0.470, 157, 26, 2, 23, 593, 15, 20, 23, 36, 34.833, 2.747
Mon Jul  3 11:10:41 EDT 2017, 0.350, 132, 22, 9, 9, 555, 13, 15, 4, 11, 1.757, 0.827
Mon Jul  3 11:10:44 EDT 2017, 0.850, 152, 27, 5, 20, 405, 3, 35, 19, 31, 2.507, 0.907
Mon Jul  3 11:11:03 EDT 2017, 0.600, 122, 25, 7, 26, 480, 8, 25, 12, 41, 19.380, 1.947
Mon Jul  3 11:12:08 EDT 2017, 0.100, 142, 20, 3, 15, 330, 18, 45, 27, 21, 64.013, 2.880
Mon Jul  3 11:12:12 EDT 2017, 0.070, 124, 24, 2, 12, 396, 3, 36, 29, 32, 3.783, 1.143
Mon Jul  3 11:12:14 EDT 2017, 0.570, 144, 29, 6, 23, 546, 12, 16, 14, 12, 1.550, 0.697
Mon Jul  3 11:13:09 EDT 2017, 0.820, 134, 26, 4, 28, 321, 17, 46, 22, 22, 54.950, 2.443
Mon Jul  3 11:13:23 EDT 2017, 0.320, 154, 21, 8, 17, 471, 7, 26, 7, 42, 14.033, 1.877
Mon Jul  3 11:13:24 EDT 2017, 0.440, 139, 27, 3, 25, 508, 5, 11, 26, 27, 0.837, 0.450
Mon Jul  3 11:14:51 EDT 2017, 0.940, 159, 22, 7, 14, 358, 15, 31, 11, 47, 86.920, 3.490
Mon Jul  3 11:16:19 EDT 2017, 0.690, 129, 20, 5, 9, 583, 19, 21, 18, 37, 87.807, 4.020
Mon Jul  3 11:16:29 EDT 2017, 0.190, 149, 25, 9, 20, 433, 10, 41, 3, 17, 9.817, 1.473
Mon Jul  3 11:16:30 EDT 2017, 0.130, 131, 22, 7, 24, 415, 2, 24, 24, 30, 0.950, 0.637
Mon Jul  3 11:16:37 EDT 2017, 0.630, 151, 27, 3, 13, 565, 11, 44, 9, 10, 6.663, 1.483
Mon Jul  3 11:16:41 EDT 2017, 0.880, 121, 29, 9, 18, 340, 16, 14, 16, 20, 3.763, 0.777
Mon Jul  3 11:17:00 EDT 2017, 0.380, 141, 24, 5, 29, 490, 6, 34, 1, 40, 18.703, 2.040
Mon Jul  3 11:17:07 EDT 2017, 0.260, 126, 26, 6, 16, 452, 4, 49, 28, 25, 6.603, 1.350
Mon Jul  3 11:18:06 EDT 2017, 0.760, 146, 21, 2, 27, 302, 13, 29, 13, 45, 58.690, 2.863
Mon Jul  3 11:21:04 EDT 2017, 0.510, 136, 23, 8, 21, 527, 18, 39, 20, 35, 178.200, 5.413
Mon Jul  3 11:21:06 EDT 2017, 0.010, 156, 28, 4, 10, 377, 9, 19, 5, 15, 1.403, 0.660
Mon Jul  3 11:21:08 EDT 2017, 0.010, 123, 25, 8, 20, 331, 15, 12, 4, 18, 2.080, 0.613
Mon Jul  3 11:21:20 EDT 2017, 0.510, 143, 20, 4, 9, 481, 5, 32, 19, 38, 12.077, 1.770
Mon Jul  3 11:21:21 EDT 2017, 0.760, 133, 23, 6, 15, 406, 1, 22, 12, 48, 0.667, 0.590
Mon Jul  3 11:21:59 EDT 2017, 0.260, 153, 28, 2, 26, 556, 10, 42, 27, 28, 38.093, 3.107
Mon Jul  3 11:26:08 EDT 2017, 0.380, 138, 22, 9, 17, 594, 17, 37, 0, 43, 248.200, 6.737
Mon Jul  3 11:26:10 EDT 2017, 0.880, 158, 27, 5, 28, 444, 8, 17, 15, 23, 2.277, 0.887
Mon Jul  3 11:26:12 EDT 2017, 0.630, 128, 29, 7, 23, 519, 3, 47, 8, 13, 1.250, 0.630
Mon Jul  3 11:26:36 EDT 2017, 0.130, 148, 24, 3, 12, 369, 12, 27, 23, 33, 23.660, 1.780
Mon Jul  3 11:27:01 EDT 2017, 0.200, 130, 27, 5, 8, 350, 16, 45, 2, 16, 25.467, 1.940
Mon Jul  3 11:27:09 EDT 2017, 0.700, 150, 22, 9, 19, 500, 6, 25, 17, 36, 7.793, 1.433
Mon Jul  3 11:27:14 EDT 2017, 0.950, 120, 20, 3, 24, 425, 2, 35, 10, 46, 4.163, 1.280
Mon Jul  3 11:27:19 EDT 2017, 0.450, 140, 25, 7, 13, 575, 11, 15, 25, 26, 5.453, 1.353
Mon Jul  3 11:28:38 EDT 2017, 0.320, 125, 23, 4, 27, 538, 18, 20, 6, 41, 78.193, 3.447
Mon Jul  3 11:28:48 EDT 2017, 0.820, 145, 28, 8, 16, 388, 9, 40, 21, 21, 10.103, 1.477
Mon Jul  3 11:28:48 EDT 2017, 0.570, 135, 26, 2, 10, 463, 4, 10, 13, 11, 0.203, 0.213
Mon Jul  3 11:29:18 EDT 2017, 0.070, 155, 21, 6, 21, 313, 14, 30, 28, 31, 28.923, 2.090
Mon Jul  3 11:29:24 EDT 2017, 0.100, 137, 23, 7, 26, 378, 6, 41, 27, 22, 6.417, 1.203
Mon Jul  3 11:30:08 EDT 2017, 0.600, 157, 28, 3, 15, 528, 15, 21, 12, 42, 43.320, 2.817
Mon Jul  3 11:30:27 EDT 2017, 0.850, 127, 25, 9, 10, 303, 11, 31, 20, 32, 19.573, 1.590
Mon Jul  3 11:30:27 EDT 2017, 0.350, 147, 20, 5, 21, 453, 1, 11, 5, 12, 0.123, 0.133
Mon Jul  3 11:30:44 EDT 2017, 0.480, 122, 29, 6, 13, 491, 8, 26, 24, 37, 16.360, 1.797
Mon Jul  3 11:31:25 EDT 2017, 0.980, 142, 24, 2, 24, 341, 18, 46, 9, 17, 40.187, 2.277
Mon Jul  3 11:31:35 EDT 2017, 0.730, 132, 21, 8, 29, 566, 13, 16, 16, 27, 10.477, 1.600
Mon Jul  3 11:31:45 EDT 2017, 0.230, 152, 26, 4, 18, 416, 4, 36, 1, 47, 9.933, 1.650
Mon Jul  3 11:31:48 EDT 2017, 0.170, 129, 21, 2, 14, 435, 7, 19, 26, 20, 2.447, 0.753
Mon Jul  3 11:35:13 EDT 2017, 0.670, 149, 26, 6, 25, 585, 17, 39, 11, 40, 205.060, 6.227
Mon Jul  3 11:35:34 EDT 2017, 0.920, 139, 28, 4, 19, 360, 12, 29, 18, 30, 20.610, 1.900
Mon Jul  3 11:35:35 EDT 2017, 0.420, 159, 23, 8, 8, 510, 2, 49, 3, 10, 0.557, 0.490
Mon Jul  3 11:36:06 EDT 2017, 0.290, 134, 27, 3, 22, 472, 9, 34, 29, 35, 30.667, 2.593
Mon Jul  3 11:36:09 EDT 2017, 0.790, 154, 22, 7, 11, 322, 19, 14, 14, 15, 3.237, 1.257
Mon Jul  3 11:37:33 EDT 2017, 0.540, 124, 24, 5, 17, 547, 14, 44, 22, 25, 83.800, 3.663
Mon Jul  3 11:37:39 EDT 2017, 0.040, 144, 29, 9, 28, 397, 5, 24, 7, 45, 5.373, 1.120
Mon Jul  3 11:37:57 EDT 2017, 0.060, 132, 20, 4, 11, 524, 10, 39, 20, 18, 18.400, 2.020
Mon Jul  3 11:37:58 EDT 2017, 0.560, 152, 25, 8, 22, 374, 1, 19, 5, 38, 0.353, 0.407
Mon Jul  3 11:39:19 EDT 2017, 0.810, 122, 27, 2, 27, 599, 6, 49, 28, 48, 80.580, 4.483
Mon Jul  3 11:39:57 EDT 2017, 0.310, 142, 22, 6, 16, 449, 15, 29, 13, 28, 37.733, 2.553
Mon Jul  3 11:40:12 EDT 2017, 0.430, 127, 26, 5, 25, 411, 13, 14, 17, 43, 14.643, 1.533
Mon Jul  3 11:40:14 EDT 2017, 0.930, 147, 21, 9, 14, 561, 3, 34, 2, 23, 1.977, 0.840
Mon Jul  3 11:40:16 EDT 2017, 0.680, 137, 24, 3, 8, 336, 8, 24, 24, 13, 1.663, 0.703
Mon Jul  3 11:42:20 EDT 2017, 0.180, 157, 29, 7, 19, 486, 17, 44, 9, 33, 123.610, 4.513
Mon Jul  3 11:42:25 EDT 2017, 0.240, 120, 23, 9, 23, 467, 12, 22, 15, 15, 4.747, 1.183
Mon Jul  3 11:42:27 EDT 2017, 0.740, 140, 28, 5, 12, 317, 2, 42, 0, 35, 1.790, 0.823
Mon Jul  3 11:42:31 EDT 2017, 0.990, 130, 26, 7, 18, 542, 7, 12, 22, 45, 4.317, 1.103
Mon Jul  3 11:43:10 EDT 2017, 0.490, 150, 21, 3, 29, 392, 16, 32, 7, 25, 39.023, 2.480
Mon Jul  3 11:45:41 EDT 2017, 0.370, 135, 29, 8, 15, 430, 14, 47, 19, 40, 150.397, 4.437
Mon Jul  3 11:45:43 EDT 2017, 0.870, 155, 24, 4, 26, 580, 4, 27, 4, 20, 1.973, 0.953
Mon Jul  3 11:45:46 EDT 2017, 0.620, 125, 22, 6, 20, 355, 9, 37, 26, 10, 2.953, 0.970
Mon Jul  3 11:46:11 EDT 2017, 0.120, 145, 27, 2, 9, 505, 19, 17, 11, 30, 24.203, 1.963
Mon Jul  3 11:46:11 EDT 2017, 0.090, 126, 28, 3, 17, 570, 1, 25, 14, 24, 0.383, 0.390
Mon Jul  3 11:47:59 EDT 2017, 0.590, 146, 23, 7, 28, 420, 11, 45, 29, 44, 107.577, 4.420
Mon Jul  3 11:48:21 EDT 2017, 0.840, 136, 20, 5, 22, 495, 16, 15, 6, 34, 21.340, 2.047
Mon Jul  3 11:48:23 EDT 2017, 0.340, 156, 25, 9, 11, 345, 6, 35, 21, 14, 1.900, 0.770
Mon Jul  3 11:48:31 EDT 2017, 0.460, 131, 24, 2, 20, 308, 4, 40, 10, 39, 8.423, 1.400
Mon Jul  3 11:48:37 EDT 2017, 0.960, 151, 29, 6, 9, 458, 13, 20, 25, 19, 4.943, 1.050
Mon Jul  3 11:49:36 EDT 2017, 0.710, 121, 26, 4, 14, 383, 18, 30, 3, 29, 59.160, 2.687
Mon Jul  3 11:49:42 EDT 2017, 0.210, 141, 21, 8, 25, 533, 9, 10, 18, 49, 5.960, 1.333
Mon Jul  3 11:49:44 EDT 2017, 0.150, 138, 25, 6, 29, 552, 3, 33, 8, 22, 1.840, 0.950
Mon Jul  3 11:49:55 EDT 2017, 0.650, 158, 20, 2, 18, 402, 12, 13, 23, 42, 10.940, 1.380
Mon Jul  3 11:52:38 EDT 2017, 0.900, 128, 22, 8, 13, 477, 17, 43, 1, 32, 162.190, 4.833
Mon Jul  3 11:52:39 EDT 2017, 0.400, 148, 27, 4, 24, 327, 7, 23, 16, 12, 0.920, 0.487
Mon Jul  3 11:52:42 EDT 2017, 0.280, 123, 21, 7, 10, 364, 5, 18, 12, 37, 2.927, 0.817
Mon Jul  3 11:53:07 EDT 2017, 0.780, 143, 26, 3, 21, 514, 15, 38, 27, 17, 25.643, 2.143
Mon Jul  3 11:53:50 EDT 2017, 0.530, 133, 28, 9, 27, 439, 19, 28, 5, 27, 42.583, 2.377
Mon Jul  3 11:56:35 EDT 2017, 0.030, 153, 23, 5, 16, 589, 10, 48, 20, 47, 164.213, 6.290
Mon Jul  3 11:57:15 EDT 2017, 0.020, 138, 29, 2, 22, 531, 13, 35, 2, 26, 39.970, 2.967
Mon Jul  3 11:57:16 EDT 2017, 0.520, 158, 24, 6, 11, 381, 3, 15, 17, 46, 1.183, 0.573
Mon Jul  3 11:58:13 EDT 2017, 0.770, 128, 21, 4, 16, 456, 8, 45, 10, 36, 56.533, 3.157
Mon Jul  3 11:58:20 EDT 2017, 0.270, 148, 26, 8, 27, 306, 18, 25, 25, 16, 7.020, 1.097
Mon Jul  3 11:58:23 EDT 2017, 0.390, 123, 22, 3, 13, 343, 11, 10, 6, 31, 2.987, 0.790
Mon Jul  3 11:58:23 EDT 2017, 0.890, 143, 27, 7, 24, 493, 1, 30, 21, 11, 0.213, 0.227
Mon Jul  3 11:58:26 EDT 2017, 0.640, 133, 25, 5, 19, 418, 6, 20, 14, 21, 2.150, 0.837
Mon Jul  3 12:01:26 EDT 2017, 0.140, 153, 20, 9, 8, 568, 15, 40, 29, 41, 179.567, 6.210
Mon Jul  3 12:01:52 EDT 2017, 0.200, 125, 27, 7, 12, 587, 14, 23, 4, 28, 25.990, 2.723
Mon Jul  3 12:02:21 EDT 2017, 0.700, 145, 22, 3, 23, 437, 5, 43, 19, 48, 28.983, 2.727
