# 'Timestamp', '--imbalance% 0 100', '--moveIntervalMean 1 10', '--delay 1 10', '--selfEvents% 0 100', '--callIntervalMean 1 10', '--callDurationMean 1 10', '--maxChannels 10 100', '--simEndTime 300 600', '--rows 10 100', '--eventsPerAgent 1 20', '--granularity 0 50', '--cols 10 100', 2tLadderQ_timing_secs, heap2tQ_timing_secs
Wed May 17 14:40:46 EDT 2017, 0.390, 1, 8, 0.920, 8, 3, 34, 321, 20, 15, 40, 27, 2.707, 2.717
Wed May 17 14:41:17 EDT 2017, 0.890, 5, 3, 0.420, 4, 7, 79, 471, 65, 5, 15, 72, 27.317, 30.383
Wed May 17 14:42:21 EDT 2017, 0.640, 3, 1, 0.670, 1, 5, 57, 396, 43, 10, 27, 95, 63.423, 43.053
Wed May 17 14:43:26 EDT 2017, 0.140, 7, 6, 0.170, 6, 9, 12, 546, 88, 19, 2, 50, 64.107, 51.763
Wed May 17 14:43:29 EDT 2017, 0.210, 2, 2, 0.490, 6, 9, 51, 377, 14, 6, 5, 33, 3.110, 2.727
Wed May 17 14:44:25 EDT 2017, 0.710, 7, 6, 0.990, 2, 4, 96, 527, 59, 16, 30, 78, 54.813, 45.890
Wed May 17 14:44:34 EDT 2017, 0.960, 5, 8, 0.240, 4, 7, 73, 302, 37, 11, 18, 55, 7.977, 8.700
Wed May 17 14:44:37 EDT 2017, 0.460, 9, 4, 0.740, 9, 2, 28, 452, 82, 2, 43, 10, 1.790, 2.507
Wed May 17 14:45:03 EDT 2017, 0.330, 4, 5, 0.360, 3, 1, 40, 564, 26, 13, 24, 89, 25.650, 22.887
Wed May 17 14:45:27 EDT 2017, 0.830, 8, 1, 0.860, 7, 5, 85, 414, 71, 4, 49, 44, 23.100, 21.150
Wed May 17 14:45:36 EDT 2017, 0.580, 1, 3, 0.110, 5, 3, 62, 489, 48, 9, 12, 21, 9.057, 8.247
Wed May 17 14:46:25 EDT 2017, 0.080, 6, 7, 0.610, 1, 8, 17, 339, 93, 18, 37, 66, 48.047, 39.697
Wed May 17 14:46:41 EDT 2017, 0.110, 2, 6, 0.640, 5, 5, 93, 424, 96, 5, 38, 36, 11.540, 15.113
Wed May 17 14:48:37 EDT 2017, 0.610, 6, 2, 0.140, 9, 1, 48, 574, 51, 14, 13, 81, 109.843, 87.727
Wed May 17 14:49:30 EDT 2017, 0.860, 4, 4, 0.890, 7, 7, 26, 349, 73, 19, 26, 58, 52.113, 36.463
Wed May 17 14:49:32 EDT 2017, 0.360, 8, 9, 0.390, 3, 3, 71, 499, 28, 9, 1, 13, 1.757, 2.197
Wed May 17 15:32:58 EDT 2017, 0.490, 5, 1, 0.520, 6, 4, 82, 536, 85, 16, 32, 92, 652.817, 2587.817
Wed May 17 15:33:08 EDT 2017, 0.990, 9, 5, 0.020, 2, 9, 37, 386, 40, 7, 7, 47, 8.833, 9.963
Wed May 17 15:33:11 EDT 2017, 0.740, 3, 8, 0.770, 4, 2, 14, 461, 62, 2, 44, 24, 2.103, 3.060
Wed May 17 15:33:21 EDT 2017, 0.240, 7, 3, 0.270, 8, 6, 59, 311, 17, 12, 19, 69, 9.337, 7.560
Wed May 17 15:33:36 EDT 2017, 0.170, 3, 9, 0.080, 9, 7, 99, 480, 79, 3, 23, 64, 9.810, 14.733
Wed May 17 15:33:41 EDT 2017, 0.670, 8, 5, 0.580, 4, 2, 54, 330, 34, 13, 48, 19, 4.220, 3.870
Wed May 17 15:34:29 EDT 2017, 0.920, 1, 3, 0.330, 2, 9, 31, 555, 57, 18, 10, 41, 47.317, 33.477
Wed May 17 15:34:34 EDT 2017, 0.420, 5, 7, 0.830, 7, 5, 76, 405, 12, 8, 35, 86, 4.293, 5.190
Wed May 17 15:35:01 EDT 2017, 0.300, 2, 4, 0.210, 1, 4, 88, 367, 90, 15, 4, 30, 26.520, 20.303
Wed May 17 15:35:19 EDT 2017, 0.800, 7, 8, 0.710, 5, 8, 43, 517, 45, 6, 29, 75, 13.173, 17.903
Wed May 17 15:35:30 EDT 2017, 0.550, 4, 6, 0.460, 8, 1, 20, 442, 68, 1, 16, 97, 6.523, 9.740
Wed May 17 15:35:58 EDT 2017, 0.050, 9, 1, 0.960, 3, 6, 65, 592, 23, 10, 41, 52, 27.723, 18.723
Wed May 17 15:36:16 EDT 2017, 0.030, 2, 9, 0.350, 5, 5, 21, 335, 69, 7, 30, 73, 13.070, 17.547
Wed May 17 15:36:25 EDT 2017, 0.530, 6, 4, 0.850, 1, 9, 66, 485, 24, 16, 5, 28, 8.993, 6.983
Wed May 17 15:37:31 EDT 2017, 0.780, 4, 2, 0.100, 3, 3, 89, 410, 92, 11, 42, 51, 66.037, 43.950
Wed May 17 15:37:45 EDT 2017, 0.280, 8, 7, 0.600, 7, 7, 44, 560, 47, 2, 17, 96, 8.667, 12.993
Wed May 17 15:37:59 EDT 2017, 0.410, 3, 3, 0.470, 4, 6, 10, 522, 58, 14, 48, 17, 14.353, 11.197
Wed May 17 15:38:02 EDT 2017, 0.910, 7, 8, 0.970, 8, 1, 55, 372, 13, 4, 23, 62, 1.623, 2.257
Wed May 17 15:39:07 EDT 2017, 0.660, 1, 5, 0.220, 6, 8, 78, 597, 81, 9, 36, 85, 60.907, 63.700
Wed May 17 15:39:50 EDT 2017, 0.160, 5, 1, 0.720, 2, 4, 33, 447, 36, 18, 11, 40, 42.747, 25.307
Wed May 17 15:40:06 EDT 2017, 0.220, 5, 7, 0.910, 1, 3, 27, 578, 64, 5, 8, 45, 11.970, 15.697
Wed May 17 15:40:30 EDT 2017, 0.720, 9, 3, 0.410, 6, 8, 72, 428, 19, 15, 33, 90, 23.233, 18.240
Wed May 17 15:41:20 EDT 2017, 0.970, 2, 5, 0.660, 8, 1, 95, 503, 86, 10, 20, 68, 48.650, 48.097
Wed May 17 15:41:21 EDT 2017, 0.470, 7, 9, 0.160, 3, 5, 50, 353, 41, 1, 45, 23, 0.590, 0.843
Wed May 17 15:42:51 EDT 2017, 0.350, 1, 2, 0.780, 9, 6, 16, 391, 75, 13, 14, 79, 89.630, 58.790
Wed May 17 15:42:55 EDT 2017, 0.850, 6, 6, 0.280, 5, 2, 61, 541, 30, 3, 39, 34, 2.720, 3.903
Wed May 17 15:43:00 EDT 2017, 0.600, 3, 8, 0.530, 2, 9, 83, 316, 97, 8, 1, 12, 3.357, 4.430
Wed May 17 15:43:44 EDT 2017, 0.100, 8, 4, 0.030, 7, 4, 38, 466, 52, 17, 26, 57, 43.447, 32.603
Wed May 17 15:44:02 EDT 2017, 0.070, 4, 2, 0.190, 8, 2, 69, 532, 44, 5, 47, 48, 17.963, 17.197
Wed May 17 15:45:03 EDT 2017, 0.570, 8, 7, 0.690, 3, 6, 24, 382, 89, 14, 22, 93, 59.103, 55.067
Wed May 17 15:45:15 EDT 2017, 0.820, 1, 9, 0.440, 1, 4, 47, 457, 21, 19, 34, 71, 12.027, 11.373
Wed May 17 15:45:24 EDT 2017, 0.320, 6, 5, 0.940, 5, 8, 92, 307, 66, 10, 9, 26, 8.630, 8.463
Wed May 17 15:45:51 EDT 2017, 0.440, 3, 6, 0.070, 2, 7, 58, 419, 33, 17, 28, 82, 26.563, 23.617
Wed May 17 15:46:39 EDT 2017, 0.940, 7, 1, 0.570, 6, 3, 13, 569, 78, 7, 3, 37, 46.353, 35.863
Wed May 17 15:46:39 EDT 2017, 0.690, 5, 4, 0.320, 9, 5, 36, 344, 10, 2, 41, 14, 0.343, 0.433
Wed May 17 15:47:02 EDT 2017, 0.190, 9, 8, 0.820, 4, 1, 81, 494, 55, 12, 16, 59, 21.910, 23.187
Wed May 17 15:47:14 EDT 2017, 0.130, 1, 4, 0.500, 4, 1, 75, 363, 38, 4, 12, 76, 8.833, 11.327
Wed May 17 15:47:34 EDT 2017, 0.630, 5, 9, 0.000, 8, 6, 30, 513, 83, 13, 37, 31, 17.730, 19.447
Wed May 17 15:47:43 EDT 2017, 0.880, 3, 6, 0.750, 6, 3, 52, 438, 16, 18, 0, 54, 8.973, 7.593
Wed May 17 15:49:25 EDT 2017, 0.380, 8, 2, 0.250, 1, 8, 97, 588, 61, 8, 25, 99, 99.653, 70.870
Wed May 17 15:49:33 EDT 2017, 0.250, 4, 7, 0.630, 7, 9, 64, 475, 50, 15, 6, 20, 8.407, 8.103
Wed May 17 15:50:07 EDT 2017, 0.750, 9, 3, 0.130, 3, 5, 19, 325, 95, 6, 31, 65, 30.807, 32.097
Wed May 17 15:50:18 EDT 2017, 0.500, 2, 1, 0.880, 5, 7, 41, 550, 27, 1, 19, 88, 7.527, 10.410
Wed May 17 15:50:41 EDT 2017, 0.000, 6, 5, 0.380, 9, 2, 86, 400, 72, 11, 44, 43, 22.030, 20.963
Wed May 17 15:50:56 EDT 2017, 0.010, 3, 8, 0.940, 5, 4, 51, 446, 75, 11, 28, 32, 13.877, 15.380
Wed May 17 15:51:08 EDT 2017, 0.510, 8, 3, 0.440, 9, 9, 96, 596, 30, 2, 3, 77, 8.590, 11.603
Wed May 17 15:54:10 EDT 2017, 0.760, 1, 1, 0.690, 7, 2, 74, 371, 98, 7, 40, 99, 155.827, 156.387
Wed May 17 15:54:48 EDT 2017, 0.260, 6, 5, 0.190, 2, 7, 29, 521, 53, 16, 15, 54, 37.310, 30.880
Wed May 17 15:55:29 EDT 2017, 0.380, 2, 4, 0.810, 6, 5, 40, 558, 64, 9, 47, 65, 40.050, 38.117
Wed May 17 15:55:32 EDT 2017, 0.880, 7, 9, 0.310, 1, 1, 85, 408, 19, 19, 22, 20, 2.830, 2.763
Wed May 17 15:56:07 EDT 2017, 0.630, 5, 6, 0.560, 4, 8, 63, 483, 86, 14, 34, 43, 34.897, 32.337
Wed May 17 15:56:25 EDT 2017, 0.130, 9, 2, 0.060, 8, 3, 18, 333, 41, 4, 9, 88, 16.547, 17.173
Wed May 17 15:57:03 EDT 2017, 0.190, 1, 6, 0.250, 9, 4, 46, 465, 58, 10, 6, 94, 36.530, 37.630
Wed May 17 15:57:05 EDT 2017, 0.690, 5, 1, 0.750, 4, 8, 91, 315, 13, 1, 31, 49, 1.283, 1.837
Wed May 17 15:57:19 EDT 2017, 0.940, 3, 4, 0.000, 2, 1, 68, 540, 81, 5, 18, 26, 11.563, 13.483
Wed May 17 15:57:36 EDT 2017, 0.440, 7, 8, 0.500, 6, 6, 23, 390, 36, 15, 43, 71, 16.680, 16.460
Wed May 17 15:57:53 EDT 2017, 0.320, 4, 3, 0.370, 1, 7, 34, 352, 70, 8, 12, 37, 16.707, 15.453
Wed May 17 15:58:14 EDT 2017, 0.820, 9, 7, 0.870, 5, 3, 79, 502, 25, 17, 37, 82, 20.487, 19.063
Wed May 17 15:58:50 EDT 2017, 0.570, 2, 9, 0.120, 7, 9, 57, 427, 92, 13, 0, 60, 31.320, 35.253
Wed May 17 15:58:54 EDT 2017, 0.070, 6, 5, 0.620, 3, 5, 12, 577, 47, 3, 25, 15, 2.363, 3.160
Wed May 17 16:08:54 EDT 2017, 0.100, 2, 1, 0.590, 3, 2, 99, 493, 50, 19, 48, 91, 384.630, 548.193
Wed May 17 16:09:19 EDT 2017, 0.600, 7, 6, 0.090, 7, 7, 54, 343, 95, 10, 23, 46, 22.533, 24.183
Wed May 17 16:09:22 EDT 2017, 0.850, 4, 8, 0.840, 9, 5, 32, 568, 27, 5, 36, 23, 2.173, 2.953
Wed May 17 16:10:26 EDT 2017, 0.350, 9, 3, 0.340, 5, 9, 77, 418, 72, 14, 11, 68, 63.390, 49.070
Wed May 17 16:10:29 EDT 2017, 0.480, 3, 7, 0.720, 8, 8, 88, 305, 39, 3, 29, 34, 1.900, 2.743
Wed May 17 16:14:29 EDT 2017, 0.980, 8, 2, 0.220, 4, 3, 43, 455, 84, 12, 4, 79, 188.597, 225.930
Wed May 17 16:14:39 EDT 2017, 0.730, 1, 4, 0.970, 2, 6, 20, 380, 16, 17, 42, 57, 9.837, 7.617
Wed May 17 16:14:43 EDT 2017, 0.230, 5, 9, 0.470, 6, 1, 65, 530, 61, 7, 17, 12, 2.823, 3.640
Wed May 17 16:14:57 EDT 2017, 0.160, 5, 3, 0.160, 7, 1, 94, 399, 33, 18, 14, 29, 13.763, 9.870
Wed May 17 16:15:38 EDT 2017, 0.660, 9, 7, 0.660, 2, 5, 49, 549, 78, 8, 39, 74, 34.647, 40.607
Wed May 17 16:15:41 EDT 2017, 0.910, 3, 5, 0.410, 4, 3, 26, 324, 11, 4, 1, 96, 2.493, 3.243
Wed May 17 16:16:51 EDT 2017, 0.410, 7, 1, 0.910, 9, 7, 71, 474, 56, 13, 26, 51, 68.730, 45.313
Wed May 17 16:16:55 EDT 2017, 0.290, 2, 8, 0.030, 3, 8, 82, 587, 44, 1, 8, 63, 2.747, 4.180
Wed May 17 16:17:10 EDT 2017, 0.790, 6, 4, 0.530, 8, 4, 37, 437, 89, 11, 33, 18, 14.043, 12.607
Wed May 17 16:17:29 EDT 2017, 0.540, 4, 2, 0.280, 6, 6, 15, 512, 22, 16, 20, 40, 19.563, 12.630
Wed May 17 16:17:55 EDT 2017, 0.040, 8, 6, 0.780, 1, 2, 60, 362, 67, 6, 45, 85, 19.407, 24.317
Wed May 17 16:18:02 EDT 2017, 0.050, 1, 3, 0.390, 7, 8, 27, 544, 26, 12, 32, 19, 6.520, 5.227
Wed May 17 16:18:13 EDT 2017, 0.550, 6, 8, 0.890, 3, 3, 72, 394, 71, 3, 7, 64, 7.857, 11.290
Wed May 17 16:18:40 EDT 2017, 0.800, 3, 6, 0.140, 1, 6, 95, 469, 49, 8, 44, 86, 24.063, 26.603
Wed May 17 16:20:00 EDT 2017, 0.300, 8, 1, 0.640, 5, 1, 50, 319, 94, 17, 19, 41, 79.563, 47.543
Wed May 17 16:20:06 EDT 2017, 0.430, 4, 9, 0.260, 2, 2, 16, 432, 15, 10, 38, 75, 4.940, 5.930
Wed May 17 16:20:36 EDT 2017, 0.930, 9, 5, 0.760, 6, 7, 61, 582, 60, 19, 13, 30, 29.560, 23.597
Wed May 17 16:21:06 EDT 2017, 0.680, 2, 2, 0.010, 8, 4, 84, 357, 37, 15, 25, 53, 29.660, 18.877
Wed May 17 16:21:47 EDT 2017, 0.180, 7, 7, 0.510, 4, 9, 39, 507, 82, 5, 0, 98, 30.520, 40.397
Wed May 17 16:22:10 EDT 2017, 0.240, 3, 1, 0.830, 3, 9, 22, 338, 20, 11, 4, 81, 23.443, 15.610
Wed May 17 16:22:18 EDT 2017, 0.740, 7, 5, 0.330, 8, 5, 67, 488, 65, 2, 29, 36, 4.813, 7.073
Wed May 17 16:22:20 EDT 2017, 0.990, 1, 7, 0.580, 6, 7, 89, 413, 43, 6, 16, 13, 1.877, 2.380
Wed May 17 16:24:35 EDT 2017, 0.490, 5, 3, 0.080, 1, 3, 44, 563, 88, 16, 41, 58, 126.580, 111.137
Wed May 17 16:24:45 EDT 2017, 0.370, 2, 6, 0.950, 7, 2, 11, 451, 32, 9, 22, 47, 8.983, 9.633
Wed May 17 16:33:21 EDT 2017, 0.870, 6, 2, 0.450, 2, 6, 56, 301, 77, 18, 47, 92, 233.673, 355.287
Wed May 17 16:34:13 EDT 2017, 0.620, 4, 4, 0.700, 5, 4, 78, 526, 54, 13, 10, 70, 49.573, 41.303
Wed May 17 16:34:20 EDT 2017, 0.120, 8, 9, 0.200, 9, 8, 33, 376, 99, 4, 35, 25, 4.633, 6.957
Wed May 17 16:35:34 EDT 2017, 0.080, 4, 5, 0.050, 5, 6, 75, 310, 91, 19, 40, 78, 71.020, 55.757
Wed May 17 16:35:58 EDT 2017, 0.580, 9, 1, 0.550, 1, 1, 30, 460, 46, 9, 15, 33, 24.200, 16.430
Wed May 17 16:36:02 EDT 2017, 0.830, 2, 3, 0.300, 3, 8, 53, 385, 68, 5, 27, 11, 3.460, 3.767
Wed May 17 16:36:13 EDT 2017, 0.330, 6, 8, 0.800, 8, 4, 98, 535, 23, 14, 2, 56, 10.490, 10.707
Wed May 17 16:36:31 EDT 2017, 0.460, 1, 2, 0.170, 4, 5, 64, 498, 79, 2, 33, 44, 13.123, 16.983
Wed May 17 16:36:48 EDT 2017, 0.960, 5, 7, 0.670, 9, 9, 19, 348, 34, 12, 8, 89, 16.753, 17.003
Wed May 17 16:37:26 EDT 2017, 0.710, 3, 9, 0.420, 7, 2, 41, 573, 57, 16, 46, 67, 36.770, 36.360
Wed May 17 16:37:28 EDT 2017, 0.210, 8, 4, 0.920, 2, 7, 86, 423, 12, 7, 21, 22, 1.787, 1.780
Wed May 17 16:37:44 EDT 2017, 0.150, 3, 8, 0.730, 1, 6, 70, 591, 85, 18, 24, 16, 15.403, 14.163
Wed May 17 16:38:02 EDT 2017, 0.650, 7, 4, 0.230, 6, 2, 25, 441, 40, 8, 49, 61, 17.400, 17.603
Wed May 17 16:38:39 EDT 2017, 0.900, 5, 2, 0.980, 8, 9, 47, 516, 63, 3, 11, 84, 31.860, 36.077
Wed May 17 16:38:44 EDT 2017, 0.400, 9, 6, 0.480, 4, 4, 92, 366, 18, 13, 36, 39, 4.433, 4.227
Wed May 17 16:38:55 EDT 2017, 0.270, 4, 5, 0.610, 9, 3, 58, 404, 96, 1, 5, 72, 7.533, 10.940
Wed May 17 16:39:06 EDT 2017, 0.770, 8, 9, 0.110, 5, 7, 13, 554, 51, 11, 30, 27, 8.473, 10.063
Wed May 17 16:39:27 EDT 2017, 0.520, 1, 7, 0.860, 3, 1, 36, 329, 74, 15, 18, 50, 21.400, 20.420
Wed May 17 16:39:47 EDT 2017, 0.020, 6, 3, 0.360, 7, 5, 81, 479, 29, 6, 43, 95, 18.973, 19.223
Wed May 17 16:40:27 EDT 2017, 0.010, 2, 7, 0.240, 3, 7, 15, 542, 56, 16, 12, 70, 40.377, 37.120
Wed May 17 16:40:29 EDT 2017, 0.510, 7, 3, 0.740, 7, 2, 60, 392, 11, 6, 37, 25, 1.683, 1.720
